Category,Class,Part,Parent Asset,Subcontractor 1,Subcontractor 2,Subcontractor 3,Surf. Res. at 4.5K (bend),Surf. Res. at 4.5K (flat),Twist,Length,Magnectic Permeability,Radial Diameter Center,Radial Diameter End,Straightness,Subcont. 1 certificate no,Subcont. 2 certificate no,Coil,Vertical Diameter Center,Vertical Diameter End,Weld Conformity,Name
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000055,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15555,1.00268,"48,40","48,60",<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.93,38.82,OK,B31L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000056,Boehler,Heraeus,Prestara,2.99,2.79,<1?,15555,1.00268,48.46,48.41,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.89,38.70,OK,B20R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000059,Boehler,Heraeus,Prestara,2.99,2.79,<1?,15557,1.00268,48.45,48.33,<3 mm/tube,nr. 022504,WCH 01498076,4/1,39.06,39.07,OK,A19R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000060,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15554,1.00268,48.58,48.59,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.94,38.91,OK,C34R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000061,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15552,1.00268,48.36,48.38,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.97,38.92,OK,B8R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000062,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15552,1.00268,48.62,48.61,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.95,38.93,OK,C27L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000063,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15556,1.00268,48.39,48.59,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.88,38.92,OK,B19L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000064,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15556,1.00268,48.35,48.58,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.92,38.94,OK,A34L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000065,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15556,1.00268,48.56,48.59,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.97,38.91,OK,B25R6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000066,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15555,1.00268,48.62,48.61,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.92,38.86,OK,B27R6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000067,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15551,1.00268,48.59,48.41,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.91,38.94,OK,A21L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000068,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15550,1.00268,48.61,48.38,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.91,38.86,OK,B33L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000069,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15552,1.00268,48.58,48.41,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.86,38.91,OK,B17R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000070,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15552,1.00268,48.6,48.39,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.94,38.86,OK,A32L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000071,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15550,1.00268,48.59,48.4,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.95,38.89,OK,B15R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000072,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15555,1.00268,48.41,48.41,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.9,38.92,OK,C24L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000074,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15551,1.00268,48.46,48.57,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.95,38.92,OK,B25R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000075,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15551,1.00268,48.58,48.58,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.94,38.9,OK,A26R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000076,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15553,1.00268,48.56,48.62,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.98,38.82,OK,C24R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000077,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15553,1.00268,48.42,48.54,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.96,38.91,OK,A33R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000078,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15552,1.00268,48.44,48.59,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.99,38.99,OK,A14R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000079,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15551,1.00268,48.39,48.48,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.94,38.85,OK,C17R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000080,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15552,1.00268,48.4,48.4,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.92,38.91,OK,A19R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000081,Boehler,Heraeus,Prestara,2.99,2.79,< 1?,15552,1.00268,48.4,48.58,<3 mm/tube,nr. 022504,WCH 01498076,4/1,38.99,38.88,OK,C22R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000084,Boehler,Heraeus,Prestara,3.09,2.85,< 1?,15552,1.00294,48.37,48.41,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.87,38.95,OK,B33R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000085,Boehler,Heraeus,Prestara,3.09,2.85,< 1?,15552,1.00294,48.42,48.59,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.89,38.92,OK,B24L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000086,Boehler,Heraeus,Prestara,3.09,2.85,< 1?,15556,1.00294,48.41,48.4,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.98,38.9,OK,A32L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000087,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15555,1.00294,48.45,48.38,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.95,38.98,OK,A24L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000088,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15552,1.00294,48.35,48.41,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.98,39.01,OK,A27R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000089,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15551,1.00294,48.45,48.56,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.95,39.01,OK,A13R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000090,Boehler,Heraeus,Prestara,3.09,2.85,< 1?,15551,1.00294,48.38,48.34,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.96,38.96,OK,C25R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000091,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15551,1.00294,48.4,48.41,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.95,38.91,OK,A25R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000092,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15554,1.00294,48.41,48.33,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.91,38.95,OK,C29R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000092,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15554,1.00294,48.41,48.33,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.91,38.95,OK,12395
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000093,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15551,1.00294,48.43,48.39,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.91,39.06,OK,2523
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000094,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15555,1.00294,48.38,48.36,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.97,39.04,OK,B27R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000095,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15551,1.00294,48.37,48.32,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.98,38.99,OK,A29L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000099,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15548,1.00294,48.38,48.36,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.97,38.94,OK,C19R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000100,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15554,1.00294,48.4,48.35,<3 mm/tube,nr. 022509,WCH 01498082,11/1,39.05,38.98,OK,B25L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000101,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15547,1.00294,48.34,48.59,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.94,38.97,OK,A24R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000102,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15549,1.00294,48.39,48.42,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.99,38.93,OK,A8R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000103,Boehler,Heraeus,Prestara,3.09,2.85,<1?,15550,1.00294,48.41,48.43,<3 mm/tube,nr. 022509,WCH 01498082,11/1,38.96,38.91,OK,B34R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000106,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15552,1.00286,48.37,48.39,<3 mm/tube,nr. 022507,WCH 01498079,8/2,38.97,39.07,OK,C15R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000107,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15557,1.00286,48.33,48.37,<3 mm/tube,nr. 022507,WCH 01498079,8/2,39.02,38.98,OK,C17R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000108,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15557,1.00286,48.37,48.38,<3 mm/tube,nr. 022507,WCH 01498079,8/2,39.03,38.95,OK,B10R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000108,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15557,1.00286,48.37,48.38,<3 mm/tube,nr. 022507,WCH 01498079,8/2,39.03,38.95,OK,12357
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000109,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15557,1.00286,48.39,48.39,<3 mm/tube,nr. 022507,WCH 01498079,8/2,38.96,38.92,OK,B29R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000110,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15555,1.00286,48.37,48.38,<3 mm/tube,nr. 022507,WCH 01498079,8/2,38.96,38.91,OK,A30L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000112,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15558,1.00286,48.36,48.41,<3 mm/tube,nr. 022507,WCH 01498079,8/2,38.94,39,OK,A13R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000113,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15557,1.00286,48.41,48.39,<3 mm/tube,nr. 022507,WCH 01498079,8/2,38.97,39.03,OK,A30L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000114,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15551,1.00286,48.36,48.41,<3 mm/tube,nr. 022507,WCH 01498079,8/2,38.97,38.94,OK,B17R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000115,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15557,1.00286,48.35,48.4,<3 mm/tube,nr. 022507,WCH 01498079,8/2,38.97,38.99,OK,B8R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000116,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15552,1.00286,48.38,48.37,<3 mm/tube,nr. 022507,WCH 01498079,8/2,38.97,38.98,OK,C16R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000117,Boehler,Heraeus,Prestara,3.39,2.99,< 1?,15554,1.00286,48.38,48.39,<3 mm/tube,nr. 022507,WCH 01498079,8/2,38.95,38.99,OK,C34R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000119,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15552,1.0035,48.38,48.39,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.92,38.9,OK,A20R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000120,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.42,48.41,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.93,38.98,OK,B18R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000121,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.38,48.39,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.89,38.96,OK,A25R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000122,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15552,1.0035,48.43,48.57,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.99,38.94,OK,A27R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000124,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.44,48.39,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.93,38.98,OK,B10R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000125,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15553,1.0035,48.4,48.41,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.91,38.92,OK,A12R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000126,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15553,1.0035,48.43,48.57,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.87,38.87,OK,C25R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000128,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15552,1.0035,48.39,48.38,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.84,38.94,OK,C19R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000129,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.39,48.38,<3 mm/tube,nr. 022508,WCH 01498080,9/1,39.08,38.98,OK,B30R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000130,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15555,1.0035,48.39,48.4,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.9,38.94,OK,A14R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000131,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15553,1.0035,48.4,48.44,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.92,38.92,OK,B19R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000132,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.42,48.41,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.94,38.98,OK,C22R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000133,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15552,1.0035,48.41,48.42,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.96,38.95,OK,C14R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000134,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.41,48.39,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.92,38.87,OK,A32L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000136,Boehler,Heraeus,Prestara,3.16,2.92,<1?,15554,1.0035,48.43,48.4,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.92,38.92,OK,A15R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000137,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.41,48.39,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.98,38.96,OK,B14R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000138,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.4,48.4,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.91,38.96,OK,B34R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000139,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.42,48.36,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.89,38.89,OK,B16L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000140,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.42,48.43,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.91,38.93,OK,B30R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000141,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.4,48.43,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.9,38.89,OK,B21R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000143,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.4,48.42,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.93,38.93,OK,B22R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000145,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.41,48.42,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.88,38.92,OK,B29R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000146,Boehler,Heraeus,Prestara,3.16,2.92,< 1?,15551,1.0035,48.37,48.43,<3 mm/tube,nr. 022508,WCH 01498080,9/1,38.88,38.96,OK,C15L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000147,Boehler,Heraeus,Prestara,2.92,2.85,< 1?,15551,1.00308,48.38,48.4,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.92,38.93,OK,A18R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000148,Boehler,Heraeus,Prestara,2.92,2.85,< 1?,15551,1.00308,48.41,48.39,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.91,38.93,OK,B15L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000149,Boehler,Heraeus,Prestara,2.92,2.85,< 1?,15551,1.00308,48.41,48.4,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.96,38.97,OK,A31R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000150,Boehler,Heraeus,Prestara,2.92,2.85,< 1?,15551,1.00308,48.38,48.39,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.93,38.93,OK,C30R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000151,Boehler,Heraeus,Prestara,2.92,2.85,< 1?,15551,1.00308,48.39,48.41,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.91,38.9,OK,C25R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000152,Boehler,Heraeus,Prestara,2.92,2.85,< 1?,15550,1.00308,48.41,48.38,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.89,38.88,OK,A28R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000153,Boehler,Heraeus,Prestara,2.92,2.85,< 1?,15551,1.00308,48.4,48.38,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.94,38.96,OK,2355
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000154,Boehler,Heraeus,Prestara,2.92,2.85,< 1?,15547,1.00308,48.42,48.39,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.96,38.99,OK,C24R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000155,Boehler,Heraeus,Prestara,2.92,2.85,< 1?,15552,1.00308,48.43,48.43,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.99,38.96,OK,A33R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000156,Boehler,Heraeus,Prestara,2.92,2.85,< 1?,15552,1.00308,48.41,48.4,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.91,38.94,OK,C29R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000157,Boehler,Heraeus,Prestara,2.92,2.85,< 1?,15552,1.00308,48.41,48.36,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.92,38.94,OK,A15R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000161,Boehler,Heraeus,Prestara,2.92,2.85,<1?,15555,1.00308,48.39,48.4,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.93,38.94,OK,2446
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000162,Boehler,Heraeus,Prestara,2.92,2.85,<1?,15555,1.00308,48.38,48.41,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.9,39.02,OK,A30R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000164,Boehler,Heraeus,Prestara,2.92,2.85,<1?,15554,1.00308,48.39,48.41,<3 mm/tube,nr. 022510,WCH 01498083,12/1,38.94,38.97,OK,C19R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000165,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15556,1.00294,48.45,48.44,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.95,38.96,OK,C24R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000166,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15556,1.00294,48.44,48.39,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.94,38.94,OK,B14R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000166,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15556,1.00294,48.44,48.39,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.94,38.94,OK,13096
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000167,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15556,1.00294,48.41,48.42,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.93,38.96,OK,B30R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000168,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.38,48.4,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.94,38.94,OK,C15L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000169,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15554,1.00294,48.42,48.38,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.96,38.97,OK,B19R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000171,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15554,1.00294,48.42,48.41,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.92,38.93,OK,A9R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000172,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.44,48.42,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.87,38.86,OK,C22R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000173,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15554,1.00294,48.39,48.42,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.92,38.91,OK,A9L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000174,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.43,48.39,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.92,38.91,OK,A13L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000175,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.37,48.41,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.95,38.96,OK,C32R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000176,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15554,1.00294,48.39,48.42,<3 mm/tube,nr. 022502,WCH 01498081,10/1,39.01,38.98,OK,C19L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000177,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15554,1.00294,48.4,48.34,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.99,38.95,OK,A34L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000178,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15554,1.00294,48.4,48.37,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.99,38.97,OK,2252
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000179,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.33,48.37,<3 mm/tube,nr. 022502,WCH 01498081,10/1,39.02,38.97,OK,B27R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000181,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.37,48.4,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.99,38.92,OK,C12L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000182,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.35,48.43,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.96,38.92,OK,A15R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000184,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.42,48.37,<3 mm/tube,nr. 022502,WCH 01498081,10/1,39.01,38.98,OK,B25R1
