Category,Class,Part,Parent Asset,Subcontractor 1,Subcontractor 2,Subcontractor 3,Surf. Res. at 4.5K (bend),Surf. Res. at 4.5K (flat),Twist,Length,Magnectic Permeability,Radial Diameter Center,Radial Diameter End,Straightness,Subcont. 1 certificate no,Subcont. 2 certificate no,Coil,Vertical Diameter Center,Vertical Diameter End,Weld Conformity,Name
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001430,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15552,1.00298,48.38,48.44,<3mm/tube,nr. 028921,WCH03031505,46/1,39.04,39.02,Ok,B28L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001431,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15553,1.00298,48.43,48.44,<3mm/tube,nr. 028921,WCH03031505,46/1,39.01,39,Ok,B31R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001432,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15553,1.00298,48.4,48.42,<3mm/tube,nr. 028921,WCH03031505,46/1,39.01,39,Ok,B11R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001433,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15553,1.00298,48.42,48.41,<3mm/tube,nr. 028921,WCH03031505,46/1,39,39.01,Ok,C34L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001434,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15553,1.00298,48.41,48.43,<3mm/tube,nr. 028921,WCH03031505,46/1,39.01,39.01,Ok,A10R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001435,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15553,1.00298,48.4,48.41,<3mm/tube,nr. 028921,WCH03031505,46/1,39.02,39,Ok,A8R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001436,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15553,1.00298,48.43,48.42,<3mm/tube,nr. 028921,WCH03031505,46/1,39.02,38.99,Ok,B11L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001437,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15553,1.00298,48.42,48.38,<3mm/tube,nr. 028921,WCH03031505,46/1,39.01,39.03,Ok,B14R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001438,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15553,1.00298,48.44,48.42,<3mm/tube,nr. 028921,WCH03031505,46/1,39.01,38.98,Ok,C20L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001439,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15553,1.00298,48.41,48.42,<3mm/tube,nr. 028921,WCH03031505,46/1,39.02,39.01,Ok,B34R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001440,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15553,1.00298,48.6,48.42,<3mm/tube,nr. 028921,WCH03031505,46/1,39.02,38.98,Ok,B25L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001441,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15553,1.00298,48.41,48.4,<3mm/tube,nr. 028921,WCH03031505,46/1,39.05,39.02,Ok,B34L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001442,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15552,1.00298,48.44,48.42,<3mm/tube,nr. 028921,WCH03031505,46/1,39.02,39.03,Ok,A32R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001443,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15552,1.00298,48.42,48.43,<3mm/tube,nr. 028921,WCH03031505,46/1,39.05,39.04,Ok,B28R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001445,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15552,1.00298,48.42,48.42,<3mm/tube,nr. 028921,WCH03031505,46/1,39.01,38.97,Ok,A31R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001446,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15552,1.00298,48.43,48.44,<3mm/tube,nr. 028921,WCH03031505,46/1,39.02,38.98,Ok,A10R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001447,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15552,1.00298,48.41,48.43,<3mm/tube,nr. 028921,WCH03031505,46/1,39.02,39.02,Ok,C27L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001448,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15552,1.00298,48.39,48.4,<3mm/tube,nr. 028921,WCH03031505,46/1,39.03,39.01,Ok,B31R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001449,Boehler,Heraeus,Prestara,3.220,2.940,<1?,15552,1.00298,48.41,48.42,<3mm/tube,nr. 028921,WCH03031505,46/1,39.01,39.04,Ok,B14R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001450,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.4,48.41,<3mm/tube,nr. 028927,WCH03031517,58/1,39.04,39.02,Ok,C33L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001451,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.43,48.43,<3mm/tube,nr. 028927,WCH03031517,58/1,39.01,39.02,Ok,A19R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001452,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.41,48.42,<3mm/tube,nr. 028927,WCH03031517,58/1,39,38.99,Ok,C23R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001453,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.39,48.44,<3mm/tube,nr. 028927,WCH03031517,58/1,39.01,38.98,Ok,C28L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001454,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.58,48.57,<3mm/tube,nr. 028927,WCH03031517,58/1,38.98,38.99,Ok,B11L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001455,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.59,48.42,<3mm/tube,nr. 028927,WCH03031517,58/1,39,39.02,Ok,A20R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001456,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.42,48.58,<3mm/tube,nr. 028927,WCH03031517,58/1,39.02,39.01,Ok,C21R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001457,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.58,48.43,<3mm/tube,nr. 028927,WCH03031517,58/1,38.98,38.97,Ok,B9L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001458,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.41,48.42,<3mm/tube,nr. 028927,WCH03031517,58/1,39.03,39.02,Ok,C20L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001459,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.42,48.58,<3mm/tube,nr. 028927,WCH03031517,58/1,39.01,39.04,Ok,B28L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001460,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.41,48.43,<3mm/tube,nr. 028927,WCH03031517,58/1,39,39.01,Ok,B14R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001461,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.43,48.42,<3mm/tube,nr. 028927,WCH03031517,58/1,39.04,39.04,Ok,C28L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001462,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.44,48.59,<3mm/tube,nr. 028927,WCH03031517,58/1,39,38.98,Ok,C18L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001463,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.63,48.62,<3mm/tube,nr. 028927,WCH03031517,58/1,39.02,38.96,Ok,C14R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001464,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15553,1.00283,48.61,48.62,<3mm/tube,nr. 028927,WCH03031517,58/1,38.99,39,Ok,B10L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001466,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.62,48.48,<3mm/tube,nr. 028927,WCH03031517,58/1,39,38.99,Ok,A8R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001467,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.49,48.47,<3mm/tube,nr. 028927,WCH03031517,58/1,39,39,Ok,B19R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001468,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.51,48.51,<3mm/tube,nr. 028927,WCH03031517,58/1,38.98,38.99,Ok,C34L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001469,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.48,48.52,<3mm/tube,nr. 028927,WCH03031517,58/1,38.99,38.97,Ok,C12L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001470,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.52,48.49,<3mm/tube,nr. 028927,WCH03031517,58/1,39,38.98,Ok,C28L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001471,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.5,48.52,<3mm/tube,nr. 028927,WCH03031517,58/1,39,38.97,Ok,A17R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001472,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.51,48.53,<3mm/tube,nr. 028927,WCH03031517,58/1,38.98,38.96,Ok,A15L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001473,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.51,48.48,<3mm/tube,nr. 028927,WCH03031517,58/1,39,39,Ok,C29R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001474,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.48,48.49,<3mm/tube,nr. 028927,WCH03031517,58/1,39.01,39,Ok,C21R6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001475,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.51,48.48,<3mm/tube,nr. 028927,WCH03031517,58/1,38.98,39,Ok,B15L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001476,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.5,48.5,<3mm/tube,nr. 028927,WCH03031517,58/1,39.01,39.01,Ok,A24L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001477,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.51,48.48,<3mm/tube,nr. 028927,WCH03031517,58/1,39,38.99,Ok,C24L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001478,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.5,48.47,<3mm/tube,nr. 028927,WCH03031517,58/1,39.01,39,Ok,A24R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001479,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.47,48.5,<3mm/tube,nr. 028927,WCH03031517,58/1,39,39,Ok,2214
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001480,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.49,48.53,<3mm/tube,nr. 028927,WCH03031517,58/1,39.01,39,Ok,B11L4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001481,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.59,48.6,<3mm/tube,nr. 028927,WCH03031517,58/1,39,38.99,Ok,C15L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001482,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.58,48.61,<3mm/tube,nr. 028927,WCH03031517,58/1,39.01,38.98,Ok,C15R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001483,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.63,48.59,<3mm/tube,nr. 028927,WCH03031517,58/1,39.01,39.01,Ok,B22R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001484,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15551,1.00283,48.62,48.6,<3mm/tube,nr. 028927,WCH03031517,58/1,39,38.99,Ok,A12L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001485,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.59,48.6,<3mm/tube,nr. 028927,WCH03031517,58/1,38.98,39.01,Ok,A9R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001486,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.58,48.57,<3mm/tube,nr. 028927,WCH03031517,58/1,38.98,38.97,Ok,A28L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001487,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.6,48.59,<3mm/tube,nr. 028927,WCH03031517,58/1,39,38.97,Ok,B23L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001488,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.63,48.58,<3mm/tube,nr. 028927,WCH03031517,58/1,38.98,38.99,Ok,B9L4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001489,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.6,48.58,<3mm/tube,nr. 028927,WCH03031517,58/1,38.99,38.99,Ok,A24R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001490,Boehler,Heraeus,Prestara,1.740,1.560,<1?,15552,1.00283,48.59,48.58,<3mm/tube,nr. 028927,WCH03031517,58/1,39,39.01,Ok,B11R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001491,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15552,1.00247,48.49,48.52,<3mm/tube,nr. 28918,WCH03031518,59/1,39,38.98,Ok,A15R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001492,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15552,1.00247,48.48,48.49,<3mm/tube,nr. 28918,WCH03031518,59/1,38.99,39,Ok,B17R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001493,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15552,1.00247,48.49,48.5,<3mm/tube,nr. 28918,WCH03031518,59/1,39,38.99,Ok,B32R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001494,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15553,1.00247,48.51,48.51,<3mm/tube,nr. 28918,WCH03031518,59/1,39,39.01,Ok,B22R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001495,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15552,1.00247,48.47,48.53,<3mm/tube,nr. 28918,WCH03031518,59/1,39,39.02,Ok,A15R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001496,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15552,1.00247,48.49,48.52,<3mm/tube,nr. 28918,WCH03031518,59/1,39.01,39,Ok,A27R6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001497,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15552,1.00247,48.49,48.53,<3mm/tube,nr. 28918,WCH03031518,59/1,39,39.01,Ok,B11L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001498,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15552,1.00247,48.46,48.5,<3mm/tube,nr. 28918,WCH03031518,59/1,39,39.01,Ok,A9R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001499,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15552,1.00247,48.49,48.5,<3mm/tube,nr. 28918,WCH03031518,59/1,39.01,39,Ok,A9R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001500,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15552,1.00247,48.52,48.48,<3mm/tube,nr. 28918,WCH03031518,59/1,39.02,39.02,Ok,B28R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001501,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.5,48.62,<3mm/tube,nr. 28918,WCH03031518,59/1,39.01,39,Ok,B18R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001502,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.58,48.6,<3mm/tube,nr. 28918,WCH03031518,59/1,39,38.99,Ok,C29L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001503,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.57,48.58,<3mm/tube,nr. 28918,WCH03031518,59/1,39.03,38.98,Ok,B10R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001504,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.56,48.57,<3mm/tube,nr. 28918,WCH03031518,59/1,38.98,38.99,Ok,C16R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001505,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.6,48.58,<3mm/tube,nr. 28918,WCH03031518,59/1,39,38.97,Ok,B15L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK001507,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.61,48.58,<3mm/tube,nr. 28918,WCH03031518,59/1,39.02,39,Ok,B17R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001508,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.58,48.56,<3mm/tube,nr. 28918,WCH03031518,59/1,39.01,39.03,Ok,C18L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001509,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.6,48.57,<3mm/tube,nr. 28918,WCH03031518,59/1,39,38.98,Ok,C33L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001510,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.57,48.58,<3mm/tube,nr. 28918,WCH03031518,59/1,39.02,39,Ok,A8L4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001511,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.6,48.57,<3mm/tube,nr. 28918,WCH03031518,59/1,39.01,39.02,Ok,B10L4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001512,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.62,48.58,<3mm/tube,nr. 28918,WCH03031518,59/1,39.02,38.97,Ok,C29L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001513,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.6,48.57,<3mm/tube,nr. 28918,WCH03031518,59/1,39,38.99,Ok,A12R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001514,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15551,1.00247,48.58,48.58,<3mm/tube,nr. 28918,WCH03031518,59/1,38.98,38.99,Ok,B10R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001515,Boehler,Heraeus,Prestara,3.180,2.990,<1?,15554,1.00247,48.49,48.5,<3mm/tube,nr. 28918,WCH03031518,59/1,39.01,39,Ok,B20L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001517,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.57,48.58,<3mm/tube,nr. 28932,WCH03031511,52/1,39,38.98,Ok,B23R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001518,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.59,48.58,<3mm/tube,nr. 28932,WCH03031511,52/1,39.01,39,Ok,B31R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001519,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.6,48.57,<3mm/tube,nr. 28932,WCH03031511,52/1,38.99,38.98,Ok,C26L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001520,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.56,48.58,<3mm/tube,nr. 28932,WCH03031511,52/1,38.96,39.01,Ok,B19L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001521,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.58,48.61,<3mm/tube,nr. 28932,WCH03031511,52/1,38.99,38.98,Ok,A28L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001522,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.61,48.6,<3mm/tube,nr. 28932,WCH03031511,52/1,38.99,38.99,Ok,C22R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001524,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.58,48.61,<3mm/tube,nr. 28932,WCH03031511,52/1,38.98,38.98,Ok,B33L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001525,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15552,1.00259,48.58,48.51,<3mm/tube,nr. 28932,WCH03031511,52/1,39,39,Ok,C28R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001526,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15552,1.00259,48.5,48.48,<3mm/tube,nr. 28932,WCH03031511,52/1,39,39.02,Ok,B14L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001527,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15553,1.00259,48.48,48.47,<3mm/tube,nr. 28932,WCH03031511,52/1,39.01,39.01,Ok,B16L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001528,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15553,1.00259,48.47,48.51,<3mm/tube,nr. 28932,WCH03031511,52/1,39.02,39.01,Ok,C20L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001529,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15552,1.00259,48.46,48.49,<3mm/tube,nr. 28932,WCH03031511,52/1,39,39,Ok,C28L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001530,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15552,1.00259,48.5,48.48,<3mm/tube,nr. 28932,WCH03031511,52/1,39.02,39.02,Ok,C30L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001531,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15552,1.00259,48.51,48.5,<3mm/tube,nr. 28932,WCH03031511,52/1,39.03,39.01,Ok,C14R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001532,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.51,48.52,<3mm/tube,nr. 28932,WCH03031511,52/1,38.99,39,Ok,A26L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001534,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15552,1.00259,48.47,48.48,<3mm/tube,nr. 28932,WCH03031511,52/1,39.01,39,Ok,C24L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001535,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15552,1.00259,48.51,48.51,<3mm/tube,nr. 28932,WCH03031511,52/1,39.02,38.98,Ok,A9L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001537,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.5,48.48,<3mm/tube,nr. 28932,WCH03031511,52/1,39,39.02,Ok,C12L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK001538,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.52,48.51,<3mm/tube,nr. 28932,WCH03031511,52/1,39.01,39.02,Ok,C33R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001539,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.48,48.5,<3mm/tube,nr. 28932,WCH03031511,52/1,39.02,39.01,Ok,C27L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001540,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.51,48.51,<3mm/tube,nr. 28932,WCH03031511,52/1,39.01,39.02,Ok,B26L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK001541,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.51,48.49,<3mm/tube,nr. 28932,WCH03031511,52/1,39.02,39.01,Ok,B30R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001542,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.5,48.5,<3mm/tube,nr. 28932,WCH03031511,52/1,39,39.02,Ok,C29L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001543,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.51,48.58,<3mm/tube,nr. 28932,WCH03031511,52/1,39.02,38.98,Ok,C26L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001544,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.58,48.56,<3mm/tube,nr. 28932,WCH03031511,52/1,38.99,39,Ok,A34R6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001545,Boehler,Heraeus,Prestara,2.010,1.590,<1?,15551,1.00259,48.59,48.57,<3mm/tube,nr. 28932,WCH03031511,52/1,39,38.98,Ok,B32L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001546,Boehler,Heraeus,Prestara,3.300,3.010,<1?,15551,1.00387,48.59,48.6,<3mm/tube,nr. 028934,WCH03031503,44/1,38.99,39,Ok,C34L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK001547,Boehler,Heraeus,Prestara,3.300,3.010,<1?,15551,1.00387,48.59,48.58,<3mm/tube,nr. 028934,WCH03031503,44/1,38.96,38.99,Ok,C25R6
