Name,R_1,R_2,RRR_1,RRR_2
A24R3,3.1799999999999997,3.7,69.35436078096502,54.73594914052305
A24R4,1.74,1.74,97.96870463516547,97.96870463516547
A24R5,1.82,2.480000000000015,94.98000661467277,79.11108700795295
A24R6,1.7699999999999998,2.480000000000015,97.37175994946976,79.11108700795295
A24R7,2.9799999999999986,3.0900000000000003,71.9167377486337,70.87720413274648
A24R8,2.4300000000000015,1.75,79.91564766114065,97.93687798968394
A25L1,2.529999999999997,3.16,78.31400167043277,69.84073116587685
A25L2,3.2799999999999474,2.45000000000002,68.32892020652831,79.61488134911514
A25L3,1.7499999999999998,3.1200000000000006,99.6289270513348,70.36876554941088
A25L4,1.92,3.210000000000001,92.00434744749462,68.73171710454288
A25L5,3.11,2.5,70.2908110941323,78.792057073657
A25L6,3.2400000000000007,3.25,67.59410659048159,68.22162291037226
A25L7,3.1400000000000006,1.93,70.26040277030548,91.38914903100921
A25L8,2.400000000000003,2.4300000000000015,80.40070272144557,79.91564766114065
A25R1,2.4299999999999997,3.2799999999999994,79.9134887858741,67.87449965452625
A25R2,3.0900000000000283,3.6000000000000005,70.74825409990856,60.43712854708486
A25R3,2.4800000000000004,2.4300000000000015,79.10202191429511,79.91564766114065
A25R4,1.71,1.68,99.29508583041603,100.45740439836791
A25R5,3.7,3.2400000000000007,54.73594914052305,66.94333085452014
A25R6,3.2799999999999994,3.2799999999999994,67.87449965452625,67.87449965452625
A25R7,3.1599999999999997,3.0900000000000003,70.07018630242422,70.87720413274648
A25R8,3.08,3.15,70.92620638880226,69.97010621488656
A26L1,2.4300000000000015,1.75,79.91564766114065,97.93687798968394
A26L2,1.77,1.75,96.78539546647139,96.83501939690875
A26L3,3.400000000000001,3.7,65.45791952580721,54.73594914052305
A26L4,3.4599999999999995,3.32,61.141317629472105,67.66559710105976
A26L5,3.1600000000000006,1.9499999999999997,69.74295839809092,91.06495839468394
A26L6,1.7300000000000002,3.19,97.7700238334445,69.08204078566787
A26L7,1.67,1.7699999999999998,100.31451566000446,97.37175994946976
A26L8,3.32,2.01,67.66559710105976,90.1826216302873
A26R1,1.77,1.92,96.78539546647139,92.00434744749462
A26R2,3.2400000000000126,3.2400000000000126,67.99534303947361,67.99534303947361
A26R3,1.7400000000000002,1.8499999999999999,97.96677628651337,94.10394295985523
A26R4,1.7300000000000002,1.68,97.7700238334445,100.45740439836791
A26R5,1.8100000000000003,2.9899999999999993,95.95614563437317,72.05491275077262
A26R6,1.7699999999999998,1.68,97.37175994946976,99.6525631876629
A26R7,1.93,3.3000000000097947,91.38914903100921,67.44303788811109
A26R8,2.3500000000000063,2.45000000000002,81.26569022666702,79.61488134911514
A27L1,1.83,2.9899999999999998,94.71351328593303,71.7970833568226
A27L2,3.2799999999999474,2.45,68.32892020652831,79.59538110746324
A27L3,3.0900000000000283,3.1200000000000006,70.74825409990856,70.36876554941088
A27L4,3.4599999999999995,3.32,61.141317629472105,67.66559710105976
A27L5,2.45000000000002,1.68,79.61488134911514,100.45740439836791
A27L6,3.310000141193014,3.2600000000000016,67.19212096326802,67.7519122227926
A27L7,1.81,1.81,95.8748204483924,95.8748204483924
A27L8,3.1400000000000006,3.289999999999999,70.26040277030548,68.13512170581375
A27R1,1.67,3.2799999999999994,100.31451566000446,67.87449965452625
A27R2,3.400000000000001,3.2400000000000126,65.45791952580721,67.99534303947361
A27R3,3.25,3.7,68.09926754352253,54.73594914052305
A27R4,1.92,1.68,92.00434744749462,100.45740439836791
A27R5,3.25,1.8299999999999998,68.09926754352253,94.32351566615597
A27R6,1.7899999999999998,3.1799999999742785,96.14625244938793,69.74655266092758
A27R7,3.1599999999999997,3.0900000000000003,70.07018630242422,70.87720413274648
A27R8,3.1400000000000006,3.15,70.26040277030548,69.97010621488656
A28L1,1.75,2.9899999999999998,96.83501939690875,71.7970833568226
A28L2,3.2799999999999474,2.560000000000002,68.32892020652831,77.8634517336402
A28L3,3.0900000000000283,3.4599999999999995,70.74825409990856,61.141317629472105
A28L4,2.560000000000002,2.5000000000000004,77.8634517336402,78.7897683364081
A28L5,3.1,3.2600000000000016,70.752888773442,67.7519122227926
A28L6,2.400000000000003,1.8299999999999998,80.40070272144557,94.32351566615597
A28L7,1.7899999999999998,2.01,96.14625244938793,90.1826216302873
A28L8,1.7699999999999998,1.74,97.37175994946976,97.96870463516547
A28R1,2.4800000000000004,2.5,79.10202191429511,78.792057073657
A28R2,1.7499999999999998,3.4599999999999995,99.6289270513348,61.141317629472105
A28R3,2.9199999999999995,2.9199999999999995,72.91920684067088,72.91920684067088
A28R4,3.08,3.15,70.92620638880226,69.97010621488656
A28R5,2.9799999999999986,2.4300000000000006,71.9167377486337,79.89986949478443
A28R6,2.4800000000000004,3.1200000000000006,79.10202191429511,70.36876554941088
A28R7,3.11,3.3000000000097947,70.2908110941323,67.44303788811109
A28R8,3.19,3.16,69.08204078566787,69.84073116587685
A29L1,3.2799999999999474,1.83,68.32892020652831,94.71351328593303
