,2Hz,5Hz,13Hz,21Hz,66Hz,150Hz,LF_Noise,HF_Noise
442.4112353627546,0,0,0,0,0,0,0,1
443.9800695307076,0,0,0,0,0,0,0,1
445.54890369866064,0,0,0,0,0,0,0,1
447.11773786661365,0,0,0,0,0,0,0,1
448.68657203456667,0,0,0,0,0,0,0,1
450.2554062025197,0,0,0,0,0,0,0,1
451.8242403704728,0,0,0,0,0,0,0,1
453.3930745384258,0,0,0,0,0,0,0,1
454.96190870637884,0,0,0,0,0,0,0,1
456.53074287433185,0,0,0,0,0,0,0,1
458.09957704228486,0,0,0,0,0,0,0,1
459.6684112102379,0,0,0,0,0,0,0,1
461.2372453781909,0,0,0,0,0,0,0,1
462.806079546144,0,0,0,0,0,0,0,1
464.37491371409703,0,0,0,0,0,0,0,1
465.94374788205005,0,0,0,0,0,0,0,1
467.51258205000306,0,0,0,0,0,0,0,1
469.0814162179561,0,0,0,0,0,0,0,1
470.6502503859091,0,0,0,0,0,0,0,1
472.21908455386216,0,0,0,0,0,0,0,1
473.78791872181523,0,0,0,0,0,0,0,1
475.35675288976825,0,0,0,0,0,0,0,1
476.92558705772126,0,0,0,0,0,0,0,1
478.4944212256743,0,0,0,0,0,0,0,1
480.0632553936273,0,0,0,0,0,0,0,1
481.6320895615803,0,0,0,0,0,0,0,1
483.2009237295334,0,0,0,0,0,0,0,1
484.7697578974864,0,0,0,0,0,0,0,1
486.3385920654394,0,0,0,0,0,0,0,1
487.90742623339247,0,0,0,0,0,0,0,1
489.4762604013455,0,0,0,0,0,0,0,1
491.0450945692985,0,0,0,0,0,0,0,1
492.61392873725157,0,0,0,0,0,0,0,1
494.1827629052046,0,0,0,0,0,0,0,1
495.7515970731576,0,0,0,0,0,0,0,1
497.3204312411106,0,0,0,0,0,0,0,1
498.8892654090636,0,0,0,0,0,0,0,1
500.45809957701664,0,0,0,0,0,0,0,1
502.0269337449697,0,0,0,0,0,0,0,1
503.5957679129228,0,0,0,0,0,0,0,1
505.1646020808758,0,0,0,0,0,0,0,1
506.7334362488288,0,0,0,0,0,0,0,1
508.3022704167818,0,0,0,0,0,0,0,1
509.87110458473484,0,0,0,0,0,0,0,1
511.43993875268785,0,0,0,0,0,0,0,1
513.0087729206409,0,0,0,0,0,0,0,1
514.5776070885939,0,0,0,0,0,0,0,1
516.1464412565471,0,0,0,0,0,0,0,1
517.7152754245001,0,0,0,0,0,0,0,1
519.2841095924531,0,0,0,0,0,0,0,1
520.8529437604061,0,0,0,0,0,0,0,1
522.4217779283591,0,0,0,0,0,0,0,1
523.9906120963121,0,0,0,0,0,0,0,1
525.5594462642651,0,0,0,0,0,0,0,1
527.1282804322182,0,0,0,0,0,0,0,1
528.6971146001712,0,0,0,0,0,0,0,1
530.2659487681243,0,0,0,0,0,0,0,1
531.8347829360773,0,0,0,0,0,0,0,1
533.4036171040303,0,0,0,0,0,0,0,1
