Circuit,Magnet,Position,B1_aperture,Diode_type,Correctors,EE place,#Electric_EE,#Electric_circuit,Cryostat,Cryostat2,QPS Crate&Board,Bus Bar Segment Name,1st Magnet,2nd Magnet,Num of splices,Dcum1,Dcum2,QPS Crate,QPS Board,#Segment,cryostat_group,phys_pos,Phys. Position,El. Position,Name,R_1,R_2,RRR_1,RRR_2,Short magnet ID,age,Manufacturer,Inner cable type,Outer cable type,I_Q_SM18,Renamed short magnet ID,MTF Status,Magnet_construction_order,QPS Crate Number,Cryostat Number
RB.A12,MB.A8R1,276.734,EXT,R,A,EVEN,1,78,LBARE.8R1,LBARE_08R1,B8R1_0,DCBQ.7R1.L,DFLAS.7R1.2,MB.A8R1,4,254.494,268.904,B8R1,0,79,08R1,1.0,1,78,A8R1,1.8,1.85,95.65008800371686,94.10394295985525,3288,14.0,3.0,01B,02B8,11488.0,,,288,0,0
RB.A12,MB.B8R1,292.394,EXT,R,B,ODD,77,77,LBBRF.8R1,LBBRF_08R1,B9R1_0,DCBB.8R1.R,MB.B9R1,MB.B8R1,3,323.629,284.564,B9R1,0,77,08R1,2.0,2,77,B8R1,1.67,1.85,100.31451566000446,94.10394295985525,2256,14.0,2.0,01E,02C0,10622.0,,,256,0,1
RB.A12,MB.A9R1,315.799,EXT,R,A,EVEN,2,79,LBARE.9R1,LBARE_09R1,B8R1_1,DCBQ.8R1.L,MB.A8R1,MB.A9R1,3,268.904,307.969,B8R1,1,80,09R1,3.0,3,79,A9R1,1.75,1.85,97.93687798968394,94.10394295985525,2330,14.0,2.0,01E,02C9,12427.0,,,330,1,0
RB.A12,MB.B9R1,331.459,EXT,R,B,ODD,76,76,LBBRG.9R1,LBBRG_09R1,B11R1_2,DCBB.9R1.R,MB.B10R1,MB.B9R1,3,364.094,323.629,B11R1,2,76,09R1,4.0,4,76,B9R1,1.67,1.7699999999999998,100.31451566000446,97.37175994946976,2319,14.0,2.0,01E,02C9,11155.0,,,319,2,1
RB.A12,MB.A10R1,356.264,EXT,R,A,EVEN,3,80,LBARE.10R1,LBARE_10R1,B10R1_0,DCBQ.9R1.L,MB.A9R1,MB.A10R1,3,307.969,348.434,B10R1,0,81,10R1,5.0,5,80,A10R1,1.67,1.67,100.31451566000446,100.31451566000446,1296,14.0,1.0,01E,02B8,11782.0,,,296,0,0
RB.A12,MB.B10R1,371.924,EXT,R,B,ODD,75,75,LBBRF.10R1,LBBRF_10R1,B11R1_1,DCBB.10R1.R,MB.B11R1,MB.B10R1,3,403.159,364.094,B11R1,1,75,10R1,6.0,6,75,B10R1,2.3500000000000063,2.400000000000002,81.26569022666702,80.42197475066784,2357,2.0,2.0,01B,02C0,10637.0,,,357,1,1
RB.A12,MB.A11R1,395.329,EXT,R,A,EVEN,4,81,LBARA.11R1,LBARA_11R1,B10R1_1,DCBQ.10R1.L,MB.A10R1,MB.A11R1,3,348.434,387.499,B10R1,1,82,11R1,7.0,7,81,A11R1,1.67,1.85,100.31451566000446,94.10394295985525,1292,14.0,1.0,01E,02B8,12078.0,,,292,1,0
RB.A12,MB.B11R1,410.989,EXT,R,B,ODD,74,74,LBBRA.11R1,LBBRA_11R1,B11R1_0,DCBB.11R1.R,MB.B12R1,MB.B11R1,4,455.9407,403.159,B11R1,0,74,11R1,8.0,8,74,B11R1,1.82,3.2400000000000007,94.98000661467276,67.59410659048159,2386,14.0,2.0,01E,02C9,12121.0,,,386,0,1
RB.A12,MB.A12R1,448.1107,EXT,R,A,EVEN,5,82,LBARA.12R1,LBARA_12R1,B10R1_2,DCBQ.11R1.L,MB.A11R1,MB.A12R1,4,387.499,440.2807,B10R1,2,83,12R1,9.0,9,82,A12R1,1.67,2.450000000000002,100.31451566000446,79.59764615112702,1352,14.0,1.0,01E,02B8,12482.0,,,352,2,0
RB.A12,MB.B12R1,463.7707,EXT,R,B,ODD,73,73,LBBRA.12R1,LBBRA_12R1,B13R1_2,DCBB.12R1.R,MB.A13R1,MB.B12R1,3,493.7307,455.9407,B13R1,2,73,12R1,10.0,10,73,B12R1,3.2799999999999474,3.2799999999999474,68.32892020652831,68.32892020652831,2111,2.0,2.0,01B,02B5,12115.0,,,111,2,1
RB.A12,MB.C12R1,479.4307,EXT,R,A,EVEN,6,83,LBARB.12R1,LBARB_12R1,B12R1_0,DCBB.12R1.L,MB.A12R1,MB.C12R1,2,440.2807,471.6007,B12R1,0,84,12R1,11.0,11,83,C12R1,2.43,2.450000000000002,79.9134887858741,79.59764615112702,1340,14.0,1.0,01E,02B8,12480.0,,,340,0,2
RB.A12,MB.A13R1,501.5607,EXT,R,B,ODD,72,72,LBBRA.13R1,LBBRA_13R1,B13R1_1,DCBB.A13R1.R,MB.C13R1,MB.A13R1,2,525.0507,493.7307,B13R1,1,72,13R1,12.0,12,72,A13R1,1.67,3.28,100.31451566000446,67.87449965452625,2375,14.0,2.0,01E,02C9,11516.0,,,375,1,0
RB.A12,MB.B13R1,517.2207,EXT,R,A,EVEN,7,84,LBARA.13R1,LBARA_13R1,B12R1_1,DCBB.A13R1.L,MB.C12R1,MB.B13R1,3,471.6007,509.3907,B12R1,1,85,13R1,13.0,13,84,B13R1,1.67,1.67,100.31451566000446,100.31451566000446,2236,14.0,2.0,01E,02C0,11881.0,,,236,1,1
RB.A12,MB.C13R1,532.8807,EXT,R,B,ODD,71,71,LBBRD.13R1,LBBRD_13R1,B13R1_0,DCBB.B13R1.R,MB.B14R1,MB.C13R1,3,562.8407,525.0507,B13R1,0,71,13R1,14.0,14,71,C13R1,2.43,2.45000000000002,79.9134887858741,79.61488134911514,2392,14.0,2.0,01E,02C9,12164.0,,,392,0,2
RB.A12,MB.A14R1,555.0107,EXT,R,A,EVEN,8,85,LBARA.14R1,LBARA_14R1,B12R1_2,DCBQ.13R1.L,MB.B13R1,MB.A14R1,3,509.3907,547.1807,B12R1,2,86,14R1,15.0,15,85,A14R1,3.400000000000001,2.9899999999999998,65.45791952580721,72.05491275077262,2411,14.0,2.0,01B,02D,10704.0,,,411,2,0
RB.A12,MB.B14R1,570.6707,EXT,R,B,ODD,70,70,LBBRA.14R1,LBBRA_14R1,B15R1_2,DCBB.14R1.R,MB.A15R1,MB.B14R1,3,600.6307,562.8407,B15R1,2,70,14R1,16.0,16,70,B14R1,3.16,1.75,70.07018630242422,96.83501939690876,2425,14.0,2.0,01B,02B5,11072.0,,,425,2,1
RB.A12,MB.C14R1,586.3307,EXT,R,A,EVEN,9,86,LBARB.14R1,LBARB_14R1,B14R1_0,DCBB.14R1.L,MB.A14R1,MB.C14R1,2,547.1807,578.5007,B14R1,0,87,14R1,17.0,17,86,C14R1,2.43,2.43,79.9134887858741,79.9134887858741,2370,14.0,2.0,01E,02C9,11503.0,,,370,0,2
RB.A12,MB.A15R1,608.4607,EXT,R,B,ODD,69,69,LBBRA.15R1,LBBRA_15R1,B15R1_1,DCBB.A15R1.R,MB.C15R1,MB.A15R1,2,631.9507,600.6307,B15R1,1,69,15R1,18.0,18,69,A15R1,3.320000000000004,3.02,66.96853432549321,71.69505965461342,1347,14.0,1.0,01E,02B8,12697.0,,,347,1,0
RB.A12,MB.B15R1,624.1207,EXT,R,A,EVEN,10,87,LBARA.15R1,LBARA_15R1,B14R1_1,DCBB.A15R1.L,MB.C14R1,MB.B15R1,3,578.5007,616.2907,B14R1,1,88,15R1,19.0,19,87,B15R1,1.77,2.9899999999999998,96.7853954664714,72.05491275077262,2310,14.0,2.0,01B,02D,8814.0,,,310,1,1
RB.A12,MB.C15R1,639.7807,EXT,R,B,ODD,68,68,LBBRD.15R1,LBBRD_15R1,B15R1_0,DCBB.B15R1.R,MB.B16R1,MB.C15R1,3,669.7407,631.9507,B15R1,0,68,15R1,20.0,20,68,C15R1,2.5000000000000004,2.450000000000002,78.7897683364081,79.59764615112702,2040,7.0,2.0,01B,02K,11718.0,,,40,0,2
RB.A12,MB.A16R1,661.9107,EXT,R,A,EVEN,11,88,LBARA.16R1,LBARA_16R1,B14R1_2,DCBQ.15R1.L,MB.B15R1,MB.A16R1,3,616.2907,654.0807,B14R1,2,89,16R1,21.0,21,88,A16R1,1.81,1.68,95.8748204483924,99.6525631876629,2274,14.0,2.0,01B,02D,11498.0,,,274,2,0
RB.A12,MB.B16R1,677.5707,EXT,R,B,ODD,67,67,LBBRA.16R1,LBBRA_16R1,B17R1_2,DCBB.16R1.R,MB.A17R1,MB.B16R1,3,707.5307,669.7407,B17R1,2,67,16R1,22.0,22,67,B16R1,3.18,1.75,69.35436078096502,96.83501939690876,2432,12.0,2.0,01B,02B5,10884.0,,,432,2,1
RB.A12,MB.C16R1,693.2307,EXT,R,A,EVEN,12,89,LBARB.16R1,LBARB_16R1,B16R1_0,DCBB.16R1.L,MB.A16R1,MB.C16R1,2,654.0807,685.4007,B16R1,0,90,16R1,23.0,23,89,C16R1,2.4800000000000004,2.45000000000002,79.10202191429511,79.61488134911514,1357,14.0,1.0,01E,02B8,8078.0,,,357,0,2
RB.A12,MB.A17R1,715.3607,EXT,R,B,ODD,66,66,LBBRA.17R1,LBBRA_17R1,B17R1_1,DCBB.A17R1.R,MB.C17R1,MB.A17R1,2,738.8507,707.5307,B17R1,1,66,17R1,24.0,24,66,A17R1,2.43,2.450000000000002,79.9134887858741,79.59764615112702,2366,14.0,2.0,01E,02C9,12256.0,,,366,1,0
RB.A12,MB.B17R1,731.0207,EXT,R,A,EVEN,13,90,LBARA.17R1,LBARA_17R1,B16R1_1,DCBB.A17R1.L,MB.C16R1,MB.B17R1,3,685.4007,723.1907,B16R1,1,91,17R1,25.0,25,90,B17R1,1.68,2.450000000000002,99.6525631876629,79.59764615112702,2376,14.0,2.0,01E,02C9,11883.0,,,376,1,1
RB.A12,MB.C17R1,746.6807,EXT,R,B,ODD,65,65,LBBRD.17R1,LBBRD_17R1,B17R1_0,DCBB.B17R1.R,MB.B18R1,MB.C17R1,3,776.6407,738.8507,B17R1,0,65,17R1,26.0,26,65,C17R1,2.43,2.45000000000002,79.9134887858741,79.61488134911514,1351,14.0,1.0,01E,02B8,11573.0,,,351,0,2
RB.A12,MB.A18R1,768.8107,EXT,R,A,EVEN,14,91,LBARA.18R1,LBARA_18R1,B16R1_2,DCBQ.17R1.L,MB.B17R1,MB.A18R1,3,723.1907,760.9807,B16R1,2,92,18R1,27.0,27,91,A18R1,2.9199999999999995,2.45,72.91920684067088,79.59538110746324,2326,14.0,2.0,01E,02C9,12031.0,,,326,2,0
RB.A12,MB.B18R1,784.4707,EXT,R,B,ODD,64,64,LBBRA.18R1,LBBRA_18R1,B19R1_2,DCBB.18R1.R,MB.A19R1,MB.B18R1,3,814.4307,776.6407,B19R1,2,64,18R1,28.0,28,64,B18R1,3.400000000000001,3.400000000000001,65.45791952580721,65.45791952580721,1345,14.0,1.0,01E,02B8,12020.0,,,345,2,1
RB.A12,MB.C18R1,800.1307,EXT,R,A,EVEN,15,92,LBARB.18R1,LBARB_18R1,B18R1_0,DCBB.18R1.L,MB.A18R1,MB.C18R1,2,760.9807,792.3007,B18R1,0,93,18R1,29.0,29,92,C18R1,1.68,2.450000000000002,99.6525631876629,79.59764615112702,2225,14.0,2.0,01E,02C9,11973.0,,,225,0,2
RB.A12,MB.A19R1,822.2607,EXT,R,B,ODD,63,63,LBBRA.19R1,LBBRA_19R1,B19R1_1,DCBB.A19R1.R,MB.C19R1,MB.A19R1,2,845.7507,814.4307,B19R1,1,63,19R1,30.0,30,63,A19R1,1.8,3.28,95.65008800371686,67.87449965452625,1277,14.0,1.0,01E,02B8,12258.0,,,277,1,0
RB.A12,MB.B19R1,837.9207,EXT,R,A,EVEN,16,93,LBARA.19R1,LBARA_19R1,B18R1_1,DCBB.A19R1.L,MB.C18R1,MB.B19R1,3,792.3007,830.0907,B18R1,1,94,19R1,31.0,31,93,B19R1,3.400000000000001,1.83,65.45791952580721,94.71351328593305,2410,14.0,2.0,01B,02D,12344.0,,,410,1,1
RB.A12,MB.C19R1,853.5807,EXT,R,B,ODD,62,62,LBBRD.19R1,LBBRD_19R1,B19R1_0,DCBB.B19R1.R,MB.B20R1,MB.C19R1,3,883.5407,845.7507,B19R1,0,62,19R1,32.0,32,62,C19R1,3.400000000000001,1.6999999999999995,65.45791952580721,101.106504622535,2378,14.0,2.0,01E,02C9,10628.0,,,378,0,2
RB.A12,MB.A20R1,875.7107,EXT,R,A,EVEN,17,94,LBARA.20R1,LBARA_20R1,B18R1_2,DCBQ.19R1.L,MB.B19R1,MB.A20R1,3,830.0907,867.8807,B18R1,2,95,20R1,33.0,33,94,A20R1,1.75,1.7699999999999998,97.93687798968394,97.37175994946976,3321,14.0,3.0,01E,02D,12125.0,,,321,2,0
RB.A12,MB.B20R1,891.3707,EXT,R,B,ODD,61,61,LBBRA.20R1,LBBRA_20R1,B21R1_2,DCBB.20R1.R,MB.A21R1,MB.B20R1,3,921.3307,883.5407,B21R1,2,61,20R1,34.0,34,61,B20R1,2.4800000000000004,2.45000000000002,79.10202191429511,79.61488134911514,1349,14.0,1.0,01E,02B8,11323.0,,,349,2,1
RB.A12,MB.C20R1,907.0307,EXT,R,A,EVEN,18,95,LBARB.20R1,LBARB_20R1,B20R1_0,DCBB.20R1.L,MB.A20R1,MB.C20R1,2,867.8807,899.2007,B20R1,0,96,20R1,35.0,35,95,C20R1,1.7300000000000002,2.45000000000002,97.7700238334445,79.61488134911514,1332,14.0,1.0,01B,02B5,11578.0,,,332,0,2
RB.A12,MB.A21R1,929.1607,EXT,R,B,ODD,60,60,LBBRA.21R1,LBBRA_21R1,B21R1_1,DCBB.A21R1.R,MB.C21R1,MB.A21R1,2,952.6507,921.3307,B21R1,1,60,21R1,36.0,36,60,A21R1,1.77,3.02,96.7853954664714,71.69505965461342,2385,14.0,2.0,01E,02C9,11415.0,,,385,1,0
RB.A12,MB.B21R1,944.8207,EXT,R,A,EVEN,19,96,LBARA.21R1,LBARA_21R1,B20R1_1,DCBB.A21R1.L,MB.C20R1,MB.B21R1,3,899.2007,936.9907,B20R1,1,97,21R1,37.0,37,96,B21R1,3.16,1.92,70.07018630242422,92.00434744749462,2268,14.0,2.0,01E,02C9,11916.0,,,268,1,1
RB.A12,MB.C21R1,960.4807,EXT,R,B,ODD,59,59,LBBRD.21R1,LBBRD_21R1,B21R1_0,DCBB.B21R1.R,MB.B22R1,MB.C21R1,3,990.4407,952.6507,B21R1,0,59,21R1,38.0,38,59,C21R1,2.99,1.92,71.7970833568226,92.00434744749462,2389,14.0,2.0,01E,02C9,10264.0,,,389,0,2
RB.A12,MB.A22R1,982.6107,EXT,R,A,EVEN,20,97,LBARA.22R1,LBARA_22R1,B20R1_2,DCBQ.21R1.L,MB.B21R1,MB.A22R1,3,936.9907,974.7807,B20R1,2,98,22R1,39.0,39,97,A22R1,3.1600000000000006,3.1600000000000006,69.74295839809092,69.74295839809092,2171,7.0,2.0,01B,02C0,10169.0,,,171,2,0
RB.A12,MB.B22R1,998.2707,EXT,R,B,ODD,58,58,LBBRA.22R1,LBBRA_22R1,B23R1_2,DCBB.22R1.R,MB.A23R1,MB.B22R1,3,1028.2307,990.4407,B23R1,2,58,22R1,40.0,40,58,B22R1,1.77,1.68,96.7853954664714,100.45740439836791,1370,14.0,1.0,01E,02B5,10828.0,,,370,2,1
RB.A12,MB.C22R1,1013.9307,EXT,R,A,EVEN,21,98,LBARB.22R1,LBARB_22R1,B22R1_0,DCBB.22R1.L,MB.A22R1,MB.C22R1,2,974.7807,1006.1007,B22R1,0,99,22R1,41.0,41,98,C22R1,1.8,1.92,95.65008800371686,92.00434744749462,1359,14.0,1.0,01E,02B8,12540.0,,,359,0,2
RB.A12,MB.A23R1,1036.0607,EXT,R,B,ODD,57,57,LBBRA.23R1,LBBRA_23R1,B23R1_1,DCBB.A23R1.R,MB.C23R1,MB.A23R1,2,1059.5507,1028.2307,B23R1,1,57,23R1,42.0,42,57,A23R1,2.43,2.45000000000002,79.9134887858741,79.61488134911514,2360,14.0,2.0,01E,02C9,11331.0,,,360,1,0
RB.A12,MB.B23R1,1051.7207,EXT,R,A,EVEN,22,99,LBARA.23R1,LBARA_23R1,B22R1_1,DCBB.A23R1.L,MB.C22R1,MB.B23R1,3,1006.1007,1043.8907,B22R1,1,100,23R1,43.0,43,99,B23R1,3.400000000000001,3.21,65.45791952580721,68.07622572204467,2414,14.0,2.0,01B,02C9,11176.0,,,414,1,1
RB.A12,MB.C23R1,1067.3807,EXT,R,B,ODD,56,56,LBBRD.23R1,LBBRD_23R1,B23R1_0,DCBB.B23R1.R,MB.B24R1,MB.C23R1,3,1097.3407,1059.5507,B23R1,0,56,23R1,44.0,44,56,C23R1,1.77,1.83,96.7853954664714,94.71351328593305,2398,14.0,2.0,01E,02C9,10364.0,,,398,0,2
RB.A12,MB.A24R1,1089.5107,EXT,R,A,EVEN,23,100,LBARA.24R1,LBARA_24R1,B22R1_2,DCBQ.23R1.L,MB.B23R1,MB.A24R1,3,1043.8907,1081.6807,B22R1,2,101,24R1,45.0,45,100,A24R1,1.82,3.28,94.98000661467276,67.87449965452625,2315,14.0,2.0,01E,02C9,12374.0,,,315,2,0
RB.A12,MB.B24R1,1105.1707,EXT,R,B,ODD,55,55,LBBRA.24R1,LBBRA_24R1,B25R1_2,DCBB.24R1.R,MB.A25R1,MB.B24R1,3,1135.1307,1097.3407,B25R1,2,55,24R1,46.0,46,55,B24R1,1.67,1.7699999999999998,100.31451566000446,97.37175994946976,2262,14.0,2.0,01E,02C9,11631.0,,,262,2,1
RB.A12,MB.C24R1,1120.8307,EXT,R,A,EVEN,24,101,LBARB.24R1,LBARB_24R1,B24R1_0,DCBB.24R1.L,MB.A24R1,MB.C24R1,2,1081.6807,1113.0007,B24R1,0,102,24R1,47.0,47,101,C24R1,2.9199999999999995,1.75,72.91920684067088,96.83501939690876,2328,14.0,2.0,01E,02C9,12351.0,,,328,0,2
RB.A12,MB.A25R1,1142.9607,EXT,R,B,ODD,54,54,LBBRA.25R1,LBBRA_25R1,B25R1_1,DCBB.A25R1.R,MB.C25R1,MB.A25R1,2,1166.4507,1135.1307,B25R1,1,54,25R1,48.0,48,54,A25R1,2.43,3.28,79.9134887858741,67.87449965452625,1368,14.0,1.0,01E,02B5,12343.0,,,368,1,0
RB.A12,MB.B25R1,1158.6207,EXT,R,A,EVEN,25,102,LBARA.25R1,LBARA_25R1,B24R1_1,DCBB.A25R1.L,MB.C24R1,MB.B25R1,3,1113.0007,1150.7907,B24R1,1,103,25R1,49.0,49,102,B25R1,3.320000000000004,3.02,66.96853432549321,71.69505965461342,2407,14.0,2.0,01B,02D,11657.0,,,407,1,1
RB.A12,MB.C25R1,1174.2807,EXT,R,B,ODD,53,53,LBBRD.25R1,LBBRD_25R1,B25R1_0,DCBB.B25R1.R,MB.B26R1,MB.C25R1,3,1204.2407,1166.4507,B25R1,0,53,25R1,50.0,50,53,C25R1,2.45,3.28,79.59538110746324,67.87449965452625,2380,14.0,2.0,01E,02C9,11320.0,,,380,0,2
RB.A12,MB.A26R1,1196.4107,EXT,R,A,EVEN,26,103,LBARA.26R1,LBARA_26R1,B24R1_2,DCBQ.25R1.L,MB.B25R1,MB.A26R1,3,1150.7907,1188.5807,B24R1,2,104,26R1,51.0,51,103,A26R1,1.77,1.92,96.7853954664714,92.00434744749462,2323,14.0,2.0,01E,02C9,12074.0,,,323,2,0
RB.A12,MB.B26R1,1212.0707,EXT,R,B,ODD,52,52,LBBRA.26R1,LBBRA_26R1,B27R1_2,DCBB.26R1.R,MB.A27R1,MB.B26R1,3,1242.0307,1204.2407,B27R1,2,52,26R1,52.0,52,52,B26R1,1.6999999999999995,1.83,101.106504622535,94.71351328593305,1366,14.0,1.0,01E,02B5,12145.0,,,366,2,1
RB.A12,MB.C26R1,1227.7307,EXT,R,A,EVEN,27,104,LBARB.26R1,LBARB_26R1,B26R1_0,DCBB.26R1.L,MB.A26R1,MB.C26R1,2,1188.5807,1219.9007,B26R1,0,105,26R1,53.0,53,104,C26R1,2.43,2.450000000000002,79.9134887858741,79.59764615112702,1376,14.0,1.0,01E,02B5,11754.0,,,376,0,2
RB.A12,MB.A27R1,1249.8607,EXT,R,B,ODD,51,51,LBBRA.27R1,LBBRA_27R1,B27R1_1,DCBB.A27R1.R,MB.C27R1,MB.A27R1,2,1273.3507,1242.0307,B27R1,1,51,27R1,54.0,54,51,A27R1,1.67,3.28,100.31451566000446,67.87449965452625,3380,14.0,3.0,01E,02D,11477.0,,,380,1,0
RB.A12,MB.B27R1,1265.5207,EXT,R,A,EVEN,28,105,LBARA.27R1,LBARA_27R1,B26R1_1,DCBB.A27R1.L,MB.C26R1,MB.B27R1,3,1219.9007,1257.6907,B26R1,1,106,27R1,55.0,55,105,B27R1,1.77,3.02,96.7853954664714,71.69505965461342,2402,14.0,2.0,01E,02C9,12229.0,,,402,1,1
RB.A12,MB.C27R1,1281.1807,EXT,R,B,ODD,50,50,LBBRD.27R1,LBBRD_27R1,B27R1_0,DCBB.B27R1.R,MB.B28R1,MB.C27R1,3,1311.1407,1273.3507,B27R1,0,50,27R1,56.0,56,50,C27R1,2.5,3.21,78.792057073657,68.07622572204467,2424,14.0,2.0,01B,02B5,11342.0,,,424,0,2
RB.A12,MB.A28R1,1303.3107,EXT,R,A,EVEN,29,106,LBARA.28R1,LBARA_28R1,B26R1_2,DCBQ.27R1.L,MB.B27R1,MB.A28R1,3,1257.6907,1295.4807,B26R1,2,107,28R1,57.0,57,106,A28R1,2.4800000000000004,2.5,79.10202191429511,78.792057073657,2361,14.0,2.0,01E,02C9,11856.0,,,361,2,0
RB.A12,MB.B28R1,1318.9707,EXT,R,B,ODD,49,49,LBBRA.28R1,LBBRA_28R1,B29R1_2,DCBB.28R1.R,MB.A29R1,MB.B28R1,3,1348.9307,1311.1407,B29R1,2,49,28R1,58.0,58,49,B28R1,1.83,3.2799999999999474,94.71351328593305,68.32892020652831,1365,14.0,1.0,01E,02B5,12274.0,,,365,2,1
RB.A12,MB.C28R1,1334.6307,EXT,R,A,EVEN,30,107,LBARB.28R1,LBARB_28R1,B28R1_0,DCBB.28R1.L,MB.A28R1,MB.C28R1,2,1295.4807,1326.8007,B28R1,0,108,28R1,59.0,59,107,C28R1,2.4800000000000004,2.43,79.10202191429511,79.9134887858741,2313,14.0,2.0,01E,02C9,8954.0,,,313,0,2
RB.A12,MB.A29R1,1356.7607,EXT,R,B,ODD,48,48,LBBRA.29R1,LBBRA_29R1,B29R1_1,DCBB.A29R1.R,MB.C29R1,MB.A29R1,2,1380.2507,1348.9307,B29R1,1,48,29R1,60.0,60,48,A29R1,3.25,1.92,68.09926754352253,92.00434744749462,2318,14.0,2.0,01E,02C9,10659.0,,,318,1,0
RB.A12,MB.B29R1,1372.4207,EXT,R,A,EVEN,31,108,LBARA.29R1,LBARA_29R1,B28R1_1,DCBB.A29R1.L,MB.C28R1,MB.B29R1,3,1326.8007,1364.5907,B28R1,1,109,29R1,61.0,61,108,B29R1,3.16,3.21,70.07018630242422,68.07622572204467,2405,14.0,2.0,01E,02C9,12244.0,,,405,1,1
RB.A12,MB.C29R1,1388.0807,EXT,R,B,ODD,47,47,LBBRD.29R1,LBBRD_29R1,B29R1_0,DCBB.B29R1.R,MB.B30R1,MB.C29R1,3,1418.0407,1380.2507,B29R1,0,47,29R1,62.0,62,47,C29R1,2.5,2.5,78.792057073657,78.792057073657,2395,2.0,2.0,01E,02C9,11819.0,,,395,0,2
RB.A12,MB.A30R1,1410.2107,EXT,R,A,EVEN,32,109,LBARA.30R1,LBARA_30R1,B28R1_2,DCBQ.29R1.L,MB.B29R1,MB.A30R1,3,1364.5907,1402.3807,B28R1,2,110,30R1,63.0,63,109,A30R1,1.6999999999999995,1.6999999999999995,101.106504622535,101.106504622535,2329,14.0,2.0,01E,02C9,12114.0,,,329,2,0
RB.A12,MB.B30R1,1425.8707,EXT,R,B,ODD,46,46,LBBRA.30R1,LBBRA_30R1,B31R1_2,DCBB.30R1.R,MB.A31R1,MB.B30R1,3,1455.8307,1418.0407,B31R1,2,46,30R1,64.0,64,46,B30R1,3.16,3.02,70.07018630242422,71.69505965461342,2426,14.0,2.0,01B,02B5,10884.0,,,426,2,1
RB.A12,MB.C30R1,1441.5307,EXT,R,A,EVEN,33,110,LBARB.30R1,LBARB_30R1,B30R1_0,DCBB.30R1.L,MB.A30R1,MB.C30R1,2,1402.3807,1433.7007,B30R1,0,111,30R1,65.0,65,110,C30R1,3.140000000000001,3.140000000000001,70.26040277030548,70.26040277030548,2868,7.0,2.0,01B,02B5,12850.0,,,-132,0,2
RB.A12,MB.A31R1,1463.6607,EXT,R,B,ODD,45,45,LBBRA.31R1,LBBRA_31R1,B31R1_1,DCBB.A31R1.R,MB.C31R1,MB.A31R1,2,1487.1507,1455.8307,B31R1,1,45,31R1,66.0,66,45,A31R1,3.2799999999999474,3.2799999999999474,68.32892020652831,68.32892020652831,1342,14.0,1.0,01E,02B8,12301.0,,,342,1,0
RB.A12,MB.B31R1,1479.3207,EXT,R,A,EVEN,34,111,LBARA.31R1,LBARA_31R1,B30R1_1,DCBB.A31R1.L,MB.C30R1,MB.B31R1,3,1433.7007,1471.4907,B30R1,1,112,31R1,67.0,67,111,B31R1,1.6999999999999995,1.92,101.106504622535,92.00434744749462,2314,14.0,2.0,01E,02C9,12000.0,,,314,1,1
RB.A12,MB.C31R1,1494.9807,EXT,R,B,ODD,44,44,LBBRD.31R1,LBBRD_31R1,B31R1_0,DCBB.B31R1.R,MB.B32R1,MB.C31R1,3,1524.9407,1487.1507,B31R1,0,44,31R1,68.0,68,44,C31R1,2.5,3.2099999999999995,78.792057073657,68.37476174248951,1331,14.0,1.0,01B,02B5,11979.0,,,331,0,2
RB.A12,MB.A32R1,1517.1107,EXT,R,A,EVEN,35,112,LBARA.32R1,LBARA_32R1,B30R1_2,DCBQ.31R1.L,MB.B31R1,MB.A32R1,3,1471.4907,1509.2807,B30R1,2,113,32R1,69.0,69,112,A32R1,2.43,2.450000000000002,79.9134887858741,79.59764615112702,1355,14.0,1.0,01E,02B8,12311.0,,,355,2,0
RB.A12,MB.B32R1,1532.7707,EXT,R,B,ODD,43,43,LBBRA.32R1,LBBRA_32R1,B33R1_1,DCBB.32R1.R,MB.A33R1,MB.B32R1,3,1562.7307,1524.9407,B33R1,1,43,32R1,70.0,70,43,B32R1,3.27,3.28,66.66732040398628,67.87449965452625,2367,14.0,2.0,01E,02C9,11310.0,,,367,1,1
RB.A12,MB.C32R1,1548.4307,EXT,R,A,EVEN,36,113,LBARB.32R1,LBARB_32R1,B32R1_0,DCBB.32R1.L,MB.A32R1,MB.C32R1,2,1509.2807,1540.6007,B32R1,0,114,32R1,71.0,71,113,C32R1,2.5,3.28,78.792057073657,67.87449965452625,1372,14.0,1.0,01E,02B5,11313.0,,,372,0,2
RB.A12,MB.A33R1,1570.5607,EXT,R,B,ODD,42,42,LBBRA.33R1,LBBRA_33R1,B33R1_0,DCBB.A33R1.R,MB.C33R1,MB.A33R1,2,1594.0507,1562.7307,B33R1,0,42,33R1,72.0,72,42,A33R1,3.2799999999999474,3.2799999999999474,68.32892020652831,68.32892020652831,2055,2.0,2.0,01B,02K,9912.0,,,55,0,0
RB.A12,MB.B33R1,1586.2207,EXT,R,A,EVEN,37,114,LBARA.33R1,LBARA_33R1,B32R1_1,DCBB.A33R1.L,MB.C32R1,MB.B33R1,3,1540.6007,1578.3907,B32R1,1,115,33R1,73.0,73,114,B33R1,2.5,3.6000000000000005,78.792057073657,60.43712854708486,1339,14.0,1.0,01E,02B8,12386.0,,,339,1,1
