Circuit,Magnet,Position,B1_aperture,Diode_type,Correctors,EE place,#Electric_EE,#Electric_circuit,Cryostat,Cryostat2,QPS Crate&Board,Bus Bar Segment Name,1st Magnet,2nd Magnet,Num of splices,Dcum1,Dcum2,QPS Crate,QPS Board,#Segment,cryostat_group,phys_pos,Phys. Position,El. Position,Name,R_1,R_2,RRR_1,RRR_2,Short magnet ID,age,Manufacturer,Inner cable type,Outer cable type,I_Q_SM18,Renamed short magnet ID,MTF Status,Magnet_construction_order,QPS Crate Number,Cryostat Number
RB.A23,MB.C17R2,4078.6101,INT,L,B,ODD,13,13,LBBLD.17R2,LBBLD_17R2,B17R2_1,DCBA.17R2.R,MB.A17R2,MB.C17R2,2,4039.4601,4070.7801,B17R2,1,13,17R2,26.0,26,13,C17R2,1.7499999999999998,1.96,99.6289270513348,90.45027015692106,1391,14.0,1.0,01B,02B8,12604.0,,,391,1,2
RB.A23,MB.A18R2,4100.7401,INT,L,A,EVEN,64,141,LBALA.18R2,LBALA_18R2,B18R2_2,DCBA.A18R2.L,MB.C18R2,MB.A18R2,2,4124.2301,4092.9101,B18R2,2,142,18R2,27.0,27,141,A18R2,1.7499999999999998,3.4599999999999995,99.6289270513348,61.141317629472105,2549,14.0,2.0,01B,02B5,10434.0,,,-451,2,0
RB.A23,MB.B18R2,4116.4001,INT,L,B,ODD,14,14,LBBLA.18R2,LBBLA_18R2,B17R2_2,DCBA.A18R2.R,MB.C17R2,MB.B18R2,3,4070.7801,4108.5701,B17R2,2,14,18R2,28.0,28,14,B18R2,3.0200000000000027,3.7,71.68679046426837,54.73594914052305,1405,14.0,1.0,01B,02C8,11477.0,,,405,2,1
RB.A23,MB.C18R2,4132.0601,INT,L,A,EVEN,63,140,LBALB.18R2,LBALB_18R2,B18R2_1,DCBA.B18R2.L,MB.B19R2,MB.C18R2,3,4162.0201,4124.2301,B18R2,1,141,18R2,29.0,29,140,C18R2,3.2400000000000126,3.4599999999999995,67.99534303947361,61.141317629472105,2339,14.0,2.0,01B,02C9,10908.0,,,339,1,2
RB.A23,MB.A19R2,4154.1901,INT,L,B,ODD,15,15,LBBLA.19R2,LBBLA_19R2,B19R2_0,DCBQ.18R2.R,MB.B18R2,MB.A19R2,3,4108.5701,4146.3601,B19R2,0,15,19R2,30.0,30,15,A19R2,2.979999999999998,2.9899999999999998,71.9167377486337,72.05491275077262,1381,14.0,1.0,01E,02B5,12449.0,,,381,0,0
RB.A23,MB.B19R2,4169.8501,INT,L,A,EVEN,62,139,LBALA.19R2,LBALA_19R2,B18R2_0,DCBA.19R2.L,MB.A20R2,MB.B19R2,3,4199.8101,4162.0201,B18R2,0,140,19R2,31.0,31,139,B19R2,3.16,3.02,70.07018630242422,71.69505965461342,1382,14.0,1.0,01E,02B5,10679.0,,,382,0,1
RB.A23,MB.C19R2,4185.5101,INT,L,B,ODD,16,16,LBBLD.19R2,LBBLD_19R2,B19R2_1,DCBA.19R2.R,MB.A19R2,MB.C19R2,2,4146.3601,4177.6801,B19R2,1,16,19R2,32.0,32,16,C19R2,3.16,2.9199999999999995,70.07018630242422,72.91920684067088,2075,14.0,2.0,01B,02K,10852.0,,,75,1,2
RB.A23,MB.A20R2,4207.6401,INT,L,A,EVEN,61,138,LBALA.20R2,LBALA_20R2,B20R2_2,DCBA.A20R2.L,MB.C20R2,MB.A20R2,2,4231.1301,4199.8101,B20R2,2,139,20R2,33.0,33,138,A20R2,1.8100000000000005,3.3000000000000025,95.95614563437316,67.81747258741485,2207,14.0,2.0,01B,02C0,10855.0,,,207,2,0
RB.A23,MB.B20R2,4223.3001,INT,L,B,ODD,17,17,LBBLA.20R2,LBBLA_20R2,B19R2_2,DCBA.A20R2.R,MB.C19R2,MB.B20R2,3,4177.6801,4215.4701,B19R2,2,17,20R2,34.0,34,17,B20R2,1.7499999999999998,3.32,99.6289270513348,67.66559710105976,3097,14.0,3.0,01B,02G,9611.0,,,97,2,1
RB.A23,MB.C20R2,4238.9601,INT,L,A,EVEN,60,137,LBALB.20R2,LBALB_20R2,B20R2_1,DCBA.B20R2.L,MB.B21R2,MB.C20R2,3,4268.9201,4231.1301,B20R2,1,138,20R2,35.0,35,137,C20R2,3.400000000000001,3.3000000000000025,65.45791952580721,67.81747258741485,2335,14.0,2.0,01B,02C9,10698.0,,,335,1,2
RB.A23,MB.A21R2,4261.0901,INT,L,B,ODD,18,18,LBBLA.21R2,LBBLA_21R2,B21R2_0,DCBQ.20R2.R,MB.B20R2,MB.A21R2,3,4215.4701,4253.2601,B21R2,0,18,21R2,36.0,36,18,A21R2,3.0900000000000283,3.3000000000000025,70.74825409990856,67.81747258741485,2206,14.0,2.0,01B,02C0,11926.0,,,206,0,0
RB.A23,MB.B21R2,4276.7501,INT,L,A,EVEN,59,136,LBALA.21R2,LBALA_21R2,B20R2_0,DCBA.21R2.L,MB.A22R2,MB.B21R2,3,4306.7101,4268.9201,B20R2,0,137,21R2,37.0,37,136,B21R2,1.8100000000000005,3.1300000000000003,95.95614563437316,70.35344691681026,2184,14.0,2.0,01B,02C0,9920.0,,,184,0,1
RB.A23,MB.C21R2,4292.4101,INT,L,B,ODD,19,19,LBBLD.21R2,LBBLD_21R2,B21R2_1,DCBA.21R2.R,MB.A21R2,MB.C21R2,2,4253.2601,4284.5801,B21R2,1,19,21R2,38.0,38,19,C21R2,3.0900000000000283,1.96,70.74825409990856,90.45027015692106,2071,14.0,2.0,01B,02K,11888.0,,,71,1,2
RB.A23,MB.A22R2,4314.5401,INT,L,A,EVEN,58,135,LBALA.22R2,LBALA_22R2,B22R2_2,DCBA.A22R2.L,MB.C22R2,MB.A22R2,2,4338.0301,4306.7101,B22R2,2,136,22R2,39.0,39,135,A22R2,3.400000000000001,3.2400000000000126,65.45791952580721,67.99534303947361,2569,14.0,2.0,01B,02B5,11828.0,,,-431,2,0
RB.A23,MB.B22R2,4330.2001,INT,L,B,ODD,20,20,LBBLA.22R2,LBBLA_22R2,B21R2_2,DCBA.A22R2.R,MB.C21R2,MB.B22R2,3,4284.5801,4322.3701,B21R2,2,20,22R2,40.0,40,20,B22R2,3.209999999999757,3.3000000000000025,67.60486835724907,67.81747258741485,1407,14.0,1.0,01B,02C8,11874.0,,,407,2,1
RB.A23,MB.C22R2,4345.8601,INT,L,A,EVEN,57,134,LBALB.22R2,LBALB_22R2,B22R2_1,DCBA.B22R2.L,MB.B23R2,MB.C22R2,3,4375.8201,4338.0301,B22R2,1,135,22R2,41.0,41,134,C22R2,3.16,3.02,70.07018630242422,71.69505965461342,1386,14.0,1.0,01B,02B5,11342.0,,,386,1,2
RB.A23,MB.A23R2,4367.9901,INT,L,B,ODD,21,21,LBBLA.23R2,LBBLA_23R2,B23R2_0,DCBQ.22R2.R,MB.B22R2,MB.A23R2,3,4322.3701,4360.1601,B23R2,0,21,23R2,42.0,42,21,A23R2,1.8,1.8,95.65008800371686,95.65008800371686,3636,7.0,3.0,01B,02D,9129.0,,,-364,0,0
RB.A23,MB.B23R2,4383.6501,INT,L,A,EVEN,56,133,LBALA.23R2,LBALA_23R2,B22R2_0,DCBA.23R2.L,MB.A24R2,MB.B23R2,3,4413.6101,4375.8201,B22R2,0,134,23R2,43.0,43,133,B23R2,3.010000000000012,3.7,71.77217049437834,54.73594914052305,1416,14.0,1.0,01B,02C8,10727.0,,,416,0,1
RB.A23,MB.C23R2,4399.3101,INT,L,B,ODD,22,22,LBBLD.23R2,LBBLD_23R2,B23R2_1,DCBA.23R2.R,MB.A23R2,MB.C23R2,2,4360.1601,4391.4801,B23R2,1,22,23R2,44.0,44,22,C23R2,3.6000000000000005,3.310000141193014,60.43712854708486,67.19212096326802,2178,14.0,2.0,01B,02C0,9583.0,,,178,1,2
RB.A23,MB.A24R2,4421.4401,INT,L,A,EVEN,55,132,LBALA.24R2,LBALA_24R2,B24R2_2,DCBA.A24R2.L,MB.C24R2,MB.A24R2,2,4444.9301,4413.6101,B24R2,2,133,24R2,45.0,45,132,A24R2,3.209999999999757,3.2600000000000016,67.60486835724907,67.7519122227926,2282,14.0,2.0,01B,02D,9431.0,,,282,2,0
RB.A23,MB.B24R2,4437.1001,INT,L,B,ODD,23,23,LBBLA.24R2,LBBLA_24R2,B23R2_2,DCBA.A24R2.R,MB.C23R2,MB.B24R2,3,4391.4801,4429.2701,B23R2,2,23,24R2,46.0,46,23,B24R2,1.8100000000000005,3.4599999999999995,95.95614563437316,61.141317629472105,1238,14.0,1.0,01B,02B5,10903.0,,,238,2,1
RB.A23,MB.C24R2,4452.7601,INT,L,A,EVEN,54,131,LBALB.24R2,LBALB_24R2,B24R2_1,DCBA.B24R2.L,MB.B25R2,MB.C24R2,3,4482.7201,4444.9301,B24R2,1,132,24R2,47.0,47,131,C24R2,2.9899999999999998,1.96,72.05491275077262,90.45027015692106,2195,14.0,2.0,01B,02C0,11100.0,,,195,1,2
RB.A23,MB.A25R2,4474.8901,INT,L,B,ODD,24,24,LBBLA.25R2,LBBLA_25R2,B25R2_0,DCBQ.24R2.R,MB.B24R2,MB.A25R2,3,4429.2701,4467.0601,B25R2,0,24,25R2,48.0,48,24,A25R2,3.0900000000000283,3.6000000000000005,70.74825409990856,60.43712854708486,1105,14.0,1.0,01B,02B5,12189.0,,,105,0,0
RB.A23,MB.B25R2,4490.5501,INT,L,A,EVEN,53,130,LBALA.25R2,LBALA_25R2,B24R2_0,DCBA.25R2.L,MB.A26R2,MB.B25R2,3,4520.5101,4482.7201,B24R2,0,131,25R2,49.0,49,130,B25R2,3.16,3.16,70.07018630242422,70.07018630242422,2445,7.0,2.0,01B,02B5,10884.0,,,445,0,1
RB.A23,MB.C25R2,4506.2101,INT,L,B,ODD,25,25,LBBLD.25R2,LBBLD_25R2,B25R2_1,DCBA.25R2.R,MB.A25R2,MB.C25R2,2,4467.0601,4498.3801,B25R2,1,25,25R2,50.0,50,25,C25R2,3.400000000000001,3.7,65.45791952580721,54.73594914052305,3067,14.0,3.0,01B,02K,12090.0,,,67,1,2
RB.A23,MB.A26R2,4528.3401,INT,L,A,EVEN,52,129,LBALA.26R2,LBALA_26R2,B26R2_2,DCBA.A26R2.L,MB.C26R2,MB.A26R2,2,4551.8301,4520.5101,B26R2,2,130,26R2,51.0,51,129,A26R2,3.2400000000000126,3.2400000000000126,67.99534303947361,67.99534303947361,2352,14.0,2.0,01B,02D,10137.0,,,352,2,0
RB.A23,MB.B26R2,4544.0001,INT,L,B,ODD,26,26,LBBLA.26R2,LBBLA_26R2,B25R2_2,DCBA.A26R2.R,MB.C25R2,MB.B26R2,3,4498.3801,4536.1701,B25R2,2,26,26R2,52.0,52,26,B26R2,3.400000000000001,1.96,65.45791952580721,90.45027015692106,3126,14.0,3.0,01B,02G,11843.0,,,126,2,1
RB.A23,MB.C26R2,4559.6601,INT,L,A,EVEN,51,128,LBALB.26R2,LBALB_26R2,B26R2_1,DCBA.B26R2.L,MB.B27R2,MB.C26R2,3,4589.6201,4551.8301,B26R2,1,129,26R2,53.0,53,128,C26R2,1.68,1.68,99.6525631876629,99.6525631876629,1384,14.0,1.0,01B,02B5,10245.0,,,384,1,2
RB.A23,MB.A27R2,4581.7901,INT,L,B,ODD,27,27,LBBLA.27R2,LBBLA_27R2,B27R2_0,DCBQ.26R2.R,MB.B26R2,MB.A27R2,3,4536.1701,4573.9601,B27R2,0,27,27R2,54.0,54,27,A27R2,3.400000000000001,3.2400000000000126,65.45791952580721,67.99534303947361,3653,14.0,3.0,01B,02D,10386.0,,,-347,0,0
RB.A23,MB.B27R2,4597.4501,INT,L,A,EVEN,50,127,LBALA.27R2,LBALA_27R2,B26R2_0,DCBA.27R2.L,MB.A28R2,MB.B27R2,3,4627.4101,4589.6201,B26R2,0,128,27R2,55.0,55,127,B27R2,3.3000000000000025,3.3000000000000025,67.81747258741485,67.81747258741485,1392,14.0,1.0,01B,02B8,11953.0,,,392,0,1
RB.A23,MB.C27R2,4613.1101,INT,L,B,ODD,28,28,LBBLD.27R2,LBBLD_27R2,B27R2_1,DCBA.27R2.R,MB.A27R2,MB.C27R2,2,4573.9601,4605.2801,B27R2,1,28,27R2,56.0,56,28,C27R2,2.979999999999998,3.7,71.9167377486337,54.73594914052305,2197,14.0,2.0,01B,02C0,10396.0,,,197,1,2
RB.A23,MB.A28R2,4635.2401,INT,L,A,EVEN,49,126,LBALA.28R2,LBALA_28R2,B28R2_2,DCBA.A28R2.L,MB.C28R2,MB.A28R2,2,4658.7301,4627.4101,B28R2,2,127,28R2,57.0,57,126,A28R2,1.7499999999999998,3.4599999999999995,99.6289270513348,61.141317629472105,3109,14.0,3.0,01B,02G,11687.0,,,109,2,0
RB.A23,MB.B28R2,4650.9001,INT,L,B,ODD,29,29,LBBLA.28R2,LBBLA_28R2,B27R2_2,DCBA.A28R2.R,MB.C27R2,MB.B28R2,3,4605.2801,4643.0701,B27R2,2,29,28R2,58.0,58,29,B28R2,3.2400000000000126,3.7,67.99534303947361,54.73594914052305,3410,14.0,3.0,01B,02D,11349.0,,,410,2,1
RB.A23,MB.C28R2,4666.5601,INT,L,A,EVEN,48,125,LBALB.28R2,LBALB_28R2,B28R2_1,DCBA.B28R2.L,MB.B29R2,MB.C28R2,3,4696.5201,4658.7301,B28R2,1,126,28R2,59.0,59,125,C28R2,2.01,1.83,90.1826216302873,94.71351328593305,2182,14.0,2.0,01B,02C0,10762.0,,,182,1,2
RB.A23,MB.A29R2,4688.6901,INT,L,B,ODD,30,30,LBBLA.29R2,LBBLA_29R2,B29R2_0,DCBQ.28R2.R,MB.B28R2,MB.A29R2,3,4643.0701,4680.8601,B29R2,0,30,29R2,60.0,60,30,A29R2,3.0900000000000283,3.2400000000000126,70.74825409990856,67.99534303947361,2203,14.0,2.0,01B,02C0,9872.0,,,203,0,0
RB.A23,MB.B29R2,4704.3501,INT,L,A,EVEN,47,124,LBALA.29R2,LBALA_29R2,B28R2_0,DCBA.29R2.L,MB.A30R2,MB.B29R2,3,4734.3101,4696.5201,B28R2,0,125,29R2,61.0,61,124,B29R2,1.83,3.7,94.32351566615596,54.73594914052305,2280,14.0,2.0,01B,02D,11082.0,,,280,0,1
RB.A23,MB.C29R2,4720.0101,INT,L,B,ODD,31,31,LBBLD.29R2,LBBLD_29R2,B29R2_1,DCBA.29R2.R,MB.A29R2,MB.C29R2,2,4680.8601,4712.1801,B29R2,1,31,29R2,62.0,62,31,C29R2,3.0900000000000283,1.83,70.74825409990856,94.32351566615596,3156,14.0,3.0,01B,02G,9947.0,,,156,1,2
RB.A23,MB.A30R2,4742.1401,INT,L,A,EVEN,46,123,LBALA.30R2,LBALA_30R2,B30R2_2,DCBA.A30R2.L,MB.C30R2,MB.A30R2,2,4765.6301,4734.3101,B30R2,2,124,30R2,63.0,63,123,A30R2,3.1600000000000006,3.3100000000000125,69.74295839809092,66.6210185838169,2340,14.0,2.0,01B,02C9,11956.0,,,340,2,0
RB.A23,MB.B30R2,4757.8001,INT,L,B,ODD,32,32,LBBLA.30R2,LBBLA_30R2,B29R2_2,DCBA.A30R2.R,MB.C29R2,MB.B30R2,3,4712.1801,4749.9701,B29R2,2,32,30R2,64.0,64,32,B30R2,3.209999999999757,3.2600000000000016,67.60486835724907,67.7519122227926,1408,14.0,1.0,01B,02C8,11058.0,,,408,2,1
RB.A23,MB.C30R2,4773.4601,INT,L,A,EVEN,45,122,LBALB.30R2,LBALB_30R2,B30R2_1,DCBA.B30R2.L,MB.B31R2,MB.C30R2,3,4803.4201,4765.6301,B30R2,1,123,30R2,65.0,65,122,C30R2,3.0900000000000283,3.6000000000000005,70.74825409990856,60.43712854708486,2338,14.0,2.0,01B,02C9,11336.0,,,338,1,2
RB.A23,MB.A31R2,4795.5901,INT,L,B,ODD,33,33,LBBLA.31R2,LBBLA_31R2,B31R2_0,DCBQ.30R2.R,MB.B30R2,MB.A31R2,3,4749.9701,4787.7601,B31R2,0,33,31R2,66.0,66,33,A31R2,3.0900000000000283,1.96,70.74825409990856,90.45027015692106,1240,14.0,1.0,01B,02B5,11308.0,,,240,0,0
RB.A23,MB.B31R2,4811.2501,INT,L,A,EVEN,44,121,LBALA.31R2,LBALA_31R2,B30R2_0,DCBA.31R2.L,MB.A32R2,MB.B31R2,3,4841.2101,4803.4201,B30R2,0,122,31R2,67.0,67,121,B31R2,3.25,3.21,68.09926754352253,68.07622572204467,1402,14.0,1.0,01B,02C8,12411.0,,,402,0,1
RB.A23,MB.C31R2,4826.9101,INT,L,B,ODD,34,34,LBBLD.31R2,LBBLD_31R2,B31R2_1,DCBA.31R2.R,MB.A31R2,MB.C31R2,2,4787.7601,4819.0801,B31R2,1,34,31R2,68.0,68,34,C31R2,1.68,1.68,99.6525631876629,99.6525631876629,1235,2.0,1.0,01B,02B5,11606.0,,,235,1,2
RB.A23,MB.A32R2,4849.0401,INT,L,A,EVEN,43,120,LBALA.32R2,LBALA_32R2,B32R2_2,DCBA.A32R2.L,MB.C32R2,MB.A32R2,2,4872.5301,4841.2101,B32R2,2,121,32R2,69.0,69,120,A32R2,3.27,3.310000141193014,66.66732040398628,67.19212096326802,2344,14.0,2.0,01B,02C9,10979.0,,,344,2,0
RB.A23,MB.B32R2,4864.7001,INT,L,B,ODD,35,35,LBBLA.32R2,LBBLA_32R2,B31R2_2,DCBA.A32R2.R,MB.C31R2,MB.B32R2,3,4819.0801,4856.8701,B31R2,2,35,32R2,70.0,70,35,B32R2,3.2400000000000126,3.4599999999999995,67.99534303947361,61.141317629472105,1102,14.0,1.0,01B,02B5,11614.0,,,102,2,1
RB.A23,MB.C32R2,4880.3601,INT,L,A,EVEN,42,119,LBALB.32R2,LBALB_32R2,B32R2_1,DCBA.B32R2.L,MB.B33R2,MB.C32R2,3,4910.3201,4872.5301,B32R2,1,120,32R2,71.0,71,119,C32R2,3.2400000000000007,3.3100000000000125,66.94333085452014,66.6210185838169,1247,14.0,1.0,01B,02B8,11918.0,,,247,1,2
RB.A23,MB.A33R2,4902.4901,INT,L,B,ODD,36,36,LBBLA.33R2,LBBLA_33R2,B33R2_0,DCBQ.32R2.R,MB.B32R2,MB.A33R2,3,4856.8701,4894.6601,B33R2,0,36,33R2,72.0,72,36,A33R2,2.9899999999999998,1.96,72.05491275077262,90.45027015692106,2346,14.0,2.0,01B,02C9,11242.0,,,346,0,0
RB.A23,MB.B33R2,4918.1501,INT,L,A,EVEN,41,118,LBALA.33R2,LBALA_33R2,B32R2_0,DCBA.33R2.L,MB.A34R2,MB.B33R2,3,4948.1101,4910.3201,B32R2,0,119,33R2,73.0,73,118,B33R2,3.2400000000000007,3.3000000000000025,67.59410659048159,67.81747258741485,1082,14.0,1.0,01B,02B5,11071.0,,,82,0,1
RB.A23,MB.C33R2,4933.8101,INT,L,B,ODD,37,37,LBBLD.33R2,LBBLD_33R2,B33R2_1,DCBA.33R2.R,MB.A33R2,MB.C33R2,2,4894.6601,4925.9801,B33R2,1,37,33R2,74.0,74,37,C33R2,2.01,1.83,90.1826216302873,94.32351566615596,2189,14.0,2.0,01B,02C0,9160.0,,,189,1,2
RB.A23,MB.A34R2,4955.9401,INT,L,A,EVEN,40,117,LBALA.34R2,LBALA_34R2,B34R2_1,DCBA.A34R2.L,MB.C34R2,MB.A34R2,2,4979.4301,4948.1101,B34R2,1,118,34R2,75.0,75,117,A34R2,1.83,3.3000000000097947,94.32351566615596,67.44303788811109,3414,14.0,3.0,01B,02D,12698.0,,,414,1,0
RB.A23,MB.B34R2,4971.6001,INT,L,B,ODD,38,38,LBBLA.34R2,LBBLA_34R2,B33R2_2,DCBA.A34R2.R,MB.C33R2,MB.B34R2,3,4925.9801,4963.7701,B33R2,2,38,34R2,76.0,76,38,B34R2,3.6000000000000005,3.3100000000000125,60.43712854708486,66.6210185838169,1377,14.0,1.0,01E,02B5,12538.0,,,377,2,1
RB.A23,MB.C34R2,4987.2601,INT,L,A,EVEN,39,116,LBALB.34R2,LBALB_34R2,B34R2_0,DCBA.B34R2.L,MB.B34L3,MB.C34R2,3,5017.2201,4979.4301,B34R2,0,117,34R2,77.0,77,116,C34R2,3.390000000000002,2.9899999999999998,67.570380167343,72.05491275077262,1394,14.0,1.0,01B,02B8,10504.0,,,394,0,2
RB.A23,MB.C34L3,5009.3901,INT,L,B,ODD,39,39,LBBLA.34L3,LBBLA_34L3,B34L3_0,DCBQ.34R2.R,MB.B34R2,MB.C34L3,3,4963.7701,5001.5601,B34L3,0,39,34L3,78.0,78,39,C34L3,2.68281755386508,2.68281755386508,75.0,75.0,3403,14.0,3.0,01B,02D,12569.0,,,403,0,0
RB.A23,MB.B34L3,5025.0501,INT,L,A,EVEN,38,115,LBALA.34L3,LBALA_34L3,B33L3_2,DCBA.34L3.L,MB.C33L3,MB.B34L3,3,5055.0101,5017.2201,B33L3,2,116,34L3,79.0,79,115,B34L3,3.6000000000000005,3.2400000000000007,60.43712854708486,67.59410659048159,2191,14.0,2.0,01B,02C0,11335.0,,,191,2,1
RB.A23,MB.A34L3,5040.7101,INT,L,B,ODD,40,40,LBBLD.34L3,LBBLD_34L3,B34L3_1,DCBA.34L3.R,MB.C34L3,MB.A34L3,2,5001.5601,5032.8801,B34L3,1,40,34L3,80.0,80,40,A34L3,3.6000000000000005,2.9899999999999998,60.43712854708486,72.05491275077262,3121,14.0,3.0,01B,02G,9596.0,,,121,1,2
RB.A23,MB.C33L3,5062.8401,INT,L,A,EVEN,37,114,LBALA.33L3,LBALA_33L3,B33L3_1,DCBA.B33L3.L,MB.A33L3,MB.C33L3,2,5086.3301,5055.0101,B33L3,1,115,33L3,81.0,81,114,C33L3,1.8100000000000005,3.120000000000001,95.95614563437316,70.36876554941088,2341,14.0,2.0,01B,02C9,11234.0,,,341,1,0
RB.A23,MB.B33L3,5078.5001,INT,L,B,ODD,41,41,LBBLA.33L3,LBBLA_33L3,B32L3_0,DCBA.B33L3.R,MB.A34L3,MB.B33L3,3,5032.8801,5070.6701,B32L3,0,41,33L3,82.0,82,41,B33L3,1.7499999999999998,3.0800000000000005,99.6289270513348,70.76365748864274,3134,14.0,3.0,01B,02G,11213.0,,,134,0,1
RB.A23,MB.A33L3,5094.1601,INT,L,A,EVEN,36,113,LBALB.33L3,LBALB_33L3,B33L3_0,DCBA.A33L3.L,MB.B32L3,MB.A33L3,3,5124.1201,5086.3301,B33L3,0,114,33L3,83.0,83,113,A33L3,3.400000000000001,3.3100000000000125,65.45791952580721,66.6210185838169,3398,14.0,3.0,01B,02D,11789.0,,,398,0,2
RB.A23,MB.C32L3,5116.2901,INT,L,B,ODD,42,42,LBBLA.32L3,LBBLA_32L3,B32L3_1,DCBQ.32L3.R,MB.B33L3,MB.C32L3,3,5070.6701,5108.4601,B32L3,1,42,32L3,84.0,84,42,C32L3,1.95,2.5000000000000004,91.06495839468394,78.7897683364081,2186,14.0,2.0,01B,02C0,10679.0,,,186,1,0
RB.A23,MB.B32L3,5131.9501,INT,L,A,EVEN,35,112,LBALA.32L3,LBALA_32L3,B31L3_2,DCBA.32L3.L,MB.C31L3,MB.B32L3,3,5161.9101,5124.1201,B31L3,2,113,32L3,85.0,85,112,B32L3,1.7499999999999998,3.1300000000000003,99.6289270513348,70.35344691681026,2210,14.0,2.0,01B,02C0,10804.0,,,210,2,1
RB.A23,MB.A32L3,5147.6101,INT,L,B,ODD,43,43,LBBLD.32L3,LBBLD_32L3,B32L3_2,DCBA.32L3.R,MB.C32L3,MB.A32L3,2,5108.4601,5139.7801,B32L3,2,43,32L3,86.0,86,43,A32L3,3.289999999999999,1.83,68.13512170581375,94.71351328593305,1108,14.0,1.0,01B,02B5,11940.0,,,108,2,2
RB.A23,MB.C31L3,5169.7401,INT,L,A,EVEN,34,111,LBALA.31L3,LBALA_31L3,B31L3_1,DCBA.B31L3.L,MB.A31L3,MB.C31L3,2,5193.2301,5161.9101,B31L3,1,112,31L3,87.0,87,111,C31L3,3.6000000000000005,3.2400000000000126,60.43712854708486,67.99534303947361,1396,14.0,1.0,01B,02C8,10641.0,,,396,1,0
RB.A23,MB.B31L3,5185.4001,INT,L,B,ODD,44,44,LBBLA.31L3,LBBLA_31L3,B30L3_0,DCBA.B31L3.R,MB.A32L3,MB.B31L3,3,5139.7801,5177.5701,B30L3,0,44,31L3,88.0,88,44,B31L3,3.6000000000000005,2.9899999999999998,60.43712854708486,72.05491275077262,3130,14.0,3.0,01B,02G,8757.0,,,130,0,1
RB.A23,MB.A31L3,5201.0601,INT,L,A,EVEN,33,110,LBALB.31L3,LBALB_31L3,B31L3_0,DCBA.A31L3.L,MB.B30L3,MB.A31L3,3,5231.0201,5193.2301,B31L3,0,111,31L3,89.0,89,110,A31L3,3.0900000000000283,1.96,70.74825409990856,90.45027015692106,2198,14.0,2.0,01B,02C0,10081.0,,,198,0,2
RB.A23,MB.C30L3,5223.1901,INT,L,B,ODD,45,45,LBBLA.30L3,LBBLA_30L3,B30L3_1,DCBQ.30L3.R,MB.B31L3,MB.C30L3,3,5177.5701,5215.3601,B30L3,1,45,30L3,90.0,90,45,C30L3,2.01,3.120000000000001,90.1826216302873,70.36876554941088,3093,14.0,3.0,01B,02G,9380.0,,,93,1,0
RB.A23,MB.B30L3,5238.8501,INT,L,A,EVEN,32,109,LBALA.30L3,LBALA_30L3,B29L3_2,DCBA.30L3.L,MB.C29L3,MB.B30L3,3,5268.8101,5231.0201,B29L3,2,110,30L3,91.0,91,109,B30L3,3.1600000000000006,3.3000000000000025,69.74295839809092,67.81747258741485,1399,14.0,1.0,01B,02C8,11959.0,,,399,2,1
RB.A23,MB.A30L3,5254.5101,INT,L,B,ODD,46,46,LBBLD.30L3,LBBLD_30L3,B30L3_2,DCBA.30L3.R,MB.C30L3,MB.A30L3,2,5215.3601,5246.6801,B30L3,2,46,30L3,92.0,92,46,A30L3,3.6000000000000005,3.3100000000000125,60.43712854708486,66.6210185838169,3127,14.0,3.0,01B,02G,10654.0,,,127,2,2
RB.A23,MB.C29L3,5276.6401,INT,L,A,EVEN,31,108,LBALA.29L3,LBALA_29L3,B29L3_1,DCBA.B29L3.L,MB.A29L3,MB.C29L3,2,5300.1301,5268.8101,B29L3,1,109,29L3,93.0,93,108,C29L3,1.7499999999999998,1.83,99.6289270513348,94.32351566615596,1243,14.0,1.0,01B,02B8,11703.0,,,243,1,0
RB.A23,MB.B29L3,5292.3001,INT,L,B,ODD,47,47,LBBLA.29L3,LBBLA_29L3,B28L3_0,DCBA.B29L3.R,MB.A30L3,MB.B29L3,3,5246.6801,5284.4701,B28L3,0,47,29L3,94.0,94,47,B29L3,1.7499999999999998,3.120000000000001,99.6289270513348,70.36876554941088,2201,14.0,2.0,01B,02C0,11623.0,,,201,0,1
RB.A23,MB.A29L3,5307.9601,INT,L,A,EVEN,30,107,LBALB.29L3,LBALB_29L3,B29L3_0,DCBA.A29L3.L,MB.B28L3,MB.A29L3,3,5337.9201,5300.1301,B29L3,0,108,29L3,95.0,95,107,A29L3,3.25,1.83,68.22162291037226,94.32351566615596,1230,14.0,1.0,01B,02B5,10706.0,,,230,0,2
RB.A23,MB.C28L3,5330.0901,INT,L,B,ODD,48,48,LBBLA.28L3,LBBLA_28L3,B28L3_1,DCBQ.28L3.R,MB.B29L3,MB.C28L3,3,5284.4701,5322.2601,B28L3,1,48,28L3,96.0,96,48,C28L3,2.01,3.120000000000001,90.1826216302873,70.36876554941088,3407,14.0,3.0,01B,02D,11853.0,,,407,1,0
RB.A23,MB.B28L3,5345.7501,INT,L,A,EVEN,29,106,LBALA.28L3,LBALA_28L3,B27L3_2,DCBA.28L3.L,MB.C27L3,MB.B28L3,3,5375.7101,5337.9201,B27L3,2,107,28L3,97.0,97,106,B28L3,1.7499999999999998,3.0800000000000005,99.6289270513348,70.76365748864274,3168,14.0,3.0,01B,02G,9734.0,,,168,2,1
