,Circuit Name,Circuit Family,Period,Date (FGC),Time (FGC),FPA Reason,Timestamp_PIC,Delta_t(FGC-PIC),Delta_t(EE_even-PIC),Delta_t(EE_odd-PIC),Ramp rate,Plateau duration,I_Q_circ,MIITS_circ,I_Earth_max,EE analysis,V feeler analysis,U_EE_max_ODD,U_EE_max_EVEN,Position,I_Q_M,Nr in Q event,Delta_t(iQPS-PIC),nQPS crate name,Delta_t(nQPS-PIC),Type of Quench,Quench origin,Quench count,QDS trigger origin,dU_iQPS/dt,V_symm_max,dV_symm/dt,R_DL_max,I at R_DL_max,QH analysis,Short magnet ID,Manufacturer,Inner cable type,Outer cable type,I_Q_SM18,dI_Q_Acc,dI_Q_LHC,Comment,Analysis performed by,lhcsmapi version,lhcsm notebook version,Unnamed: 46,Unnamed: 47,timestamp_fgc,fpa_identifier
1028,RB.A34,RB,HWC 2015,2015-03-19,08:41:47.160000,Magnet quench,2015-03-19 08:41:47.141000,19,574,356,10,0,10976.1,5842.9,63.7,PASS,PASS,792,777,B9L4,8092,2,30861,B11L4,,GHe propagation,EXT,,iQPS,-2.75,,,7.7,4567,Pass,3108.0,3.0,01B,02G,11162,-,,,hagen,1.6.1,1.6.1,,,1.42675090716e+18,RB_RB.A34_1426750907160000000
1029,RB.A34,RB,HWC 2015,2015-03-19,08:41:47.160000,Magnet quench,2015-03-19 08:41:47.141000,19,574,356,10,0,10976.1,5842.9,63.7,PASS,PASS,792,777,B8L4,2870,3,126677,B9L4,1230459,GHe propagation,INT,,iQPS,0.16,,,13.8,2616,Pass,2196.0,2.0,01B,02C0,11088,-,,,hagen,1.6.1,1.6.1,,,1.42675090716e+18,RB_RB.A34_1426750907160000000
1030,RB.A45,RB,HWC 2015,2015-03-19,09:19:20.220000,Magnet quench,2015-03-19 09:19:20.187000,33,595,333,10,0,10536.4,5424.8,63.8,PASS,PASS,749,748,B25R4,10536,1,-10,B24R4,4684413,Training,INT,26.0,iQPS,5.65,,,0,0,Pass,3182.0,3.0,01E,02G,12319,-1783,,,hagen,1.6.1,1.6.1,,,1.42675316022e+18,RB_RB.A45_1426753160220000000
1031,RB.A45,RB,HWC 2015,2015-03-19,09:19:20.220000,Magnet quench,2015-03-19 09:19:20.187000,33,595,333,10,0,10536.4,5424.8,63.8,PASS,PASS,749,748,A25R4,5344,2,66915,B25R4,4718413,GHe propagation,INT,,iQPS,1.91,0.1,,4.7,4877,Pass,2166.0,2.0,01E,02C0,10332,-,,,hagen,1.6.1,1.6.1,,,1.42675316022e+18,RB_RB.A45_1426753160220000000
1032,RB.A45,RB,HWC 2015,2015-03-19,09:19:20.220000,Magnet quench,2015-03-19 09:19:20.187000,33,595,333,10,0,10536.4,5424.8,63.8,PASS,PASS,749,748,C25R4,5276,3,68123,B25R4,4718413,GHe propagation,INT,,iQPS,0.38,0.1,0.5,2.5,1877,Pass,1218.0,1.0,01E,02B8,12411,-,,,hagen,1.6.1,1.6.1,,,1.42675316022e+18,RB_RB.A45_1426753160220000000
1033,RB.A45,RB,HWC 2015,2015-03-19,16:49:57.500000,Magnet quench,2015-03-19 16:49:57.482000,18,588,330,10,0,10550.6,5424.5,63.8,PASS,PASS,752,752,A21L5,10550,1,-11,B21L5,3971218,Training,EXT,27.0,iQPS,-5.62,,,5.3,8012,Pass,3177.0,3.0,01E,02G,11627,-1077,,,hagen,1.6.1,1.6.1,,,1.4267801975e+18,RB_RB.A45_1426780197500000000
1034,RB.A45,RB,HWC 2015,2015-03-19,16:49:57.500000,Magnet quench,2015-03-19 16:49:57.482000,18,588,330,10,0,10550.6,5424.5,63.8,PASS,PASS,752,752,B21L5,6713,2,45245,B20L5,4005218,GHe propagation,INT,,iQPS,3.98,0.031,0.34444444444444455,6.2,6158,Pass,3190.0,3.0,01E,02G,10479,-,,,hagen,1.6.1,1.6.1,,,1.4267801975e+18,RB_RB.A45_1426780197500000000
1035,RB.A45,RB,HWC 2015,2015-03-19,16:49:57.500000,Magnet quench,2015-03-19 16:49:57.482000,18,588,330,10,0,10550.6,5424.5,63.8,PASS,PASS,752,752,C21L5,3817,3,97833,B21L5,3971218,GHe propagation,INT,,iQPS,0.46,0.112,0.39298245614035093,2.8,3476,Pass,1227.0,1.0,01E,02B8,11349,-,,,hagen,1.6.1,1.6.1,,,1.4267801975e+18,RB_RB.A45_1426780197500000000
1036,RB.A45,RB,HWC 2015,2015-03-19,16:49:57.500000,Magnet quench,2015-03-19 16:49:57.482000,18,588,330,10,0,10550.6,5424.5,63.8,PASS,PASS,752,752,C20L5,1885,4,161388,B20L5,4005218,GHe propagation,INT,,iQPS,0.09,0.1,0.04166666666666667,12.2,1605,Pass,2162.0,2.0,01E,02C0,11222,-,,,hagen,1.6.1,1.6.1,,,1.4267801975e+18,RB_RB.A45_1426780197500000000
1037,RB.A34,RB,HWC 2015,2015-03-19,17:19:24.040000,Magnet quench,2015-03-19 17:19:24.003000,37,573,358,10,0,10896.5,5724.5,63.7,PASS,PASS,790,774,B9R3,10896,1,-6,B11R3,3794597,Training,EXT,11.0,iQPS,-8.08,,,0,0,Pass,2176.0,2.0,01B,02C0,10977,-81,,,hagen,1.6.1,1.6.1,,,1.42678196404e+18,RB_RB.A34_1426781964040000000
1038,RB.A34,RB,HWC 2015,2015-03-19,17:19:24.040000,Magnet quench,2015-03-19 17:19:24.003000,37,573,358,10,0,10896.5,5724.5,63.7,PASS,PASS,790,774,A9R3,7544,2,36868,B10R3,3760597,GHe propagation,INT,,iQPS,4.7,,,7.4,5302,Pass,2127.0,2.0,01B,02B5,11374,-,,,hagen,1.6.1,1.6.1,,,1.42678196404e+18,RB_RB.A34_1426781964040000000
1039,RB.A34,RB,HWC 2015,2015-03-19,17:19:24.040000,Magnet quench,2015-03-19 17:19:24.003000,37,573,358,10,0,10896.5,5724.5,63.7,PASS,PASS,790,774,A10R3,5040,3,74615,B10R3,3760597,GHe propagation,EXT,,iQPS,-0.38,0.1,1.6666666666666667,3.6,2337,Pass,2073.0,2.0,01B,02K,11894,-,,,hagen,1.6.1,1.6.1,,,1.42678196404e+18,RB_RB.A34_1426781964040000000
1040,RB.A34,RB,HWC 2015,2015-03-19,17:19:24.040000,Magnet quench,2015-03-19 17:19:24.003000,37,573,358,10,0,10896.5,5724.5,63.7,PASS,PASS,790,774,A8R3,5036,4,74709,B8R3,3692597,GHe propagation,EXT,,iQPS,-6.33,,,0.9,2708,Pass,2117.0,2.0,01B,02B5,11851,-,,,hagen,1.6.1,1.6.1,,,1.42678196404e+18,RB_RB.A34_1426781964040000000
1041,RB.A34,RB,HWC 2015,2015-03-19,17:19:24.040000,Magnet quench,2015-03-19 17:19:24.003000,37,573,358,10,0,10896.5,5724.5,63.7,PASS,PASS,790,774,B10R3,3016,5,120612,B11R3,3794597,GHe propagation,INT,,iQPS,0.47,0.1,0.1,4.2,2635,Pass,2175.0,2.0,01B,02C0,11262,-,,,hagen,1.6.1,1.6.1,,,1.42678196404e+18,RB_RB.A34_1426781964040000000
1042,RB.A34,RB,HWC 2015,2015-03-19,17:19:24.040000,Magnet quench,2015-03-19 17:19:24.003000,37,573,358,10,0,10896.5,5724.5,63.7,PASS,PASS,790,774,B8R3,3010,6,120809,B9R3,3726597,GHe propagation,INT,,iQPS,1.05,,,7.5,2687,Pass,3077.0,3.0,01B,02K,10513,-,,,hagen,1.6.1,1.6.1,,,1.42678196404e+18,RB_RB.A34_1426781964040000000
1043,RB.A45,RB,HWC 2015,2015-03-19,21:49:26.120000,Magnet quench,2015-03-19 21:49:26.092000,28,588,330,10,0,10567.4,5426.1,63.8,PASS,PASS,755,756,B25L5,10567,1,-11,B24L5,1332008,Training,EXT,28.0,iQPS,-5.98,0,,0,0,Pass,3197.0,3.0,01E,02G,11532,-965,,,hagen,1.6.1,1.6.1,,,1.42679816612e+18,RB_RB.A45_1426798166120000000
1044,RB.A45,RB,HWC 2015,2015-03-19,21:49:26.120000,Magnet quench,2015-03-19 21:49:26.092000,28,588,330,10,0,10567.4,5426.1,63.8,PASS,PASS,755,756,C25L5,5931,2,57051,B25L5,1298008,GHe propagation,INT,,iQPS,2.05,0.15,1.875,3.2,3247,Pass,3377.0,3.0,01E,02D,12129,-,,,hagen,1.6.1,1.6.1,,,1.42679816612e+18,RB_RB.A45_1426798166120000000
1045,RB.A45,RB,HWC 2015,2015-03-19,21:49:26.120000,Magnet quench,2015-03-19 21:49:26.092000,28,588,330,10,0,10567.4,5426.1,63.8,PASS,PASS,755,756,A25L5,5885,3,57778,B25L5,1298008,GHe propagation,INT,,iQPS,0.56,0.02,0.25,10.6,5441,Pass,3199.0,3.0,01E,02G,11419,-,,,hagen,1.6.1,1.6.1,,,1.42679816612e+18,RB_RB.A45_1426798166120000000
1046,RB.A45,RB,HWC 2015,2015-03-20,05:49:46.180000,Magnet quench,2015-03-20 05:49:46.143000,37,594,334,10,0,10596,5409.3,63.8,PASS,PASS,755,756,A20L5,10596,1,-11,B20L5,1275957,Training,EXT,29.0,iQPS,-5.34,,,5.2,7579,Pass,3214.0,3.0,01E,02G,12431,-1835,,,hagen,1.6.1,1.6.1,,,1.42682698618e+18,RB_RB.A45_1426826986180000000
1047,RB.A45,RB,HWC 2015,2015-03-20,05:49:46.180000,Magnet quench,2015-03-20 05:49:46.143000,37,594,334,10,0,10596,5409.3,63.8,PASS,PASS,755,756,A9R4,10596,2,-2,B10R4,1173057,Training,INT,30.0,iQPS,6.18,,,0,0,Pass,3205.0,3.0,01E,02G,10996,-400,,,hagen,1.6.1,1.6.1,,,1.42682698618e+18,RB_RB.A45_1426826986180000000
1048,RB.A45,RB,HWC 2015,2015-03-20,05:49:46.180000,Magnet quench,2015-03-20 05:49:46.143000,37,594,334,10,0,10596,5409.3,63.8,PASS,PASS,755,756,B9R4,7074,3,40308,B11R4,,GHe propagation,INT,,iQPS,1.01,,,0,0,Pass,2167.0,2.0,01E,02C0,11080,-,,,hagen,1.6.1,1.6.1,,,1.42682698618e+18,RB_RB.A45_1426826986180000000
1049,RB.A45,RB,HWC 2015,2015-03-20,05:49:46.180000,Magnet quench,2015-03-20 05:49:46.143000,37,594,334,10,0,10596,5409.3,63.8,PASS,PASS,755,756,B20L5,6507,4,48197,B21L5,1241157,GHe propagation,INT,,iQPS,5.48,,,4.4,3677,Pass,3395.0,3.0,01B,02D,12139,-,,,hagen,1.6.1,1.6.1,,,1.42682698618e+18,RB_RB.A45_1426826986180000000
1050,RB.A45,RB,HWC 2015,2015-03-20,05:49:46.180000,Magnet quench,2015-03-20 05:49:46.143000,37,594,334,10,0,10596,5409.3,63.8,PASS,PASS,755,756,C20L5,4273,5,86825,B20L5,1275957,GHe propagation,EXT,,iQPS,-0.48,,,9.7,3936,Pass,2162.0,2.0,01E,02C0,11222,-,,,hagen,1.6.1,1.6.1,,,1.42682698618e+18,RB_RB.A45_1426826986180000000
1051,RB.A45,RB,HWC 2015,2015-03-20,05:49:46.180000,Magnet quench,2015-03-20 05:49:46.143000,37,594,334,10,0,10596,5409.3,63.8,PASS,PASS,755,756,A21L5,316,6,309927,B21L5,1241157,GHe propagation,INT,,iQPS,5.34,,,,,Pass,3177.0,3.0,01E,02G,11627,-,,,hagen,1.6.1,1.6.1,,,1.42682698618e+18,RB_RB.A45_1426826986180000000
1052,RB.A45,RB,HWC 2015,2015-03-20,05:49:46.180000,Magnet quench,2015-03-20 05:49:46.143000,37,594,334,10,0,10596,5409.3,63.8,PASS,PASS,755,756,B8R4,297,7,314427,B9R4,1139057,GHe propagation,INT,,iQPS,0.27,,,,,Pass,1184.0,1.0,01E,02C9,12844,-,,delay between signals on different boards outside criterium,hagen,1.6.1,1.6.1,,,1.42682698618e+18,RB_RB.A45_1426826986180000000
1053,RB.A34,RB,HWC 2015,2015-03-20,12:51:11.700000,Magnet quench,2015-03-20 12:51:11.665000,35,571,354,10,0,11031.6,5902.8,63.3,PASS,PASS,792,776,B25L4,11031,1,-9,B24L4,1372935,Training,EXT,12.0,iQPS,-7.72,,,0,0,Pass,2090.0,2.0,01B,02K,10787,244,,,hagen,1.6.1,1.6.1,,,1.4268522717e+18,RB_RB.A34_1426852271700000000
1054,RB.A34,RB,HWC 2015,2015-03-20,12:51:11.700000,Magnet quench,2015-03-20 12:51:11.665000,35,571,354,10,0,11031.6,5902.8,63.3,PASS,PASS,792,776,A25L4,8136,2,30944,B25L4,1406935,GHe propagation,INT,,iQPS,1.5,,,3.1,4678,Pass,3104.0,3.0,01B,02G,12845,-,,,hagen,1.6.1,1.6.1,,,1.4268522717e+18,RB_RB.A34_1426852271700000000
1055,RB.A34,RB,HWC 2015,2015-03-20,12:51:11.700000,Magnet quench,2015-03-20 12:51:11.665000,35,571,354,10,0,11031.6,5902.8,63.3,PASS,PASS,792,776,C25L4,7792,3,35119,B25L4,1406935,GHe propagation,EXT,,iQPS,-3.06,,,0,0,Pass,1245.0,1.0,01B,02B8,12375,-,,,hagen,1.6.1,1.6.1,,,1.4268522717e+18,RB_RB.A34_1426852271700000000
1056,RB.A45,RB,HWC 2015,2015-03-20,13:28:34.140000,Magnet quench,2015-03-20 13:28:34.109000,31,591,333,10,0,10595.7,5472.4,63.8,PASS,PASS,755,755,B10R4,10595,1,-9,B11R4,1177191,Training,EXT,31.0,iQPS,-5.6,,,13.7,9937,Pass,3194.0,3.0,01E,02G,12180,-1585,,,hagen,1.6.1,1.6.1,,,1.42685451414e+18,RB_RB.A45_1426854514140000000
1057,RB.A45,RB,HWC 2015,2015-03-20,13:28:34.140000,Magnet quench,2015-03-20 13:28:34.109000,31,591,333,10,0,10595.7,5472.4,63.8,PASS,PASS,755,755,A10R4,6573,2,47641,B10R4,1143191,GHe propagation,INT,,iQPS,4.56,,,9.2,5894,Pass,2150.0,2.0,01E,02C0,11550,-,,,hagen,1.6.1,1.6.1,,,1.42685451414e+18,RB_RB.A45_1426854514140000000
1058,RB.A45,RB,HWC 2015,2015-03-20,13:28:34.140000,Magnet quench,2015-03-20 13:28:34.109000,31,591,333,10,0,10595.7,5472.4,63.8,PASS,PASS,755,755,A11R4,2278,3,145096,B10R4,1143191,GHe propagation,INT,,iQPS,0.09,,,14.6,997,Pass,3229.0,3.0,01E,02B8,12481,-,,,hagen,1.6.1,1.6.1,,,1.42685451414e+18,RB_RB.A45_1426854514140000000
1059,RB.A45,RB,HWC 2015,2015-03-20,20:54:06.200000,Magnet quench,2015-03-20 20:54:06.182000,18,591,332,9.9,0,10621.7,5413,63.7,PASS,PASS,757,756,C12R4,10621,1,-11,B12R4,5402918,Training,EXT,32.0,iQPS,-6.18,,,0,0,Pass,3181.0,3.0,01E,02G,12085,-1464,,,hagen,1.6.1,1.6.1,,,1.4268812462e+18,RB_RB.A45_1426881246200000000
1060,RB.A45,RB,HWC 2015,2015-03-20,20:54:06.200000,Magnet quench,2015-03-20 20:54:06.182000,18,591,332,9.9,0,10621.7,5413,63.7,PASS,PASS,757,756,A13R4,10620,2,346,B13R4,5437018,EM disturbance,INT,,iQPS,5.65,,,5.9,9882,Pass,3236.0,3.0,01E,02B8,9849,-,,,hagen,1.6.1,1.6.1,,,1.4268812462e+18,RB_RB.A45_1426881246200000000
1061,RB.A45,RB,HWC 2015,2015-03-20,20:54:06.200000,Magnet quench,2015-03-20 20:54:06.182000,18,591,332,9.9,0,10621.7,5413,63.7,PASS,PASS,757,756,B13R4,7660,3,32858,B12R4,5402918,GHe propagation,EXT,,iQPS,-0.94,,,10.4,7109,Pass,3228.0,3.0,01E,02B8,11028,-,,,hagen,1.6.1,1.6.1,,,1.4268812462e+18,RB_RB.A45_1426881246200000000
1062,RB.A45,RB,HWC 2015,2015-03-20,20:54:06.200000,Magnet quench,2015-03-20 20:54:06.182000,18,591,332,9.9,0,10621.7,5413,63.7,PASS,PASS,757,756,B12R4,7614,4,33448,B13R4,5437018,GHe propagation,INT,,iQPS,1.42,,,5.4,4447,Pass,3198.0,3.0,01E,02G,12636,-,,,hagen,1.6.1,1.6.1,,,1.4268812462e+18,RB_RB.A45_1426881246200000000
1063,RB.A45,RB,HWC 2015,2015-03-20,20:54:06.200000,Magnet quench,2015-03-20 20:54:06.182000,18,591,332,9.9,0,10621.7,5413,63.7,PASS,PASS,757,756,C13R4,5676,5,60924,B13R4,5437018,GHe propagation,EXT,,iQPS,-0.53,,,6.7,5193,Pass,2157.0,2.0,01E,02C0,11573,-,,,hagen,1.6.1,1.6.1,,,1.4268812462e+18,RB_RB.A45_1426881246200000000
1064,RB.A45,RB,HWC 2015,2015-03-20,20:54:06.200000,Magnet quench,2015-03-20 20:54:06.182000,18,591,332,9.9,0,10621.7,5413,63.7,PASS,PASS,757,756,A12R4,4333,6,85386,B12R4,5402918,GHe propagation,EXT,,iQPS,-0.67,,,4.2,3509,Pass,2131.0,2.0,01E,02B8,10676,-,,,hagen,1.6.1,1.6.1,,,1.4268812462e+18,RB_RB.A45_1426881246200000000
1065,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,A19L4,11064,1,-10,B19L4,6564172,Training,INT,13.0,iQPS,9.15,,,0,0,Pass,2079.0,2.0,01B,02K,11970,-906,,,hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1066,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,B19L4,5598,2,66734,B18L4,6530172,GHe propagation,INT,,iQPS,1.28,,,0,0,Pass,3085.0,3.0,01B,02K,12600,-,,,hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1067,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,C18L4,5477,3,68765,B18L4,6530172,GHe propagation,EXT,,iQPS,-0.38,,,4.6,2830,Pass,2045.0,2.0,01B,02K,11644,-,,,hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1068,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,B18L4,3189,4,117751,B19L4,6564172,GHe propagation,EXT,,iQPS,-0.2,0.13,0.11818181818181818,0,0,Pass,1069.0,1.0,01B,02B5,11489,-,,,hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1069,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,C19L4,2305,5,146505,B19L4,6564172,GHe propagation,INT,,iQPS,0.16,0.1,0.1,11.2,2116,Pass,2174.0,2.0,01B,02C0,11275,-,,,hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1070,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,A13L4,832,6,234189,B13L4,6360072,Short-to-ground,INT,,nQPS,23.93,,,,,Pass,2120.0,2.0,01B,02B5,11562,-,,"after earth fault, triggered by DS on the 1st disappering of the short",hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1071,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,B9L4,832,7,234189,B11L4,6326072,Short-to-ground,EXT,,nQPS,-30.92,,,,,Pass,3108.0,3.0,01B,02G,11162,-,,"after earth fault, triggered by DS on the 1st disappering of the short",hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1072,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,A15L4,832,8,234189,B15L4,6428072,Short-to-ground,EXT,,nQPS,-42.15,,,,,Pass,3396.0,3.0,01B,02D,10003,-,,"after earth fault, triggered by DS on the 1st disappering of the short",hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1073,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,C15L4,832,9,234190,B15L4,6428072,Short-to-ground,EXT,,nQPS,-42.01,,,,,Pass,2072.0,2.0,01B,02K,12525,-,,"after earth fault, triggered by DS on the 1st disappering of the short",hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1074,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,B10L4,827,10,234683,B11L4,6326072,Short-to-ground,INT,,nQPS,0.37,,,,,Pass,2126.0,2.0,01B,02B5,11723,-,,"after earth fault, triggered by DS on the 2nd disappering of the short",hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1075,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,B14L4,827,11,234684,B15L4,6428072,Short-to-ground,EXT,,nQPS,-0.08,,,,,Pass,1079.0,1.0,01B,02B5,12193,-,,"after earth fault, triggered by DS on the 2nd disappering of the short",hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1076,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,C13L4,827,12,234685,B13L4,6360072,Short-to-ground,EXT,,nQPS,-0.1,,,,,Pass,3101.0,3.0,01B,02G,9028,-,,"after earth fault, triggered by DS on the 2nd disappering of the short",hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1077,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,B8L4,825,13,234883,B9L4,234357,Short-to-ground,INT,,nQPS,0.26,,,,,Pass,2196.0,2.0,01B,02C0,11088,-,,"after earth fault, triggered by DS on the 2nd disappering of the short but with the delay about 200ms",hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1078,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,B12L4,825,14,234885,B13L4,6360072,Short-to-ground,EXT,,nQPS,-0.27,,,,,Pass,1076.0,1.0,01B,02B5,12244,-,,after earth fault,hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1079,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,B11L4,823,15,235084,B11L4,6326072,Short-to-ground,INT,,nQPS,0.19,,,,,Pass,3114.0,3.0,01B,02G,10041,-,,after earth fault,hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1080,RB.A34,RB,HWC 2015,2015-03-21,03:37:21.060000,Magnet quench,2015-03-21 03:37:21.028000,32,571,356,10,0,11064.8,5932.2,59.8,PASS,PASS,796,781,A18L4,758,16,240802,B18L4,6530172,GHe propagation,EXT,,iQPS,0,,,,,Pass,2181.0,2.0,01B,02C0,10699,-,,after earth fault,hagen,1.6.1,1.6.1,,,1.42690544106e+18,RB_RB.A34_1426905441060000000
1081,RB.A45,RB,HWC 2015,2015-03-21,06:32:37.700000,Magnet quench,2015-03-21 06:32:37.670000,30,588,331,10,0,10635.2,5518.9,63.7,PASS,PASS,757,757,B8L5,10635,1,-10,B9L5,3913830,Training,EXT,33.0,iQPS,-6.86,,,0,0,Pass,3202.0,3.0,01E,02G,10082,553,,,hagen,1.6.1,1.6.1,,,1.4269159577e+18,RB_RB.A45_1426915957700000000
1082,RB.A45,RB,HWC 2015,2015-03-21,06:32:37.700000,Magnet quench,2015-03-21 06:32:37.670000,30,588,331,10,0,10635.2,5518.9,63.7,PASS,PASS,757,757,A8L5,6731,2,45761,B8L5,3879730,GHe propagation,INT,,iQPS,0.82,0.1,0.5,7.7,6148,Pass,2137.0,2.0,01E,02B8,11922,-,,,hagen,1.6.1,1.6.1,,,1.4269159577e+18,RB_RB.A45_1426915957700000000
1083,RB.A45,RB,HWC 2015,2015-03-21,06:32:37.700000,Magnet quench,2015-03-21 06:32:37.670000,30,588,331,10,0,10635.2,5518.9,63.7,PASS,PASS,757,757,A9L5,849,3,234078,B10L5,3811730,GHe propagation,INT,,iQPS,0.01,0.3,0.075,,,Pass,1193.0,1.0,01E,02C9,11332,-,,,hagen,1.6.1,1.6.1,,,1.4269159577e+18,RB_RB.A45_1426915957700000000
1084,RB.A45,RB,HWC 2015,2015-03-21,06:32:37.700000,Magnet quench,2015-03-21 06:32:37.670000,30,588,331,10,0,10635.2,5518.9,63.7,PASS,PASS,757,757,B9L5,362,4,307042,B11L5,3845730,GHe propagation,INT,,nQPS,0.11,0.5,0.041666666666666664,,,Pass,2136.0,2.0,01E,02B8,12568,-,,,hagen,1.6.1,1.6.1,,,1.4269159577e+18,RB_RB.A45_1426915957700000000
1085,RB.A45,RB,HWC 2015,2015-03-21,13:07:21.220000,Magnet quench,2015-03-21 13:07:21.190000,30,592,333,9.9,0,10654,5525,63.7,PASS,PASS,759,759,C34R4,10653,1,-10,B34R4,1457410,Training,INT,34.0,iQPS,6.02,,,0,0,Pass,3206.0,3.0,01E,02G,12011,-1358,,2nd training,hagen,1.6.1,1.6.1,,,1.42693964122e+18,RB_RB.A45_1426939641220000000
1086,RB.A45,RB,HWC 2015,2015-03-21,13:07:21.220000,Magnet quench,2015-03-21 13:07:21.190000,30,592,333,9.9,0,10654,5525,63.7,PASS,PASS,759,759,B34R4,5203,2,70136,B34L5,1355310,GHe propagation,INT,,iQPS,1.44,,,2.9,2495,Pass,3189.0,3.0,01E,02G,11139,-,,,hagen,1.6.1,1.6.1,,,1.42693964122e+18,RB_RB.A45_1426939641220000000
1087,RB.A45,RB,HWC 2015,2015-03-21,13:07:21.220000,Magnet quench,2015-03-21 13:07:21.190000,30,592,333,9.9,0,10654,5525,63.7,PASS,PASS,759,759,C34L5,3026,3,119793,B34L5,1355310,GHe propagation,INT,,iQPS,0.18,,,7.3,2670,Pass,2213.0,2.0,01E,02C9,10855,-,,,hagen,1.6.1,1.6.1,,,1.42693964122e+18,RB_RB.A45_1426939641220000000
1088,RB.A45,RB,HWC 2015,2015-03-21,13:07:21.220000,Magnet quench,2015-03-21 13:07:21.190000,30,592,333,9.9,0,10654,5525,63.7,PASS,PASS,759,759,A34R4,2270,4,145600,B34R4,1457410,GHe propagation,INT,,iQPS,0.1,,,3.2,1603,Pass,1208.0,1.0,01E,02C9,12720,-,,"iQPS board A with flat signals, no toggling in logging visible either",hagen,1.6.1,1.6.1,,,1.42693964122e+18,RB_RB.A45_1426939641220000000
