"",3Hz,6Hz,143Hz,20Hz,65Hz,Noise,478Hz,185Hz
377.4704090161422,0,0,0,0,0,1,0.07758363996255585,0.009357509690903919
380.8406805252149,0,0,0,0,0,1,0.0,0.009696020959565784
384.21095203428763,0,0,0,0,0,1,0.0,0.010064318546617565
387.5812235433603,0,0,0,0,0,1,0.0,0.010514397218926847
390.951495052433,0,0,0,0,0,1,0.0,0.011262785931324496
394.3217665615057,0,0,0,0,0,1,0.0,0.012138154169097231
397.6920380705784,0,0,0,0,0,1,0.0,0.013758176931872632
401.0623095796511,0,0,0,0,0,1,0.0,0.014696705324084947
404.4325810887238,0,0,0,0,0,1,0.0,0.015336045039718714
407.8028525977965,0,0,0,0,0,1,0.0,0.015714564133750976
411.1731241068692,0,0,0,0,0,1,0.0,0.01581999855823818
414.5433956159419,0,0,0,0,0,1,0.0,0.015971250894668464
417.91366712501457,0,0,0,0,0,1,0.0,0.01654339841710774
421.2839386340873,0,0,0,0,0,1,0.0,0.017559736512208844
424.65421014315996,0,0,0,0,0,1,0.0,0.018633649772080062
428.02448165223274,0,0,0,0,0,1,0.0,0.01845170670789195
431.3947531613054,0,0,0,0,0,1,0.0,0.017026873537731236
434.76502467037807,0,0,0,0,0,1,0.0,0.015041778504066508
438.1352961794508,0,0,0,0,0,1,0.0,0.013310285367642902
441.50556768852346,0,0,0,0,0,1,0.0,0.01156775472654583
444.87583919759624,0,0,0,0,0,1,0.0,0.01020273393423141
448.2461107066689,0,0,0,0,0,1,0.0,0.009522289391469794
451.61638221574157,0,0,0,0,0,1,0.0,0.00935156133886961
454.9866537248143,0,0,0,0,0,1,0.0,0.009326350467192428
458.35692523388695,0,0,0,0,0,1,0.0,0.009152148694755743
461.7271967429596,0,0,0,0,0,1,0.0,0.008984011732036116
465.0974682520324,0,0,0,0,0,1,0.0,0.008903295931567736
468.46773976110507,0,0,0,0,0,1,0.0,0.008903962143611688
471.8380112701778,0,0,0,0,0,1,0.06244304941401941,0.008877785550127106
475.20828277925045,0,0,0,0,0,1,0.22573044136047463,0.0087963456791448
478.5785542883231,0,0,0,0,0,1,1.0,0.00838094654735926
481.9488257973959,0,0,0,0,0,1,0.629713131486064,0.008812474883158988
485.31909730646856,0,0,0,0,0,1,0.18409873007446698,0.00946889860806332
488.6893688155413,0,0,0,0,0,1,0.04349732232353489,0.009784653504818176
492.05964032461395,0,0,0,0,0,1,0.0,0.009904860200421757
495.4299118336866,0,0,0,0,0,1,0.0,0.010070009177843061
498.80018334275934,0,0,0,0,0,1,0.0,0.010148113636437025
502.170454851832,0,0,0,0,0,1,0.0,0.010186812487555973
505.5407263609048,0,0,0,0,0,1,0.0,0.009887050769818734
508.91099786997745,0,0,0,0,0,1,0.0,0.009756526183730796
512.2812693790501,0,0,0,0,0,1,0.0,0.009817886534087016
515.6515408881229,0,0,0,0,0,1,0.0,0.009945306523972857
519.0218123971955,0,0,0,0,0,1,0.0,0.01052280618427516
522.3920839062682,0,0,0,0,0,1,0.0,0.010760075609451325
525.762355415341,0,0,0,0,0,1,0.0,0.010906640517612509
529.1326269244136,0,0,0,0,0,1,0.0,0.010827965924877569
532.5028984334864,0,0,0,0,0,1,0.0,0.010153006640838293
