Circuit,Magnet,Position,B1_aperture,Diode_type,Correctors,EE place,#Electric_EE,#Electric_circuit,Cryostat,Cryostat2,QPS Crate&Board,Bus Bar Segment Name,1st Magnet,2nd Magnet,Num of splices,Dcum1,Dcum2,QPS Crate,QPS Board,#Segment,phys_pos,Name,R_1,R_2,RRR_1,RRR_2
RB.A78,MB.B13R7,20511.3831,EXT,R,A,EVEN,7,84,LBARA.13R7,LBARA_13R7,B12R7_1,DCBB.A13R7.L,MB.C12R7,MB.B13R7,3,20465.7631,20503.5531,B12R7,1,85,13,B13R7,3.32,3.0800000000000005,66.69622311711481,70.76365748864274
RB.A78,MB.C13R7,20527.0431,EXT,R,B,ODD,71,71,LBBRC.13R7,LBBRC_13R7,B13R7_0,DCBB.B13R7.R,MB.B14R7,MB.C13R7,3,20557.0031,20519.2131,B13R7,0,71,14,C13R7,2.430000000000001,2.4799999999999818,79.91564766114065,79.08549669352671
RB.A78,MB.A14R7,20549.1731,EXT,R,A,EVEN,8,85,LBARA.14R7,LBARA_14R7,B12R7_2,DCBQ.13R7.L,MB.B13R7,MB.A14R7,3,20503.5531,20541.3431,B12R7,2,86,15,A14R7,2.4000000000000004,2.4000000000000004,80.39860414416525,80.39860414416525
RB.A78,MB.B14R7,20564.8331,EXT,R,B,ODD,70,70,LBBRA.14R7,LBBRA_14R7,B15R7_2,DCBB.14R7.R,MB.A15R7,MB.B14R7,3,20594.7931,20557.0031,B15R7,2,70,16,B14R7,3.220000000000001,3.220000000000001,69.30246088141651,69.30246088141651
RB.A78,MB.C14R7,20580.4931,EXT,R,A,EVEN,9,86,LBARB.14R7,LBARB_14R7,B14R7_0,DCBB.14R7.L,MB.A14R7,MB.C14R7,2,20541.3431,20572.6631,B14R7,0,87,17,C14R7,1.74,2.01,97.96870463516548,90.1826216302873
RB.A78,MB.A15R7,20602.6231,EXT,R,B,ODD,69,69,LBBRA.15R7,LBBRA_15R7,B15R7_1,DCBB.A15R7.R,MB.C15R7,MB.A15R7,2,20626.1131,20594.7931,B15R7,1,69,18,A15R7,3.1799999999742785,3.08,69.74655266092758,70.92620638880226
RB.A78,MB.B15R7,20618.2831,EXT,R,A,EVEN,10,87,LBARA.15R7,LBARA_15R7,B14R7_1,DCBB.A15R7.L,MB.C14R7,MB.B15R7,3,20572.6631,20610.4531,B14R7,1,88,19,B15R7,3.25,3.3000000000097947,68.22162291037226,67.44303788811109
RB.A78,MB.C15R7,20633.9431,EXT,R,B,ODD,68,68,LBBRC.15R7,LBBRC_15R7,B15R7_0,DCBB.B15R7.R,MB.B16R7,MB.C15R7,3,20663.9031,20626.1131,B15R7,0,68,20,C15R7,3.25,3.390000000000002,68.09926754352253,67.570380167343
RB.A78,MB.A16R7,20656.0731,EXT,R,A,EVEN,11,88,LBARA.16R7,LBARA_16R7,B14R7_2,DCBQ.15R7.L,MB.B15R7,MB.A16R7,3,20610.4531,20648.2431,B14R7,2,89,21,A16R7,3.32,3.3000000000000025,67.66559710105976,67.81747258741485
RB.A78,MB.B16R7,20671.7331,EXT,R,B,ODD,67,67,LBBRA.16R7,LBBRA_16R7,B17R7_2,DCBB.16R7.R,MB.A17R7,MB.B16R7,3,20701.6931,20663.9031,B17R7,2,67,22,B16R7,3.27,3.3100000000000125,66.66732040398628,66.6210185838169
RB.A78,MB.C16R7,20687.3931,EXT,R,A,EVEN,12,89,LBARB.16R7,LBARB_16R7,B16R7_0,DCBB.16R7.L,MB.A16R7,MB.C16R7,2,20648.2431,20679.5631,B16R7,0,90,23,C16R7,3.390000000000002,3.209999999999757,67.570380167343,67.60486835724907
RB.A78,MB.A17R7,20709.5231,EXT,R,B,ODD,66,66,LBBRA.17R7,LBBRA_17R7,B17R7_1,DCBB.A17R7.R,MB.C17R7,MB.A17R7,2,20733.0131,20701.6931,B17R7,1,66,24,A17R7,3.010000000000012,3.209999999999757,71.77217049437834,67.60486835724907
RB.A78,MB.B17R7,20725.1831,EXT,R,A,EVEN,13,90,LBARA.17R7,LBARA_17R7,B16R7_1,DCBB.A17R7.L,MB.C16R7,MB.B17R7,3,20679.5631,20717.3531,B16R7,1,91,25,B17R7,3.390000000000002,3.209999999999757,67.570380167343,67.60486835724907
RB.A78,MB.C17R7,20740.8431,EXT,R,B,ODD,65,65,LBBRC.17R7,LBBRC_17R7,B17R7_0,DCBB.B17R7.R,MB.B18R7,MB.C17R7,3,20770.8031,20733.0131,B17R7,0,65,26,C17R7,3.11,3.390000000000002,70.2908110941323,67.570380167343
RB.A78,MB.A18R7,20762.9731,EXT,R,A,EVEN,14,91,LBARA.18R7,LBARA_18R7,B16R7_2,DCBQ.17R7.L,MB.B17R7,MB.A18R7,3,20717.3531,20755.1431,B16R7,2,92,27,A18R7,3.010000000000012,3.209999999999757,71.77217049437834,67.60486835724907
RB.A78,MB.B18R7,20778.6331,EXT,R,B,ODD,64,64,LBBRA.18R7,LBBRA_18R7,B19R7_2,DCBB.18R7.R,MB.A19R7,MB.B18R7,3,20808.5931,20770.8031,B19R7,2,64,28,B18R7,3.16,3.209999999999757,70.07018630242422,67.60486835724907
RB.A78,MB.C18R7,20794.2931,EXT,R,A,EVEN,15,92,LBARB.18R7,LBARB_18R7,B18R7_0,DCBB.18R7.L,MB.A18R7,MB.C18R7,2,20755.1431,20786.4631,B18R7,0,93,29,C18R7,3.11,3.3100000000000125,70.2908110941323,66.6210185838169
RB.A78,MB.A19R7,20816.4231,EXT,R,B,ODD,63,63,LBBRA.19R7,LBBRA_19R7,B19R7_1,DCBB.A19R7.R,MB.C19R7,MB.A19R7,2,20839.9131,20808.5931,B19R7,1,63,30,A19R7,3.08,3.3000000000097947,70.92620638880226,67.44303788811109
RB.A78,MB.B19R7,20832.0831,EXT,R,A,EVEN,16,93,LBARA.19R7,LBARA_19R7,B18R7_1,DCBB.A19R7.L,MB.C18R7,MB.B19R7,3,20786.4631,20824.2531,B18R7,1,94,31,B19R7,3.010000000000012,3.209999999999757,71.77217049437834,67.60486835724907
RB.A78,MB.C19R7,20847.7431,EXT,R,B,ODD,62,62,LBBRC.19R7,LBBRC_19R7,B19R7_0,DCBB.B19R7.R,MB.B20R7,MB.C19R7,3,20877.7031,20839.9131,B19R7,0,62,32,C19R7,3.11,3.0900000000000003,70.2908110941323,70.87720413274648
RB.A78,MB.A20R7,20869.8731,EXT,R,A,EVEN,17,94,LBARA.20R7,LBARA_20R7,B18R7_2,DCBQ.19R7.L,MB.B19R7,MB.A20R7,3,20824.2531,20862.0431,B18R7,2,95,33,A20R7,3.16,3.209999999999757,70.07018630242422,67.60486835724907
RB.A78,MB.B20R7,20885.5331,EXT,R,B,ODD,61,61,LBBRA.20R7,LBBRA_20R7,B21R7_2,DCBB.20R7.R,MB.A21R7,MB.B20R7,3,20915.4931,20877.7031,B21R7,2,61,34,B20R7,3.32,3.3000000000097947,66.69622311711481,67.44303788811109
RB.A78,MB.C20R7,20901.1931,EXT,R,A,EVEN,18,95,LBARB.20R7,LBARB_20R7,B20R7_0,DCBB.20R7.L,MB.A20R7,MB.C20R7,2,20862.0431,20893.3631,B20R7,0,96,35,C20R7,3.209999999999757,3.209999999999757,67.60486835724907,67.60486835724907
RB.A78,MB.A21R7,20923.3231,EXT,R,B,ODD,60,60,LBBRA.21R7,LBBRA_21R7,B21R7_1,DCBB.A21R7.R,MB.C21R7,MB.A21R7,2,20946.8131,20915.4931,B21R7,1,60,36,A21R7,3.11,3.320000000000004,70.2908110941323,66.96853432549321
RB.A78,MB.B21R7,20938.9831,EXT,R,A,EVEN,19,96,LBARA.21R7,LBARA_21R7,B20R7_1,DCBB.A21R7.L,MB.C20R7,MB.B21R7,3,20893.3631,20931.1531,B20R7,1,97,37,B21R7,3.27,3.08,66.66732040398628,70.92620638880226
RB.A78,MB.C21R7,20954.6431,EXT,R,B,ODD,59,59,LBBRC.21R7,LBBRC_21R7,B21R7_0,DCBB.B21R7.R,MB.B22R7,MB.C21R7,3,20984.6031,20946.8131,B21R7,0,59,38,C21R7,1.74,3.220000000000001,97.96870463516548,69.30246088141651
RB.A78,MB.A22R7,20976.7731,EXT,R,A,EVEN,20,97,LBARA.22R7,LBARA_22R7,B20R7_2,DCBQ.21R7.L,MB.B21R7,MB.A22R7,3,20931.1531,20968.9431,B20R7,2,98,39,A22R7,3.010000000000012,3.209999999999757,71.77217049437834,67.60486835724907
RB.A78,MB.B22R7,20992.4331,EXT,R,B,ODD,58,58,LBBRA.22R7,LBBRA_22R7,B23R7_2,DCBB.22R7.R,MB.A23R7,MB.B22R7,3,21022.3931,20984.6031,B23R7,2,58,40,B22R7,3.1799999999742785,3.220000000000001,69.74655266092758,69.30246088141651
RB.A78,MB.C22R7,21008.0931,EXT,R,A,EVEN,21,98,LBARB.22R7,LBARB_22R7,B22R7_0,DCBB.22R7.L,MB.A22R7,MB.C22R7,2,20968.9431,21000.2631,B22R7,0,99,41,C22R7,3.2400000000000007,3.3000000000097947,66.94333085452014,67.44303788811109
RB.A78,MB.A23R7,21030.2231,EXT,R,B,ODD,57,57,LBBRA.23R7,LBBRA_23R7,B23R7_1,DCBB.A23R7.R,MB.C23R7,MB.A23R7,2,21053.7131,21022.3931,B23R7,1,57,42,A23R7,2.979999999999998,3.3000000000097947,71.9167377486337,67.44303788811109
RB.A78,MB.B23R7,21045.8831,EXT,R,A,EVEN,22,99,LBARA.23R7,LBARA_23R7,B22R7_1,DCBB.A23R7.L,MB.C22R7,MB.B23R7,3,21000.2631,21038.0531,B22R7,1,100,43,B23R7,3.320000000000004,3.0200000000000027,66.96853432549321,71.68679046426837
RB.A78,MB.C23R7,21061.5431,EXT,R,B,ODD,56,56,LBBRC.23R7,LBBRC_23R7,B23R7_0,DCBB.B23R7.R,MB.B24R7,MB.C23R7,3,21091.5031,21053.7131,B23R7,0,56,44,C23R7,3.32,3.32,67.66559710105976,66.69622311711481
RB.A78,MB.A24R7,21083.6731,EXT,R,A,EVEN,23,100,LBARA.24R7,LBARA_24R7,B22R7_2,DCBQ.23R7.L,MB.B23R7,MB.A24R7,3,21038.0531,21075.8431,B22R7,2,101,45,A24R7,2.979999999999998,3.0900000000000003,71.9167377486337,70.87720413274648
RB.A78,MB.B24R7,21099.3331,EXT,R,B,ODD,55,55,LBBRA.24R7,LBBRA_24R7,B25R7_2,DCBB.24R7.R,MB.A25R7,MB.B24R7,3,21129.2931,21091.5031,B25R7,2,55,46,B24R7,3.010000000000012,3.16,71.77217049437834,69.84073116587685
RB.A78,MB.C24R7,21114.9931,EXT,R,A,EVEN,24,101,LBARB.24R7,LBARB_24R7,B24R7_0,DCBB.24R7.L,MB.A24R7,MB.C24R7,2,21075.8431,21107.1631,B24R7,0,102,47,C24R7,3.11,3.21,70.2908110941323,68.07622572204467
RB.A78,MB.A25R7,21137.1231,EXT,R,B,ODD,54,54,LBBRA.25R7,LBBRA_25R7,B25R7_1,DCBB.A25R7.R,MB.C25R7,MB.A25R7,2,21160.6131,21129.2931,B25R7,1,54,48,A25R7,3.16,3.0900000000000003,70.07018630242422,70.87720413274648
RB.A78,MB.B25R7,21152.7831,EXT,R,A,EVEN,25,102,LBARA.25R7,LBARA_25R7,B24R7_1,DCBB.A25R7.L,MB.C24R7,MB.B25R7,3,21107.1631,21144.9531,B24R7,1,103,49,B25R7,3.08,3.08,70.92620638880226,70.92620638880226
RB.A78,MB.C25R7,21168.4431,EXT,R,B,ODD,53,53,LBBRC.25R7,LBBRC_25R7,B25R7_0,DCBB.B25R7.R,MB.B26R7,MB.C25R7,3,21198.4031,21160.6131,B25R7,0,53,50,C25R7,3.320000000000004,3.0900000000000003,66.96853432549321,70.87720413274648
RB.A78,MB.A26R7,21190.5731,EXT,R,A,EVEN,26,103,LBARA.26R7,LBARA_26R7,B24R7_2,DCBQ.25R7.L,MB.B25R7,MB.A26R7,3,21144.9531,21182.7431,B24R7,2,104,51,A26R7,1.93,3.3000000000097947,91.3891490310092,67.44303788811109
RB.A78,MB.B26R7,21206.2331,EXT,R,B,ODD,52,52,LBBRA.26R7,LBBRA_26R7,B27R7_2,DCBB.26R7.R,MB.A27R7,MB.B26R7,3,21236.1931,21198.4031,B27R7,2,52,52,B26R7,1.83,2.4799999999999818,94.71508838982798,79.08549669352671
RB.A78,MB.C26R7,21221.8931,EXT,R,A,EVEN,27,104,LBARB.26R7,LBARB_26R7,B26R7_0,DCBB.26R7.L,MB.A26R7,MB.C26R7,2,21182.7431,21214.0631,B26R7,0,105,53,C26R7,3.25,1.75,68.09926754352253,96.83501939690876
RB.A78,MB.A27R7,21244.0231,EXT,R,B,ODD,51,51,LBBRA.27R7,LBBRA_27R7,B27R7_1,DCBB.A27R7.R,MB.C27R7,MB.A27R7,2,21267.5131,21236.1931,B27R7,1,51,54,A27R7,3.16,3.0900000000000003,70.07018630242422,70.87720413274648
RB.A78,MB.B27R7,21259.6831,EXT,R,A,EVEN,28,105,LBARA.27R7,LBARA_27R7,B26R7_1,DCBB.A27R7.L,MB.C26R7,MB.B27R7,3,21214.0631,21251.8531,B26R7,1,106,55,B27R7,3.010000000000012,3.209999999999757,71.77217049437834,67.60486835724907
RB.A78,MB.C27R7,21275.3431,EXT,R,B,ODD,50,50,LBBRC.27R7,LBBRC_27R7,B27R7_0,DCBB.B27R7.R,MB.B28R7,MB.C27R7,3,21305.3031,21267.5131,B27R7,0,50,56,C27R7,2.979999999999998,3.08,71.9167377486337,70.92620638880226
RB.A78,MB.A28R7,21297.4731,EXT,R,A,EVEN,29,106,LBARA.28R7,LBARA_28R7,B26R7_2,DCBQ.27R7.L,MB.B27R7,MB.A28R7,3,21251.8531,21289.6431,B26R7,2,107,57,A28R7,3.11,3.3000000000097947,70.2908110941323,67.44303788811109
RB.A78,MB.B28R7,21313.1331,EXT,R,B,ODD,49,49,LBBRA.28R7,LBBRA_28R7,B29R7_2,DCBB.28R7.R,MB.A29R7,MB.B28R7,3,21343.0931,21305.3031,B29R7,2,49,58,B28R7,3.3000000000097947,3.32,67.44303788811109,66.69622311711481
RB.A78,MB.C28R7,21328.7931,EXT,R,A,EVEN,30,107,LBARB.28R7,LBARB_28R7,B28R7_0,DCBB.28R7.L,MB.A28R7,MB.C28R7,2,21289.6431,21320.9631,B28R7,0,108,59,C28R7,2.4000000000000004,2.4300000000000006,80.39860414416525,79.89986949478443
RB.A78,MB.A29R7,21350.9231,EXT,R,B,ODD,48,48,LBBRA.29R7,LBBRA_29R7,B29R7_1,DCBB.A29R7.R,MB.C29R7,MB.A29R7,2,21374.4131,21343.0931,B29R7,1,48,60,A29R7,2.430000000000001,2.4799999999999818,79.91564766114065,79.08549669352671
RB.A78,MB.B29R7,21366.5831,EXT,R,A,EVEN,31,108,LBARA.29R7,LBARA_29R7,B28R7_1,DCBB.A29R7.L,MB.C28R7,MB.B29R7,3,21320.9631,21358.7531,B28R7,1,109,61,B29R7,3.320000000000004,3.390000000000002,66.96853432549321,67.570380167343
RB.A78,MB.C29R7,21382.2431,EXT,R,B,ODD,47,47,LBBRC.29R7,LBBRC_29R7,B29R7_0,DCBB.B29R7.R,MB.B30R7,MB.C29R7,3,21412.2031,21374.4131,B29R7,0,47,62,C29R7,3.32,3.03,67.66559710105976,71.53341464630975
RB.A78,MB.A30R7,21404.3731,EXT,R,A,EVEN,32,109,LBARA.30R7,LBARA_30R7,B28R7_2,DCBQ.29R7.L,MB.B29R7,MB.A30R7,3,21358.7531,21396.5431,B28R7,2,110,63,A30R7,1.93,1.93,91.3891490310092,91.3891490310092
RB.A78,MB.B30R7,21420.0331,EXT,R,B,ODD,46,46,LBBRA.30R7,LBBRA_30R7,B31R7_2,DCBB.30R7.R,MB.A31R7,MB.B30R7,3,21449.9931,21412.2031,B31R7,2,46,64,B30R7,3.2799999999999474,3.2799999999999474,68.32892020652831,68.32892020652831
RB.A78,MB.C30R7,21435.6931,EXT,R,A,EVEN,33,110,LBARB.30R7,LBARB_30R7,B30R7_0,DCBB.30R7.L,MB.A30R7,MB.C30R7,2,21396.5431,21427.8631,B30R7,0,111,65,C30R7,2.430000000000001,2.4799999999999818,79.91564766114065,79.08549669352671
RB.A78,MB.A31R7,21457.8231,EXT,R,B,ODD,45,45,LBBRA.31R7,LBBRA_31R7,B31R7_1,DCBB.A31R7.R,MB.C31R7,MB.A31R7,2,21481.3131,21449.9931,B31R7,1,45,66,A31R7,3.220000000000001,3.21,69.30246088141651,68.07622572204467
RB.A78,MB.B31R7,21473.4831,EXT,R,A,EVEN,34,111,LBARA.31R7,LBARA_31R7,B30R7_1,DCBB.A31R7.L,MB.C30R7,MB.B31R7,3,21427.8631,21465.6531,B30R7,1,112,67,B31R7,3.220000000000001,3.220000000000001,69.30246088141651,69.30246088141651
RB.A78,MB.C31R7,21489.1431,EXT,R,B,ODD,44,44,LBBRC.31R7,LBBRC_31R7,B31R7_0,DCBB.B31R7.R,MB.B32R7,MB.C31R7,3,21519.1031,21481.3131,B31R7,0,44,68,C31R7,3.27,3.0800000000000005,66.66732040398628,70.76365748864274
RB.A78,MB.A32R7,21511.2731,EXT,R,A,EVEN,35,112,LBARA.32R7,LBARA_32R7,B30R7_2,DCBQ.31R7.L,MB.B31R7,MB.A32R7,3,21465.6531,21503.4431,B30R7,2,113,69,A32R7,3.32,3.32,67.66559710105976,66.69622311711481
RB.A78,MB.B32R7,21526.9331,EXT,R,B,ODD,43,43,LBBRA.32R7,LBBRA_32R7,B33R7_1,DCBB.32R7.R,MB.A33R7,MB.B32R7,3,21556.8931,21519.1031,B33R7,1,43,70,B32R7,3.3000000000097947,3.289999999999999,67.44303788811109,68.13512170581375
RB.A78,MB.C32R7,21542.5931,EXT,R,A,EVEN,36,113,LBARB.32R7,LBARB_32R7,B32R7_0,DCBB.32R7.L,MB.A32R7,MB.C32R7,2,21503.4431,21534.7631,B32R7,0,114,71,C32R7,3.32,1.96,67.66559710105976,90.45027015692106
RB.A78,MB.A33R7,21564.7231,EXT,R,B,ODD,42,42,LBBRA.33R7,LBBRA_33R7,B33R7_0,DCBB.A33R7.R,MB.C33R7,MB.A33R7,2,21588.2131,21556.8931,B33R7,0,42,72,A33R7,3.08,3.3000000000097947,70.92620638880226,67.44303788811109
RB.A78,MB.B33R7,21580.3831,EXT,R,A,EVEN,37,114,LBARA.33R7,LBARA_33R7,B32R7_1,DCBB.A33R7.L,MB.C32R7,MB.B33R7,3,21534.7631,21572.5531,B32R7,1,115,73,B33R7,3.11,3.32,70.2908110941323,66.69622311711481
RB.A78,MB.C33R7,21596.0431,EXT,R,B,ODD,41,41,LBBRC.33R7,LBBRC_33R7,B34L8_2,DCBB.B33R7.R,MB.B34R7,MB.C33R7,3,21626.0031,21588.2131,B34L8,2,41,74,C33R7,3.010000000000012,3.209999999999757,71.77217049437834,67.60486835724907
RB.A78,MB.A34R7,21618.1731,EXT,R,A,EVEN,38,115,LBARA.34R7,LBARA_34R7,B32R7_2,DCBQ.33R7.L,MB.B33R7,MB.A34R7,3,21572.5531,21610.3431,B32R7,2,116,75,A34R7,3.3000000000097947,3.140000000000001,67.44303788811109,70.26040277030548
RB.A78,MB.B34R7,21633.8331,EXT,R,B,ODD,40,40,LBBRA.34R7,LBBRA_34R7,B34L8_1,DCBB.34R7.R,MB.C34L8,MB.B34R7,3,21663.7931,21626.0031,B34L8,1,40,76,B34R7,3.320000000000004,3.0900000000000003,66.96853432549321,70.87720413274648
RB.A78,MB.C34R7,21649.4931,EXT,R,A,EVEN,39,116,LBARB.34R7,LBARB_34R7,B34R7_0,DCBB.34R7.L,MB.A34R7,MB.C34R7,2,21610.3431,21641.6631,B34R7,0,117,77,C34R7,2.430000000000001,2.4799999999999818,79.91564766114065,79.08549669352671
RB.A78,MB.C34L8,21671.6231,EXT,R,B,ODD,39,39,LBBRA.34L8,LBBRA_34L8,B34L8_0,DCBB.B34L8.R,MB.A34L8,MB.C34L8,2,21695.1131,21663.7931,B34L8,0,39,78,C34L8,1.74,3.220000000000001,97.96870463516548,69.30246088141651
RB.A78,MB.B34L8,21687.2831,EXT,R,A,EVEN,40,117,LBARA.34L8,LBARA_34L8,B34R7_1,DCBB.B34L8.L,MB.C34R7,MB.B34L8,3,21641.6631,21679.4531,B34R7,1,118,79,B34L8,3.220000000000001,3.220000000000001,69.30246088141651,69.30246088141651
RB.A78,MB.A34L8,21702.9431,EXT,R,B,ODD,38,38,LBBRC.34L8,LBBRC_34L8,B32L8_2,DCBB.A34L8.R,MB.B33L8,MB.A34L8,3,21732.9031,21695.1131,B32L8,2,38,80,A34L8,3.27,3.3100000000000125,66.66732040398628,66.6210185838169
RB.A78,MB.C33L8,21725.0731,EXT,R,A,EVEN,41,118,LBARA.33L8,LBARA_33L8,B33L8_0,DCBQ.33L8.L,MB.B34L8,MB.C33L8,3,21679.4531,21717.2431,B33L8,0,119,81,C33L8,3.25,3.3100000000000125,68.22162291037226,66.6210185838169
RB.A78,MB.B33L8,21740.7331,EXT,R,B,ODD,37,37,LBBRA.33L8,LBBRA_33L8,B32L8_1,DCBB.33L8.R,MB.C32L8,MB.B33L8,3,21770.6931,21732.9031,B32L8,1,37,82,B33L8,3.32,3.289999999999999,66.69622311711481,68.13512170581375
RB.A78,MB.A33L8,21756.3931,EXT,R,A,EVEN,42,119,LBARB.33L8,LBARB_33L8,B33L8_1,DCBB.33L8.L,MB.C33L8,MB.A33L8,2,21717.2431,21748.5631,B33L8,1,120,83,A33L8,2.68281755386508,2.68281755386508,75.0,75.0
RB.A78,MB.C32L8,21778.5231,EXT,R,B,ODD,36,36,LBBRA.32L8,LBBRA_32L8,B32L8_0,DCBB.B32L8.R,MB.A32L8,MB.C32L8,2,21802.0131,21770.6931,B32L8,0,36,84,C32L8,3.32,3.21,67.66559710105976,68.07622572204467
RB.A78,MB.B32L8,21794.1831,EXT,R,A,EVEN,43,120,LBARA.32L8,LBARA_32L8,B33L8_2,DCBB.B32L8.L,MB.A33L8,MB.B32L8,3,21748.5631,21786.3531,B33L8,2,121,85,B32L8,3.2400000000000007,3.0800000000000005,66.94333085452014,70.76365748864274
RB.A78,MB.A32L8,21809.8431,EXT,R,B,ODD,35,35,LBBRC.32L8,LBBRC_32L8,B30L8_2,DCBB.A32L8.R,MB.B31L8,MB.A32L8,3,21839.8031,21802.0131,B30L8,2,35,86,A32L8,3.25,3.21,68.09926754352253,68.07622572204467
RB.A78,MB.C31L8,21831.9731,EXT,R,A,EVEN,44,121,LBARA.31L8,LBARA_31L8,B31L8_0,DCBQ.31L8.L,MB.B32L8,MB.C31L8,3,21786.3531,21824.1431,B31L8,0,122,87,C31L8,1.83,2.4799999999999818,94.71508838982798,79.08549669352671
RB.A78,MB.B31L8,21847.6331,EXT,R,B,ODD,34,34,LBBRA.31L8,LBBRA_31L8,B30L8_1,DCBB.31L8.R,MB.C30L8,MB.B31L8,3,21877.5931,21839.8031,B30L8,1,34,88,B31L8,3.3000000000097947,3.03,67.44303788811109,71.53341464630975
RB.A78,MB.A31L8,21863.2931,EXT,R,A,EVEN,45,122,LBARB.31L8,LBARB_31L8,B31L8_1,DCBB.31L8.L,MB.C31L8,MB.A31L8,2,21824.1431,21855.4631,B31L8,1,123,89,A31L8,3.4599999999999995,3.21,61.141317629472105,68.07622572204467
RB.A78,MB.C30L8,21885.4231,EXT,R,B,ODD,33,33,LBBRA.30L8,LBBRA_30L8,B30L8_0,DCBB.B30L8.R,MB.A30L8,MB.C30L8,2,21908.9131,21877.5931,B30L8,0,33,90,C30L8,3.27,3.3100000000000125,66.66732040398628,66.6210185838169
RB.A78,MB.B30L8,21901.0831,EXT,R,A,EVEN,46,123,LBARA.30L8,LBARA_30L8,B31L8_2,DCBB.B30L8.L,MB.A31L8,MB.B30L8,3,21855.4631,21893.2531,B31L8,2,124,91,B30L8,2.4000000000000004,2.430000000000001,80.39860414416525,79.91564766114065
RB.A78,MB.A30L8,21916.7431,EXT,R,B,ODD,32,32,LBBRC.30L8,LBBRC_30L8,B28L8_2,DCBB.A30L8.R,MB.B29L8,MB.A30L8,3,21946.7031,21908.9131,B28L8,2,32,92,A30L8,3.390000000000002,3.390000000000002,67.570380167343,67.570380167343
RB.A78,MB.C29L8,21938.8731,EXT,R,A,EVEN,47,124,LBARA.29L8,LBARA_29L8,B29L8_0,DCBQ.29L8.L,MB.B30L8,MB.C29L8,3,21893.2531,21931.0431,B29L8,0,125,93,C29L8,1.83,3.1799999999742785,94.71508838982798,69.74655266092758
RB.A78,MB.B29L8,21954.5331,EXT,R,B,ODD,31,31,LBBRA.29L8,LBBRA_29L8,B28L8_1,DCBB.29L8.R,MB.C28L8,MB.B29L8,3,21984.4931,21946.7031,B28L8,1,31,94,B29L8,3.320000000000004,3.0200000000000027,66.96853432549321,71.68679046426837
RB.A78,MB.A29L8,21970.1931,EXT,R,A,EVEN,48,125,LBARB.29L8,LBARB_29L8,B29L8_1,DCBB.29L8.L,MB.C29L8,MB.A29L8,2,21931.0431,21962.3631,B29L8,1,126,95,A29L8,3.27,3.0900000000000003,66.66732040398628,70.87720413274648
RB.A78,MB.C28L8,21992.3231,EXT,R,B,ODD,30,30,LBBRA.28L8,LBBRA_28L8,B28L8_0,DCBB.B28L8.R,MB.A28L8,MB.C28L8,2,22015.8131,21984.4931,B28L8,0,30,96,C28L8,3.2400000000000007,1.74,66.94333085452014,97.96870463516548
RB.A78,MB.B28L8,22007.9831,EXT,R,A,EVEN,49,126,LBARA.28L8,LBARA_28L8,B29L8_2,DCBB.B28L8.L,MB.A29L8,MB.B28L8,3,21962.3631,22000.1531,B29L8,2,127,97,B28L8,3.2400000000000007,3.289999999999999,66.94333085452014,68.13512170581375
RB.A78,MB.A28L8,22023.6431,EXT,R,B,ODD,29,29,LBBRC.28L8,LBBRC_28L8,B26L8_2,DCBB.A28L8.R,MB.B27L8,MB.A28L8,3,22053.6031,22015.8131,B26L8,2,29,98,A28L8,1.7699999999999998,1.74,97.37175994946976,97.96870463516548
RB.A78,MB.C27L8,22045.7731,EXT,R,A,EVEN,50,127,LBARA.27L8,LBARA_27L8,B27L8_0,DCBQ.27L8.L,MB.B28L8,MB.C27L8,3,22000.1531,22037.9431,B27L8,0,128,99,C27L8,3.220000000000001,3.3000000000097947,69.30246088141651,67.44303788811109
RB.A78,MB.B27L8,22061.4331,EXT,R,B,ODD,28,28,LBBRA.27L8,LBBRA_27L8,B26L8_1,DCBB.27L8.R,MB.C26L8,MB.B27L8,3,22091.3931,22053.6031,B26L8,1,28,100,B27L8,3.32,3.0800000000000005,66.69622311711481,70.76365748864274
RB.A78,MB.A27L8,22077.0931,EXT,R,A,EVEN,51,128,LBARB.27L8,LBARB_27L8,B27L8_1,DCBB.27L8.L,MB.C27L8,MB.A27L8,2,22037.9431,22069.2631,B27L8,1,129,101,A27L8,3.140000000000001,3.289999999999999,70.26040277030548,68.13512170581375
RB.A78,MB.C26L8,22099.2231,EXT,R,B,ODD,27,27,LBBRA.26L8,LBBRA_26L8,B26L8_0,DCBB.B26L8.R,MB.A26L8,MB.C26L8,2,22122.7131,22091.3931,B26L8,0,27,102,C26L8,3.2400000000000007,3.0800000000000005,66.94333085452014,70.76365748864274
RB.A78,MB.B26L8,22114.8831,EXT,R,A,EVEN,52,129,LBARA.26L8,LBARA_26L8,B27L8_2,DCBB.A26L8.L,MB.A27L8,MB.B26L8,3,22069.2631,22107.0531,B27L8,2,130,103,B26L8,2.4000000000000004,2.430000000000001,80.39860414416525,79.91564766114065
RB.A78,MB.A26L8,22130.5431,EXT,R,B,ODD,26,26,LBBRC.26L8,LBBRC_26L8,B24L8_2,DCBB.A26L8.R,MB.B25L8,MB.A26L8,3,22160.5031,22122.7131,B24L8,2,26,104,A26L8,3.32,2.01,67.66559710105976,90.1826216302873
