,Unnamed: 0,Circuit Name,Circuit Family,Period,Date (FGC),Time (FGC),FPA Reason,Timestamp_PIC,Delta_t(FGC-PIC),Delta_t(EE_even-PIC),Delta_t(EE_odd-PIC),Ramp rate,Plateau duration,I_Q_circ,MIITS_circ,I_Earth_max,EE analysis,V feeler analysis,U_EE_max_ODD,U_EE_max_EVEN,Position,I_Q_M,Nr in Q event,Delta_t(iQPS-PIC),nQPS crate name,Delta_t(nQPS-PIC),Type of Quench,Quench origin,Quench count,QDS trigger origin,dU_iQPS/dt,V_symm_max,dV_symm/dt,R_DL_max,I at R_DL_max,QH analysis,Short magnet ID,Manufacturer,Inner cable type,Outer cable type,I_Q_SM18,dI_Q_Acc,dI_Q_LHC,Comment,Analysis performed by,lhcsmapi version,lhcsm notebook version,Unnamed: 46,Unnamed: 47,timestamp_fgc
3199,3209,RB.A12,RB,HWC 2021,2021-05-26 00:00:00,07:06:52.380,Magnet quench,2021-05-26 07:06:52,36,593.0,93,10.0,0.0,11891.6,6726.541,63.293333,PASS,PASS,832.573621396582,838.134436999,C21R1,2261.0,6,151307.0,B21R1,-2.0,GHe propagation,EXT,,iQPS,0.222715319148936,,,8.68,2059.36,Pass,2389.0,2.0,01E,02C9,10264,-,,"First quench (B20R1) missing reasonable data from one iQPS board in PM, not clear if nQPS or iQPS triggered",dwollman,1.5.13,1.5.63,,,1.62200561238e+18
3200,3210,RB.A56,RB,HWC 2021,2021-05-26 00:00:00,08:14:25.160,Magnet quench,2021-05-26 08:14:25,33,594.0,94,10.0,0.0,11180.1,6021.063,64.434472,PASS,PASS,793.0797094782,795.5561039956,A9L6,11180.0,1,-10.0,B10L6,-5.0,Training,EXT,15.0,iQPS,10.2338018090908,,,,,Pass,3389.0,3.0,01E,02G,9066,2114,,quench of B10L6 not covered by notebook analysis. QH discharge ok.,dwollman,1.5.13,1.5.63,,,1.62200966516e+18
3201,3211,RB.A56,RB,HWC 2021,2021-05-26 00:00:00,08:14:25.160,Magnet quench,2021-05-26 08:14:25,33,594.0,94,10.0,0.0,11180.1,6021.063,64.434472,PASS,PASS,793.0797094782,795.5561039956,B9L6,7547.0,2,39069.0,B11L6,2731.0,GHe propagation,INT,,iQPS,-6.69130467666666,,,,,Pass,3330.0,3.0,01E,02D,12686,-,,quench of B10L6 not covered by notebook analysis. QH discharge ok.,dwollman,1.5.13,1.5.63,,,1.62200966516e+18
3202,3212,RB.A56,RB,HWC 2021,2021-05-26 00:00:00,08:14:25.160,Magnet quench,2021-05-26 08:14:25,33,594.0,94,10.0,0.0,11180.1,6021.063,64.434472,PASS,PASS,793.0797094782,795.5561039956,B8L6,392.0,3,302785.0,B9L6,3826.0,GHe propagation,INT,,nQPS,0,,,,,Pass,2231.0,2.0,01E,02C9,10811,-,,quench of B10L6 not covered by notebook analysis. QH discharge ok.,dwollman,1.5.13,1.5.63,,,1.62200966516e+18
3203,3213,RB.A56,RB,HWC 2021,2021-05-26 00:00:00,08:14:25.160,Magnet quench,2021-05-26 08:14:25,33,594.0,94,10.0,0.0,11180.1,6021.063,64.434472,PASS,PASS,793.0797094782,795.5561039956,A10L6,194.0,4,385285.0,B10L6,-5.0,GHe propagation,INT,,nQPS,0,,,,,Pass,3246.0,3.0,01E,02B8,12450,-,,quench of B10L6 not covered by notebook analysis. QH discharge ok.,dwollman,1.5.13,1.5.63,,,1.62200966516e+18
3204,3214,RB.A56,RB,HWC 2021,2021-05-26 00:00:00,08:14:25.160,Magnet quench,2021-05-26 08:14:25,33,594.0,94,10.0,0.0,11180.1,6021.063,64.434472,PASS,PASS,793.0797094782,795.5561039956,A8L6,194.0,5,385384.0,B8L6,-5.0,GHe propagation,INT,,nQPS,0,,,,,Pass,3245.0,3.0,01E,02B8,10647,-,,quench of B10L6 not covered by notebook analysis. QH discharge ok.,dwollman,1.5.13,1.5.63,,,1.62200966516e+18
3205,3215,RB.A56,RB,HWC 2021,2021-05-26 00:00:00,08:14:25.160,Magnet quench,2021-05-26 08:14:25,33,594.0,94,10.0,0.0,11180.1,6021.063,64.434472,PASS,PASS,793.0797094782,795.5561039956,B10L6,,6,,B10L6,-5.0,GHe propagation,INT,,nQPS,0,,,,,Pass,2244.0,2.0,01E,02C0,10967,-,,quench of B10L6 not covered by notebook analysis. QH discharge ok.,dwollman,1.5.13,1.5.63,,,1.62200966516e+18
3206,3216,RB.A12,RB,HWC 2021,2021-05-26 00:00:00,20:54:52,Magnet quench,2021-05-26 20:54:51.965000,35,593.0,94,10.0,0.0,11902.8,6720.083,62.616612,PASS,PASS,831.8598864916,837.4131214981,B22R1,11902.0,1,-9.0,B23R1,12.0,Training,INT,71.0,iQPS,-9.33114067916666,,,24,11876.99,Pass,1370.0,1.0,01E,02B5,10828,1074,143.0,,zinur,1.5.13,1.5.63,,,1.622055292e+18
3207,3217,RB.A12,RB,HWC 2021,2021-05-26 00:00:00,20:54:52,Magnet quench,2021-05-26 20:54:51.965000,35,593.0,94,10.0,0.0,11902.8,6720.083,62.616612,PASS,PASS,831.8598864916,837.4131214981,C22R1,11896.0,2,167.0,B22R1,198.0,Training adjacent,INT,72.0,iQPS,-16.2696803749999,,,34,11841.36,Pass,1359.0,1.0,01E,02B8,12540,-644,,,zinur,1.5.13,1.5.63,,,1.622055292e+18
3208,3218,RB.A12,RB,HWC 2021,2021-05-26 00:00:00,20:54:52,Magnet quench,2021-05-26 20:54:51.965000,35,593.0,94,10.0,0.0,11902.8,6720.083,62.616612,PASS,PASS,831.8598864916,837.4131214981,A22R1,9925.0,3,18415.0,B22R1,198.0,GHe propagation,EXT,,iQPS,11.699814885,,,42.51,1598.8,Pass,2171.0,2.0,01B,02C0,10169,-,,,zinur,1.5.13,1.5.63,,,1.622055292e+18
3209,3219,RB.A12,RB,HWC 2021,2021-05-26 00:00:00,20:54:52,Magnet quench,2021-05-26 20:54:51.965000,35,593.0,94,10.0,0.0,11902.8,6720.083,62.616612,PASS,PASS,831.8598864916,837.4131214981,A23R1,6738.0,4,54990.0,B23R1,12.0,GHe propagation,EXT,,iQPS,0.884498361702127,,,39.53,5600.29,Pass,2360.0,2.0,01E,02C9,11331,-,,,zinur,1.5.13,1.5.63,,,1.622055292e+18
3210,3220,RB.A12,RB,HWC 2021,2021-05-26 00:00:00,20:54:52,Magnet quench,2021-05-26 20:54:51.965000,35,593.0,94,10.0,0.0,11902.8,6720.083,62.616612,PASS,PASS,831.8598864916,837.4131214981,B23R1,4329.0,5,94770.0,B22R1,198.0,GHe propagation,INT,,iQPS,-0.605705526315789,,,26.38,999.37,Pass,2414.0,2.0,01B,02C9,11176,-,,,zinur,1.5.13,1.5.63,,,1.622055292e+18
3211,3221,RB.A12,RB,HWC 2021,2021-05-26 00:00:00,20:54:52,Magnet quench,2021-05-26 20:54:51.965000,35,593.0,94,10.0,0.0,11902.8,6720.083,62.616612,PASS,PASS,831.8598864916,837.4131214981,C23R1,2242.0,6,151974.0,B23R1,12.0,GHe propagation,INT,,iQPS,-0.166956208791208,,,42.68,1815.64,Pass,2398.0,2.0,01E,02C9,10364,-,,,zinur,1.5.13,1.5.63,,,1.622055292e+18
3212,3222,RB.A12,RB,HWC 2021,2021-05-26 00:00:00,20:54:52,Magnet quench,2021-05-26 20:54:51.965000,35,593.0,94,10.0,0.0,11902.8,6720.083,62.616612,PASS,PASS,831.8598864916,837.4131214981,C21R1,1544.0,7,183646.0,B21R1,2150.0,GHe propagation,EXT,,nQPS,0.70781075,,,10.93,1275.94,Pass,2389.0,2.0,01E,02C9,10264,-,,,zinur,1.5.13,1.5.63,,,1.622055292e+18
3213,3223,RB.A56,RB,HWC 2021,2021-05-26 00:00:00,22:05:20.060000,Magnet quench,2021-05-26 22:05:20.041000,19,594.0,97,10.0,0.0,11189.4,6044.86,64.514086,PASS,PASS,790.633766811055,793.5898484956,B16R5,11189.0,1,-8.0,B17R5,0.0,Training,EXT,16.0,iQPS,11.1582156636363,,,31,11068.16,Pass,3361.0,3.0,01E,02D,12551,-1362,,,zinur,1.5.13,1.5.63,,,1.62205952006e+18
3214,3224,RB.A56,RB,HWC 2021,2021-05-26 00:00:00,22:05:20.060000,Magnet quench,2021-05-26 22:05:20.041000,19,594.0,97,10.0,0.0,11189.4,6044.86,64.514086,PASS,PASS,790.633766811055,793.5898484956,C16R5,7185.0,2,43952.0,B16R5,3736.0,GHe propagation,INT,,iQPS,-1.77269905454545,,,45.68,3149.39,Pass,2246.0,2.0,01E,02C0,11523,-,,,zinur,1.5.13,1.5.63,,,1.62205952006e+18
3215,3225,RB.A56,RB,HWC 2021,2021-05-26 00:00:00,22:05:20.060000,Magnet quench,2021-05-26 22:05:20.041000,19,594.0,97,10.0,0.0,11189.4,6044.86,64.514086,PASS,PASS,790.633766811055,793.5898484956,A16R5,3398.0,3,112753.0,B16R5,3736.0,GHe propagation,INT,,iQPS,-0.434445705263157,,,10.07,2576.55,Pass,3204.0,3.0,01E,02G,11596,-,,,zinur,1.5.13,1.5.63,,,1.62205952006e+18
3216,3226,RB.A45,RB,HWC 2021,2021-05-26 00:00:00,22:21:04.940000,Magnet quench,2021-05-26 22:21:04.914000,26,586.0,92,0.0,12960.0,11850.0,6725.968,56.313816,PASS,PASS,831.3313699788,840.6315799744,A10R4,11849.0,1,-12.0,B10R4,-5.0,Training,EXT,82.0,iQPS,-13.0795470722222,,,52.79,1004.15,Pass,2150.0,2.0,01E,02C0,11550,299,,,zinur,1.5.13,1.5.63,,,1.62206046494e+18
3217,3227,RB.A45,RB,HWC 2021,2021-05-26 00:00:00,22:21:04.940000,Magnet quench,2021-05-26 22:21:04.914000,26,586.0,92,0.0,12960.0,11850.0,6725.968,56.313816,PASS,PASS,831.3313699788,840.6315799744,B10R4,8972.0,2,27927.0,B11R4,2257.0,GHe propagation,INT,,iQPS,2.53163001351351,,,50.98,995.77,Pass,3194.0,3.0,01E,02G,12180,-,,,zinur,1.5.13,1.5.63,,,1.62206046494e+18
3218,3228,RB.A45,RB,HWC 2021,2021-05-26 00:00:00,22:21:04.940000,Magnet quench,2021-05-26 22:21:04.914000,26,586.0,92,0.0,12960.0,11850.0,6725.968,56.313816,PASS,PASS,831.3313699788,840.6315799744,B9R4,251.0,3,342860.0,B11R4,2257.0,GHe propagation,INT,,iQPS,0.139568222222222,,,,,Pass,2167.0,2.0,01E,02C0,11080,-,,,zinur,1.5.13,1.5.63,,,1.62206046494e+18
3219,3229,RB.A45,RB,HWC 2021,2021-05-26 00:00:00,22:21:04.940000,Magnet quench,2021-05-26 22:21:04.914000,26,586.0,92,0.0,12960.0,11850.0,6725.968,56.313816,PASS,PASS,831.3313699788,840.6315799744,B8R4,251.0,4,342998.0,B9R4,3786.0,nQPS lost reference,EXT,,nQPS,0,,,,,Pass,1184.0,1.0,01E,02C9,12844,-,,,zinur,1.5.13,1.5.63,,,1.62206046494e+18
3220,3230,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,07:12:47.540000,Magnet quench,2021-05-27 07:12:47.517000,23,592.0,93,10.0,0.0,11920.7,6727.951,61.011058,PASS,PASS,835.494535488,841.0770624982,B28R1,11920.0,1,-12.0,B29R1,-3.0,Training,EXT,73.0,iQPS,13.9834184833333,,,45.1,990.01,Pass,1365.0,1.0,01E,02B5,12274,-354,,OK,slenaour,1.5.13,1.5.63,,,1.62209236754e+18
3221,3231,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,07:12:47.540000,Magnet quench,2021-05-27 07:12:47.517000,23,592.0,93,10.0,0.0,11920.7,6727.951,61.011058,PASS,PASS,835.494535488,841.0770624982,A28R1,11901.0,2,386.0,B28R1,410.0,EM disturbance,INT,,iQPS,-11.9271113,,,34,11741.97,Pass,2361.0,2.0,01E,02C9,11856,-,,OK,slenaour,1.5.13,1.5.63,,,1.62209236754e+18
3222,3232,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,07:12:47.540000,Magnet quench,2021-05-27 07:12:47.517000,23,592.0,93,10.0,0.0,11920.7,6727.951,61.011058,PASS,PASS,835.494535488,841.0770624982,C28R1,10284.0,3,15044.0,B28R1,410.0,GHe propagation,EXT,,iQPS,11.1654666666666,,,8.46,7040.97,Pass,2313.0,2.0,01E,02C9,8954,-,,OK,slenaour,1.5.13,1.5.63,,,1.62209236754e+18
3223,3233,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,07:12:47.540000,Magnet quench,2021-05-27 07:12:47.517000,23,592.0,93,10.0,0.0,11920.7,6727.951,61.011058,PASS,PASS,835.494535488,841.0770624982,A29R1,6055.0,4,64750.0,B29R1,-3.0,GHe propagation,EXT,,iQPS,0.910447142105263,,,26.37,3875.36,Pass,2318.0,2.0,01E,02C9,10659,-,,OK,slenaour,1.5.13,1.5.63,,,1.62209236754e+18
3224,3234,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,07:12:47.540000,Magnet quench,2021-05-27 07:12:47.517000,23,592.0,93,10.0,0.0,11920.7,6727.951,61.011058,PASS,PASS,835.494535488,841.0770624982,B29R1,4292.0,5,95499.0,B28R1,410.0,GHe propagation,EXT,,iQPS,0.58287824468085,,,18.86,3160.96,Pass,2405.0,2.0,01E,02C9,12244,-,,OK,slenaour,1.5.13,1.5.63,,,1.62209236754e+18
3225,3235,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,07:12:47.540000,Magnet quench,2021-05-27 07:12:47.517000,23,592.0,93,10.0,0.0,11920.7,6727.951,61.011058,PASS,PASS,835.494535488,841.0770624982,C29R1,2451.0,6,144202.0,B29R1,-3.0,GHe propagation,INT,,iQPS,-0.260667421052631,,,5.94,990.27,Pass,2395.0,2.0,01E,02C9,11819,-,,OK,slenaour,1.5.13,1.5.63,,,1.62209236754e+18
3226,3236,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,08:09:52.620000,Magnet quench,2021-05-27 08:09:52.588000,32,594.0,95,10.0,0.0,11199.8,6029.494,64.487548,PASS,PASS,794.3062819774,796.779014995599,A24L6,11199.0,1,-9.0,B24L6,-4.0,Training,EXT,17.0,iQPS,11.2125939818181,,,34.05,10496.9,Pass,3339.0,3.0,01E,02D,12728,-1529,,OK,slenaour,1.5.13,1.5.63,,,1.62209579262e+18
3227,3237,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,08:09:52.620000,Magnet quench,2021-05-27 08:09:52.588000,32,594.0,95,10.0,0.0,11199.8,6029.494,64.487548,PASS,PASS,794.3062819774,796.779014995599,B24L6,7652.0,2,37896.0,B25L6,3727.0,GHe propagation,INT,,iQPS,-5.97446271764705,,,48.97,5154.32,Pass,3343.0,3.0,01E,02D,10258,-,,OK,slenaour,1.5.13,1.5.63,,,1.62209579262e+18
3228,3238,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,08:09:52.620000,Magnet quench,2021-05-27 08:09:52.588000,32,594.0,95,10.0,0.0,11199.8,6029.494,64.487548,PASS,PASS,794.3062819774,796.779014995599,C24L6,5153.0,3,74705.0,B24L6,-4.0,GHe propagation,INT,,iQPS,-1.62210153813559,,,10.48,3397.73,Pass,2283.0,2.0,01B,02D,11448,-,,OK,slenaour,1.5.13,1.5.63,,,1.62209579262e+18
3229,3239,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,08:09:52.620000,Magnet quench,2021-05-27 08:09:52.588000,32,594.0,95,10.0,0.0,11199.8,6029.494,64.487548,PASS,PASS,794.3062819774,796.779014995599,A25L6,357.0,4,307823.0,B25L6,3727.0,GHe propagation,INT,,nQPS,0,,,,,Pass,2223.0,2.0,01E,02C9,10618,-,,OK,slenaour,1.5.13,1.5.63,,,1.62209579262e+18
3230,3240,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,17:48:54.540000,Magnet quench,2021-05-27 17:48:54.509000,31,593.0,93,10.0,0.0,11209.0,5983.253,64.500817,PASS,PASS,795.2839324754,797.7517834956,B33R5,11208.0,1,-9.0,B32R5,-3.0,Training,EXT,18.0,iQPS,10.7775751636363,,,21.8,10500.1,Pass,3375.0,3.0,01E,02D,12453,-1245,,2 magnets trained,bednarek,1.5.13,1.5.63,,,1.62213053454e+18
3231,3241,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,17:48:54.540000,Magnet quench,2021-05-27 17:48:54.509000,31,593.0,93,10.0,0.0,11209.0,5983.253,64.500817,PASS,PASS,795.2839324754,797.7517834956,A23R5,11208.0,2,6.0,B23R5,14.0,Training,EXT,19.0,iQPS,10.8210758045454,,,47,11162.96,Pass,3379.0,3.0,01E,02D,12337,-1129,,2 magnets trained,bednarek,1.5.13,1.5.63,,,1.62213053454e+18
3232,3242,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,17:48:54.540000,Magnet quench,2021-05-27 17:48:54.509000,31,593.0,93,10.0,0.0,11209.0,5983.253,64.500817,PASS,PASS,795.2839324754,797.7517834956,C33R5,5912.0,3,61859.0,B33R5,3597.0,GHe propagation,EXT,,iQPS,0.985339752688172,,,40.99,3300.02,Pass,2253.0,2.0,01E,02C0,11191,-,,2 magnets trained,bednarek,1.5.13,1.5.63,,,1.62213053454e+18
3233,3243,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,17:48:54.540000,Magnet quench,2021-05-27 17:48:54.509000,31,593.0,93,10.0,0.0,11209.0,5983.253,64.500817,PASS,PASS,795.2839324754,797.7517834956,A33R5,5492.0,4,68604.0,B33R5,3597.0,GHe propagation,INT,,iQPS,-1.56891788114754,,,25.56,2459.42,Pass,2254.0,2.0,01E,02C0,11331,-,,2 magnets trained,bednarek,1.5.13,1.5.63,,,1.62213053454e+18
3234,3244,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,17:48:54.540000,Magnet quench,2021-05-27 17:48:54.509000,31,593.0,93,10.0,0.0,11209.0,5983.253,64.500817,PASS,PASS,795.2839324754,797.7517834956,B23R5,4911.0,5,78694.0,B22R5,3486.0,GHe propagation,INT,,iQPS,-0.69385407368421,,,46.96,3164.92,Pass,1299.0,1.0,01E,02B8,11950,-,,2 magnets trained,bednarek,1.5.13,1.5.63,,,1.62213053454e+18
3235,3245,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,17:48:54.540000,Magnet quench,2021-05-27 17:48:54.509000,31,593.0,93,10.0,0.0,11209.0,5983.253,64.500817,PASS,PASS,795.2839324754,797.7517834956,C22R5,3658.0,6,104777.0,B22R5,3486.0,GHe propagation,INT,,iQPS,-0.528153723404255,,,12.93,990.69,Pass,1289.0,1.0,01E,02B8,12585,-,,2 magnets trained,bednarek,1.5.13,1.5.63,,,1.62213053454e+18
3236,3246,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,17:48:54.540000,Magnet quench,2021-05-27 17:48:54.509000,31,593.0,93,10.0,0.0,11209.0,5983.253,64.500817,PASS,PASS,795.2839324754,797.7517834956,B22R5,1491.0,7,182018.0,B23R5,14.0,GHe propagation,INT,,iQPS,-0.095449574468085,,,3.43,1144.97,Pass,1276.0,1.0,01E,02B8,10744,-,,2 magnets trained,bednarek,1.5.13,1.5.63,,,1.62213053454e+18
3237,3247,RB.A56,RB,HWC 2021,2021-05-27 00:00:00,17:48:54.540000,Magnet quench,2021-05-27 17:48:54.509000,31,593.0,93,10.0,0.0,11209.0,5983.253,64.500817,PASS,PASS,795.2839324754,797.7517834956,C32R5,470.0,8,275903.0,B32R5,-3.0,GHe propagation,INT,,nQPS,0,,,,,Pass,3368.0,3.0,01E,02D,10537,-,,2 magnets trained,bednarek,1.5.13,1.5.63,,,1.62213053454e+18
3238,3248,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,20:20:21.380000,Magnet quench,2021-05-27 20:20:21.342000,38,593.0,93,10.0,0.0,11926.6,6608.417,60.440489,PASS,PASS,834.0531249914,839.6026984983,A27L2,11926.0,1,-10.0,B27L2,2.0,Training,EXT,74.0,iQPS,9.84953607083333,,,28,11897.63,Pass,2306.0,2.0,01B,02D,10605,1321,,The origin of two quenches nr 3 and 4 is hard to classify,bednarek,1.5.13,1.5.63,,,1.62213962138e+18
3239,3249,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,20:20:21.380000,Magnet quench,2021-05-27 20:20:21.342000,38,593.0,93,10.0,0.0,11926.6,6608.417,60.440489,PASS,PASS,834.0531249914,839.6026984983,A8L2,11926.0,2,28.0,B8L2,48.0,Training,EXT,75.0,iQPS,10.7068868304999,,,48.55,4602.08,Pass,2401.0,2.0,01E,02C9,12195,-269,,The origin of two quenches nr 3 and 4 is hard to classify,bednarek,1.5.13,1.5.63,,,1.62213962138e+18
3240,3250,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,20:20:21.380000,Magnet quench,2021-05-27 20:20:21.342000,38,593.0,93,10.0,0.0,11926.6,6608.417,60.440489,PASS,PASS,834.0531249914,839.6026984983,C26L2,11916.0,3,221.0,B26L2,258.0,Training adjacent,INT,76.0,iQPS,-7.39313371666666,,,23.48,11135.98,Pass,1367.0,1.0,01E,02B5,11785,131,,The origin of two quenches nr 3 and 4 is hard to classify,bednarek,1.5.13,1.5.63,,,1.62213962138e+18
3241,3251,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,20:20:21.380000,Magnet quench,2021-05-27 20:20:21.342000,38,593.0,93,10.0,0.0,11926.6,6608.417,60.440489,PASS,PASS,834.0531249914,839.6026984983,B8L2,11780.0,4,1510.0,B9L2,1522.0,Training adjacent,EXT,77.0,iQPS,14.7294462187499,,,110,11717.53,Pass,2311.0,2.0,01E,02C9,10821,959,502.0,The origin of two quenches nr 3 and 4 is hard to classify,bednarek,1.5.13,1.5.63,,,1.62213962138e+18
3242,3252,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,20:20:21.380000,Magnet quench,2021-05-27 20:20:21.342000,38,593.0,93,10.0,0.0,11926.6,6608.417,60.440489,PASS,PASS,834.0531249914,839.6026984983,B26L2,9651.0,5,21041.0,B27L2,2.0,GHe propagation,INT,,iQPS,-5.98149998333333,,,27.54,1027.86,Pass,3252.0,3.0,01B,02G,11573,-,,The origin of two quenches nr 3 and 4 is hard to classify,bednarek,1.5.13,1.5.63,,,1.62213962138e+18
3243,3253,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,20:20:21.380000,Magnet quench,2021-05-27 20:20:21.342000,38,593.0,93,10.0,0.0,11926.6,6608.417,60.440489,PASS,PASS,834.0531249914,839.6026984983,B27L2,9604.0,6,21497.0,B26L2,258.0,GHe propagation,INT,,iQPS,-4.83077338809523,,,20.32,8926.93,Pass,2394.0,2.0,01E,02C9,12352,-,,The origin of two quenches nr 3 and 4 is hard to classify,bednarek,1.5.13,1.5.63,,,1.62213962138e+18
3244,3254,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,20:20:21.380000,Magnet quench,2021-05-27 20:20:21.342000,38,593.0,93,10.0,0.0,11926.6,6608.417,60.440489,PASS,PASS,834.0531249914,839.6026984983,A26L2,7656.0,7,42554.0,B26L2,258.0,GHe propagation,EXT,,iQPS,1.87727092980769,,,32.31,5012.61,Pass,2324.0,2.0,01E,02C9,11679,-,,The origin of two quenches nr 3 and 4 is hard to classify,bednarek,1.5.13,1.5.63,,,1.62213962138e+18
3245,3255,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,20:20:21.380000,Magnet quench,2021-05-27 20:20:21.342000,38,593.0,93,10.0,0.0,11926.6,6608.417,60.440489,PASS,PASS,834.0531249914,839.6026984983,C27L2,6146.0,8,62240.0,B27L2,2.0,GHe propagation,INT,,iQPS,-1.78590496696428,,,11.78,1010.49,Pass,1414.0,1.0,01B,02C8,11066,-,,The origin of two quenches nr 3 and 4 is hard to classify,bednarek,1.5.13,1.5.63,,,1.62213962138e+18
3246,3256,RB.A12,RB,HWC 2021,2021-05-27 00:00:00,20:20:21.380000,Magnet quench,2021-05-27 20:20:21.342000,38,593.0,93,10.0,0.0,11926.6,6608.417,60.440489,PASS,PASS,834.0531249914,839.6026984983,A9L2,747.0,9,238853.0,B10L2,2591.0,GHe propagation,INT,,iQPS,-0.0661782978723403,,,,,Pass,3390.0,3.0,01E,02G,12614,-,,The origin of two quenches nr 3 and 4 is hard to classify,bednarek,1.5.13,1.5.63,,,1.62213962138e+18
3247,3257,RB.A56,RB,HWC 2021,2021-05-28 00:00:00,07:09:37.800000,Magnet quench,2021-05-28 07:09:37.768000,32,595.0,95,10.0,0.0,11191.6,6022.073,64.46101,PASS,PASS,791.8603999776,794.318486993399,B26L6,11191.0,1,-8.0,B27L6,1.0,Training,EXT,20.0,iQPS,9.56043094166666,,,39.09,2993.26,Pass,2317.0,2.0,01E,02C9,9362,1829,,,jspasic,1.5.13,1.5.63,,,1.6221785778e+18
3248,3258,RB.A56,RB,HWC 2021,2021-05-28 00:00:00,07:09:37.800000,Magnet quench,2021-05-28 07:09:37.768000,32,595.0,95,10.0,0.0,11191.6,6022.073,64.46101,PASS,PASS,791.8603999776,794.318486993399,C26L6,7651.0,2,37912.0,B26L6,3714.0,GHe propagation,INT,,iQPS,-3.86957081346153,,,68.18,4611.34,Pass,3332.0,3.0,01E,02D,10765,-,,,jspasic,1.5.13,1.5.63,,,1.6221785778e+18
3249,3259,RB.A56,RB,HWC 2021,2021-05-28 00:00:00,07:09:37.800000,Magnet quench,2021-05-28 07:09:37.768000,32,595.0,95,10.0,0.0,11191.6,6022.073,64.46101,PASS,PASS,791.8603999776,794.318486993399,A26L6,7582.0,3,38788.0,B26L6,3714.0,GHe propagation,INT,,iQPS,-1.84947996999999,,,22.48,4369.18,Pass,2321.0,2.0,01E,02C9,12491,-,,,jspasic,1.5.13,1.5.63,,,1.6221785778e+18
3250,3260,RB.A56,RB,HWC 2021,2021-05-28 00:00:00,07:09:37.800000,Magnet quench,2021-05-28 07:09:37.768000,32,595.0,95,10.0,0.0,11191.6,6022.073,64.46101,PASS,PASS,791.8603999776,794.318486993399,A27L6,673.0,4,254494.0,B27L6,1.0,GHe propagation,EXT,,iQPS,0.0736182417582417,,,,,Pass,2237.0,2.0,01E,02C0,11249,-,,,jspasic,1.5.13,1.5.63,,,1.6221785778e+18
3251,3261,RB.A45,RB,HWC 2021,2021-05-28 00:00:00,20:21:09.560000,Magnet quench,2021-05-28 20:21:09.533000,27,588.0,92,0.0,11700.0,11850.0,6726.646,56.247471,PASS,PASS,829.392035476199,835.9973814754,B34R4,11849.0,1,-11.0,B34L5,-6.0,Training,EXT,83.0,iQPS,-15.4987306888888,,,18,11722.0,Pass,3189.0,3.0,01E,02G,11139,710,,,gwilleri,1.5.13,1.5.63,,,1.62222606956e+18
3252,3262,RB.A45,RB,HWC 2021,2021-05-28 00:00:00,20:21:09.560000,Magnet quench,2021-05-28 20:21:09.533000,27,588.0,92,0.0,11700.0,11850.0,6726.646,56.247471,PASS,PASS,829.392035476199,835.9973814754,C34R4,6926.0,2,52605.0,B34R4,2266.0,GHe propagation,INT,,iQPS,1.54361272580645,,,53.29,993.71,Pass,3206.0,3.0,01E,02G,12011,-,,,gwilleri,1.5.13,1.5.63,,,1.62222606956e+18
3253,3263,RB.A45,RB,HWC 2021,2021-05-28 00:00:00,20:21:09.560000,Magnet quench,2021-05-28 20:21:09.533000,27,588.0,92,0.0,11700.0,11850.0,6726.646,56.247471,PASS,PASS,829.392035476199,835.9973814754,A34R4,6901.0,3,52945.0,B34R4,2266.0,GHe propagation,INT,,iQPS,3.34964024137931,,,24.02,4210.22,Pass,1208.0,1.0,01E,02C9,12720,-,,,gwilleri,1.5.13,1.5.63,,,1.62222606956e+18
