,Date (FGC),Time (FGC),Timestamp (FGC),Circuit Name,d,circuit_type,timestamp_fgc,circuit_name,author,is_automatic,timestamp_pic,i_meas_df,i_a_df,i_earth_df,i_earth_pcnt_df,i_ref_df,timestamp_fgc_ref,i_meas_ref_df,i_earth_ref_df,i_earth_pcnt_ref_df,source_timestamp_ee_odd_df,timestamp_ee_odd,source_ee_odd,u_dump_res_odd_df,source_timestamp_ee_even_df,timestamp_ee_even,source_ee_even,u_dump_res_even_df,t_res_odd_0_df,t_res_odd_1_df,t_res_even_0_df,t_res_even_1_df,source_timestamp_ee_odd_ref_df,source_timestamp_ee_even_ref_df,t_res_odd_0_ref_df,t_res_odd_1_ref_df,t_res_even_0_ref_df,t_res_even_1_ref_df,u_diode_rb_dfs,source_timestamp_qds_df,source_timestamp_nqps_df,u_qds_dfs,u_nqps_dfs,u_qds_dfs2,source_timestamp_qh_df,i_hds_dfs,u_hds_dfs,i_hds_ref_dfs,u_hds_ref_dfs,i_a_u_diode_u_ref_pm_dfs,i_meas_u_diode_nxcals_dfs,u_earth_rb_dfs,source_timestamp_leads_odd_df,u_hts_odd_dfs,u_res_odd_dfs,source_timestamp_leads_even_df,u_hts_even_dfs,u_res_even_dfs,t_res_body_long_dfs,st_res_overtemp_long_dfs
87,2015-02-03,20:30:23,1422991823000000000,RB.A56,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(7, 2)","DataFrame:(4, 2)",list <class 'list'> with len 7,list <class 'pandas.core.frame.DataFrame'> with len 7,list <class 'list'> with len 7,"DataFrame:(7, 2)",list <class 'list'> with len 7,list <class 'list'> with len 7,list <class 'list'> with len 7,list <class 'list'> with len 7,list <class 'tuple'> with len 7,list <class 'tuple'> with len 7,None,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
88,2021-04-18,07:18:50.860000,1618723130860000000,RB.A78,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(11, 2)","DataFrame:(54, 2)",list <class 'list'> with len 11,list <class 'list'> with len 11,list <class 'list'> with len 11,"DataFrame:(11, 2)",list <class 'list'> with len 11,list <class 'list'> with len 11,list <class 'list'> with len 11,list <class 'list'> with len 11,list <class 'tuple'> with len 11,list <class 'tuple'> with len 11,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(0, 0)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
89,2021-05-25,08:52:35.100000,1621925555100000000,RB.A56,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(4, 2)","DataFrame:(54, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,"DataFrame:(4, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'tuple'> with len 4,list <class 'tuple'> with len 4,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
90,2021-04-29,08:25:58.420000,1619677558420000000,RB.A45,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(5, 2)","DataFrame:(54, 2)",list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,"DataFrame:(5, 2)",list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'tuple'> with len 5,list <class 'tuple'> with len 5,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
91,2021-05-06,19:55:22.320000,1620323722320000000,RB.A34,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(4, 2)","DataFrame:(54, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,"DataFrame:(4, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'tuple'> with len 4,list <class 'tuple'> with len 4,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
92,2021-08-18,21:12:10.220000,1629313930220000000,RB.A81,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(4, 2)","DataFrame:(54, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,"DataFrame:(4, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'tuple'> with len 4,list <class 'tuple'> with len 4,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
93,2016-05-09,01:55:57,1462751757000000000,RB.A67,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(4, 2)","DataFrame:(54, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,"DataFrame:(4, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'tuple'> with len 4,list <class 'tuple'> with len 4,None,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(0, 0)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
94,2021-05-12,19:05:23.520000,1620839123520000000,RB.A45,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(5, 2)","DataFrame:(54, 2)",list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,"DataFrame:(5, 2)",list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'tuple'> with len 5,list <class 'tuple'> with len 5,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
95,2021-04-27,21:55:39.280000,1619553339280000000,RB.A34,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(7, 2)","DataFrame:(55, 2)",list <class 'list'> with len 7,list <class 'list'> with len 7,list <class 'list'> with len 7,"DataFrame:(7, 2)",list <class 'list'> with len 7,list <class 'list'> with len 7,list <class 'list'> with len 7,list <class 'list'> with len 7,list <class 'tuple'> with len 7,list <class 'tuple'> with len 7,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
96,2021-04-03,17:56:27.780000,1617465387780000000,RB.A78,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(8, 2)","DataFrame:(54, 2)",list <class 'list'> with len 8,list <class 'list'> with len 8,list <class 'list'> with len 8,"DataFrame:(8, 2)",list <class 'list'> with len 8,list <class 'list'> with len 8,list <class 'list'> with len 8,list <class 'list'> with len 8,list <class 'tuple'> with len 8,list <class 'tuple'> with len 8,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
97,2021-05-30,07:58:21.160000,1622354301160000000,RB.A56,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(4, 2)","DataFrame:(54, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,"DataFrame:(4, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'tuple'> with len 4,list <class 'tuple'> with len 4,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
98,2021-04-15,18:12:49.420000,1618503169420000000,RB.A78,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(10, 2)","DataFrame:(54, 2)",list <class 'list'> with len 10,list <class 'list'> with len 10,list <class 'list'> with len 10,"DataFrame:(10, 2)",list <class 'list'> with len 10,list <class 'list'> with len 10,list <class 'list'> with len 10,list <class 'list'> with len 10,list <class 'tuple'> with len 10,list <class 'tuple'> with len 10,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
