,Circuit Family,Circuit Name,timestamp_fgc,Position,sec_quench_number,dstd_score
239,RB,RB.A34,1.61763714008e+18,B20L4,1,1.6213341966876962
115,RB,RB.A78,1.61703886362e+18,A8L8,0,1.616500094326075
1300,RB,RB.A12,1.6211899921e+18,B33L2,4,1.615122109978698
2520,RB,RB.A67,1.62889151688e+18,A32L7,1,1.6084326494615127
2573,RB,RB.A81,1.62931393022e+18,B24R8,1,1.601832223111691
779,RB,RB.A34,1.61959158688e+18,A16R3,10,1.5987766276980864
531,RB,RB.A34,1.61889651096e+18,A28R3,1,1.5970467151921757
1937,RB,RB.A56,1.62382344984e+18,C30R5,2,1.5919676828256515
658,RB,RB.A45,1.61932838966e+18,B10L5,1,1.5741745737342858
677,RB,RB.A34,1.61936106348e+18,B30L4,1,1.5475221386017708
1538,RB,RB.A56,1.62186975046e+18,A12L6,4,1.5459006532270954
1867,RB,RB.A45,1.62297322878e+18,B26L5,1,1.5404641607596126
955,RB,RB.A34,1.62022817782e+18,C19L4,0,1.5388974389784444
730,RB,RB.A12,1.61950072032e+18,B32L2,5,1.5362462962603458
731,RB,RB.A12,1.61950072032e+18,A32L2,6,1.5362462962603458
1416,RB,RB.A23,1.62153926176e+18,C24R2,8,1.5352402352639656
78,RB,RB.A78,1.616826883e+18,A18R7,5,1.534910837515883
2576,RB,RB.A67,1.6293191263e+18,B10R6,0,1.5327943511264823
831,RB,RB.A34,1.61981042158e+18,C33R3,1,1.5319661387476862
512,RB,RB.A78,1.6188138331e+18,A29L8,2,1.5284969572394584
638,RB,RB.A78,1.61924599166e+18,A18R7,1,1.5265766008117634
1833,RB,RB.A45,1.62278312e+18,A23R4,3,1.5236805000608034
511,RB,RB.A78,1.6188138331e+18,B11L8,1,1.5220078399966497
1179,RB,RB.A45,1.62088877406e+18,C25R4,4,1.5175294000616444
1969,RB,RB.A56,1.62417411978e+18,A18L6,1,1.5161845057068257
1202,RB,RB.A45,1.62092997424e+18,B12R4,1,1.5112535179602269
1450,RB,RB.A45,1.621619992e+18,C20R4,3,1.506576442311458
2572,RB,RB.A81,1.62931393022e+18,A24R8,0,1.50591064851731
469,RB,RB.A34,1.61868538488e+18,A23L4,1,1.5037346305829173
1684,RB,RB.A12,1.6222710066e+18,B16L2,4,1.4953245058518538
1576,RB,RB.A45,1.62196047906e+18,A13R4,0,1.4870824230705642
943,RB,RB.A45,1.62015606092e+18,A25L5,0,1.4820778505072778
1170,RB,RB.A23,1.62088616918e+18,A34L3,5,1.4818540584162574
2421,RB,RB.A67,1.6284876573e+18,A14R6,1,1.4807306384511527
1871,RB,RB.A45,1.62300282154e+18,B26L5,1,1.4762254276744415
2321,RB,RB.A81,1.62809199758e+18,A11R8,1,1.4741090999789312
58,RB,RB.A78,1.61574209764e+18,A23L8,1,1.4707408474922923
14,RB,RB.A78,1.61536340226e+18,A26L8,1,1.4699858025023256
209,RB,RB.A34,1.61751821092e+18,A16R3,4,1.4689563765351727
1828,RB,RB.A12,1.6227907995e+18,A9L2,5,1.4684319769783205
1894,RB,RB.A56,1.62348014216e+18,C12R5,3,1.4662869516465724
2496,RB,RB.A67,1.62883186594e+18,B11R6,4,1.4640339930652375
1776,RB,RB.A45,1.62256585542e+18,A19R4,1,1.4624744008833503
1447,RB,RB.A45,1.621619992e+18,A21R4,0,1.4615601065140993
780,RB,RB.A34,1.61959158688e+18,A14R3,11,1.4582492448272852
1568,RB,RB.A23,1.62193946054e+18,B16R2,1,1.4550458183427348
1259,RB,RB.A23,1.6210889377e+18,C33L3,3,1.4522298206479534
2279,RB,RB.A81,1.62782247472e+18,C19L1,2,1.4521221556882533
852,RB,RB.A12,1.61985987722e+18,B13L2,1,1.4488368768348259
167,RB,RB.A34,1.61738980716e+18,B27L4,1,1.44409225300498
2540,RB,RB.A67,1.6291780535e+18,B34R6,1,1.443628425616532
1681,RB,RB.A12,1.6222710066e+18,C17L2,1,1.44119727426894
1749,RB,RB.A45,1.62243987524e+18,C16R4,7,1.4404009659815376
820,RB,RB.A34,1.61976296876e+18,A8R3,0,1.4347488604489398
1793,RB,RB.A12,1.6226521232e+18,B16R1,4,1.4342279009805037
325,RB,RB.A34,1.6180807952e+18,B16R3,0,1.4268599639288921
948,RB,RB.A12,1.62019663854e+18,C29L2,1,1.426337197127808
2189,RB,RB.A56,1.62712105436e+18,B11L6,0,1.4230667583584513
1744,RB,RB.A45,1.62243987524e+18,B17R4,2,1.414200201840391
1218,RB,RB.A45,1.62097530838e+18,A15R4,1,1.4134399194095555
1177,RB,RB.A45,1.62088877406e+18,B25R4,2,1.412493397194719
550,RB,RB.A78,1.61902939046e+18,B14R7,1,1.4090688524874415
635,RB,RB.A12,1.61924435844e+18,A25L2,2,1.4075484654452206
1929,RB,RB.A56,1.62377971434e+18,C20L6,0,1.4025670444059835
1691,RB,RB.A12,1.6223076562e+18,B21L2,0,1.4022473304003966
2140,RB,RB.A67,1.6268042848e+18,A20L7,0,1.3971661949886494
790,RB,RB.A12,1.61964247152e+18,A31R1,3,1.3930386729827795
199,RB,RB.A78,1.61751507894e+18,A29R7,0,1.3919939486288628
1831,RB,RB.A45,1.62278312e+18,C22R4,1,1.3830391312177575
1227,RB,RB.A45,1.62100142284e+18,C18R4,6,1.38222471362562
1653,RB,RB.A12,1.62213962138e+18,A26L2,6,1.3816588107964594
112,RB,RB.A34,1.61703533608e+18,B8L4,0,1.375988541797182
255,RB,RB.A78,1.61773311482e+18,A32L8,0,1.3707888236028514
256,RB,RB.A78,1.61773311482e+18,B32L8,1,1.3697321135979952
478,RB,RB.A78,1.61872313086e+18,A12L8,4,1.3674573800255085
965,RB,RB.A45,1.6202328738e+18,B32R4,6,1.364228426455168
132,RB,RB.A78,1.61712345812e+18,A24L8,0,1.3623752655615462
1525,RB,RB.A45,1.6218387063e+18,B32L5,1,1.35819378181496
2295,RB,RB.A81,1.6279676835e+18,C27L1,1,1.355272022994844
2749,RB,RB.A23,1.63648812412e+18,B23R2,7,1.3534029894744697
1753,RB,RB.A12,1.6224436884e+18,A15R1,1,1.353288441702548
1292,RB,RB.A45,1.62118034402e+18,B24R4,1,1.3507692820133574
520,RB,RB.A34,1.61884893692e+18,C34L4,1,1.347623014863658
2289,RB,RB.A81,1.62792132294e+18,C32L1,0,1.3472589812572153
1038,RB,RB.A45,1.62047790886e+18,C25L5,4,1.3424739195176452
294,RB,RB.A34,1.61794560808e+18,C22L4,1,1.3423807359119646
1506,RB,RB.A12,1.62178168396e+18,C29L2,5,1.34060699454995
486,RB,RB.A34,1.61872825712e+18,B14L4,1,1.3395984284071683
1806,RB,RB.A12,1.62269788418e+18,A25L2,2,1.3350359696295933
2116,RB,RB.A67,1.6263755721e+18,C25R6,1,1.3341950008417778
774,RB,RB.A34,1.61959158688e+18,B15R3,5,1.3339767610044748
1532,RB,RB.A12,1.62184241038e+18,C30R1,2,1.3331554083465642
631,RB,RB.A45,1.61924188182e+18,C22R4,3,1.332857177399482
266,RB,RB.A78,1.61777556238e+18,A17L8,1,1.3317410338904845
2376,RB,RB.A81,1.62833467726e+18,C33L1,1,1.331299848618558
2425,RB,RB.A67,1.62853565468e+18,B19R6,0,1.329343732745216
633,RB,RB.A12,1.61924435844e+18,C25L2,0,1.3279763609478394
1965,RB,RB.A56,1.62411529266e+18,C27L6,0,1.3276809334152497
1397,RB,RB.A56,1.62152852234e+18,C17L6,0,1.3246983469622615
1352,RB,RB.A12,1.62140111322e+18,A17L2,3,1.3232034493907814
1186,RB,RB.A23,1.6209235938e+18,B15R2,3,1.322673135877922
1098,RB,RB.A23,1.62071452792e+18,B28R2,1,1.3213860489868678
1707,RB,RB.A12,1.62235257364e+18,A14L2,4,1.320956237766601
10,RB,RB.A78,1.61530866352e+18,A16L8,0,1.3193374045219126
572,RB,RB.A34,1.61907414874e+18,B18R3,4,1.3178518870809817
1651,RB,RB.A12,1.62213962138e+18,B26L2,4,1.311440670085921
2028,RB,RB.A56,1.62497267192e+18,B23R5,1,1.3069997263699134
459,RB,RB.A78,1.61867458034e+18,B27L8,1,1.3061530042916443
391,RB,RB.A34,1.61843156658e+18,B20L4,2,1.30076355930804
2746,RB,RB.A23,1.63648812412e+18,C17R2,4,1.2997092475452015
2445,RB,RB.A67,1.62862421102e+18,C34R6,2,1.2978124668726705
2149,RB,RB.A67,1.62689081644e+18,A20R6,1,1.2970288856003296
1897,RB,RB.A56,1.62350900948e+18,A29R5,1,1.295474508837215
2218,RB,RB.A67,1.6274010189e+18,C23R6,1,1.2913381058432547
2426,RB,RB.A67,1.62853565468e+18,A19R6,1,1.2908069198775256
2692,RB,RB.A23,1.63614354468e+18,A34R2,0,1.2905612823530674
2011,RB,RB.A56,1.62464014688e+18,C19R5,1,1.2865523716446365
2443,RB,RB.A67,1.62862421102e+18,B34R6,0,1.2850541403963618
719,RB,RB.A34,1.61946624452e+18,C24L4,0,1.284453514977413
2130,RB,RB.A67,1.6266719382e+18,C17R6,2,1.2836105065583894
57,RB,RB.A78,1.61574209764e+18,B23L8,0,1.2799248059587387
1393,RB,RB.A23,1.62149440364e+18,B25L3,1,1.2790486312435463
420,RB,RB.A34,1.61851575466e+18,B25L4,0,1.2767279336415565
2214,RB,RB.A81,1.62736279874e+18,B32R8,2,1.2743985551398747
377,RB,RB.A34,1.61837857228e+18,C33L4,4,1.2731017686525188
1307,RB,RB.A23,1.62123347192e+18,B18L3,1,1.2716690127659696
440,RB,RB.A34,1.61858269106e+18,B11L4,0,1.270614941079922
620,RB,RB.A12,1.6191961606e+18,A27R1,0,1.270097288571692
1750,RB,RB.A45,1.62243987524e+18,A16R4,8,1.2692979965574311
883,RB,RB.A45,1.6199331781e+18,B8R4,2,1.2676620512912171
2396,RB,RB.A81,1.62835793616e+18,C34L1,7,1.2663447636410807
1739,RB,RB.A56,1.62243799468e+18,C23L6,1,1.264912813863331
196,RB,RB.A34,1.61746732036e+18,C29R3,1,1.264022769919022
1743,RB,RB.A45,1.62243987524e+18,C17R4,1,1.2609708978279712
262,RB,RB.A34,1.6177375267e+18,A19L4,1,1.2606934483379468
1808,RB,RB.A45,1.62270098016e+18,A13L5,0,1.260017386399206
1046,RB,RB.A45,1.6205375075e+18,B28R4,1,1.2594838253726401
432,RB,RB.A34,1.61855491546e+18,A12L4,3,1.2561032156072702
1417,RB,RB.A23,1.62153926176e+18,A26R2,9,1.2557159568759362
2670,RB,RB.A78,1.63592162876e+18,B22L8,1,1.2515984972542993
2251,RB,RB.A67,1.62762492722e+18,C18R6,4,1.2490411627679254
2764,RB,RB.A78,1.63656954476e+18,B25L8,0,1.2490350100337166
1593,RB,RB.A23,1.62196963518e+18,B23R2,0,1.2474465530183287
1483,RB,RB.A12,1.62175033342e+18,C13R1,2,1.2472263069085883
1732,RB,RB.A12,1.62240122058e+18,C34L2,1,1.2462573221681426
1747,RB,RB.A45,1.62243987524e+18,A17R4,5,1.2446944090608387
140,RB,RB.A78,1.61717025514e+18,A18L8,1,1.2446241348998712
173,RB,RB.A34,1.61742629114e+18,B18L4,3,1.243174042889739
275,RB,RB.A78,1.6178593291e+18,A26L8,0,1.241200566302633
1377,RB,RB.A56,1.62148708604e+18,C17L6,0,1.2398332925655338
1944,RB,RB.A56,1.62390670112e+18,C15L6,0,1.2372240561716743
991,RB,RB.A45,1.62032671274e+18,A9L5,5,1.2356950664473498
2219,RB,RB.A67,1.6274010189e+18,A11R6,2,1.2355905488807415
1071,RB,RB.A45,1.62062626156e+18,C21R4,0,1.232550801549989
2336,RB,RB.A81,1.62814112252e+18,A28L1,2,1.23192769788891
144,RB,RB.A78,1.61725416238e+18,C26L8,0,1.2310383264545608
1454,RB,RB.A45,1.62166041038e+18,A9L5,2,1.230882281461181
1050,RB,RB.A12,1.62054776732e+18,B25R1,1,1.229036470059155
222,RB,RB.A78,1.61760083144e+18,C21L8,2,1.2263714295031876
960,RB,RB.A45,1.6202328738e+18,C33R4,1,1.2215948047595837
885,RB,RB.A12,1.61993595586e+18,C14L2,0,1.2210001574056741
1505,RB,RB.A12,1.62178168396e+18,A28L2,4,1.2179637615363401
1359,RB,RB.A23,1.6214225345e+18,A27R2,0,1.216337507291702
1957,RB,RB.A56,1.62399388864e+18,C21R5,0,1.214188288425898
714,RB,RB.A12,1.61946208882e+18,C32L2,0,1.2125273333665154
1845,RB,RB.A45,1.62284113992e+18,B27R4,0,1.2097822112918217
867,RB,RB.A45,1.61988595236e+18,C19R4,6,1.2085967258469648
1130,RB,RB.A12,1.62079989184e+18,C26R1,1,1.2083320500346209
788,RB,RB.A12,1.61964247152e+18,C30R1,1,1.2082593369277257
694,RB,RB.A34,1.61941563796e+18,A10R3,2,1.2076906844981372
2200,RB,RB.A81,1.62727903668e+18,B29L1,1,1.2060830825466777
1680,RB,RB.A12,1.6222710066e+18,B17L2,0,1.2058747314805847
1420,RB,RB.A56,1.62157425466e+18,B14R5,1,1.205501779655153
2399,RB,RB.A81,1.62839925374e+18,C16R8,0,1.2048062388519587
864,RB,RB.A45,1.61988595236e+18,C31R4,3,1.2021514558483692
2556,RB,RB.A67,1.6292170909e+18,B31L7,1,1.2019968682633135
2677,RB,RB.A78,1.63600648614e+18,B16L8,0,1.2016823262011609
592,RB,RB.A78,1.61915507402e+18,A30R7,0,1.1995001024305252
174,RB,RB.A34,1.61742629114e+18,A18L4,4,1.1992457469427031
513,RB,RB.A78,1.6188138331e+18,B29L8,3,1.1928967670294364
1000,RB,RB.A45,1.62036709102e+18,A17L5,0,1.1921847847236664
421,RB,RB.A34,1.61851575466e+18,A25L4,1,1.1921585754223136
1649,RB,RB.A12,1.62213962138e+18,C26L2,2,1.1895157386694748
341,RB,RB.A34,1.61814863604e+18,C30L4,3,1.1885350470061147
1296,RB,RB.A12,1.6211899921e+18,C32L2,0,1.1848570255135964
438,RB,RB.A78,1.6185765411e+18,C26R7,3,1.1829987484280005
1826,RB,RB.A12,1.6227907995e+18,B9L2,3,1.1829753810716621
1413,RB,RB.A23,1.62153926176e+18,A31L3,5,1.1828532201658244
1604,RB,RB.A12,1.62200561238e+18,C20R1,1,1.1825866926333473
1355,RB,RB.A45,1.62140431536e+18,C27R4,0,1.1823031722122528
728,RB,RB.A12,1.61950072032e+18,A34L2,3,1.1819265783768496
2473,RB,RB.A81,1.628746686e+18,B22L1,1,1.1816108560648104
1704,RB,RB.A12,1.62235257364e+18,C14L2,1,1.1802041946285462
2237,RB,RB.A81,1.62757155854e+18,B30R8,1,1.1799792723915257
2632,RB,RB.A67,1.62982224942e+18,B24L7,0,1.1788939825532805
1199,RB,RB.A12,1.6209273096e+18,B20L2,4,1.1761464512955413
2659,RB,RB.A78,1.63574560194e+18,B18R7,1,1.1761433425862542
967,RB,RB.A12,1.62024457254e+18,C23R1,0,1.1761252023406152
1745,RB,RB.A45,1.62243987524e+18,B18R4,3,1.1760976120510875
582,RB,RB.A34,1.6191067008e+18,C16L4,0,1.1726059249589287
1898,RB,RB.A56,1.62350900948e+18,B31R5,2,1.1707376467666772
729,RB,RB.A12,1.61950072032e+18,B34L2,4,1.170054904575486
2449,RB,RB.A81,1.62862982622e+18,C15R8,0,1.1690738148455486
1908,RB,RB.A56,1.62358574674e+18,C16L6,0,1.1690490552537718
2433,RB,RB.A81,1.62857272282e+18,C22L1,0,1.1688563610034102
1999,RB,RB.A56,1.62437944298e+18,C17L6,1,1.1685544679204811
811,RB,RB.A12,1.61973014052e+18,C27L2,0,1.1683513262187006
1201,RB,RB.A45,1.62092997424e+18,C12R4,0,1.1680749755975808
2048,RB,RB.A56,1.62511657864e+18,C14R5,0,1.1675587308169106
1899,RB,RB.A56,1.62350900948e+18,A31R5,3,1.167540651197016
233,RB,RB.A78,1.6176344745e+18,B19L8,1,1.1665377499165894
21,RB,RB.A78,1.6154439887e+18,A27L8,0,1.1650467901680273
740,RB,RB.A12,1.61952842234e+18,C16R1,0,1.1639003594723984
2000,RB,RB.A56,1.62437944298e+18,A17L6,2,1.1636891298736374
992,RB,RB.A45,1.62032671274e+18,C22R4,6,1.163629471910754
181,RB,RB.A78,1.6174310013e+18,B13L8,2,1.1634883781646361
136,RB,RB.A34,1.61716854382e+18,B30R3,1,1.1632013825435026
1536,RB,RB.A56,1.62186975046e+18,C12L6,2,1.161756245194185
2013,RB,RB.A56,1.62464014688e+18,C18R5,3,1.1615200232358052
2395,RB,RB.A81,1.62835793616e+18,B32R8,6,1.1599959156290665
1591,RB,RB.A12,1.62196404196e+18,B34L2,11,1.157929679340795
2693,RB,RB.A23,1.63614354468e+18,B34R2,1,1.157502651690356
398,RB,RB.A78,1.61846389218e+18,C14L8,2,1.1564591000688684
1213,RB,RB.A23,1.62097253728e+18,B27L3,1,1.156311895375376
1445,RB,RB.A23,1.62161791164e+18,C33R2,4,1.155855129555944
2310,RB,RB.A81,1.6280546851e+18,B32R8,0,1.1554942146787688
1675,RB,RB.A12,1.62223388466e+18,C31L2,0,1.1543439385935588
963,RB,RB.A45,1.6202328738e+18,C32R4,4,1.1510167588099913
242,RB,RB.A34,1.61768618562e+18,B8R3,0,1.1509787652426815
1338,RB,RB.A12,1.62136236952e+18,C27R1,0,1.1504550181289381
2565,RB,RB.A67,1.62926498296e+18,A31L7,1,1.149868464512877
1630,RB,RB.A12,1.62209236754e+18,A28R1,1,1.1495301760281238
261,RB,RB.A34,1.6177375267e+18,B19L4,0,1.1494653719834491
2430,RB,RB.A67,1.62857468704e+18,B9R6,0,1.1488393153325587
1676,RB,RB.A12,1.62223388466e+18,B31L2,1,1.1485869282143557
1261,RB,RB.A45,1.62109853198e+18,A20R4,0,1.1484022917143495
1239,RB,RB.A12,1.6210560618e+18,B22R1,0,1.1483474428854632
1448,RB,RB.A45,1.621619992e+18,B21R4,1,1.148336833899856
858,RB,RB.A34,1.61989128898e+18,B27L4,1,1.147666993572522
2786,RB,RB.A78,1.63687560628e+18,A18R7,1,1.1469914468916491
1244,RB,RB.A23,1.6210584391e+18,B28R2,0,1.1464594111855462
662,RB,RB.A78,1.61933014344e+18,A28L8,2,1.1460408584466262
1036,RB,RB.A45,1.62047790886e+18,B22L5,2,1.1453958799465376
2357,RB,RB.A67,1.6282702708e+18,C25L7,1,1.1444739165589985
2342,RB,RB.A81,1.62817871792e+18,C23R8,1,1.143921975888886
1312,RB,RB.A45,1.62123043182e+18,A29L5,2,1.1431805654909166
2638,RB,RB.A81,1.62983127976e+18,B20L1,1,1.1429277082291718
1584,RB,RB.A12,1.62196404196e+18,B33L2,4,1.1425539464117955
2469,RB,RB.A67,1.62874502474e+18,B24L7,1,1.1415398808786643
1299,RB,RB.A12,1.6211899921e+18,A32L2,3,1.141317832767744
42,RB,RB.A78,1.61562238908e+18,A19L8,2,1.1407507219910225
2785,RB,RB.A78,1.63687560628e+18,B18R7,0,1.1400447643443608
118,RB,RB.A34,1.6170812529e+18,A29L4,1,1.1394416036512183
2589,RB,RB.A67,1.62938803864e+18,B33R6,0,1.1394316174939942
628,RB,RB.A45,1.61924188182e+18,B23R4,0,1.1387808081388182
2108,RB,RB.A67,1.62628981296e+18,A26L7,1,1.1384390123394494
1583,RB,RB.A12,1.62196404196e+18,B20R1,3,1.1376712488520757
1699,RB,RB.A56,1.62231576892e+18,A27R5,1,1.1373476927370367
353,RB,RB.A78,1.61824728402e+18,C19L8,0,1.136419832749498
953,RB,RB.A45,1.6201996339e+18,B15R4,1,1.1362947858744863
746,RB,RB.A45,1.61953974766e+18,C27L5,0,1.135842955787924
1766,RB,RB.A45,1.62249319352e+18,A30L5,3,1.1350285601007526
364,RB,RB.A34,1.61832775692e+18,B22L4,7,1.134314239323692
1112,RB,RB.A12,1.62074324106e+18,B24L2,4,1.134239445467656
1880,RB,RB.A56,1.6231293252e+18,A17R5,2,1.1338710130647067
2236,RB,RB.A81,1.62757155854e+18,A30R8,0,1.133715485718061
1024,RB,RB.A12,1.6204626804e+18,C34R1,1,1.1336996039933807
2068,RB,RB.A56,1.62523806712e+18,C13L6,0,1.1320631550082096
359,RB,RB.A34,1.61832775692e+18,A23L4,2,1.1319935863397497
2029,RB,RB.A56,1.62497267192e+18,A23R5,2,1.1311580222500388
2415,RB,RB.A81,1.62848620968e+18,B22R8,0,1.1294429631518623
1832,RB,RB.A45,1.62278312e+18,B22R4,2,1.1292323855031206
425,RB,RB.A78,1.6185503975e+18,B16L8,1,1.129015676411589
323,RB,RB.A78,1.61807149828e+18,C16R7,3,1.128379943270837
1318,RB,RB.A12,1.62127499292e+18,A19L2,2,1.128367305486429
2120,RB,RB.A67,1.62641277214e+18,A27R6,1,1.1278271162000353
699,RB,RB.A12,1.61941717104e+18,B8L2,1,1.1269634637381118
1748,RB,RB.A45,1.62243987524e+18,B16R4,6,1.1259200230986393
2564,RB,RB.A67,1.62926498296e+18,B31L7,0,1.1256493501937284
733,RB,RB.A45,1.61950393128e+18,C27L5,0,1.1247031492351054
2438,RB,RB.A81,1.6286055627e+18,B13R8,1,1.1246763243717826
1062,RB,RB.A23,1.62058626384e+18,C12L3,0,1.123261194324735
555,RB,RB.A34,1.61903282778e+18,A23L4,1,1.1231927028249604
2590,RB,RB.A67,1.62938803864e+18,C33R6,1,1.1225878607216542
849,RB,RB.A34,1.61985050128e+18,A17R3,3,1.1224365285986677
2619,RB,RB.A67,1.629700689e+18,B25L7,1,1.1215823338441717
902,RB,RB.A45,1.6200192407e+18,A18L5,1,1.1210729744441483
998,RB,RB.A12,1.62033270758e+18,A16R1,4,1.120526970473197
2418,RB,RB.A81,1.62848620968e+18,A23R8,3,1.118940995010492
747,RB,RB.A45,1.61953974766e+18,B27L5,1,1.118742138512061
306,RB,RB.A78,1.61803296204e+18,A26R7,0,1.1176876687158273
2665,RB,RB.A78,1.63587255836e+18,B27R7,0,1.1175173779759278
2226,RB,RB.A67,1.62744988832e+18,B18R6,0,1.1171640566166612
997,RB,RB.A12,1.62033270758e+18,A18R1,3,1.11678779168168
964,RB,RB.A45,1.6202328738e+18,A32R4,5,1.1165072406407437
263,RB,RB.A34,1.6177375267e+18,C19L4,2,1.1163648696122124
908,RB,RB.A12,1.62002687264e+18,A25R1,3,1.1163633234730863
1045,RB,RB.A45,1.6205375075e+18,C28R4,0,1.1160042320568984
2481,RB,RB.A67,1.6287815998e+18,B26L7,1,1.1156055000092013
808,RB,RB.A34,1.61972824208e+18,A21L4,2,1.1140072134093595
2729,RB,RB.A23,1.6364444896e+18,A20R2,13,1.1136381929134096
2213,RB,RB.A81,1.62736279874e+18,A33R8,1,1.1134478848733114
1524,RB,RB.A45,1.6218387063e+18,C32L5,0,1.1133927549123719
505,RB,RB.A34,1.6188104928e+18,B12L4,0,1.1128322809208286
1850,RB,RB.A12,1.6228761689e+18,B21R1,0,1.1121762483573845
2209,RB,RB.A81,1.62731330166e+18,B8L1,0,1.111908292937254
1627,RB,RB.A45,1.62206046494e+18,B9R4,2,1.111265862165511
1319,RB,RB.A12,1.62127499292e+18,C18L2,3,1.1109383277977016
64,RB,RB.A78,1.61578851612e+18,C21L8,2,1.10999841040136
2055,RB,RB.A56,1.62515173376e+18,C20R5,3,1.108520022751284
1952,RB,RB.A56,1.62395201684e+18,B29L6,2,1.1084219536182327
1223,RB,RB.A45,1.62100142284e+18,B14R4,2,1.1078864785960898
1496,RB,RB.A45,1.62177989002e+18,B21L5,1,1.107767928062675
1569,RB,RB.A23,1.62193946054e+18,C16R2,2,1.1074955492522631
2064,RB,RB.A56,1.62520437216e+18,A17L6,2,1.1074952614718483
80,RB,RB.A78,1.616826883e+18,A19R7,7,1.1072017114741404
426,RB,RB.A78,1.6185503975e+18,A16L8,2,1.1070118508374347
1347,RB,RB.A45,1.6213654949e+18,B34R4,4,1.1061977460120314
2650,RB,RB.A81,1.62995619544e+18,B34R8,1,1.106120947183453
340,RB,RB.A34,1.61814863604e+18,B31L4,2,1.1052470133822643
1147,RB,RB.A12,1.6208315565e+18,A34L2,7,1.1045769500537752
507,RB,RB.A34,1.6188104928e+18,A12L4,2,1.1040053809966306
2614,RB,RB.A67,1.62947022766e+18,A21L7,2,1.1035718981993126
519,RB,RB.A34,1.61884893692e+18,B34L4,0,1.1033923493163713
866,RB,RB.A45,1.61988595236e+18,B19R4,5,1.101185070695217
552,RB,RB.A78,1.61902939046e+18,A15R7,3,1.1004887625845474
1924,RB,RB.A56,1.62373432154e+18,A28L6,0,1.1003688772604612
2151,RB,RB.A67,1.62689081644e+18,C20R6,3,1.100292934723861
508,RB,RB.A34,1.6188104928e+18,A13L4,3,1.100130732168151
676,RB,RB.A34,1.61936106348e+18,A30L4,0,1.0994901358697153
1765,RB,RB.A45,1.62249319352e+18,B33L5,2,1.0994669199241984
886,RB,RB.A12,1.61993595586e+18,B14L2,1,1.0986525125614603
2012,RB,RB.A56,1.62464014688e+18,A19R5,2,1.0986238168748463
1854,RB,RB.A12,1.6228761689e+18,B22R1,4,1.097701367953259
2555,RB,RB.A67,1.6292170909e+18,C31L7,0,1.096473850033775
982,RB,RB.A34,1.62032372232e+18,A32L4,0,1.096247449817694
