n_components,beta_loss,f_window,weights_cosine,weights_euclidean,weights_sqeuclidean,weights_seuclidean,weights_correlation,weights_jensenshannon,weights_chebyshev,weights_canberra,comp_cosine,comp_euclidean,comp_sqeuclidean,comp_seuclidean,comp_correlation,comp_jensenshannon,comp_chebyshev,comp_canberra,weights_norm_cosine,weights_norm_euclidean,weights_norm_sqeuclidean,weights_norm_seuclidean,weights_norm_correlation,weights_norm_jensenshannon,weights_norm_chebyshev,weights_norm_canberra,comp_norm_cosine,comp_norm_euclidean,comp_norm_sqeuclidean,comp_norm_seuclidean,comp_norm_correlation,comp_norm_jensenshannon,comp_norm_chebyshev,comp_norm_canberra
2.0,frobenius,ones,0.1285225736650708,0.004327816945299913,8.774023324415408e-05,1.1101168157362757,0.7714801384266389,inf,0.0033450641199265214,0.8438827649493185,0.055306325182949624,0.13143974496208444,0.1016030679061499,0.844125361631505,0.8521608040201005,0.09920738269441765,0.12591974938447095,0.713284657125382,0.11960133035005083,0.336640801171259,0.1648677228604325,1.6040039984992542,0.8641251221896383,inf,0.2416885711403901,0.5821559307523025,0.055306325182949624,0.18776144755336135,0.0696620111754669,1.4227821769351896,0.8521608040201005,0.09920738269441766,0.13276739281038413,0.28513342102033923
2.0,frobenius,hanning,0.1699311392423684,0.0034024017894258,4.8868259724222517e-05,0.8967071276454169,0.9795435694869878,inf,0.003381564819155795,0.9729247748748017,0.06065266257892387,0.13276973748608317,0.13583160688873253,0.7411712306194493,0.5125628140703518,0.11143669561766403,0.1297571909132188,0.7309180346607376,0.18197471929138062,0.38937213986278824,0.2423498755487454,1.6398591206216333,0.9819086646245823,inf,0.29388122472485595,0.656581995077141,0.06065266257892387,0.2034928434336067,0.08409431756838634,1.4034463347533983,0.5125628140703518,0.1114366956176642,0.14389116951483577,0.32441676959403587
2.0,frobenius,bartlett,0.16271856667186158,0.0037398899594726248,9.508575606736716e-05,0.8460919197783442,0.9983757969503769,inf,0.003941084046194343,0.963994832511714,0.06013988025197886,0.1291123383560136,0.12729320953670387,0.7451627999641913,0.5265326633165829,0.11076045929482858,0.12601605308337482,0.7291520140159755,0.17119627090613404,0.38660824137683103,0.23632565807671455,1.6365198939187442,0.9900551034318515,inf,0.2622324636647271,0.6403686087880361,0.060139880251978875,0.20297409192917512,0.08297021317177447,1.4093196257915463,0.5265326633165829,0.11076045929482826,0.14352435680830142,0.3224149047686335
2.0,frobenius,blackman,0.17283607068236295,0.004322024705479462,8.367909026557958e-05,0.7638360192940391,0.9998609577556946,inf,0.0034997735977930103,0.9349472965189645,0.06197258433376786,0.14016729530236868,0.14856653677779824,0.7501978971602483,0.4694472361809045,0.11325245286263526,0.1373387356433386,0.7305835248719448,0.16278217151306829,0.39300889221639945,0.2526839671832543,1.637905903807219,0.9951969883819043,inf,0.29643285728451785,0.6182859081874756,0.061972584333767844,0.20442406873720267,0.08813150589542844,1.3771981421800543,0.4694472361809045,0.11325245286263537,0.14454964524182093,0.33100806326361354
2.0,frobenius,flattop,0.1910901372176844,0.0035357022360597117,5.062257285191779e-05,0.9584332067350978,0.9871342705280414,inf,0.004590936907348446,0.9526849497479561,0.06462721030000003,0.18719111288766235,0.22746814395793463,0.8182619746744988,0.244321608040201,0.11851009681485451,0.18426015087719805,0.7361827305131126,0.18257445376762224,0.4312068652500104,0.26535791575481155,1.632854625759611,0.9761541134356339,inf,0.2958144810740488,0.6988150228150336,0.06462721030000003,0.20593237236017845,0.09798352503536993,1.3157642692112723,0.244321608040201,0.11851009681485444,0.1456161769617154,0.3534681868743395
2.0,frobenius,hamming,0.16441411532357464,0.003970725322847937,0.0001200877832228639,0.7217827855697782,0.9973118279569892,inf,0.0030906715141308973,0.9528958427907603,0.06025491814586232,0.1289055273500705,0.1285812408328982,0.7390508172587532,0.6186934673366834,0.11100851958926908,0.1257445936861323,0.7281315274260922,0.16635910224530392,0.39398502855083584,0.24242408259182227,1.6345543157262397,1.0011041589988958,inf,0.2768791256525386,0.6104894013334596,0.060254918145862334,0.20405600162588206,0.08232973870483612,1.4223320613419064,0.6186934673366834,0.11100851958926947,0.1442893824914744,0.32235113921694397
2.0,frobenius,tukey,0.15033487980127336,0.0035328842121102265,7.270873056247042e-05,0.7360621284916374,1.0017595307917888,inf,0.00330991263672434,0.911545063982529,0.058467532227764345,0.12720615879921232,0.1161215722156603,0.7667803135389193,0.8015075376884422,0.10889389358980177,0.12343814871506302,0.7460225607704429,0.15940803093854344,0.3887867163482525,0.21834611022232434,1.6248432102182802,0.9797165200391007,inf,0.26629002790730416,0.6018250408796536,0.058467532227764345,0.20182457540773785,0.07811871569319931,1.4441971906023219,0.8015075376884422,0.10889389358980177,0.1427115258809072,0.31583596921418006
3.0,frobenius,ones,0.2045469362901985,0.004689876845706036,8.33334875816084e-05,1.0788045400873367,0.6627004521104202,inf,0.0036595597420507257,1.5180450986953198,0.10096341047809504,0.16175128058691188,0.1405078114423563,1.1715737131546746,0.29292293371826267,0.14891861498720485,0.15446230541610365,1.0685749549063963,0.19681760645218346,0.40151968911911234,0.21620220108809485,2.138947029272805,0.6213318534516857,inf,0.3241915118596021,1.28769276227033,0.10096341047809505,0.24013207059778588,0.11627732033413289,1.6544131994467441,0.29292293371826267,0.14891861498720485,0.18107939109367618,0.5925701827448551
3.0,frobenius,hanning,0.22844428858669447,0.004544986946277534,0.00019803200238523367,0.9819915534198836,0.9745626944894514,inf,0.003928360046451521,1.4401487210378583,0.11657590839965784,0.17298736787309427,0.1608396905817733,1.281706625050945,0.21724121634214885,0.1918567141969938,0.16779611307298514,1.3699358633453274,0.23876032529241906,0.44518064255744993,0.24804991618052666,2.182356443317473,0.9765462868503817,inf,0.3399690661733202,1.1552846376087955,0.11657590839965784,0.2892810030171695,0.1805343926237495,1.6130159189763327,0.21724121634214882,0.19185671419699374,0.21556783789127582,1.0172724114079914
3.0,frobenius,bartlett,0.24192681427073814,0.0049531166201798905,0.00014233422200077888,1.2096198026647045,0.9849691744389832,inf,0.0035883398561003276,1.3694367465535995,0.11872749569658038,0.16768279493026192,0.15206535066288965,1.2662070783613277,0.22738436442329332,0.19075290297466743,0.16245374269588395,1.321218203563165,0.23642315597963895,0.446762992880405,0.24576607656769373,2.185066238747663,0.999476957071159,inf,0.3490274477762724,1.1268743992577768,0.11872749569658035,0.29192273059958485,0.17945267224421188,1.631833370304926,0.22738436442329332,0.19075290297466752,0.2175335241700491,0.9350932294431425
