,Circuit Family,Circuit Name,timestamp_fgc,Position,sec_quench_number,start_time,min_time,max_time,min_amplitude,max_amplitude,dU_max,dU_min,dstd_max,dstd_mean,el_peak12_ratio,n_other_quenches,dstd_score_pos_15,dstd_score_elpos_15,dstd_score_pos_15_exp,dstd_score_elpos_15_exp,dstd_score_pos_15_tuk,dstd_score_elpos_15_tuk,wiggle_magnets,wiggle_area_pos,wiggle_area_elpos
29,RB,RB.A12,1.42153181378e+18,A21L2,2.0,171.3,0.29999999999998295,1.899000000000001,0.01635878324508666,0.02698130607604976,0.02795422077178955,-0.04169440269470215,0.01143663502606501,0.008022090453258296,1.0176362917057944,0.0,1.0694996404330372,1.018340568928162,1.0634480275594946,1.148976638642453,1.1075486728005053,1.0711950662834413,8.0,25.0,8.0
31,RB,RB.A12,1.42158053968e+18,C19L2,0.0,0.301,0.39799999999999996,0.0,0.21222736994425517,3.001153423897922,0.7443394660949707,-5.672333426773548,1.672705199305326,1.2253111948302615,1.0000393899192441,2.0,1.2039295303513196,0.9969085352445309,1.2823060384401574,0.8909466376826537,1.2783490958352552,0.9762437109828694,0.0,34.0,10.0
32,RB,RB.A12,1.42158053968e+18,B19L2,1.0,0.482,0.21699999999999997,0.0,0.21222736994425517,0.812930135726929,0.08102035522460938,-5.218432903289795,1.2009444096978068,0.9515749171934025,1.0655454353206772,1.0,0.9526464348591248,1.0808849995781378,1.0938223827156612,1.1909125142771306,1.018824210985392,1.1257127148093808,0.0,10.0,13.0
33,RB,RB.A12,1.42158053968e+18,C18L2,2.0,0.699,0.0,0.0,0.21222736994425517,0.33785388310750264,0.08102035522460938,-0.1843090057373047,0.052609974525375226,0.012463587828445392,1.2337075256902377,0.0,2.5026939789136065,1.5672298409216274,3.3703161815729024,2.104121426746637,2.882354726849989,1.972802651826909,4.0,36.0,10.0
34,RB,RB.A12,1.42158053968e+18,B18L2,3.0,19.3,0.0,1.9009999999999998,0.0696550599680652,0.023673915222987674,0.046905517578125,-0.09428596496582031,0.026441360861634056,0.010031251432003141,1.0999204202715815,0.0,1.8499407292485985,1.0191703973794262,1.6973552255674924,0.6632191613294258,1.7759849294340804,0.9285191563232975,1.0,36.0,10.0
35,RB,RB.A12,1.42158053968e+18,A18L2,4.0,39.785,0.0,1.9140000000000015,0.10584955279891517,0.02433336747659176,0.08244132995605469,-0.12745237350463867,0.03556574022932418,0.010895641357001334,1.0953157685512909,0.0,0.8491297303121618,0.8036909197825924,1.0401388322027565,1.6800196684090776,0.9022873874781205,1.0678094708614994,9.0,36.0,9.0
36,RB,RB.A12,1.42158053968e+18,C17L2,5.0,359.986,1.0010000000000332,1.0010000000000332,0.01796572376676156,0.012831280932945471,0.01847819983959198,-0.01753060519695282,0.007251188353642033,0.0012717124661736604,1.0642313503634546,0.0,0.8791215304744769,0.5843739223944869,1.0586944557410736,0.6014984331681834,0.8887767737117498,0.6054975820266305,6.0,13.0,12.0
43,RB,RB.A12,1.49289050614e+18,A29R1,0.0,59.701,0.0,1.899000000000001,0.865397001733843,2.753634746500987,0.03837776184082031,-0.07865047454833984,0.027185664715627677,0.008476127476760492,2.853631443364028,1.0,2.0344589861155917,1.3192274652967453,2.3969044205942662,1.431012116842454,2.223299700975327,1.2892109512416317,8.0,23.0,10.0
44,RB,RB.A12,1.49289050614e+18,B28R1,1.0,60.201,0.0,1.8999999999999986,0.8518797514454413,2.7607258834586244,0.03837776184082031,-0.07770299911499023,0.02043895575049944,0.007146743998212553,1.2969608330704372,0.0,1.4992512686031434,0.9261895223064173,1.6065079800069757,0.6077167050375345,1.41248853677291,0.8606368490556812,6.0,23.0,19.0
45,RB,RB.A12,1.49289050614e+18,B29R1,2.0,85.401,0.0,1.899000000000001,0.9689526844024652,3.2020256678263355,0.036955833435058594,-0.06301546096801758,0.016623593777015035,0.007156772079962993,1.8524350112513346,0.0,1.7106186869238742,1.11221175561933,2.0040744673221744,0.9792052458239452,1.9290698668854638,1.120122015370871,3.0,23.0,8.0
46,RB,RB.A12,1.49289050614e+18,C29R1,3.0,134.9,0.2009999999999934,1.8009999999999877,1.0008247698713468,3.4581136543478745,0.03174448013305664,-0.050696611404418945,0.014638985377293174,0.006267825426991268,1.7488881732104908,0.0,1.7985396891619698,1.0663258548735703,2.004646376046242,0.9030313952167084,2.0158724411127147,1.073981686434814,2.0,23.0,19.0
47,RB,RB.A12,1.49289050614e+18,A28R1,4.0,265.101,0.0,0.0,0.7130978522268503,2.536696392539385,0.02890181541442871,-0.01942586898803711,0.008342985688128635,0.0027384709239105655,1.1363501198096702,0.0,0.8860536055720684,0.9736344361959415,0.8233390633672868,0.9031050047786372,0.8766549675919173,0.8931046308982332,8.0,11.0,9.0
49,RB,RB.A12,1.4929469411e+18,B25R1,0.0,0.336,0.304,0.5009999999999999,8.838375086026476,2.878206352129677,0.2335834503173828,-5.375260829925537,1.5333295814969288,0.3516919336818604,0.0,1.0,0.009755227711733013,0.012067560974631507,0.010734103542186232,0.014580104406427426,0.009860911940881423,0.012387989174168244,0.0,8.0,6.0
50,RB,RB.A12,1.4929469411e+18,C25R1,1.0,0.54,0.09999999999999998,0.29699999999999993,8.838375086026476,2.878206352129677,0.2335834503173828,-5.375260829925537,1.2402166664709404,0.3045727074272491,146.45446644492984,0.0,0.3262207950842073,0.28320271754069193,0.016787934570960422,0.013185497415123346,0.012789994529329048,0.011117804540152952,0.0,8.0,9.0
51,RB,RB.A12,1.4929469411e+18,C24R1,2.0,204.941,0.0,1.8959999999999866,1.0271760948499047,2.959266387621562,0.029375553131103516,-0.02037346363067627,0.008820255247122634,0.003800098658091905,1.011603918020412,0.0,1.067641765784166,1.0267091770384824,1.4769655178856946,1.0417704080188894,1.1800752618576915,1.0561255329127828,9.0,11.0,13.0
52,RB,RB.A12,1.4929469411e+18,A26R1,3.0,327.241,0.0,0.0,0.6435004090135164,1.8197857524092131,0.0279541015625,-0.013740211725234985,0.0065195146657621526,0.0021683510910113914,1.0047058494555252,1.0,0.8855898453289582,0.8469180618089499,0.7889448660011715,0.805993156592902,0.8930094274962704,0.854409604096509,9.0,12.0,18.0
53,RB,RB.A12,1.4929469411e+18,A24R1,4.0,327.44,0.0,1.896000000000015,0.6402991464411891,1.7962558213117958,0.0279541015625,-0.02132105827331543,0.008357039778565802,0.002056733819118085,1.2267544959009469,0.0,1.1024136795524955,1.0665361020330537,1.4024478389800645,1.1191401381323511,1.2105003634044753,1.116114628493832,8.0,12.0,16.0
149,RB,RB.A23,1.42421084232e+18,C17L3,0.0,118.959,0.08599999999999852,0.08599999999999852,0.07679912291075075,8.44544127740358,8.40710711479187,-1.9582154750823975,2.090326190479243,0.026216224534105832,11.014802269400962,0.0,13.905916056586022,13.05909080563451,2.35867011672546,1.7881727624594768,18.5980352407073,16.80491510324317,1.0,23.0,29.0
150,RB,RB.A23,1.42421084232e+18,B18L3,1.0,121.247,0.11299999999999955,0.19899999999999807,0.09914977739978292,7.312057938796794,4.007874011993408,-1.4744653701782227,1.256459434948252,0.015350969223259002,11.117940610216898,0.0,16.00095936130446,15.006457823358305,2.819368205456766,2.424854553039608,22.306962523242778,19.782841579160863,1.0,21.0,28.0
151,RB,RB.A23,1.42421084232e+18,B17L3,2.0,331.845,0.5149999999999864,1.8979999999999677,0.03617304921150205,2.025539219180743,0.0033166110515594482,-0.009476006031036377,0.002282642613658312,0.0009894720452377427,1.4724812187075804,0.0,1.0416314136291442,1.3941400082650324,0.9788500562268285,1.2982454621728423,1.0571019199110525,1.344069955073857,5.0,29.0,35.0
153,RB,RB.A23,1.42437802552e+18,B34L3,0.0,45.76,0.09900000000000375,1.8850000000000051,0.028465512551758998,0.07995982232846721,0.027480602264404297,-0.06396293640136719,0.016785251882578,0.009571992229367358,1.2625779559271249,0.0,0.4284776839633465,0.5055495961476737,0.24885650273902316,0.6323445683990553,0.3329923215865974,0.5373572036333464,0.0,7.0,8.0
154,RB,RB.A23,1.42437802552e+18,A34L3,1.0,74.56,0.09999999999999432,1.8859999999999957,0.03206154842250353,0.08816757581091839,0.023690223693847656,-0.06870126724243164,0.01782099663811704,0.013359735343025425,1.0159710486424156,0.0,0.44539376880944587,0.6836419375531828,0.23548210531209987,0.9647100805616955,0.3546783473089171,0.7076845172183581,0.0,5.0,12.0
155,RB,RB.A23,1.42437802552e+18,C34R2,2.0,153.061,0.18500000000000227,1.8979999999999961,0.022922364870707312,0.07294614632924379,0.013740301132202148,-0.0464322566986084,0.011815510753435695,0.009283564942852122,1.7198259981947888,0.0,0.6488564090434776,0.6469848015418476,0.45697182300912587,0.695056741223817,0.6984663496199207,0.6865553487199705,0.0,8.0,12.0
157,RB,RB.A23,1.42441473028e+18,A31L3,0.0,43.0,0.0,1.8870000000000005,0.048838618554566615,0.08457657851670941,0.02700662612915039,-0.054961204528808594,0.015477831469355576,0.0036486418746986037,1.0875262301522755,0.0,0.688727949278704,1.5982629450775263,0.8314586767122066,1.6277229939631834,0.7609604685897741,1.4437094166120457,4.0,7.0,18.0
158,RB,RB.A23,1.42441473028e+18,C31L3,1.0,94.686,0.11399999999999011,0.7129999999999939,0.03567298674425512,8.908942825746852,8.246962547302246,-1.4266116619110107,1.9707261593255665,0.021173045821125686,27.702446618910013,0.0,22.790212156068865,0.5705483511202969,7.858239625794424,0.5842037578853158,34.56234367485329,0.5736989701856667,1.0,70.0,60.0
159,RB,RB.A23,1.42441473028e+18,C30L3,2.0,97.399,0.0,1.8870000000000005,0.04025730609893774,0.08671490510304736,0.022742748260498047,-0.0056858062744140625,0.005507020318430961,0.0024148112658289654,1.0920374223398859,0.0,0.5560057817411229,0.6931435761239355,0.5058845250398571,0.742245509544716,0.6180494144397112,0.7537886594736467,8.0,9.0,7.0
160,RB,RB.A23,1.42441473028e+18,B30L3,3.0,156.285,0.2009999999999934,1.8000000000000114,0.022659636183873122,0.06812221891928028,0.014213800430297852,-0.027480363845825195,0.009135941741957851,0.005778334502148836,1.0722525202946736,0.0,0.11894217990604183,1.0621673387078674,0.12191965372879085,0.9704679771016097,0.13375494963986592,1.1427105761607796,0.0,10.0,16.0
