n_components,beta_loss,f_window,weights_corrcoefT_ideal_0,weights_cosine_dist_ideal_1,weights_cosine_dist2_ideal_1,weights_eu_dist_ideal_1,weights_corr_dist_ideal_1,weights_KL_dist_ideal_1,comp_corrcoefT_ideal_0,comp_cosine_dist_ideal_1,comp_cosine_dist2_ideal_1,comp_eu_dist_ideal_1,comp_corr_dist_ideal_1,comp_KL_dist_ideal_1,weights_norm_corrcoefT_ideal_0,weights_norm_cosine_dist_ideal_1,weights_norm_cosine_dist2_ideal_1,weights_norm_eu_dist_ideal_1,weights_norm_corr_dist_ideal_1,weights_norm_KL_dist_ideal_1,comp_norm_corrcoefT_ideal_0,comp_norm_cosine_dist_ideal_1,comp_norm_cosine_dist2_ideal_1,comp_norm_eu_dist_ideal_1,comp_norm_corr_dist_ideal_1,comp_norm_KL_dist_ideal_1
16.0,frobenius,bartlett,0.3077003643772958,0.3936453449769992,0.4141380792439606,0.005382581841745636,0.697541023271725,inf,0.5023599886694506,0.42544089880473795,0.42544089880473795,0.3357521694961873,0.49764001133054936,0.49489536069877843,0.3077003643772958,0.38069546673655874,0.4005958224371001,0.87772158231225,0.6464879893951315,inf,0.5023599886694506,0.42544089880473795,0.42544089880473795,0.7898981622385544,0.49764001133054936,0.49489536069877843
16.0,frobenius,blackman,0.288371280147116,0.43037322128509564,0.4401008018747321,0.005887165530545112,0.717651975191603,inf,0.44449407586730894,0.47216217938907423,0.47216217938907423,0.3551097620411009,0.5555059241326911,0.5069034671795996,0.288371280147116,0.4377280803898079,0.4375531207274308,0.909825240053668,0.6915785211990572,inf,0.44449407586730894,0.4721621793890741,0.4721621793890741,0.8536605462519555,0.5555059241326911,0.5069034671795996
16.0,frobenius,flattop,0.30432547428623147,0.3917077439092696,0.42198209927767844,0.004598244188609129,0.6140773776879529,inf,0.3978135108147321,0.5119092368521271,0.5119092368521271,0.45954310685614363,0.602186489185268,0.5429276021099397,0.30432547428623147,0.4077036036292635,0.4232554482650332,0.8717030928595358,0.6018314090950047,inf,0.3978135108147321,0.5119092368521271,0.5119092368521271,0.9051919741957967,0.6021864891852678,0.5429276021099398
16.0,frobenius,hamming,0.302706144805204,0.3883433294137197,0.41171141703458464,0.005248656616303498,0.6724471439255127,inf,0.4762325629823148,0.44749343702961064,0.44749343702961064,0.342585605146928,0.5237674370176852,0.49764028076357575,0.302706144805204,0.4053416816621572,0.41838798606073896,0.8710168946506549,0.6852166788335926,inf,0.4762325629823148,0.44749343702961064,0.44749343702961064,0.8211470632555534,0.5237674370176852,0.49764028076357564
16.0,frobenius,tukey,0.3125751363489358,0.39380806257509127,0.41626859284835244,0.005251888304421413,0.720255588330745,inf,0.470995704386545,0.45542006789280803,0.45542006789280803,0.3365104421211316,0.5290042956134551,0.49989998114474715,0.3125751363489358,0.40144708084689384,0.3862189838258446,0.8774838286621551,0.7060332724051999,inf,0.470995704386545,0.45542006789280803,0.4554200678928079,0.8273475860810244,0.5290042956134551,0.49989998114474715
17.0,frobenius,ones,0.3418765068231251,0.3209419262344683,0.3441628787822689,0.007213863042827157,0.7077876385123598,inf,0.5230971120388955,0.4042347496585744,0.4042347496585745,0.329691324315066,0.47690288796110447,0.4762345832135353,0.3418765068231251,0.3309284276112228,0.3532394207532258,0.7900056626842775,0.691865767461173,inf,0.5230971120388955,0.4042347496585744,0.4042347496585743,0.7682114585764603,0.47690288796110447,0.4762345832135353
17.0,frobenius,hanning,0.28620409766221533,0.4286272062489659,0.4263277742513935,0.005986254856256044,0.7497870202965253,inf,0.4683275548908453,0.45601659547670187,0.456016595476702,0.35284431888920675,0.5316724451091547,0.5044286234744523,0.28620409766221533,0.4120637673613993,0.42006301684515807,0.905879367066963,0.7382981423655108,inf,0.4683275548908453,0.45601659547670187,0.45601659547670187,0.8331540568901211,0.5316724451091546,0.5044286234744523
17.0,frobenius,bartlett,0.2998144161387625,0.3855890141356685,0.3878388709886192,0.004972223822855444,0.6824514227087976,inf,0.49313949856136463,0.4371777557864855,0.4371777557864855,0.3462374299668663,0.5068605014386353,0.5031756185465943,0.2998144161387625,0.3915365726940189,0.41057236682957976,0.8656146110550987,0.6533867755779424,inf,0.49313949856136463,0.4371777557864855,0.4371777557864855,0.8048685374805707,0.5068605014386354,0.5031756185465943
17.0,frobenius,blackman,0.30020614154734915,0.42022777670594624,0.44293391100351154,0.006868571581776307,0.7059251735230054,inf,0.4420924764328288,0.47796438260118146,0.47796438260118146,0.37200516463519856,0.5579075235671712,0.5156776471662047,0.30020614154734915,0.40482391193822415,0.4247211897244438,0.8820651738634211,0.7063978525774257,inf,0.4420924764328288,0.47796438260118146,0.47796438260118146,0.8619921243005817,0.5579075235671712,0.5156776471662047
17.0,frobenius,flattop,0.3155686955644558,0.38925173635583143,0.39635613684420373,0.005957083915728135,0.6031767724141347,inf,0.3949957291796291,0.5195698686028184,0.5195698686028184,0.47529272073853657,0.6050042708203709,0.5484607463657728,0.3155686955644558,0.4007907499547304,0.4059028119140117,0.8598245301693963,0.6109424566147396,inf,0.3949957291796291,0.5195698686028184,0.5195698686028184,0.9140988896748268,0.6050042708203709,0.5484607463657728
17.0,frobenius,hamming,0.3027707557138052,0.4151545045413087,0.39390886685381094,0.00604301247403364,0.6945547635589018,inf,0.46975970594859673,0.4562167745175082,0.4562167745175082,0.3537377224167159,0.5302402940514033,0.5068162379273167,0.3027707557138052,0.39321353379364604,0.41111553887340196,0.8559966912288319,0.6750378786934106,inf,0.46975970594859673,0.4562167745175082,0.45621677451750814,0.8315650221114247,0.5302402940514033,0.5068162379273167
17.0,frobenius,tukey,0.3219551123615966,0.4009662675793756,0.397487548640816,0.005993829960554668,0.6854836208432236,inf,0.45693543039713064,0.4725800729509108,0.4725800729509108,0.3487511734741872,0.5430645696028693,0.5083644186377547,0.3219551123615966,0.38923822477835657,0.3981413653464115,0.8449946368947848,0.6826231273622616,inf,0.45693543039713064,0.4725800729509108,0.47258007295091076,0.8480312246283473,0.5430645696028693,0.5083644186377547
18.0,frobenius,ones,0.3208737939918531,0.3415027603735262,0.33742011255278764,0.005740169081477923,0.6915962432043987,inf,0.527318430613469,0.40529860624703873,0.4052986062470387,0.33879574677459184,0.47268156938653116,0.47765916509364165,0.3208737939918531,0.3223530789347559,0.3498233419145582,0.817573539593984,0.696703290173405,inf,0.527318430613469,0.40529860624703873,0.4052986062470387,0.769451789737188,0.47268156938653116,0.47765916509364165
18.0,frobenius,hanning,0.28751156065987393,0.41991413849505455,0.4232546309196729,0.005993191846124711,0.7181843763075206,inf,0.460793095598591,0.46464185790910983,0.46464185790910983,0.36010045032162774,0.5392069044014091,0.5109342984704738,0.28751156065987393,0.4235108740901227,0.433871615687478,0.9026247334681975,0.7357804630481988,inf,0.460793095598591,0.4646418579091097,0.46464185790910967,0.845983540056293,0.5392069044014091,0.5109342984704738
18.0,frobenius,bartlett,0.30391202980489446,0.38854579945538614,0.3983158389085114,0.006355478464509802,0.6525118380847367,inf,0.47385886788451087,0.455686812479454,0.455686812479454,0.3565735141424461,0.5261411321154892,0.5127711115298367,0.30391202980489446,0.4091224462764427,0.4080937041421803,0.8582845368965174,0.6536737219776123,inf,0.47385886788451087,0.455686812479454,0.45568681247945386,0.8304734551552296,0.5261411321154892,0.5127711115298367
18.0,frobenius,blackman,0.30039384314713685,0.42909289827793845,0.4481288370401953,0.006027587971432519,0.6714718993319068,inf,0.4354561918438829,0.48673587998497214,0.48673587998497214,0.37925480436492226,0.564543808156117,0.5230697672522776,0.30039384314713685,0.40864582667712757,0.42279112843238575,0.9088042462747923,0.7185463413212675,inf,0.4354561918438829,0.48673587998497214,0.48673587998497214,0.8734531364907118,0.564543808156117,0.5230697672522776
18.0,frobenius,flattop,0.3179495897820943,0.3950761507903649,0.417679584463655,0.0068585335264447845,0.5972180747619944,inf,0.39856206398385624,0.5200720504604661,0.5200720504604661,0.4818227211963831,0.6014379360161438,0.5499792598078104,0.3179495897820943,0.4029277838480672,0.42513042304346055,0.859204667130268,0.6130743715461674,inf,0.39856206398385624,0.5200720504604661,0.5200720504604661,0.9146302386552136,0.6014379360161437,0.5499792598078104
18.0,frobenius,hamming,0.31332318648526625,0.39303279747173864,0.4221244182997481,0.005265292711792576,0.6856475813207698,inf,0.4710963697474257,0.45900255152720876,0.45900255152720876,0.35984355411330987,0.5289036302525744,0.5095618478451684,0.31332318648526625,0.4119950228790902,0.40390358551926114,0.8614654606726737,0.687076760074802,inf,0.4710963697474257,0.45900255152720876,0.45900255152720876,0.8348678492127084,0.5289036302525744,0.5095618478451684
18.0,frobenius,tukey,0.31358469022697244,0.3896402609101577,0.3881303343972271,0.007259823355853298,0.6770315624943103,inf,0.4599053582406598,0.47116680299011776,0.47116680299011776,0.351631487407389,0.5400946417593403,0.5099809461728496,0.31358469022697244,0.3982231281419606,0.378173939965239,0.8445152597327397,0.6981428921923749,inf,0.4599053582406598,0.4711668029901179,0.47116680299011765,0.8464241337182408,0.5400946417593403,0.5099809461728496
19.0,frobenius,ones,0.3263273225212529,0.3337626884543909,0.3576539025166313,0.005485228076394107,0.6719375760275805,inf,0.5190877836256582,0.41499273059943026,0.41499273059943026,0.34837081198353315,0.4809122163743417,0.4848206225581117,0.3263273225212529,0.3170358824927269,0.3288639582788312,0.7875357307803761,0.6783478434207028,inf,0.5190877836256582,0.41499273059943026,0.4149927305994302,0.7819479435441199,0.4809122163743417,0.4848206225581117
19.0,frobenius,hanning,0.2929728305177076,0.4221288449991484,0.42661206952531167,0.005689131529085545,0.728016888307835,inf,0.45761755686464095,0.4709806822936205,0.4709806822936205,0.3679792872546824,0.542382443135359,0.5141847920065724,0.2929728305177076,0.4301269779826912,0.43929827790053255,0.9107788188531716,0.7324549807253831,inf,0.45761755686464095,0.4709806822936205,0.4709806822936205,0.8541850859464041,0.542382443135359,0.5141847920065724
19.0,frobenius,bartlett,0.30106614233331186,0.403082286139345,0.40192003908965657,0.006057221252165751,0.6540678823319822,inf,0.46685127023946427,0.46361900300979053,0.46361900300979053,0.3625601599445947,0.533148729760536,0.521332564023099,0.30106614233331186,0.40187603833084334,0.3822637297868883,0.8683759037746912,0.6360891869724697,inf,0.46685127023946427,0.46361900300979053,0.46361900300979053,0.8416296790019563,0.533148729760536,0.521332564023099
19.0,frobenius,blackman,0.3021813053000674,0.42646557541908836,0.43565645874928266,0.005307846336047735,0.7021888246535414,inf,0.4369763414032654,0.4896974991111474,0.48969749911114746,0.38635276729599943,0.5630236585967346,0.5263768750220641,0.3021813053000674,0.44009515117306003,0.4396103504826294,0.8966962957780663,0.6974168553279876,inf,0.4369763414032654,0.4896974991111474,0.4896974991111473,0.8763992067935594,0.5630236585967346,0.5263768750220641
19.0,frobenius,flattop,0.31149446986245616,0.398533137058166,0.40649726885677046,0.006853874646932828,0.6113115403348298,inf,0.3995206420509449,0.521202122611913,0.521202122611913,0.4852921525362979,0.6004793579490552,0.5521419126791668,0.31149446986245616,0.4182398465267053,0.4044648999770939,0.8964845474811174,0.6165655238512837,inf,0.3995206420509449,0.521202122611913,0.521202122611913,0.9165476385224423,0.600479357949055,0.5521419126791668
19.0,frobenius,hamming,0.30970884873428256,0.4011796048222857,0.4146062492074648,0.007224200120001727,0.6758286277947108,inf,0.4623989391561521,0.46849440437110124,0.46849440437110124,0.3670649797722266,0.5376010608438478,0.5186970607016957,0.30970884873428256,0.3908710304986748,0.3966554940038872,0.8681926747087714,0.661121824099945,inf,0.4623989391561521,0.46849440437110124,0.4684944043711011,0.8478002751192425,0.5376010608438478,0.5186970607016959
19.0,frobenius,tukey,0.31929938119691237,0.39855630170369266,0.40546825202160985,0.006765899188847921,0.6644541414722147,inf,0.45554127423895246,0.4778544260806544,0.4778544260806544,0.35987287829605946,0.5444587257610476,0.5171370655350265,0.31929938119691237,0.38967300579308817,0.3960730896628595,0.8563801702650954,0.6741821095923138,inf,0.45554127423895246,0.4778544260806544,0.47785442608065426,0.8551216446066128,0.5444587257610476,0.5171370655350265
20.0,frobenius,ones,0.3311547519569009,0.3500122972415932,0.342002928634346,0.006539653159756904,0.678730633110463,inf,0.5165839099244468,0.4194892868510392,0.4194892868510392,0.3570903059696903,0.4834160900755532,0.48903184165972974,0.3311547519569009,0.3335921425869775,0.3319860016425995,0.7928262663978755,0.6747280689153259,inf,0.5165839099244468,0.4194892868510392,0.4194892868510392,0.7871118961328717,0.4834160900755532,0.48903184165972974
20.0,frobenius,hanning,0.3046846263849216,0.4214775266659179,0.4313110828904714,0.005622786221583629,0.6975003131911747,inf,0.46080496820927,0.47059632063833756,0.47059632063833756,0.37182328006989723,0.53919503179073,0.5176387650896273,0.3046846263849216,0.4230991272396936,0.42711661065098644,0.888516581692693,0.7012008291337329,inf,0.46080496820927,0.47059632063833756,0.47059632063833756,0.8503023223064183,0.53919503179073,0.5176387650896273
20.0,frobenius,bartlett,0.3069144561237272,0.4083089100996588,0.4277449300605505,0.00519851274614032,0.6610144817201477,inf,0.46723632170869733,0.46603480165188965,0.46603480165188965,0.3699218708455538,0.5327636782913026,0.5283568374598895,0.3069144561237272,0.41448137880761116,0.38916388718905615,0.8815531641130363,0.6345457501522173,inf,0.46723632170869733,0.46603480165188965,0.46603480165188954,0.8440757217334228,0.5327636782913026,0.5283568374598895
20.0,frobenius,blackman,0.2972357702009931,0.4116584320199862,0.45498580715116155,0.005793414375340103,0.7053162080275049,inf,0.43410918490971667,0.4929274188805285,0.4929274188805285,0.38580850945149814,0.5658908150902832,0.5301968941098165,0.2972357702009931,0.4522248632201175,0.4439508957631699,0.9130551657726285,0.7025807603588002,inf,0.43410918490971667,0.4929274188805285,0.4929274188805285,0.8808294606496966,0.5658908150902832,0.5301968941098165
20.0,frobenius,flattop,0.3124223430383168,0.3902409671703016,0.417265941345219,0.006279857047304208,0.6009749333858283,inf,0.3836462932136426,0.5378482476490102,0.5378482476490103,0.49623647107644053,0.6163537067863574,0.559177823011579,0.3124223430383168,0.4092477886607947,0.4040544548209756,0.8821153669250466,0.5862513697484156,inf,0.3836462932136426,0.5378482476490103,0.5378482476490102,0.938782041649798,0.6163537067863574,0.559177823011579
20.0,frobenius,hamming,0.3152649571334272,0.3943450752416372,0.41114128287609925,0.004639957089173094,0.673133727459536,inf,0.45241503804352096,0.4797157410454549,0.4797157410454549,0.37795523619910437,0.5475849619564792,0.5298806900998692,0.3152649571334272,0.4198569439071999,0.4016999162714784,0.871909827406702,0.6482746322862221,inf,0.45241503804352096,0.4797157410454549,0.4797157410454547,0.8614812002029099,0.5475849619564792,0.5298806900998692
20.0,frobenius,tukey,0.3210958633771692,0.3725192117053168,0.3855876109134774,0.006817406512751243,0.6897459573969872,inf,0.4578135613200776,0.4783974427426144,0.4783974427426144,0.36442890982693366,0.5421864386799223,0.5187500798136762,0.3210958633771692,0.3924783388320266,0.40503220273472573,0.8594807487503673,0.7039765939046837,inf,0.4578135613200776,0.4783974427426144,0.4783974427426144,0.8559084942498583,0.5421864386799223,0.5187500798136762
2.0,kullback-leibler,ones,0.3596864589466312,0.1314454539707207,0.14175394110003145,0.0035379459949851223,0.8410541097634083,inf,0.6543718592964824,0.10003001515274146,0.10003001515274146,0.14239359394469717,0.3456281407035176,0.12828779882102354,0.3596864589466312,0.13174318011277478,0.13628964016237902,0.4402300083953443,0.8219462722010588,inf,0.6543718592964824,0.10003001515274143,0.1000300151527414,0.2584425345603211,0.3456281407035176,0.12828779882101982
2.0,kullback-leibler,hanning,0.353017678911178,0.12643969756769202,0.131558479280118,0.0032276218487096537,0.9087801087801087,inf,0.6222110552763818,0.15530225734151656,0.1553022573415166,0.13278843981647076,0.37778894472361807,0.19303542209323885,0.353017678911178,0.12434183003885299,0.12847708749123707,0.4126803492370737,0.941671201701875,inf,0.6222110552763818,0.1553022573415165,0.1553022573415165,0.34809189957931846,0.37778894472361807,0.19303542209325064
2.0,kullback-leibler,bartlett,0.3602376620452472,0.12154509797111769,0.1225662925987316,0.0031720750600156247,0.9654053352372298,inf,0.6222110552763819,0.15433134407020146,0.15433134407020146,0.1309969421133862,0.37778894472361807,0.192220752473253,0.3602376620452472,0.11715217311914636,0.12070202166051124,0.4233004332759136,0.9904516895067531,inf,0.6222110552763819,0.15433134407020138,0.15433134407020138,0.34616024356932823,0.37778894472361807,0.19222075247325277
2.0,kullback-leibler,blackman,0.3355088768708871,0.12860441094068892,0.12726940717307608,0.003891174489951399,0.8233918128654971,inf,0.6222110552763819,0.14433721340309885,0.14433721340309885,0.13817854413168354,0.37778894472361807,0.1821169805103102,0.3355088768708871,0.13612932125820038,0.14292529310184893,0.453436478425121,0.9095216460050626,inf,0.6222110552763819,0.14433721340309882,0.14433721340309882,0.3240805533917485,0.37778894472361807,0.1821169805103096
2.0,kullback-leibler,flattop,0.29572952169,0.16411624384683932,0.14987024517140166,0.0038163028424479323,0.8681809733905441,inf,0.6707537688442211,0.1184188197796873,0.1184188197796873,0.18352465795668596,0.3292462311557789,0.1533602898116952,0.29572952169,0.15715616866048,0.15767565720418728,0.4800323374785995,0.9198924731182796,inf,0.6707537688442211,0.11841881977968727,0.1184188197796872,0.2631605850417839,0.3292462311557789,0.15336028981169259
2.0,kullback-leibler,hamming,0.35695421383306214,0.11865381940520787,0.13206234784623566,0.0031522434474436484,0.9724778145830777,inf,0.6064321608040201,0.15361214912882598,0.153612149128826,0.12985236098902136,0.3935678391959799,0.1914844912757999,0.35695421383306214,0.1254090125178312,0.12681577308945716,0.41269877801546084,0.9616253566186778,inf,0.6064321608040201,0.15361214912882598,0.15361214912882593,0.35151522312092515,0.3935678391959799,0.19148449127579872
2.0,kullback-leibler,tukey,0.3950412345006059,0.10447229420278102,0.11471127922941786,0.00317149490344016,0.9904516895067531,inf,0.5908542713567839,0.17364333116719352,0.17364333116719352,0.13474164352230011,0.4091457286432161,0.20844444851321667,0.3950412345006059,0.12000587858058732,0.11085901053514233,0.38744971539850215,0.9970467969104952,inf,0.5908542713567839,0.1736433311671935,0.1736433311671935,0.3810865822185732,0.4091457286432161,0.2084444485132165
3.0,kullback-leibler,ones,0.32714634854722974,0.22483421517073485,0.22296226147733395,0.004074043228643156,0.9264698801917015,inf,0.7192176417116505,0.1189451169351043,0.11894511693510428,0.18358055780440521,0.2807823582883497,0.16555911648784957,0.32714634854722974,0.22892921887353854,0.22046699105415418,0.6045292525350476,0.9330143069966882,inf,0.7192176417116505,0.11894511693510425,0.1189451169351042,0.2851246756522708,0.2807823582883497,0.16555911648784954
3.0,kullback-leibler,hanning,0.2525958825967856,0.22160350898389133,0.22912755443951388,0.004095780716632218,0.9892854583037521,inf,0.7040231325740256,0.14859027755964713,0.14859027755964713,0.21108478930553104,0.29597686742597434,0.20318358432780384,0.2525958825967856,0.21996056920083407,0.22208414311289504,0.6350022899405493,0.9770103461129549,inf,0.7040231325740256,0.1485902775596471,0.14859027755964704,0.38698153092002724,0.29597686742597434,0.20318358432780387
3.0,kullback-leibler,bartlett,0.25104679077957015,0.21889021936057096,0.22607701510565129,0.0027081876900340663,0.9947720392357091,inf,0.6913174140438788,0.15438352723878102,0.15438352723878102,0.20638482145037565,0.3086825859561211,0.20730455030351747,0.25104679077957015,0.208865239506626,0.2197148895874341,0.5971008626519009,0.9887485401988623,inf,0.6913174140438788,0.15438352723878102,0.15438352723878096,0.3959084055462002,0.3086825859561211,0.2073045503035174
3.0,kullback-leibler,blackman,0.24220210112664722,0.21407472777914802,0.23605236425374168,0.0026081986195080255,0.9937483458698404,inf,0.7213056298465529,0.1461080246223223,0.1461080246223223,0.21717373142017563,0.27869437015344706,0.20256854206253141,0.24220210112664722,0.23157466367850268,0.2417589832566897,0.6277003980067904,0.996257787342588,inf,0.7213056298465529,0.1461080246223223,0.14610802462232222,0.3647345310214122,0.27869437015344706,0.20256854206253141
3.0,kullback-leibler,flattop,0.24115598766563986,0.23235371839123642,0.23209339612148513,0.003844833363469197,0.9908184650950951,inf,0.7123518877980658,0.16580899650431438,0.16580899650431438,0.26462459485177514,0.28764811220193404,0.22507898662882167,0.24115598766563986,0.2304089830902252,0.22030354417919684,0.6060049728040446,0.9757168837540158,inf,0.7123518877980658,0.16580899650431438,0.16580899650431433,0.3525788613122715,0.28764811220193404,0.22507898662882167
3.0,kullback-leibler,hamming,0.2477901317890433,0.2202821760246899,0.22003236495142192,0.0031036865458780026,0.995839795578632,inf,0.6932713849610951,0.14964073535118175,0.14964073535118175,0.2037103842409099,0.3067286150389049,0.1996891111121575,0.2477901317890433,0.21502751027073214,0.22443952265224898,0.5903127758583775,0.9885767885977814,inf,0.6932713849610951,0.14964073535118175,0.14964073535118172,0.38802486233862354,0.30672861503890486,0.19968911111215754
3.0,kullback-leibler,tukey,0.3105279402726047,0.1814947549346008,0.208030771109589,0.00462544289722697,0.7956424909878003,inf,0.5231008147557804,0.2420827154469576,0.2420827154469576,0.209507695688437,0.47689918524421954,0.28253320547437244,0.3105279402726047,0.19229526998386098,0.19089924869029146,0.5513797569188255,0.7521178492966802,inf,0.5231008147557804,0.24208271544695759,0.24208271544695747,0.5095617858263615,0.47689918524421954,0.28253320547437244
4.0,kullback-leibler,ones,0.27435151890288867,0.2500150721530504,0.24630717716334968,0.003760229606614331,0.7866025086491774,inf,0.6499918763728683,0.19860856410505076,0.19860856410505073,0.2292669993222717,0.35000812362713174,0.23664828497550167,0.27435151890288867,0.2477519014531981,0.23341184321360836,0.6624932945503529,0.8098410832029321,inf,0.6499918763728683,0.19860856410505068,0.19860856410505065,0.4379158296954933,0.3500081236271317,0.23664828497550172
4.0,kullback-leibler,hanning,0.24055013137515716,0.25961962410872996,0.2639413579703004,0.0030896445124364252,0.804396850480594,inf,0.5350727617992014,0.2884101298824731,0.2884101298824731,0.2598855868742477,0.4649272382007986,0.33693795728512604,0.24055013137515716,0.2623528370706077,0.27779205721270034,0.6501525631978871,0.804731400036145,inf,0.5350727617992014,0.28841012988247305,0.28841012988247305,0.5785696597427159,0.4649272382007986,0.33693795728512604
4.0,kullback-leibler,bartlett,0.2378374219650294,0.2542925174674688,0.25292734821956375,0.0030248232372542703,0.9511017648529735,inf,0.5287594301224877,0.2889809449574262,0.2889809449574262,0.2515936628803184,0.4712405698775122,0.3357809549766161,0.2378374219650294,0.25673302439815276,0.25630091353966244,0.67576617452596,0.946636661427698,inf,0.5287594301224877,0.2889809449574262,0.2889809449574262,0.5813752429940066,0.47124056987751234,0.3357809549766161
4.0,kullback-leibler,blackman,0.2344981109560277,0.2573799265164858,0.2693709095837417,0.00344842681817342,0.7651657801007344,inf,0.5579766950218458,0.2768047924367,0.2768047924367,0.27468596028857634,0.4420233049781543,0.3296785492425185,0.2344981109560277,0.2615151098899427,0.2791355551729564,0.6920721746464825,0.7512389347173283,inf,0.5579766950218458,0.2768047924366999,0.2768047924366999,0.5592991613839975,0.4420233049781543,0.32967854924251844
4.0,kullback-leibler,flattop,0.22960697846787234,0.2651655149952137,0.2565580934378924,0.0033265545183298107,0.7182681469126213,inf,0.5694703583539618,0.2776636657769518,0.2776636657769518,0.36409272235069573,0.43052964164603824,0.33159637322771573,0.22960697846787234,0.25841233805039043,0.26279759201828223,0.6751383440391858,0.7073797448210658,inf,0.5694703583539618,0.27766366577695173,0.27766366577695173,0.5521501662717831,0.43052964164603824,0.3315963732277157
4.0,kullback-leibler,hamming,0.236558272922871,0.24991357104813375,0.2524817985997646,0.002900732904088818,0.8965677815663264,inf,0.5238397225107078,0.2882144726932524,0.2882144726932524,0.24797104704395775,0.4761602774892923,0.33182398872133795,0.236558272922871,0.257688454190615,0.2501604508425185,0.6799391010369258,0.8884639248108755,inf,0.5238397225107078,0.28821447269325234,0.2882144726932523,0.5831751652868499,0.4761602774892923,0.33182398872133795
4.0,kullback-leibler,tukey,0.24748178838204615,0.2591372468098671,0.27159343552569865,0.0031064586872490865,0.9889575339304454,inf,0.546729510143532,0.27994470626138085,0.27994470626138085,0.24608684738681172,0.453270489856468,0.33457496428787975,0.24748178838204615,0.2584691879616228,0.2568549045515613,0.6659687368471634,0.9896764542733937,inf,0.546729510143532,0.27994470626138085,0.27994470626138085,0.5652302797063974,0.453270489856468,0.33457496428787975
5.0,kullback-leibler,ones,0.33742725770907783,0.26571168217746444,0.25328114593202405,0.00434003723195601,0.8348654520530033,inf,0.6807623516428271,0.20354087685586186,0.20354087685586186,0.2391523863366491,0.31923764835717294,0.2518761078103399,0.33742725770907783,0.2589890329416224,0.2566666065398312,0.6980806972791602,0.8399476939617483,inf,0.6807623516428271,0.20354087685586186,0.20354087685586178,0.445031292092979,0.31923764835717283,0.2518761078103399
5.0,kullback-leibler,hanning,0.2271092965728318,0.27775060593541634,0.29698784732861394,0.0036814273894548995,0.7364128643258102,inf,0.4697852491737904,0.32595204781363013,0.32595204781363013,0.29885907426057234,0.5302147508262097,0.3519106226715638,0.2271092965728318,0.29632563662825523,0.3079285836228839,0.7255117951410075,0.6806476691461927,inf,0.4697852491737904,0.32595204781363013,0.32595204781363013,0.6813475630267384,0.5302147508262097,0.3519106226715638
5.0,kullback-leibler,bartlett,0.21224347366111748,0.3358639919714571,0.35758939877061685,0.0032325773902715928,0.7576082839744316,inf,0.561069746299253,0.2695352883522117,0.2695352883522117,0.2550328625413931,0.438930253700747,0.3515086253313639,0.21224347366111748,0.3276880589630212,0.3646283921535034,0.7811732074941936,0.7213464754534281,inf,0.561069746299253,0.2695352883522117,0.26953528835221163,0.5775717638275034,0.43893025370074684,0.3515086253313638
5.0,kullback-leibler,blackman,0.24445806126565212,0.344941403403875,0.34339320486872354,0.004449839576456785,0.7353318383221077,inf,0.5988825412931008,0.26504072733621964,0.26504072733621964,0.2971239768823016,0.40111745870689913,0.3408474519195971,0.24445806126565212,0.3434973873006512,0.3439193436641663,0.7719454336537795,0.7199688663509489,inf,0.5988825412931008,0.26504072733621964,0.26504072733621964,0.5476460990128842,0.40111745870689913,0.3408474519195971
5.0,kullback-leibler,flattop,0.2448695057004932,0.30170772570540183,0.31040099129940635,0.003374109679729485,0.7694275077123878,inf,0.48339892904442444,0.3499341075787406,0.3499341075787406,0.40684678922036405,0.5166010709555755,0.3883524709695979,0.2448695057004932,0.31734763384509207,0.3062990283118132,0.7286265230290325,0.7362075564397167,inf,0.48339892904442444,0.3499341075787406,0.34993410757874055,0.6804860431851337,0.5166010709555755,0.3883524709695979
5.0,kullback-leibler,hamming,0.22632476432394216,0.30872733708094763,0.3158862133965091,0.003499290411034905,0.751780854265949,inf,0.4655919549996615,0.32671989756060427,0.32671989756060427,0.27963072741252265,0.5344080450003384,0.35239961779184514,0.22632476432394216,0.2895078680964936,0.30204956345004835,0.7403458270344694,0.7573910981807301,inf,0.4655919549996615,0.32671989756060427,0.32671989756060427,0.6776890932990274,0.5344080450003384,0.35239961779184514
5.0,kullback-leibler,tukey,0.2716796033872965,0.30781256675788415,0.31710575853864786,0.003521996848193525,0.92889608324597,inf,0.5004831218496668,0.32354413085775885,0.3235441308577588,0.2565338592578178,0.4995168781503332,0.3820708578829812,0.2716796033872965,0.31953474840246543,0.30390763237671303,0.7470905536541239,0.9206798185506107,inf,0.5004831218496668,0.32354413085775885,0.32354413085775874,0.6279536234457338,0.4995168781503332,0.3820708578829812
6.0,kullback-leibler,ones,0.3622818269652582,0.2739931824346643,0.2886988907634766,0.0030202965485128927,0.8147734707713462,inf,0.531362390247681,0.32292160652483515,0.32292160652483515,0.30271886014975036,0.468637609752319,0.36245787013540215,0.3622818269652582,0.2945857558377993,0.2881985758424559,0.7297298606402342,0.7901209881711294,inf,0.531362390247681,0.32292160652483515,0.3229216065248351,0.6390065691188827,0.468637609752319,0.36245787013540215
