n_components,beta_loss,f_window,weights_corrcoefT_ideal_0,weights_cosine_dist_ideal_1,weights_cosine_dist2_ideal_1,weights_eu_dist_ideal_1,weights_corr_dist_ideal_1,weights_KL_dist_ideal_1,comp_corrcoefT_ideal_0,comp_cosine_dist_ideal_1,comp_cosine_dist2_ideal_1,comp_eu_dist_ideal_1,comp_corr_dist_ideal_1,comp_KL_dist_ideal_1,weights_norm_corrcoefT_ideal_0,weights_norm_cosine_dist_ideal_1,weights_norm_cosine_dist2_ideal_1,weights_norm_eu_dist_ideal_1,weights_norm_corr_dist_ideal_1,weights_norm_KL_dist_ideal_1,comp_norm_corrcoefT_ideal_0,comp_norm_cosine_dist_ideal_1,comp_norm_cosine_dist2_ideal_1,comp_norm_eu_dist_ideal_1,comp_norm_corr_dist_ideal_1,comp_norm_KL_dist_ideal_1
6.0,frobenius,flattop,0.27827752289426505,0.336185491840074,0.34307556738350337,0.004941798544807187,0.739149574589614,inf,0.6679833618769305,0.2521799343579279,0.2521799343579279,0.2901547766254203,0.33201663812306953,0.3515430537959163,0.27827752289426505,0.34267531011908026,0.3288040248032673,0.7774719781696534,0.7232809571571056,inf,0.6679833618769305,0.25217993435792785,0.2521799343579278,0.5164821476662098,0.3320166381230696,0.35149005735628025
6.0,frobenius,hamming,0.2846849143567602,0.33938803012210395,0.34538831086432703,0.005131142481531347,0.7304708312679303,inf,0.7387969478445792,0.2019665381569733,0.2019665381569733,0.21526707386939786,0.2612030521554208,0.3266969332545517,0.2846849143567602,0.3341542461431981,0.33685971495247824,0.7818945999626549,0.7755228701929694,inf,0.7387969478445792,0.2019665381569733,0.2019665381569732,0.4455975890175071,0.26120305215542083,0.3266969332545501
6.0,frobenius,tukey,0.3042481010095394,0.3272474231752785,0.3310500688469679,0.005016439799083497,0.7061890272911874,inf,0.7299203154444582,0.20597201042406316,0.20597201042406316,0.21176781510463535,0.2700796845555419,0.32553493149873847,0.3042481010095394,0.3163043455751968,0.34711692683591827,0.8040112193383493,0.7335890888316514,inf,0.7299203154444582,0.20597201042406313,0.20597201042406307,0.4499735017012651,0.2700796845555419,0.32553493149874047
7.0,frobenius,ones,0.3567447081432774,0.280005989551014,0.2762929846426485,0.004267089144750187,0.682940218860869,inf,0.737644969363954,0.20512833529165617,0.20512833529165617,0.21136177950209056,0.2623550306360459,0.33829339633291394,0.3567447081432774,0.26577698443888936,0.277045185366127,0.7104174655707887,0.666935634282793,inf,0.737644969363954,0.20512833529165617,0.20512833529165608,0.4566428045686302,0.2623550306360459,0.33829339633291394
7.0,frobenius,hanning,0.25113225365082364,0.3813187298450448,0.3817340765943805,0.005373243581346896,0.8736126171238903,inf,0.5963845692435451,0.304608404185111,0.304608404185111,0.24185113524648008,0.40361543075645495,0.39179240586504416,0.25113225365082364,0.3787892946076019,0.39813738943136073,0.8459296799925643,0.881495797090459,inf,0.5963845692435451,0.304608404185111,0.30460840418511087,0.6246344374242796,0.40361543075645495,0.39179240586504416
7.0,frobenius,bartlett,0.27883623364719784,0.3416899358679649,0.3617310562881514,0.004068583893355134,0.7398515276160486,inf,0.6105453687067122,0.29506179047807995,0.29506179047807995,0.2402140123354831,0.38945463129328783,0.3943830157715925,0.27883623364719784,0.3532059714655812,0.3533190792045229,0.8139952900563945,0.7312951357916871,inf,0.6105453687067122,0.29506179047807995,0.29506179047807995,0.6067268885283733,0.3894546312932878,0.3943830157715925
7.0,frobenius,blackman,0.25058089293726327,0.3907335904221233,0.3992115892115513,0.004731931553095903,0.8264307751440992,inf,0.5850686802851758,0.31351136365050825,0.31351136365050825,0.24760174665978824,0.4149313197148242,0.39150692832006845,0.25058089293726327,0.38671073299493364,0.4055427507655774,0.8535762747290586,0.8534010447823395,inf,0.5850686802851758,0.31351136365050825,0.31351136365050813,0.6330125446209145,0.4149313197148242,0.3915069283200684
7.0,frobenius,flattop,0.2690279337397062,0.3638920301835548,0.36408549464130796,0.005761791429105829,0.6980179341132003,inf,0.5834078903381082,0.31778621922020595,0.31778621922020595,0.31159652910442964,0.41659210966189175,0.40809874258491896,0.2690279337397062,0.3610958756982497,0.36508018666806763,0.8008608739888877,0.7072183779842958,inf,0.5834078903381082,0.31778621922020595,0.31778621922020595,0.6326991102860968,0.41659210966189175,0.408098742584919
7.0,frobenius,hamming,0.2787275258410742,0.3502568098742597,0.35343212034616556,0.005413519342403792,0.7308571158783901,inf,0.6145009705597957,0.29255209697022727,0.29255209697022727,0.23830970872817464,0.38549902944020425,0.3931376845072552,0.2787275258410742,0.34695847783231537,0.3518929193945061,0.8067576044132864,0.7231231916160767,inf,0.6145009705597957,0.29255209697022727,0.29255209697022716,0.6013986392257196,0.38549902944020425,0.3931376845072552
7.0,frobenius,tukey,0.3345360409022869,0.3408451469860997,0.35565937885661014,0.005427279530916748,0.7131694081695457,inf,0.7399357244368973,0.20761269493960133,0.20761269493960133,0.22300528573669465,0.26006427556310274,0.3312599051478596,0.3345360409022869,0.33046637293584186,0.3406759970597202,0.790217733576256,0.7271389057515091,inf,0.7399357244368973,0.20761269493960133,0.20761269493960133,0.4535097811312196,0.26006427556310274,0.3312599051478574
8.0,frobenius,ones,0.3513606340865442,0.31906491281851684,0.2990686038092976,0.006011410882186269,0.6722057020614126,inf,0.6453468457000283,0.2720064562953913,0.2720064562953913,0.22963460145251088,0.3546531542999717,0.372259233367481,0.3513606340865442,0.29370303439395945,0.2872249356513868,0.7354388007453325,0.705176986753023,inf,0.6453468457000283,0.2720064562953913,0.2720064562953912,0.5656228682670756,0.35465315429997174,0.372259233367481
8.0,frobenius,hanning,0.2633432166836633,0.39646320085281916,0.39902982983737245,0.005703776988893341,0.8032824938815839,inf,0.5953034430139865,0.31592761751103726,0.31592761751103726,0.25319863040139395,0.40469655698601337,0.3996530410050445,0.2633432166836633,0.40696983678251336,0.3980348457416452,0.8610228890546594,0.8076709055409617,inf,0.5953034430139865,0.31592761751103726,0.31592761751103726,0.6378653383929891,0.40469655698601337,0.3996530410050445
8.0,frobenius,bartlett,0.2981518940277873,0.3492138497763653,0.3493109039728903,0.004132997778364047,0.7056804367933073,inf,0.6115388999276279,0.30436404702687364,0.30436404702687364,0.25119843193889624,0.3884611000723722,0.4021004574042123,0.2981518940277873,0.35351745001814927,0.35604270957132805,0.7962024053868118,0.7169667120207794,inf,0.6115388999276279,0.3043640470268736,0.30436404702687353,0.619396406311238,0.3884611000723722,0.4021004574042123
8.0,frobenius,blackman,0.2410605368231093,0.37942441745502825,0.37855365090735216,0.006078012600622159,0.8403463391399111,inf,0.5721146898530101,0.33167473988678414,0.33167473988678414,0.2611056972259444,0.4278853101469901,0.40043424738453387,0.2410605368231093,0.37584195779590385,0.3944923995947729,0.8530815827113826,0.8345643246100007,inf,0.5721146898530101,0.3316747398867841,0.3316747398867841,0.6589233448185391,0.4278853101469901,0.40043424738453387
8.0,frobenius,flattop,0.2678762678178846,0.3634476482726155,0.3695131787446098,0.005727957670930906,0.6827309292564989,inf,0.5457418680138602,0.35736790422695686,0.35736790422695686,0.33836453129606775,0.4542581319861398,0.4358962431451371,0.2678762678178846,0.3734742896835216,0.37279097668295536,0.830513642393695,0.7167953861752387,inf,0.5457418680138602,0.3573679042269568,0.3573679042269568,0.6895264164292068,0.4542581319861399,0.4358962431451371
8.0,frobenius,hamming,0.26565387784848304,0.361806779904615,0.37546859976644537,0.005072476343644402,0.7305824413300438,inf,0.5894122373319467,0.32076335235563125,0.32076335235563125,0.25486954315029786,0.41058776266805325,0.4147632921316184,0.26565387784848304,0.3611977526871193,0.37118764811409877,0.8042212686353625,0.7397104274438996,inf,0.5894122373319467,0.3207633523556312,0.32076335235563114,0.6407181300742333,0.41058776266805325,0.4147632921316184
8.0,frobenius,tukey,0.32234871726079417,0.34091338474088095,0.3458020899671965,0.006221951770808884,0.6956546021620338,inf,0.5917939026108727,0.32143895065546085,0.3214389506554609,0.2486834704203851,0.4082060973891273,0.41441839474977243,0.32234871726079417,0.3297109966353577,0.345856412397642,0.7917407250092178,0.7232767206399647,inf,0.5917939026108727,0.32143895065546085,0.32143895065546085,0.6326635941683615,0.4082060973891273,0.41441839474977243
9.0,frobenius,ones,0.34220453493917646,0.3060316035796078,0.3107211335349065,0.006223591294749571,0.6776251853323636,inf,0.6188503118057428,0.3004246425454426,0.3004246425454426,0.24474570112439278,0.3811496881942572,0.39860955600605197,0.34220453493917646,0.31875564609605955,0.3263065099923264,0.7369913989147893,0.6986432847212782,inf,0.6188503118057428,0.3004246425454426,0.30042464254544254,0.6084007697555665,0.3811496881942572,0.39860955600605197
9.0,frobenius,hanning,0.2660864749950213,0.3907220218569689,0.4031432151382429,0.004869999458350385,0.777186867604587,inf,0.5740878130369882,0.3406377737294457,0.3406377737294457,0.27456332067151185,0.4259121869630118,0.41482984756267316,0.2660864749950213,0.3954485200168478,0.40130922226634996,0.87817110599537,0.7804050612613282,inf,0.5740878130369882,0.3406377737294457,0.3406377737294457,0.6716217319175406,0.4259121869630118,0.41482984756267316
9.0,frobenius,bartlett,0.2985848333405079,0.34383680719880366,0.35520754423853473,0.004657230156385088,0.6688070343051847,inf,0.5641717936975785,0.34766051494168004,0.34766051494168004,0.2748491797567447,0.4358282063024215,0.4345114249256813,0.2985848333405079,0.3573577146151954,0.3534486469840646,0.800557658904167,0.6777211269266151,inf,0.5641717936975785,0.34766051494168004,0.34766051494167993,0.6783274088340704,0.4358282063024215,0.4345114249256813
9.0,frobenius,blackman,0.27242266379331653,0.36614606480063644,0.38738142921127194,0.004394913062561335,0.7975552445757176,inf,0.5693535388974927,0.3450107276749513,0.3450107276749513,0.2824701344256108,0.4306464611025073,0.41053282371817507,0.27242266379331653,0.3918235679947448,0.4028090658085179,0.8522611747549368,0.7755507282695097,inf,0.5693535388974927,0.34501072767495117,0.34501072767495117,0.6761617167053954,0.4306464611025073,0.41053282371817507
9.0,frobenius,flattop,0.27603843671887207,0.36185839009216,0.3941596250059817,0.006564285672104617,0.686191109500451,inf,0.5339986809418198,0.37370943034641557,0.37370943034641557,0.357244760897647,0.46600131905818015,0.45337213497090195,0.27603843671887207,0.37760788035088827,0.38326494539183825,0.8332681640400873,0.6736535956842413,inf,0.5339986809418198,0.37370943034641557,0.3737094303464155,0.7140684323649568,0.46600131905818015,0.45337213497090195
9.0,frobenius,hamming,0.2817483879133765,0.3479404590393088,0.3777532513987389,0.004818553570585825,0.7035418346951487,inf,0.5941926785833733,0.32313445106073635,0.32313445106073635,0.26348064660385334,0.4058073214166267,0.4200639001528033,0.2817483879133765,0.36517950292312523,0.380448313902719,0.8194155726310713,0.6861057868169672,inf,0.5941926785833733,0.32313445106073635,0.32313445106073635,0.6453382370314602,0.40580732141662673,0.4200639001528033
9.0,frobenius,tukey,0.312127929052742,0.3656820805904369,0.36492660505893953,0.004625782107410222,0.6865135992270356,inf,0.5642266776901118,0.35078437864228773,0.35078437864228773,0.26473826433171577,0.43577332230988813,0.4364387005731567,0.312127929052742,0.3625773057812854,0.3470862908364942,0.8217069219979914,0.710391230906955,inf,0.5642266776901118,0.35078437864228773,0.3507843786422877,0.6758895922005138,0.43577332230988813,0.4364387005731567
10.0,frobenius,ones,0.34212212178788126,0.30968218022489385,0.33411881618891204,0.005642947375034022,0.6801548810042444,inf,0.6138257159294812,0.3102857737795851,0.31028577377958505,0.2548495292982182,0.38617428407051885,0.41109678661306054,0.34212212178788126,0.3174062520808322,0.3264310862327355,0.730078373001125,0.6561633898191819,inf,0.6138257159294812,0.3102857737795851,0.31028577377958505,0.6252093920136453,0.3861742840705188,0.41109678661306054
10.0,frobenius,hanning,0.25914749273491355,0.40599874656954776,0.4246069629711106,0.0050596641317985904,0.8268005862906795,inf,0.5828662939745713,0.34092818120635876,0.3409281812063588,0.27896317688032096,0.4171337060254287,0.41526680020610707,0.25914749273491355,0.4126466619265261,0.43799482557979835,0.8968609288396423,0.7997708396319134,inf,0.5828662939745713,0.34092818120635876,0.3409281812063587,0.6724564993208837,0.4171337060254286,0.41526680020610707
