,Circuit Family,Circuit Name,timestamp_fgc,Position,sec_quench_number,min_time,max_time,min_amplitude,max_amplitude,dstd_max,dU_max,dU_min,dstd_mean,dstd_score_pos_15,dstd_score_elpos_15,dstd_score_pos_15_exp,dstd_score_elpos_15_exp,dstd_score_pos_15_tuk,dstd_score_elpos_15_tuk,wiggle_area_pos,wiggle_area_elpos
88,RB,RB.A34,1.61686556272e+18,A11R3,1.0,0.1039999999999992,1.9009999999999962,0.014329651333638171,0.015177032015971204,0.01893415117870634,0.028901100158691406,-0.06917476654052734,0.013340381458754148,0.9963083296661568,0.9878455378022905,1.026356258546931,0.924267034447783,0.9995800023848979,0.985835371020275,5.0,8.0
90,RB,RB.A34,1.61691728918e+18,A20R3,0.0,0.4,0.09599999999999997,0.16315230570341477,0.45875029187453453,1.187310958197594,0.2956504821777344,-5.158734321594238,1.1530237311490914,0.9905559437391637,0.9960957419132247,0.9918417576515888,0.9966313186404161,0.9932489314524775,0.9950340364506013,6.0,6.0
91,RB,RB.A34,1.61691728918e+18,B17L4,1.0,0.0,1.8999999999999986,0.08525591338707095,0.031154736777804892,0.021447335254384494,0.09712934494018555,-0.0464324951171875,0.00929206708364902,1.6408999930602046,0.883888621229645,1.6796579091937298,0.9006544602464002,1.606992277796105,0.9203049553818161,14.0,12.0
92,RB,RB.A34,1.61691728918e+18,B20R3,2.0,0.10200000000000387,1.8969999999999985,0.020127290089924976,0.030310249328612926,0.01950618226465972,0.037430763244628906,-0.061120033264160156,0.015146829836805707,0.9791308496597834,0.9973327027732135,1.0412503072620611,1.0139699285646098,0.9790279493548445,1.0060057483609994,7.0,9.0
93,RB,RB.A34,1.61691728918e+18,A17L4,3.0,0.30100000000000193,1.9000000000000057,0.029126077084927537,0.017927756180634802,0.027043871909978458,0.03932476043701172,-0.07580852508544922,0.022971858437611587,0.9742995532165316,1.0148536809489705,0.9383214761129195,1.014568014313904,0.9777026227120108,1.0194919308182873,15.0,15.0
94,RB,RB.A34,1.61691728918e+18,C20R3,4.0,0.09600000000000364,1.9000000000000057,0.029126077084927537,0.030198374310055343,0.023656342382989026,0.03932476043701172,-0.07580852508544922,0.017623800854962148,1.0033101500129007,1.04780392223198,1.0468626042304905,1.1924311456562724,0.9987506659406475,1.071417035378027,10.0,10.0
95,RB,RB.A34,1.61691728918e+18,A18L4,5.0,0.09799999999999898,1.9009999999999962,0.02151775360107422,0.017008716557302073,0.019574794495608124,0.033165931701660156,-0.06917476654052734,0.015811877127770872,0.9366205404378682,1.063835858800013,0.8677433085440468,1.0703521804701366,0.9457403947093752,1.063002768087787,10.0,8.0
97,RB,RB.A78,1.616939086e+18,B33L8,0.0,0.0,1.9009999999999962,0.04022917622014077,0.024571952066923863,0.027062377602098064,0.06348943710327148,-0.04832649230957031,0.0061593668699716515,0.8470777986246041,0.8699848545659432,0.8469169920891111,0.7190747965072218,0.9069220616096085,0.8222577342310509,8.0,6.0
98,RB,RB.A78,1.616939086e+18,C33L8,1.0,0.0,1.8960000000000008,0.030652311464018922,0.023338248398130368,0.018043372368375537,0.045485496520996094,-0.032217979431152344,0.004349934638070796,0.7364270267238318,0.754690872383561,0.8788115079937119,0.6639131870420638,0.776108169314571,0.7315283644792728,8.0,8.0
99,RB,RB.A78,1.616939086e+18,C32L8,2.0,0.19599999999999795,1.8969999999999914,0.019015108744303344,0.025806420644124195,0.014600008439649892,0.03127098083496094,-0.04358959197998047,0.010799381619771,0.95700987949159,0.9768226946615959,0.9119546736127496,0.94492706162066,0.9536848633349219,0.9709275892561867,9.0,8.0
101,RB,RB.A78,1.6169621744e+18,B28L8,0.0,0.5020000000000024,0.6000000000000014,0.15104867596375282,0.3295902672566866,0.09795127571308906,0.28285837173461914,-0.345400333404541,0.01810293007606276,2.162218177148426,2.0352155952830833,2.429102834277897,2.6613676871655776,2.439460494901873,2.252304490648174,33.0,21.0
102,RB,RB.A78,1.6169621744e+18,A28L8,1.0,0.10000000000000853,1.9000000000000057,0.0347407258899004,0.027684022259238716,0.025674923420919073,0.06159400939941406,-0.09428691864013672,0.017498439765522213,1.023989175642681,1.0076708741892209,1.1279342559551209,1.1133227474338345,1.0203811138172934,1.0621625647468222,10.0,9.0
103,RB,RB.A78,1.6169621744e+18,A29L8,2.0,0.0,1.7960000000000065,0.026946506500244105,0.024046681722005303,0.014579160280430277,0.04169464111328125,-0.029375076293945312,0.0040761895822196085,1.191126434183422,0.8125403465031094,2.1753142812018944,0.848419692973471,1.3345977073711375,0.8864551345951394,12.0,11.0
104,RB,RB.A78,1.6169621744e+18,B29L8,3.0,0.19599999999999795,1.899000000000001,0.017235307885496542,0.02723528714788026,0.01503236377260676,0.03127098083496094,-0.04453754425048828,0.010921757656749456,0.9755510791794969,1.0129013157363778,1.0208736781223586,1.0218383895874807,0.99181471805158,1.011124690243585,11.0,11.0
106,RB,RB.A34,1.61696569436e+18,A28L4,0.0,0.6000000000000014,1.8960000000000008,0.03536908989710508,0.02223069778341369,0.028232317466657345,0.04311561584472656,-0.08717918395996094,0.021505003435477916,0.9635088629237492,0.9746591218289111,0.9308665175947192,0.9402436136087085,0.9746622901735,0.9649520766214197,8.0,7.0
