,Unnamed: 0,n_components,beta_loss,f_window,cosine_dist,corrcoef,cophcorr_esim
93,93,15.0,frobenius,bartlett,0.4018471751425476,0.3506042290499649,0.8796366845896598
94,94,15.0,frobenius,blackman,0.4286916843170665,0.3419677482448498,0.9345728846894948
95,95,15.0,frobenius,flattop,0.3802870515827413,0.3489068764407007,0.9658117112036536
96,96,15.0,frobenius,hamming,0.3962158349754265,0.355204722375244,0.8712544521305716
97,97,15.0,frobenius,tukey,0.4020886491853845,0.3562590460905724,0.8455640661370853
98,98,16.0,frobenius,ones,0.2789658303428437,0.3824831592092895,0.8967364683901308
99,99,16.0,frobenius,hanning,0.422339578793332,0.3261761106821418,0.9586149869566568
100,100,16.0,frobenius,bartlett,0.3954102091515282,0.3509690916037131,0.8848678198765964
101,101,16.0,frobenius,blackman,0.4146543687452125,0.3328480751379212,0.9331041398584689
102,102,16.0,frobenius,flattop,0.4199581956186073,0.3478051321433405,0.968021144545048
103,103,16.0,frobenius,hamming,0.4166047450825599,0.3462870107548785,0.8816922662476541
104,104,16.0,frobenius,tukey,0.4029706115064588,0.3555391903271263,0.7781780614718699
105,105,17.0,frobenius,ones,0.3078092407393834,0.3805896534805866,0.9046176534141186
106,106,17.0,frobenius,hanning,0.4199230344134942,0.3281920919173802,0.9052157897820672
107,107,17.0,frobenius,bartlett,0.3926472480011742,0.3410018034247164,0.8829863922027479
108,108,17.0,frobenius,blackman,0.4284092806178698,0.3413704861622096,0.9456508999908274
109,109,17.0,frobenius,flattop,0.4250123215623873,0.3558293605312554,0.969211641445248
110,110,17.0,frobenius,hamming,0.4107126964083867,0.3437842406718161,0.8873459154371274
111,111,17.0,frobenius,tukey,0.3797268887610936,0.36184010575209,0.8030901247926975
112,112,18.0,frobenius,ones,0.3078297477171207,0.3586030276589735,0.9100836266107968
113,113,18.0,frobenius,hanning,0.4397544913668528,0.3270942517343249,0.8896278918057432
114,114,18.0,frobenius,bartlett,0.398133783567475,0.3425835837046198,0.901998216762612
115,115,18.0,frobenius,blackman,0.4147845226187391,0.3392608518611877,0.9449851397459028
116,116,18.0,frobenius,flattop,0.4113913229432803,0.355841279238643,0.970131301259793
117,117,18.0,frobenius,hamming,0.4066121625384201,0.3514718983471962,0.891649483447149
118,118,18.0,frobenius,tukey,0.3943008142607087,0.3517188741032509,0.8169717518690135
119,119,19.0,frobenius,ones,0.3213400575984407,0.3617837792306611,0.9180799480512744
120,120,19.0,frobenius,hanning,0.4362208940206706,0.3301847868062503,0.883395242364127
121,121,19.0,frobenius,bartlett,0.4130363157536004,0.337852134842086,0.8976409249705917
122,122,19.0,frobenius,blackman,0.4306248215935845,0.3389086050211167,0.8781033374125371
123,123,19.0,frobenius,flattop,0.3987767967320791,0.3477316030275902,0.9714646945178126
124,124,19.0,frobenius,hamming,0.4255108740289492,0.3460399619587931,0.9027188047381774
125,125,19.0,frobenius,tukey,0.3890141915827241,0.3551257295549711,0.8369546836000686
126,126,20.0,frobenius,ones,0.3203289725985679,0.364597014359057,0.9154912097605964
127,127,20.0,frobenius,hanning,0.4325217240376351,0.3394503950656746,0.8883956456493699
128,128,20.0,frobenius,bartlett,0.4201717110583138,0.3415687333175388,0.9157550728911144
129,129,20.0,frobenius,blackman,0.4382649754607478,0.3323739816909439,0.8740902251744961
130,130,20.0,frobenius,flattop,0.4129458203897606,0.3468012258864006,0.9726325487244428
131,131,20.0,frobenius,hamming,0.3701143729737609,0.3495017092767554,0.906588414869931
132,132,20.0,frobenius,tukey,0.3750234186574018,0.3550410702083115,0.8466391053561115
133,133,2.0,kullback-leibler,ones,0.0600866907184466,0.6798432294733165,
134,134,2.0,kullback-leibler,hanning,0.0632405932767353,0.6765088394555878,
135,135,2.0,kullback-leibler,bartlett,0.0685619973966246,0.6801188310226172,
136,136,2.0,kullback-leibler,blackman,0.0690209654396313,0.6677544384354384,
137,137,2.0,kullback-leibler,flattop,0.0741957356599818,0.6478647608450007,
138,138,2.0,kullback-leibler,hamming,0.0596476069319384,0.6784771069165304,
139,139,2.0,kullback-leibler,tukey,0.0563281452531242,0.697520617250302,
140,140,3.0,kullback-leibler,ones,0.1702915075995994,0.5514308990314821,0.890514033466158
141,141,3.0,kullback-leibler,hanning,0.19542241114592,0.5017305883978564,0.987951950843248
142,142,3.0,kullback-leibler,bartlett,0.1783699817572757,0.5006978605197165,0.7122063155156897
143,143,3.0,kullback-leibler,blackman,0.1961197954486088,0.4948014007511004,0.554678658688421
144,144,3.0,kullback-leibler,flattop,0.1851696865636286,0.4941039917770927,0.987562555054453
145,145,3.0,kullback-leibler,hamming,0.1929345715114268,0.4985267545260287,0.8244721931691791
146,146,3.0,kullback-leibler,tukey,0.1268135088045087,0.5403519601817351,0.992740135255686
147,147,4.0,kullback-leibler,ones,0.2241532885627645,0.4557636391771612,0.9363433659270322
148,148,4.0,kullback-leibler,hanning,0.2106589382384194,0.4304125985313677,0.9187023279237302
149,149,4.0,kullback-leibler,bartlett,0.2251004807601498,0.4283780664737721,0.8789897248576541
150,150,4.0,kullback-leibler,blackman,0.220220234762692,0.4258735832170195,0.9428292105986898
151,151,4.0,kullback-leibler,flattop,0.1938953176295434,0.4222052338509043,0.9131929345148048
152,152,4.0,kullback-leibler,hamming,0.2032079352156354,0.4274187046921532,0.8571963104128618
153,153,4.0,kullback-leibler,tukey,0.2086952605941429,0.4356113412865345,0.9424083832571736
154,154,5.0,kullback-leibler,ones,0.2356999368309675,0.4699418061672664,0.9576470993140678
155,155,5.0,kullback-leibler,hanning,0.2538996868335941,0.3816874372582662,0.8484572158728824
156,156,5.0,kullback-leibler,bartlett,0.3297600762331238,0.3697947789288926,0.899173151470715
157,157,5.0,kullback-leibler,blackman,0.2763712741773729,0.3955664490125228,0.9535374514947934
158,158,5.0,kullback-leibler,flattop,0.3203612027828812,0.3958956045603976,0.9398418435265344
159,159,5.0,kullback-leibler,hamming,0.2353301798825781,0.3810598114591546,0.8300778014505229
160,160,5.0,kullback-leibler,tukey,0.3140948729600369,0.4173436827098389,0.9283577963254748
161,161,6.0,kullback-leibler,ones,0.2490230459599404,0.4685681891377144,0.9172442763000356
162,162,6.0,kullback-leibler,hanning,0.292628695614383,0.3775152072900161,0.9159387191115808
163,163,6.0,kullback-leibler,bartlett,0.3188441758132009,0.3733167015783448,0.8954145678848741
164,164,6.0,kullback-leibler,blackman,0.3743333686972522,0.3835529445037375,0.852125098757285
165,165,6.0,kullback-leibler,flattop,0.3370857813373411,0.4007664773880811,0.849580775416123
166,166,6.0,kullback-leibler,hamming,0.340094662263306,0.3797465116267832,0.8683131535528755
167,167,6.0,kullback-leibler,tukey,0.325768415610829,0.3884066608813037,0.8600253199003114
168,168,7.0,kullback-leibler,ones,0.2554058171791756,0.4739555329062289,0.9409308888416232
169,169,7.0,kullback-leibler,hanning,0.344820419800956,0.375619329810853,0.8033762091444404
170,170,7.0,kullback-leibler,bartlett,0.3600398072162718,0.3521480159407876,0.8339615824151275
171,171,7.0,kullback-leibler,blackman,0.352322021231049,0.3594486555210087,0.7584196255396741
172,172,7.0,kullback-leibler,flattop,0.3552560570844238,0.382414371375344,0.8303365633890611
173,173,7.0,kullback-leibler,hamming,0.3614138855266777,0.3719005331386136,0.8796661088126136
174,174,7.0,kullback-leibler,tukey,0.374780778922399,0.3880573701688494,0.8597514450731735
175,175,8.0,kullback-leibler,ones,0.2825250679178842,0.4310616573467289,0.8150680608765085
176,176,8.0,kullback-leibler,hanning,0.3715448328934824,0.3464979743729266,0.7875505270922827
177,177,8.0,kullback-leibler,bartlett,0.3557837550819717,0.3678603245343017,0.8737843431902955
178,178,8.0,kullback-leibler,blackman,0.3585691076712193,0.3479287279507173,0.810426398191281
179,179,8.0,kullback-leibler,flattop,0.3530595930043035,0.3687270101484474,0.8141684984175785
180,180,8.0,kullback-leibler,hamming,0.408452250033479,0.3459105843741205,0.8760554507401774
181,181,8.0,kullback-leibler,tukey,0.3958513254608408,0.3486575508266253,0.8566399292624913
182,182,9.0,kullback-leibler,ones,0.3180902578407925,0.4140782521209143,0.765168723747228
183,183,9.0,kullback-leibler,hanning,0.3810167167458022,0.339984393139232,0.8441533326079175
184,184,9.0,kullback-leibler,bartlett,0.4072789184076851,0.3662425800823414,0.9024234186215764
185,185,9.0,kullback-leibler,blackman,0.3706324212993222,0.366559828879384,0.8204656609741859
186,186,9.0,kullback-leibler,flattop,0.3737563615568106,0.36793096365739,0.8135457026446249
187,187,9.0,kullback-leibler,hamming,0.3859299587314517,0.3363017032432304,0.8911965839460341
188,188,9.0,kullback-leibler,tukey,0.4037429485389719,0.3503302888863907,0.8133609085182112
189,189,10.0,kullback-leibler,ones,0.3419256567684292,0.4173509238935331,0.7825755790599888
190,190,10.0,kullback-leibler,hanning,0.4158609598661263,0.3403106502223718,0.8325017458623699
191,191,10.0,kullback-leibler,bartlett,0.3697985572063132,0.3462193919994999,0.9096327367807991
192,192,10.0,kullback-leibler,blackman,0.36173827765762,0.3640473437602951,0.8047968324784919
193,193,10.0,kullback-leibler,flattop,0.3758831627202456,0.3659272984647927,0.8318603058951111
194,194,10.0,kullback-leibler,hamming,0.4329467433840658,0.3429360623619042,0.9254300218120788
195,195,10.0,kullback-leibler,tukey,0.4223287870592742,0.3424259247018489,0.8448405057804159
196,196,11.0,kullback-leibler,ones,0.3789991813954032,0.4129042987460643,0.7825824247895082
197,197,11.0,kullback-leibler,hanning,0.4355289403043062,0.3472674532912536,0.8637455699232526
198,198,11.0,kullback-leibler,bartlett,0.4111307520999266,0.3625303831205049,0.8315268866493648
199,199,11.0,kullback-leibler,blackman,0.4036821730891634,0.354840007744105,0.7688510925790933
200,200,11.0,kullback-leibler,flattop,0.3895528499953895,0.3647651677555008,0.8714882196709532
201,201,11.0,kullback-leibler,hamming,0.4001242734606517,0.3442728082560184,0.8693768694257094
202,202,11.0,kullback-leibler,tukey,0.3810292287692629,0.3340089424775029,0.8665823542379734
203,203,12.0,kullback-leibler,ones,0.3652563821352723,0.4023001963805648,0.8291578045583111
204,204,12.0,kullback-leibler,hanning,0.4191601539589235,0.3396813576405997,0.872462258986827
205,205,12.0,kullback-leibler,bartlett,0.4040296250191501,0.3602571233118155,0.8114286956495302
206,206,12.0,kullback-leibler,blackman,0.4051886300925174,0.3530103116368099,0.7514085069919115
207,207,12.0,kullback-leibler,flattop,0.3668577145241449,0.3611378958899998,0.8759075182890077
208,208,12.0,kullback-leibler,hamming,0.4297183835885823,0.3501877891565112,0.8635702366248178
209,209,12.0,kullback-leibler,tukey,0.405842584676897,0.3424787060471994,0.6790578226661905
210,210,13.0,kullback-leibler,ones,0.3373836182437858,0.4082886959304861,0.8281822770738357
211,211,13.0,kullback-leibler,hanning,0.4039877441000025,0.3362748187230174,0.8643000349234886
212,212,13.0,kullback-leibler,bartlett,0.4259339515478272,0.3536609677871859,0.8502428326529369
213,213,13.0,kullback-leibler,blackman,0.4478090188936757,0.3596802230902429,0.7276401817960036
214,214,13.0,kullback-leibler,flattop,0.4134128266578408,0.3600574734127795,0.8807788471963468
215,215,13.0,kullback-leibler,hamming,0.4427114538725891,0.3510873319643586,0.8360321516164395
216,216,13.0,kullback-leibler,tukey,0.4011304693030758,0.337739778590477,0.7711051622989532
217,217,14.0,kullback-leibler,ones,0.3353384539546615,0.3772291552410242,0.808128929628637
218,218,14.0,kullback-leibler,hanning,0.4343006327355905,0.3290288189814537,0.8772596559149998
219,219,14.0,kullback-leibler,bartlett,0.3874472167314215,0.3484905091027767,0.8450402678952611
220,220,14.0,kullback-leibler,blackman,0.4288102439607466,0.3594853983737882,0.7708376175205838
221,221,14.0,kullback-leibler,flattop,0.3967195164626533,0.3694382584859162,0.8685522966071589
222,222,14.0,kullback-leibler,hamming,0.4205079346046216,0.3470796910726157,0.8396357473190985
223,223,14.0,kullback-leibler,tukey,0.4314327751199861,0.3273749156863815,0.785363976675089
224,224,15.0,kullback-leibler,ones,0.3363063866538514,0.3808762648614736,0.8176838885681361
225,225,15.0,kullback-leibler,hanning,0.4507439997163248,0.3418234655868754,0.8236277703289692
226,226,15.0,kullback-leibler,bartlett,0.4308812911841233,0.3419089871827457,0.8255936942410065
227,227,15.0,kullback-leibler,blackman,0.3997979234907289,0.366939358103555,0.8034139767963303
228,228,15.0,kullback-leibler,flattop,0.4206005849000046,0.3761852605635329,0.8897767890532549
229,229,15.0,kullback-leibler,hamming,0.4394645566097587,0.3464990924922259,0.8489424342221946
230,230,15.0,kullback-leibler,tukey,0.4385269881762832,0.3289587959935011,0.8148572351811517
231,231,16.0,kullback-leibler,ones,0.3167617890130404,0.3818604703491793,0.7690093463406779
232,232,16.0,kullback-leibler,hanning,0.4137273266212828,0.340586661961182,0.8241619927185079
233,233,16.0,kullback-leibler,bartlett,0.4398290400039284,0.333769694709548,0.8294715405720053
234,234,16.0,kullback-leibler,blackman,0.4219264999717101,0.3668892461881272,0.8222521648013833
235,235,16.0,kullback-leibler,flattop,0.401503439183837,0.3837136150561864,0.8983833627826036
236,236,16.0,kullback-leibler,hamming,0.4017808541352757,0.3405313002444233,0.8584319979538806
237,237,16.0,kullback-leibler,tukey,0.4286464214744064,0.3401299244689415,0.7946923612802947
238,238,17.0,kullback-leibler,ones,0.3599622115673958,0.3705807260121924,0.80485949136074
239,239,17.0,kullback-leibler,hanning,0.4623280716136374,0.3350672697435827,0.8267996496605875
240,240,17.0,kullback-leibler,bartlett,0.4359871176533889,0.34036887762704,0.8245231823306144
241,241,17.0,kullback-leibler,blackman,0.417159563488791,0.3667316829463647,0.8369729070857533
242,242,17.0,kullback-leibler,flattop,0.4304854248754892,0.3897607951010703,0.9083751859258452
243,243,17.0,kullback-leibler,hamming,0.4196234132529725,0.3410969846685314,0.8230127362694143
244,244,17.0,kullback-leibler,tukey,0.4529697861198403,0.3409408402492909,0.7806667226974776
245,245,18.0,kullback-leibler,ones,0.3934033192859647,0.3533557301516225,0.8078240723354039
246,246,18.0,kullback-leibler,hanning,0.4687872049791778,0.3336450018830151,0.8071968020360055
247,247,18.0,kullback-leibler,bartlett,0.4777611771733575,0.3436658735714774,0.8609946029021669
248,248,18.0,kullback-leibler,blackman,0.4716093261373758,0.3643028305116447,0.8424662053593137
249,249,18.0,kullback-leibler,flattop,0.4437572511728529,0.3871826407913143,0.8937265039850824
250,250,18.0,kullback-leibler,hamming,0.4388989622479802,0.3401925811324615,0.8377667914725097
251,251,18.0,kullback-leibler,tukey,0.4334288118942347,0.3364647994871981,0.6989953490654796
252,252,19.0,kullback-leibler,ones,0.3649419949360895,0.3596548953318272,0.7812927840537648
253,253,19.0,kullback-leibler,hanning,0.4371880962960861,0.3346392353984914,0.7954148516331755
254,254,19.0,kullback-leibler,bartlett,0.4601958496938056,0.3371779612140888,0.8852728335678189
255,255,19.0,kullback-leibler,blackman,0.4277830743962478,0.3689521309965078,0.8468242105301216
256,256,19.0,kullback-leibler,flattop,0.4324152514533574,0.3959023117367847,0.9086331288425086
257,257,19.0,kullback-leibler,hamming,0.4259984970367403,0.3374955991296709,0.8429531640309342
258,258,19.0,kullback-leibler,tukey,0.4349796860195245,0.3432374498199048,0.7009762441791193
259,259,20.0,kullback-leibler,ones,0.3557125235328107,0.3634495042730077,0.7921063246418901
260,260,20.0,kullback-leibler,hanning,0.4516969213428334,0.3379410145671077,0.8399060970058015
261,261,20.0,kullback-leibler,bartlett,0.464250574719941,0.3411640615869036,0.8755332601581491
262,262,20.0,kullback-leibler,blackman,0.4492716198154563,0.3711648976088672,0.8652198715268496
263,263,20.0,kullback-leibler,flattop,0.4335781957714315,0.4033050928687644,0.914311747380266
264,264,20.0,kullback-leibler,hamming,0.4752122176605227,0.3396925186708299,0.8497519110145825
265,265,20.0,kullback-leibler,tukey,0.4573674703669269,0.34333947460144,0.6941872118219149
266,266,2.0,itakura-saito,ones,,,
0,0,2.0,itakura-saito,ones,0.0232356997454368,0.5848186357102889,
1,1,2.0,itakura-saito,hanning,0.0426921106134192,0.6698710930359482,
2,2,2.0,itakura-saito,bartlett,0.0418704627602553,0.6040094767147628,
3,3,2.0,itakura-saito,blackman,0.0707556643196095,0.7716416576337705,
4,4,2.0,itakura-saito,flattop,0.085994345202075,0.6152788369373461,
5,5,2.0,itakura-saito,hamming,0.0380595099996297,0.62197490862741,
6,6,2.0,itakura-saito,tukey,0.0350809480337071,0.5831080035353605,
7,7,3.0,itakura-saito,ones,0.1508009031153544,0.4760821338182215,0.9999457751893244
8,8,3.0,itakura-saito,hanning,0.1990657966901959,0.4251720079705309,0.9954738569824634
9,9,3.0,itakura-saito,bartlett,0.1720364996818768,0.4208826461463022,0.9925304693135952
10,10,3.0,itakura-saito,blackman,0.2052769085616816,0.4062716210019068,0.9981487277959292
11,11,3.0,itakura-saito,flattop,0.2037683260299225,0.3793791706182075,0.997017165728353
12,12,3.0,itakura-saito,hamming,0.1488693860917668,0.4221735429686105,0.9910742741442876
13,13,3.0,itakura-saito,tukey,0.0630976838032884,0.4044581736966239,0.9691642959026676
14,14,4.0,itakura-saito,ones,0.2060675377326994,0.4301744075721842,0.823707205237147
15,15,4.0,itakura-saito,hanning,0.2670447358772297,0.4046126646993843,0.9256821073507566
16,16,4.0,itakura-saito,bartlett,0.2642756592059614,0.4041214000187014,0.8989064229171345
17,17,4.0,itakura-saito,blackman,0.240232884587142,0.400885056999623,0.9588315828301665
18,18,4.0,itakura-saito,flattop,0.1989485458455127,0.3777329441497026,0.965092464342974
19,19,4.0,itakura-saito,hamming,0.2539992514799281,0.4058390834035635,0.8885945309389703
20,20,4.0,itakura-saito,tukey,0.3116755024893236,0.400969396337829,0.8405820182059797
21,21,5.0,itakura-saito,ones,0.2569195378805538,0.4026962068566909,0.8785421653434402
22,22,5.0,itakura-saito,hanning,0.3205319875456033,0.3958032936393756,0.9566245025302126
23,23,5.0,itakura-saito,bartlett,0.3078038052057388,0.3912438231802572,0.8879708113462305
24,24,5.0,itakura-saito,blackman,0.2759804081133211,0.3892628580595428,0.972769670910336
25,25,5.0,itakura-saito,flattop,0.3197700260874402,0.3755772761246668,0.9252424847358278
26,26,5.0,itakura-saito,hamming,0.2994818162560775,0.3954713255928885,0.9328062388988422
27,27,5.0,itakura-saito,tukey,0.3294375148795628,0.3873791601505482,0.903271783685626
28,28,6.0,itakura-saito,ones,0.3222661159730982,0.3916207217136668,0.9426992679274324
29,29,6.0,itakura-saito,hanning,0.3768702013830362,0.3314958385094973,0.974043401596041
30,30,6.0,itakura-saito,bartlett,0.414311927553942,0.34530466370788,0.9499209489747578
31,31,6.0,itakura-saito,blackman,0.3036925637290842,0.351029116331967,0.979273607169524
32,32,6.0,itakura-saito,flattop,0.3148235002374737,0.3693734502359525,0.9608097377824923
33,33,6.0,itakura-saito,hamming,0.340523800638811,0.3879552030590493,0.9437515249235828
34,34,6.0,itakura-saito,tukey,0.3651177378855448,0.3567974290860543,0.9234338880996248
35,35,7.0,itakura-saito,ones,0.3906922314881484,0.3941886767900254,0.9874674800990618
36,36,7.0,itakura-saito,hanning,0.3712013404722341,0.3348054217347839,0.9402852298812526
37,37,7.0,itakura-saito,bartlett,0.431011967271743,0.3534891858276999,0.8830493210927015
38,38,7.0,itakura-saito,blackman,0.4363897989598276,0.3347383194104789,0.9850653863477298
39,39,7.0,itakura-saito,flattop,0.4020498152643676,0.3785262000142293,0.9031147143059096
40,40,7.0,itakura-saito,hamming,0.3881801994407118,0.3715809217815637,0.8760733340993049
41,41,7.0,itakura-saito,tukey,0.4031997955691953,0.3349305987832192,0.9565451695170234
42,42,8.0,itakura-saito,ones,0.4193588039807976,0.3573097562933913,0.981989858771303
