n_components,beta_loss,f_window,weights_cosine,weights_euclidean,weights_sqeuclidean,weights_seuclidean,weights_correlation,weights_jensenshannon,weights_chebyshev,weights_canberra,comp_cosine,comp_euclidean,comp_sqeuclidean,comp_seuclidean,comp_correlation,comp_jensenshannon,comp_chebyshev,comp_canberra,weights_norm_cosine,weights_norm_euclidean,weights_norm_sqeuclidean,weights_norm_seuclidean,weights_norm_correlation,weights_norm_jensenshannon,weights_norm_chebyshev,weights_norm_canberra,comp_norm_cosine,comp_norm_euclidean,comp_norm_sqeuclidean,comp_norm_seuclidean,comp_norm_correlation,comp_norm_jensenshannon,comp_norm_chebyshev,comp_norm_canberra
2.0,frobenius,ones,0.9999999999999993,0.12553245282292444,0.009228308814284263,17.824082781027627,2.0,inf,0.06669758613526153,2.0,0.9999999844677693,2.533878752733577,6.420541533554667,15.948284147530684,2.0,0.8325545216673518,2.0525195399317178,1.999999976431485,1.0,1.414213562373095,1.8591574326638467,5.368772185883824,2.0,inf,1.0,2.0,0.9999999844677693,1.4142135513901493,1.9999999689355386,8.542261454320837,2.0,0.8325545216673518,0.9999999991781464,1.9999999689355388
2.0,frobenius,hanning,1.0,0.04781446429996572,0.0027244117999780143,16.636367503591458,2.0,inf,0.10264921435652932,2.0,0.9999997806052834,2.670025083546324,7.129033946766554,14.492805674827462,2.0,0.8325534973870639,2.1604636047246455,1.9999995812678473,0.9763088820958693,1.4132736553863174,1.8390994410373622,4.873576185550384,2.0,inf,1.0,2.0,0.9999997806052834,1.4142134072375945,1.9999995612105665,8.127568530441215,2.0,0.8325534973870639,0.9999999428319194,1.9999995612106258
2.0,frobenius,bartlett,0.9774793413981782,0.11514412047112375,0.005974809608334462,17.47806053100721,2.0,inf,0.0938394785270339,2.0,0.9999998788101886,2.666681951491091,7.111192630408332,14.973313189245271,2.0,0.8325539704378291,2.1538361764164082,1.9999997549982556,0.9931596341164217,1.414213562372482,1.968190426413625,4.946259192375633,2.0,inf,1.0,2.0,0.9999998788101886,1.4142134766789551,1.9999997576203774,8.163904066708275,2.0,0.8325539704378291,0.9999999489617311,1.9999997576203923
2.0,frobenius,blackman,0.9788331289895528,0.07670620760771216,0.07319186305216792,23.51558879582075,2.0,inf,0.05397614423670392,2.0,0.9999988461450559,2.686292641421789,7.216168155356852,13.900453175966394,2.0,0.8325492959075755,2.1930270880959846,1.9999977455697413,0.9606695464780244,1.3688014825753059,1.9754404785566715,4.783621025143205,2.0,inf,1.0,2.0,0.9999988461450559,1.4142127464742043,1.9999976922901117,8.037784817136771,2.0,0.8325492959075755,0.9999995512512787,1.999997692291509
2.0,frobenius,flattop,0.9994418587089232,0.1987929839326177,0.011185360871025528,17.04843332269444,2.0,inf,0.055368795757362116,2.0,0.999952802859563,2.813066841866143,7.913345056806756,11.465020527543803,2.0,0.8323988028665733,2.42214577341995,1.9999058236511473,0.9952190883676321,1.4102030497002835,1.9999999999999756,4.572418112231387,2.0,inf,0.9999545799692351,2.0,0.999952802859563,1.4141801885612477,1.999905605719126,7.871731349235778,2.0,0.8323988028665733,0.9999997579822093,1.9999056101288082
2.0,frobenius,hamming,0.9899389781490451,0.06184020461228195,0.015366339656834276,16.72719361922051,2.0,inf,0.023562757206756563,2.0,0.9999998191712364,2.6730291867528915,7.145085033232824,14.920271401096374,2.0,0.8325536826359387,2.1606048125981063,1.9999996482093876,0.9957285144886043,1.4142135623730951,1.9625083181605092,4.835459082100591,2.0,inf,1.0,2.0,0.9999998191712364,1.414213434507844,1.9999996383424725,8.157546752724361,2.0,0.8325536826359387,0.9999999527648721,1.9999996383425127
2.0,frobenius,tukey,0.9736800507204624,0.11594624366718556,0.00336885782571106,23.920935853965773,2.0,inf,0.03610491494563441,2.0,0.9999998542081249,2.619822473388839,6.8634697920732135,15.365962024286345,2.0,0.8325538750697755,2.1037600422894176,1.9999997110693915,1.0,1.4142135623730951,1.9475572688283058,4.797606013022917,2.0,inf,1.0,2.0,0.9999998542081249,1.4142134592826678,1.99999970841625,8.315625067665326,2.0,0.8325538750697755,0.9999999979872928,1.9999997084162913
3.0,frobenius,ones,0.9952056110115288,0.07417280198757156,0.0015231459071358825,27.332130995957268,1.999999999982042,inf,0.11742995407501133,3.0,0.9999208146800624,2.844917364545254,8.093554811091114,16.876733841442245,1.9999834710379139,0.8292815331758446,2.3793354861485723,2.994535433356998,0.9787596803822852,1.4142135623730951,1.9931719161553798,5.589862816563099,1.999999998877286,inf,0.9991685539976227,3.0,0.9999208146800624,1.4141575687879073,1.9998416293601249,10.332001069070051,1.9999834710379139,0.8292815331758446,0.9999899080291602,2.9832022398062756
3.0,frobenius,hanning,0.9932671716512546,0.10215318189407473,0.013166603171251422,22.225087134839065,1.9999999999817177,inf,0.11107621201933457,3.0,0.9999950001537398,2.7563340963847454,7.597377650893111,14.546065091743264,1.9998116904062173,0.831639066762576,2.2384783432452373,2.997244047034402,0.96387543810177,1.3897583786625787,1.9716079725624258,4.977214971155017,1.9999999993408057,inf,1.0,3.0,0.9999950001537398,1.4142100269434803,1.9999900003074793,8.401261088744056,1.9998116904062173,0.831639066762576,0.9999985124204149,2.996555627246828
3.0,frobenius,bartlett,0.9939450096634111,0.1663635620358142,0.004360569005895577,27.929849932356053,1.999999996962011,inf,0.04855508276084955,3.0,0.9999849945644531,2.7617301310021927,7.627153316485387,15.059454246452242,1.9999968764524183,0.8312466423213288,2.237326048865825,2.9983000107737174,0.997269368568031,1.412154297172387,1.9442858186946168,4.862113313542127,1.9999999999650564,inf,0.9993473797445985,3.0,0.9999849945644531,1.4142029518880612,1.999969989128906,8.33904054687468,1.999996876452418,0.8312466423213288,0.9999989808414641,2.9971117278940467
