,Circuit Family,Circuit Name,timestamp_fgc,Position,sec_quench_number,dstd_score
524,RB,RB.A34,1.61884893692e+18,A34R3,4,1.080049041955053
2653,RB,RB.A81,1.62995619544e+18,A34R8,3,1.0795260978827876
1761,RB,RB.A56,1.6224815233e+18,A29R5,2,1.078903431234822
1314,RB,RB.A45,1.62123043182e+18,A30L5,3,1.0788656374885754
710,RB,RB.A45,1.6194583526e+18,B29R4,0,1.0788151857438502
1592,RB,RB.A12,1.62196404196e+18,B32L2,11,1.0786190492820713
2488,RB,RB.A81,1.62879411076e+18,C24L1,2,1.0784913006238968
800,RB,RB.A45,1.61967755842e+18,C26R4,2,1.077731619730662
2056,RB,RB.A56,1.62515173376e+18,B20R5,3,1.0776236712439438
1111,RB,RB.A12,1.62074324106e+18,C25L2,2,1.077509818791604
1596,RB,RB.A23,1.62196963518e+18,C22R2,2,1.0775039557987933
1875,RB,RB.A56,1.62308750276e+18,B18R5,0,1.0774921664534327
3,RB,RB.A78,1.61521074742e+18,B18R7,0,1.0774837277264595
2009,RB,RB.A56,1.62446626748e+18,A25R5,2,1.0774240897681786
401,RB,RB.A78,1.61846389218e+18,A15L8,4,1.0771291442629012
966,RB,RB.A45,1.6202328738e+18,B34R4,6,1.0762422607897062
1910,RB,RB.A56,1.62358574674e+18,A17L6,1,1.0761483999368193
814,RB,RB.A12,1.61973014052e+18,C26L2,2,1.075812663153121
1743,RB,RB.A45,1.62243987524e+18,C17R4,0,1.0756381734932408
1795,RB,RB.A12,1.6226521232e+18,C18R1,5,1.075596317097347
2291,RB,RB.A81,1.62792132294e+18,A32L1,1,1.0755054482599853
2069,RB,RB.A56,1.62523806712e+18,B13L6,0,1.0753588988113434
2333,RB,RB.A67,1.62814352642e+18,C12R6,1,1.0752366564901261
2722,RB,RB.A23,1.6364444896e+18,C20R2,5,1.0748946910225565
1697,RB,RB.A12,1.6223076562e+18,A20L2,5,1.0743160290233327
1158,RB,RB.A45,1.62083912352e+18,A17L5,2,1.0741038852341191
1421,RB,RB.A56,1.62157425466e+18,C14R5,1,1.072933598925168
186,RB,RB.A78,1.6174310013e+18,C20R7,6,1.0727286721390634
575,RB,RB.A45,1.61909545894e+18,A32L5,0,1.0725337004590831
2335,RB,RB.A81,1.62814112252e+18,B28L1,0,1.072123998801917
1969,RB,RB.A56,1.62417411978e+18,A18L6,0,1.0717047649664388
2130,RB,RB.A67,1.6266719382e+18,C17R6,1,1.0716987617391267
1468,RB,RB.A12,1.62169311732e+18,B18R1,0,1.0715479067960927
1917,RB,RB.A56,1.62364836964e+18,C13L6,0,1.0698115634686614
2561,RB,RB.A81,1.62926484698e+18,C33L1,2,1.0694623827731444
110,RB,RB.A78,1.61699758034e+18,B27L8,0,1.069053783080602
1790,RB,RB.A12,1.6226521232e+18,B17R1,0,1.0688345250302937
2422,RB,RB.A67,1.6284876573e+18,C14R6,1,1.0684850864459476
987,RB,RB.A45,1.62032671274e+18,A8L5,0,1.0681891841163826
2317,RB,RB.A67,1.62805642274e+18,C34R6,1,1.067686061765166
2686,RB,RB.A78,1.63609411936e+18,A20R7,1,1.0676263306422105
1265,RB,RB.A12,1.62110546836e+18,A14L2,0,1.0672638536906895
2337,RB,RB.A81,1.62814112252e+18,A29L1,2,1.0666264359111
2626,RB,RB.A81,1.62973845676e+18,A9L1,1,1.066251943335916
2473,RB,RB.A81,1.628746686e+18,B22L1,0,1.066231011480848
2667,RB,RB.A78,1.63587255836e+18,C27R7,1,1.0661268965089514
1824,RB,RB.A12,1.6227907995e+18,A10L2,0,1.0659150442587537
2596,RB,RB.A81,1.62940104852e+18,B28L1,0,1.0658624973831174
400,RB,RB.A78,1.61846389218e+18,B13L8,3,1.0652690382455703
2571,RB,RB.A67,1.62929368622e+18,A18R6,2,1.0650399193546094
565,RB,RB.A45,1.6190711236e+18,C12R4,0,1.0647411940802864
194,RB,RB.A78,1.61746538778e+18,A28R7,6,1.0647012950612178
358,RB,RB.A34,1.61832775692e+18,B23L4,0,1.0645778492034343
2251,RB,RB.A67,1.62762492722e+18,C18R6,3,1.064277717376103
2278,RB,RB.A81,1.62782247472e+18,B12L1,0,1.0640355085383468
532,RB,RB.A34,1.61889651096e+18,C28R3,1,1.0639163492919461
1367,RB,RB.A45,1.62144428152e+18,B31L5,3,1.0635120983442001
2644,RB,RB.A81,1.62991172566e+18,C21L1,2,1.0628594690093285
2081,RB,RB.A56,1.62550732592e+18,C17R5,1,1.0626283551695472
907,RB,RB.A12,1.62002687264e+18,A24R1,1,1.0625033190258764
788,RB,RB.A12,1.61964247152e+18,C30R1,0,1.0623257238364212
302,RB,RB.A34,1.61798392018e+18,B13R3,3,1.0622006574112621
22,RB,RB.A78,1.6154439887e+18,B27L8,0,1.0612884416567705
16,RB,RB.A78,1.61536340226e+18,A27L8,2,1.0609274313363237
803,RB,RB.A34,1.61968209978e+18,B21L4,0,1.0604977695232216
850,RB,RB.A34,1.61985050128e+18,B17R3,3,1.0601433547640726
1064,RB,RB.A23,1.62058626384e+18,A12L3,1,1.06004178822707
2373,RB,RB.A81,1.62831614488e+18,C17R8,1,1.0600094638637538
1842,RB,RB.A12,1.6228215645e+18,B8L2,2,1.059351676030477
920,RB,RB.A34,1.62010548336e+18,B12L4,1,1.0593483962710626
595,RB,RB.A78,1.61915507402e+18,C29R7,2,1.0590507604040997
193,RB,RB.A78,1.61746538778e+18,C28R7,5,1.0585564813175887
683,RB,RB.A45,1.61936977466e+18,A30L5,0,1.058454393890457
82,RB,RB.A78,1.616826883e+18,A21R7,8,1.0581413142077114
2067,RB,RB.A56,1.62520437216e+18,B16L6,4,1.0580391781830987
2308,RB,RB.A81,1.62800780888e+18,A17L1,2,1.0579006554241834
2548,RB,RB.A81,1.62918089154e+18,C22L1,2,1.057536109073026
1476,RB,RB.A56,1.62170398598e+18,A32R5,2,1.0568543869013622
2654,RB,RB.A81,1.62995619544e+18,A34L1,4,1.0563621930148277
1492,RB,RB.A23,1.621774006e+18,A28L3,0,1.0563189817936554
2429,RB,RB.A67,1.62853565468e+18,B18R6,3,1.0552258335347997
1716,RB,RB.A45,1.62235682242e+18,C34R4,2,1.0546515633305171
995,RB,RB.A12,1.62033270758e+18,B17R1,0,1.0544131305483175
1021,RB,RB.A45,1.62045103434e+18,B19L5,0,1.054031868724577
1142,RB,RB.A12,1.6208315565e+18,C34L2,1,1.0536439291565938
119,RB,RB.A34,1.6170812529e+18,C29L4,1,1.0535769372932695
463,RB,RB.A78,1.61867458034e+18,A21R7,4,1.0534217784813416
1259,RB,RB.A23,1.6210889377e+18,C33L3,2,1.0532889445833238
1972,RB,RB.A56,1.62417411978e+18,B19L6,3,1.0530754073859523
2061,RB,RB.A56,1.62517324804e+18,B26R5,3,1.052932751237003
32,RB,RB.A78,1.61552934458e+18,B30L8,0,1.0526049579875787
411,RB,RB.A78,1.61850316942e+18,C28R7,1,1.0525244967089853
2110,RB,RB.A67,1.62628981296e+18,A27L7,2,1.0523366160339762
1807,RB,RB.A12,1.62269788418e+18,C24L2,2,1.0520986468366889
1863,RB,RB.A45,1.62292071524e+18,A14L5,1,1.0519472315560372
1711,RB,RB.A56,1.62235430116e+18,A25R5,1,1.0518425448931135
284,RB,RB.A78,1.61790752976e+18,B12R7,3,1.0516846613190562
332,RB,RB.A34,1.6181188789e+18,C21R3,1,1.0514374353674651
1237,RB,RB.A23,1.62101829516e+18,B9L3,1,1.0509306577958946
1037,RB,RB.A45,1.62047790886e+18,C22L5,2,1.0507652273048955
1757,RB,RB.A12,1.6224436884e+18,A14R1,4,1.0507077054702583
1333,RB,RB.A45,1.6213146745e+18,C33R4,4,1.0501899432085757
868,RB,RB.A45,1.61988595236e+18,C18R4,6,1.049843118538365
1717,RB,RB.A45,1.62235682242e+18,B34R4,3,1.049842882055331
217,RB,RB.A34,1.61756013898e+18,A32L4,0,1.0496861182922173
224,RB,RB.A78,1.61760083144e+18,B20L8,3,1.049590024756206
1472,RB,RB.A12,1.62169311732e+18,C19R1,4,1.04956355907337
328,RB,RB.A34,1.6180807952e+18,A17R3,2,1.0495279895342837
899,RB,RB.A45,1.61997665562e+18,A10L5,0,1.0491991650712957
2657,RB,RB.A81,1.62999549358e+18,A17R8,1,1.049070075428171
1170,RB,RB.A23,1.62088616918e+18,A34L3,4,1.0489357646210002
1257,RB,RB.A23,1.6210889377e+18,C32L3,0,1.0488857522572799
1330,RB,RB.A45,1.6213146745e+18,C32R4,1,1.0488191098970356
1365,RB,RB.A45,1.62144428152e+18,A30L5,1,1.0487152123109489
2122,RB,RB.A67,1.62641277214e+18,C26R6,2,1.0484525799757256
167,RB,RB.A34,1.61738980716e+18,B27L4,0,1.0480034168498698
2769,RB,RB.A78,1.6366541319e+18,A31R7,0,1.0476507456764201
1145,RB,RB.A12,1.6208315565e+18,A13R1,4,1.0476221082154822
2724,RB,RB.A23,1.6364444896e+18,A15L3,7,1.047067307718947
2603,RB,RB.A81,1.62940104852e+18,C33R8,7,1.0468274129438704
1764,RB,RB.A45,1.62249319352e+18,A33L5,0,1.0465219051751413
1100,RB,RB.A23,1.62071452792e+18,B29R2,2,1.046428086739422
461,RB,RB.A78,1.61867458034e+18,B20R7,2,1.0463888376607475
1674,RB,RB.A56,1.62222893468e+18,B26R5,7,1.0456128109596392
2751,RB,RB.A23,1.63648812412e+18,C34L3,8,1.0454593992870778
72,RB,RB.A78,1.61677706968e+18,A14L8,4,1.0453360153072275
2687,RB,RB.A78,1.63609411936e+18,A21R7,2,1.045317402020189
2465,RB,RB.A81,1.62869798968e+18,A34L1,2,1.0451879346602406
120,RB,RB.A34,1.6170812529e+18,C28L4,2,1.0451371323104448
1951,RB,RB.A56,1.62395201684e+18,A29L6,0,1.045036479764939
2135,RB,RB.A67,1.6267184332e+18,B10R6,1,1.045026803710626
502,RB,RB.A78,1.6187811107e+18,A22L8,0,1.0448755824911256
2676,RB,RB.A78,1.6359597728e+18,A31R7,2,1.0447080127284227
210,RB,RB.A34,1.61751821092e+18,A18R3,4,1.0446583017296553
1289,RB,RB.A23,1.62117575734e+18,A28L3,1,1.0444922072030292
1706,RB,RB.A12,1.62235257364e+18,B14L2,2,1.044388637519911
793,RB,RB.A12,1.61967443502e+18,B12R1,0,1.0441662485420824
374,RB,RB.A34,1.61837857228e+18,B33L4,0,1.0435144050111484
1902,RB,RB.A56,1.62350900948e+18,C29R5,5,1.0434605610228105
375,RB,RB.A34,1.61837857228e+18,C32L4,1,1.042750447740451
1860,RB,RB.A45,1.62288586618e+18,A15L5,1,1.042629884750935
1329,RB,RB.A45,1.6213146745e+18,A32R4,0,1.042615866806039
2408,RB,RB.A81,1.62841741142e+18,A25R8,2,1.0422757186782479
47,RB,RB.A78,1.61562238908e+18,C12R7,6,1.042273097395981
2045,RB,RB.A56,1.62507949146e+18,B30R5,0,1.0422670351839476
2608,RB,RB.A67,1.62943661416e+18,A23L7,2,1.0418960945861788
1488,RB,RB.A45,1.62175349364e+18,B23L5,0,1.0417136910758402
1005,RB,RB.A45,1.62040451794e+18,B17L5,0,1.040527359689882
1399,RB,RB.A56,1.62152852234e+18,A18L6,1,1.0404498827807565
2661,RB,RB.A78,1.63574560194e+18,A19R7,2,1.0401501966761026
651,RB,RB.A45,1.61928123822e+18,C26L5,1,1.0400111822770617
1623,RB,RB.A56,1.62205952006e+18,C16R5,0,1.0399427790751412
1955,RB,RB.A56,1.62395201684e+18,C29L6,4,1.0388839283834812
198,RB,RB.A34,1.61746732036e+18,C28R3,2,1.0387263889905698
730,RB,RB.A12,1.61950072032e+18,B32L2,4,1.0386857972254362
1022,RB,RB.A45,1.62045103434e+18,A19L5,1,1.0386543507174446
1404,RB,RB.A45,1.62153106e+18,B24R4,0,1.038468302350211
631,RB,RB.A45,1.61924188182e+18,C22R4,2,1.0380964868315365
1277,RB,RB.A23,1.62115198686e+18,B30L3,0,1.0380953777195627
2700,RB,RB.A23,1.6361886423e+18,C17L3,1,1.037865505273867
2762,RB,RB.A78,1.63652782126e+18,C27L8,3,1.0376934936119826
1420,RB,RB.A56,1.62157425466e+18,B14R5,0,1.0376928984765856
2319,RB,RB.A67,1.62805642274e+18,B34R6,3,1.0374800043718049
1156,RB,RB.A45,1.62083912352e+18,C16L5,0,1.0372465221589664
2001,RB,RB.A56,1.62437944298e+18,A18L6,2,1.0372125309883071
28,RB,RB.A78,1.6154816296e+18,A22R7,0,1.0371625086003395
2547,RB,RB.A81,1.62918089154e+18,A23L1,1,1.0365578027639089
2355,RB,RB.A81,1.62824863306e+18,A29R8,2,1.0364556264588638
1826,RB,RB.A12,1.6227907995e+18,B9L2,2,1.0362885863409874
352,RB,RB.A78,1.61820686202e+18,C20L8,2,1.0361702736143008
958,RB,RB.A34,1.62022817782e+18,C18L4,2,1.0361649112507394
459,RB,RB.A78,1.61867458034e+18,B27L8,0,1.0361418957681885
1168,RB,RB.A23,1.62088616918e+18,B33R2,2,1.0360958440990387
862,RB,RB.A45,1.61988595236e+18,A31R4,0,1.0356048518110064
1905,RB,RB.A56,1.62356187888e+18,A18R5,0,1.0353259450048848
2464,RB,RB.A81,1.62869798968e+18,A33L1,1,1.0352834074064834
490,RB,RB.A34,1.61875034048e+18,B17R3,0,1.0351478455242342
1655,RB,RB.A12,1.62213962138e+18,A9L2,7,1.0351309790986678
1643,RB,RB.A56,1.62213053454e+18,B23R5,3,1.035060977362954
2660,RB,RB.A78,1.63574560194e+18,A18R7,1,1.034920950376416
2505,RB,RB.A81,1.62883805956e+18,A25L1,1,1.034903334357248
1423,RB,RB.A56,1.62157425466e+18,B13R5,3,1.0346776034213299
177,RB,RB.A34,1.61742629114e+18,B25L4,6,1.0346304788364513
2370,RB,RB.A67,1.62831405222e+18,C25L7,4,1.0344912922499758
2588,RB,RB.A81,1.62936859086e+18,C28L1,2,1.0342536549869972
1802,RB,RB.A56,1.62265725148e+18,A32R5,1,1.034161356221311
212,RB,RB.A78,1.61755859088e+18,B28R7,0,1.033882010467319
1192,RB,RB.A23,1.6209235938e+18,B21L3,8,1.0336819677948461
1324,RB,RB.A45,1.62127792778e+18,A29L5,1,1.0335380505572005
1205,RB,RB.A45,1.62092997424e+18,A12R4,3,1.0333542217577028
1149,RB,RB.A12,1.6208315565e+18,A17L2,8,1.0332231655525483
2210,RB,RB.A81,1.62731330166e+18,A8L1,0,1.0331539741153055
544,RB,RB.A45,1.61902296936e+18,B18R4,0,1.03307965306624
425,RB,RB.A78,1.6185503975e+18,B16L8,0,1.0330553745150903
2257,RB,RB.A67,1.62762492722e+18,A18R6,9,1.0327827337898738
2789,RB,RB.A78,1.63687560628e+18,C17R7,3,1.0318968840110805
1581,RB,RB.A12,1.62196404196e+18,C33L2,0,1.031801680619029
1535,RB,RB.A56,1.62186975046e+18,B12L6,0,1.0317629257065386
2767,RB,RB.A78,1.63656954476e+18,C24L8,2,1.0315269077785518
1815,RB,RB.A12,1.62273553606e+18,C20R1,2,1.0314703785813604
942,RB,RB.A12,1.62015257278e+18,A20L2,4,1.0314118979869247
613,RB,RB.A34,1.61918784872e+18,C27L4,6,1.031389574545308
2347,RB,RB.A67,1.62818618896e+18,A17R6,1,1.031264785816111
415,RB,RB.A78,1.61850316942e+18,A29R7,5,1.0308399602402059
690,RB,RB.A12,1.61937454108e+18,B26L2,3,1.03077836821647
326,RB,RB.A34,1.6180807952e+18,C16R3,0,1.0306147663133784
134,RB,RB.A78,1.61712345812e+18,C24L8,1,1.0305629184790366
452,RB,RB.A34,1.61863655522e+18,B11R3,2,1.0304061015818966
484,RB,RB.A78,1.61872313086e+18,B13L8,9,1.0303164255328336
333,RB,RB.A34,1.6181188789e+18,C20R3,2,1.029904932417571
2540,RB,RB.A67,1.6291780535e+18,B34R6,0,1.0298408808905608
469,RB,RB.A34,1.61868538488e+18,A23L4,0,1.0296215667092992
1606,RB,RB.A12,1.62200561238e+18,A21R1,2,1.0291872405795772
2723,RB,RB.A23,1.6364444896e+18,B15L3,6,1.0291323265869163
1258,RB,RB.A23,1.6210889377e+18,B33L3,1,1.0290162854555056
1678,RB,RB.A12,1.62223388466e+18,C30L2,2,1.0288568374230596
1137,RB,RB.A23,1.62082961444e+18,C32R2,1,1.0288506055836963
997,RB,RB.A12,1.62033270758e+18,A18R1,2,1.0287873214878722
1591,RB,RB.A12,1.62196404196e+18,B34L2,10,1.0284052214059907
26,RB,RB.A78,1.6154439887e+18,A26L8,4,1.0283704165817704
1376,RB,RB.A23,1.62145332718e+18,A14L3,4,1.028252912889087
1963,RB,RB.A56,1.62403464832e+18,A25R5,1,1.0281313435678403
2013,RB,RB.A56,1.62464014688e+18,C18R5,2,1.0280129195654044
1569,RB,RB.A23,1.62193946054e+18,C16R2,1,1.0271715008965028
835,RB,RB.A34,1.61981042158e+18,B32R3,4,1.0268297599436755
2292,RB,RB.A81,1.62792132294e+18,A33L1,2,1.0267857894556074
1285,RB,RB.A12,1.62115850238e+18,A14L2,4,1.0267769395867845
874,RB,RB.A12,1.61989761654e+18,C28L2,0,1.0267612679494096
1092,RB,RB.A12,1.62067304716e+18,A9L2,3,1.026729822833099
118,RB,RB.A34,1.6170812529e+18,A29L4,0,1.0267105182196798
1993,RB,RB.A56,1.62433958322e+18,B29R5,1,1.0266242625127673
2440,RB,RB.A81,1.6286055627e+18,A13R8,2,1.0262837412920063
34,RB,RB.A78,1.61552934458e+18,C30L8,2,1.0262571146959687
1030,RB,RB.A34,1.62046483934e+18,A14R3,1,1.0259963196735558
1173,RB,RB.A23,1.62088616918e+18,B32R2,7,1.025981728541782
1886,RB,RB.A56,1.62318265332e+18,C26L6,3,1.0258890115409565
1852,RB,RB.A12,1.6228761689e+18,A21R1,1,1.025460122850475
996,RB,RB.A12,1.62033270758e+18,A17R1,1,1.0254309296994601
694,RB,RB.A34,1.61941563796e+18,A10R3,1,1.0254287243651874
529,RB,RB.A78,1.61885937468e+18,C25R7,3,1.024875703641847
668,RB,RB.A34,1.61933215562e+18,C29L4,2,1.0247774654862767
1326,RB,RB.A45,1.62127792778e+18,A28L5,3,1.0245517468201126
498,RB,RB.A34,1.61877871146e+18,C25L4,1,1.024219875621378
294,RB,RB.A34,1.61794560808e+18,C22L4,0,1.0241322387398344
1630,RB,RB.A12,1.62209236754e+18,A28R1,0,1.0232439998903982
1286,RB,RB.A12,1.62115850238e+18,A12L2,5,1.0228380547946243
2761,RB,RB.A78,1.63652782126e+18,B26L8,2,1.0227549116220587
446,RB,RB.A78,1.61859966952e+18,B34R7,2,1.0227531993493937
1061,RB,RB.A45,1.62058396564e+18,B26R4,3,1.0226980789528146
2288,RB,RB.A81,1.62788125018e+18,C14L1,2,1.0225723725557891
908,RB,RB.A12,1.62002687264e+18,A25R1,2,1.0224897018669998
391,RB,RB.A34,1.61843156658e+18,B20L4,1,1.0224679661271634
1411,RB,RB.A23,1.62153926176e+18,B31L3,2,1.0224557494591404
2481,RB,RB.A67,1.6287815998e+18,B26L7,0,1.0223353783165685
477,RB,RB.A78,1.61872313086e+18,C12L8,2,1.0220546768854493
2652,RB,RB.A81,1.62995619544e+18,B34L1,2,1.0220077248056119
1649,RB,RB.A12,1.62213962138e+18,C26L2,1,1.0219007903859394
345,RB,RB.A78,1.6181559716e+18,B23R7,0,1.02172729458843
1172,RB,RB.A23,1.62088616918e+18,A33R2,6,1.0215211482116533
894,RB,RB.A12,1.61997161708e+18,B20R1,4,1.0214303444848325
2357,RB,RB.A67,1.6282702708e+18,C25L7,0,1.0212549958538075
941,RB,RB.A12,1.62015257278e+18,A22L2,3,1.0208121852161451
368,RB,RB.A34,1.61832775692e+18,C25R3,10,1.0204621119295163
2279,RB,RB.A81,1.62782247472e+18,C19L1,1,1.0204391705455003
1166,RB,RB.A23,1.62088616918e+18,C34L3,0,1.0203682317385423
527,RB,RB.A78,1.61885937468e+18,C26R7,1,1.0202076838014333
1139,RB,RB.A23,1.62082961444e+18,B33R2,3,1.0201010788113043
1856,RB,RB.A12,1.6228761689e+18,A20R1,5,1.019850101731266
1412,RB,RB.A23,1.62153926176e+18,C25R2,3,1.0197510998899775
1542,RB,RB.A45,1.62187335206e+18,A19L5,0,1.019668297918916
1897,RB,RB.A56,1.62350900948e+18,A29R5,0,1.0196098377274165
2489,RB,RB.A81,1.62879411076e+18,A26L1,3,1.0193114254930784
1506,RB,RB.A12,1.62178168396e+18,C29L2,4,1.0192635585733378
1348,RB,RB.A45,1.6213654949e+18,B32R4,4,1.0192434381147362
648,RB,RB.A34,1.61926787604e+18,C12R3,2,1.0191553949195467
1344,RB,RB.A45,1.6213654949e+18,B33R4,0,1.0191440381301988
1068,RB,RB.A12,1.62062366642e+18,C14R1,1,1.018993678271572
2705,RB,RB.A78,1.63619043922e+18,A34R7,2,1.0189014772543745
764,RB,RB.A45,1.61958950678e+18,B13L5,0,1.0187544156274717
2039,RB,RB.A56,1.62499832902e+18,A32R5,2,1.0186755078238297
476,RB,RB.A78,1.61872313086e+18,C22L8,1,1.0186407343978086
2276,RB,RB.A81,1.6277954287e+18,C28R8,4,1.018621035859857
526,RB,RB.A78,1.61885937468e+18,B26R7,0,1.0181180517150272
2093,RB,RB.A67,1.6261084018e+18,A30L7,1,1.0179467486783509
1857,RB,RB.A12,1.6228761689e+18,C20R1,6,1.0179324860918264
2213,RB,RB.A81,1.62736279874e+18,A33R8,0,1.0178867684656734
312,RB,RB.A34,1.61803449038e+18,B14R3,0,1.0178382587503838
467,RB,RB.A78,1.61867458034e+18,B26L8,8,1.0176889398693474
2018,RB,RB.A56,1.62468562142e+18,C30R5,1,1.0176691980156995
890,RB,RB.A12,1.61997161708e+18,C20R1,0,1.0176624069821807
932,RB,RB.A12,1.62011254376e+18,B33R1,3,1.0176543906821158
919,RB,RB.A34,1.62010548336e+18,C12L4,0,1.0174974631820477
74,RB,RB.A78,1.616826883e+18,A20R7,0,1.0174710861039118
2737,RB,RB.A78,1.6364585885e+18,B17R7,0,1.0169111250548273
2642,RB,RB.A81,1.62991172566e+18,A22L1,0,1.016869605663934
1152,RB,RB.A12,1.6208315565e+18,A12R1,11,1.0168291665084843
2579,RB,RB.A67,1.6293191263e+18,B9R6,2,1.0168146735681853
1409,RB,RB.A23,1.62153926176e+18,C31L3,0,1.0167242318059366
1712,RB,RB.A56,1.62235430116e+18,A26R5,2,1.0165729899539628
226,RB,RB.A34,1.6176024239e+18,B34R3,0,1.0163552421438937
2363,RB,RB.A81,1.62827205306e+18,C26R8,2,1.0160736003263975
45,RB,RB.A78,1.61562238908e+18,C13R7,4,1.0160487230432937
2020,RB,RB.A56,1.62468562142e+18,B30R5,3,1.0157847697117675
2019,RB,RB.A56,1.62468562142e+18,C31R5,2,1.0156910465623452
1967,RB,RB.A56,1.62411529266e+18,A27L6,1,1.0155908736091255
99,RB,RB.A78,1.616939086e+18,C32L8,2,1.0153345914174763
2604,RB,RB.A81,1.62940104852e+18,A29L1,8,1.0152943595797168
1494,RB,RB.A23,1.621774006e+18,A29L3,2,1.0152486335537598
1574,RB,RB.A56,1.62194272388e+18,B10R5,1,1.0151333100108815
580,RB,RB.A78,1.61910386132e+18,A8R7,0,1.0150945134429354
518,RB,RB.A78,1.6188138331e+18,A28L8,7,1.0150379550155746
2592,RB,RB.A67,1.62938803864e+18,A34R6,2,1.014996788845112
2206,RB,RB.A67,1.62732689738e+18,B33L7,0,1.0149054960299093
1837,RB,RB.A56,1.62280804526e+18,B16R5,0,1.0146956167987062
1672,RB,RB.A56,1.62222893468e+18,C26R5,5,1.0146480230676456
387,RB,RB.A78,1.61841908198e+18,C14R7,4,1.014286697718556
1640,RB,RB.A56,1.62213053454e+18,A23R5,0,1.0142266648629477
2218,RB,RB.A67,1.6274010189e+18,C23R6,0,1.0141963227674597
2339,RB,RB.A67,1.6281636546e+18,A10L7,0,1.0140069747070812
531,RB,RB.A34,1.61889651096e+18,A28R3,0,1.01385179061439
2306,RB,RB.A81,1.62800780888e+18,B16L1,0,1.0138517227518549
2490,RB,RB.A81,1.62879411076e+18,A24L1,4,1.0138139471918362
1074,RB,RB.A45,1.62062626156e+18,A21R4,2,1.0137153475521257
1234,RB,RB.A12,1.62101481992e+18,A10L2,2,1.0136626554270214
1151,RB,RB.A12,1.6208315565e+18,C13R1,10,1.013619449498594
1668,RB,RB.A56,1.62222893468e+18,A16R5,1,1.0134170344702413
2242,RB,RB.A67,1.62757603192e+18,C29L7,1,1.0131613392800662
2456,RB,RB.A81,1.6286637716e+18,B33R8,3,1.012583011154427
282,RB,RB.A78,1.61790752976e+18,C20L8,1,1.01245681832029
2035,RB,RB.A56,1.62497267192e+18,B22R5,7,1.0124338395111918
1218,RB,RB.A45,1.62097530838e+18,A15R4,0,1.0124048476784953
1222,RB,RB.A45,1.62100142284e+18,B18R4,0,1.01239903274398
2275,RB,RB.A81,1.6277954287e+18,A28R8,3,1.0121621464103154
180,RB,RB.A78,1.6174310013e+18,C13L8,0,1.0119895470039442
2284,RB,RB.A81,1.62782247472e+18,B18L1,6,1.0119010284689816
1879,RB,RB.A56,1.6231293252e+18,C17R5,0,1.0116237696357524
2775,RB,RB.A78,1.63669894074e+18,A21R7,1,1.0115806177229791
160,RB,RB.A34,1.61734223114e+18,B14R3,0,1.011548918677221
1523,RB,RB.A23,1.62183651282e+18,A27L3,4,1.0111343286389551
1888,RB,RB.A56,1.62343277528e+18,B9R5,0,1.0110990381313616
2752,RB,RB.A23,1.63648812412e+18,A18R2,9,1.0110261808941885
1583,RB,RB.A12,1.62196404196e+18,B20R1,2,1.0109612359034497
1704,RB,RB.A12,1.62235257364e+18,C14L2,0,1.0107137001046347
2326,RB,RB.A81,1.62809199758e+18,B8L1,5,1.0106809752657218
992,RB,RB.A45,1.62032671274e+18,C22R4,5,1.0105811806540943
2194,RB,RB.A67,1.62715337692e+18,C14L7,2,1.010454564479983
321,RB,RB.A78,1.61807149828e+18,A17R7,0,1.010403130911161
2173,RB,RB.A81,1.62705163528e+18,B10R8,0,1.010327312696723
390,RB,RB.A34,1.61843156658e+18,B21L4,0,1.0102392359125665
9,RB,RB.A78,1.6152719737e+18,A31R7,2,1.009908193259619
2504,RB,RB.A81,1.62883805956e+18,B25L1,0,1.009900125500308
2719,RB,RB.A23,1.6364444896e+18,A20L3,2,1.0097991898487853
37,RB,RB.A78,1.6155660652e+18,C34L8,1,1.0097538344046957
1784,RB,RB.A12,1.62257843336e+18,A27R1,1,1.0096588236128523
729,RB,RB.A12,1.61950072032e+18,B34L2,3,1.009600507152806
2738,RB,RB.A78,1.6364585885e+18,A18R7,1,1.0096002821301262
1179,RB,RB.A45,1.62088877406e+18,C25R4,3,1.0095321400541697
689,RB,RB.A12,1.61937454108e+18,C26L2,2,1.009529556303577
2471,RB,RB.A67,1.62874502474e+18,A25L7,2,1.009347490331593
324,RB,RB.A78,1.61807149828e+18,B16R7,3,1.0093208314039528
2300,RB,RB.A81,1.6279676835e+18,C14R8,5,1.0092517090907471
2139,RB,RB.A67,1.62676243948e+18,C18L7,2,1.0090583711695005
1485,RB,RB.A12,1.62175033342e+18,A12R1,3,1.0088889712725277
2506,RB,RB.A81,1.62883805956e+18,C24L1,2,1.0085973245804243
2619,RB,RB.A67,1.629700689e+18,B25L7,0,1.0085423507528986
1128,RB,RB.A45,1.62079754782e+18,B16L5,4,1.0084676925591904
1548,RB,RB.A12,1.62187703004e+18,C25R1,1,1.0084273592038713
936,RB,RB.A34,1.6201493703e+18,A27R3,2,1.0084205922318552
553,RB,RB.A78,1.61902939046e+18,B15R7,3,1.0083043168937134
2621,RB,RB.A67,1.629700689e+18,C24L7,2,1.0082424154668541
1266,RB,RB.A12,1.62110546836e+18,C14L2,1,1.0078865230106218
1497,RB,RB.A45,1.62177989002e+18,A21L5,1,1.0078658919107442
