,0,1,2,3,4,5,6,7,8,9
18,0.01706797465839566,1.1112561250728936,0.22148443598193412,0.0,0.08007508770303123,0.2761758689775621,0.2972525395250732,4.321076091774958,0.0,0.0
19,0.0,0.4067162917487042,2.593687513088838,0.0,0.019314311228351068,0.08678624605736047,0.20655701385945943,3.7406886643690167,0.0,0.0
20,0.0,0.0,2.6938772239453352,0.3369087060158588,0.01705665089322695,0.0,0.0,0.0,0.0,6.442758986834898
21,0.0,1.2107710737788588,0.0,0.0,0.0,0.0,0.06059023880101002,0.0,0.0,8.489615227209866
22,0.0,1.9300467785364597,0.0,0.0,0.06592554145078332,0.0,0.21111435145985055,1.8227147490173454,0.0,1.0714847095543423
23,0.0,1.485609812013248,0.0,0.0,0.10841136446073783,0.024022837401636687,0.3090581388861921,1.9500770698420067,0.0,0.0
24,0.0,1.0997515815246355,0.0,0.0,0.15624910311240597,0.2828030138140619,0.1306328750751756,1.6989993896736402,0.0,0.0
25,0.0,0.8421238216375596,0.0,0.0,0.22616695420401114,0.4316292395557521,0.051724356904594704,1.3950126204845712,0.0,0.0
26,0.0,0.6882363195396679,0.0,0.0,0.2625086088343606,0.5026137047674807,0.0,1.0995387373367114,0.0,0.0
27,0.0,0.6164454707274252,0.0,0.0,0.270537926749905,0.6100178092913571,0.0,0.7983970159306911,0.0,0.0
28,0.0,0.4711044465843217,0.0,0.0,0.2573995425277641,0.7736700497578752,0.0,0.6456038204646719,0.0,0.0
29,0.0,0.4171489565424791,0.0,0.0,0.2737297754303335,0.7620533051007321,0.0,0.3973926129320166,0.0,0.0
30,0.0,0.33057766524360077,0.0,0.0,0.2799719567881502,0.8323277407903392,0.0,0.18582483481314216,0.0,0.0
31,0.0,0.23090453847309814,0.0,0.0,0.20958960732877843,0.7755510489011356,0.0,0.20287843329698152,0.0,0.0
32,0.0,0.23848988741750562,0.0,0.0,0.18760589901049735,0.6943540974534741,0.008870039591401773,0.0,0.0,0.0
33,0.0,0.13103590393476766,0.0,0.0,0.1895603411103082,0.7778710934565943,0.0,0.0,0.0,0.0
34,0.0,0.010310323694090054,0.0,0.0,0.25930026933368344,0.8833733090500295,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.24196600053705808,0.9126902195225526,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.2535761555897001,0.9316121865655206,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.25116331408644327,0.9054504070956932,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.28383413991434736,0.8150248717221843,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.22887831565040737,0.7970348927637144,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.30215173940856055,0.6856209746764107,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.3022960075364783,0.6681634262521741,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.2893528148681237,0.7186504848776436,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.29464763625019574,0.7732934553896637,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.33740091425847923,0.7655326265819088,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.3355372411633376,0.7528778841029241,0.0,0.04810335062029287,0.0,0.0
46,0.0,0.0,0.0,0.0,0.3767769855617863,0.6607863242088027,0.0,0.1836536850389674,0.0,0.0
47,0.0,0.0,0.0,0.0,0.34011981604622793,0.6124908047621404,0.0,0.33947316545629247,0.0,0.0
48,0.0,0.08870492899276584,0.0,0.0,0.29073215909628447,0.49673112113524814,0.0,0.47806304837721364,0.0,0.0
49,0.0,0.07269864509079874,0.0,0.0,0.35402219257283657,0.6120006788630941,0.0,0.6444928670916727,0.0,0.0
50,0.0,0.10966193735825834,0.0,0.0,0.4182835074086296,0.5898003591189757,0.0,0.8503847112220427,0.0,0.0
51,0.0,0.15252409219455942,0.0,0.0,0.4015149190073769,0.6131195637686045,0.0,1.1039831064812502,0.0,0.0
52,0.0,0.17732727471008822,0.0,0.0,0.40027141466988875,0.5442185564396574,0.0,1.5136097070985217,0.0,0.0
53,0.0,0.22773254046165306,0.0,0.0,0.42180999701045574,0.4860869713412186,0.0,2.046112432901923,0.0,0.0
54,0.0,0.27915184092426043,0.0,0.0,0.4406058661148521,0.3692096266481806,0.0,2.825659595358423,0.0,0.0
55,0.0,0.2445216706000851,0.0,0.0,0.4102767065939432,0.2288208307245507,0.0,4.184105449690656,0.0,0.0
56,0.022465148632752462,0.24480192853961444,0.08841495993745005,0.0,0.4283951636028889,0.05062421788418786,0.0,5.683576833601915,0.0,0.0
57,0.04832643989286118,0.6568777344391423,0.15247432391944818,0.0,0.36527740325131597,0.0,0.0,5.402483599475051,0.0,0.05956066745483561
58,0.05073338925394893,1.5665465982898368,0.05840178411120929,0.0,0.2874559852564654,0.0,0.0,2.7714465540781212,0.0,0.4072608984817336
59,0.023436784834550917,2.0623426888841676,0.0,0.0,0.2545905071052196,0.01845944534863264,0.0,0.5940624141936632,0.0,0.4310222083269786
60,0.0,1.8091391184737051,0.0,0.0,0.24308294112224174,0.06104061191963576,0.0,0.18268362042619124,0.024638881072018906,0.04607679406252477
61,0.0,1.3332102633280756,0.0,0.0,0.26995604957385844,0.09056463567802213,0.0,0.10675406592046537,0.0,0.0
62,0.0,0.9609634905997457,0.0,0.0,0.2854459243336904,0.13239725850664055,0.0,0.10798320199812499,0.0,0.0
63,0.0,0.7739830083294678,0.0,0.0,0.3284622880031489,0.053292738015256504,0.0,0.06739841319569324,0.0,0.0
64,0.0,0.5786091270222017,0.0,0.0,0.32763807362409525,0.08137365643910519,0.0,0.0,0.0,0.0
65,0.0,0.3743483721909591,0.0,0.0,0.35908555116546076,0.048528069440563225,0.03432226711790304,0.0,0.0,0.0
66,0.0,0.25126309358094584,0.0,0.0,0.39378635382471194,0.08758757250113189,0.0,0.007418997422311507,0.0,0.0
67,0.0,0.17362980338848177,0.0,0.0,0.41791800365377557,0.06116637425535317,0.00015615890870377574,0.0,0.0,0.0
68,0.0,0.14074490830237923,0.0,0.0,0.45054096113386133,0.03822468532671299,0.0,0.0,0.0,0.0
69,0.0,0.08065131538100717,0.0,0.0,0.4403423871840039,0.08434892790340182,0.0,0.0,0.0,0.0
70,0.0,0.020741429395041713,0.0,0.0,0.46613447517611367,0.06646845134755894,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.509851069135244,0.08769264973467787,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.5182361764392632,0.08549338399560694,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.5272818715767548,0.08700798781319115,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.5898386041950962,0.06425757221549767,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.5917124955032843,0.05690414811272951,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.5791756619936549,0.06570660716833623,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.5287561677330974,0.08181573798508837,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.519562279983134,0.05003086421343924,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.40589516353822097,0.02371443093750066,0.05817730084187554,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.4217834745886816,0.02729467167998592,0.06558757517107675,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.45358615105784733,0.0369035911395231,0.047431160733837775,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.45620845510983427,0.053401249109456386,0.01685136238054828,0.08624634401139836,0.0,0.0
83,0.0,0.0,0.0,0.0,0.458834217068676,0.05792339182525044,0.0019217052840306353,0.19273331295080035,0.0,0.0
84,0.0,0.0,0.0,0.0,0.472860286878752,0.06136741283631394,0.0,0.3303671314486052,0.0,0.0
85,0.0,0.0,0.0,0.0,0.5260150375803428,0.04469122268160845,0.0,0.5185666444813493,0.0,0.0
86,0.0,0.0,0.0,0.0,0.557648012900261,0.06984276803023719,0.0,0.7634643879970979,0.0,0.0
87,0.0,0.0,0.0,0.0,0.6249846723759337,0.050693502606502225,0.0,1.0814523826691287,0.0,0.0
88,0.0,0.0,0.0,0.0,0.5779014151503762,0.05468148401809211,0.0,1.529358484167586,0.0,0.0
89,0.0,0.0,0.0,0.0,0.56981457703815,0.008618637759107383,0.0,2.121194415078055,0.0,0.0
90,0.0,0.0,0.0,0.0,0.5288559345861972,0.0,0.0,2.7035247651018524,0.0,0.0
91,0.0,0.07066801383494345,0.0,0.0,0.46795785788730726,0.0,0.0,2.885168422838394,0.0,0.0
92,0.0,0.3780344787087573,0.0,0.0,0.438016426249254,0.0,0.0,2.301762964362825,0.0,0.0
93,0.0,0.7833371372783794,0.0,0.0,0.3394311748636783,0.0,0.0,1.4014415258646575,0.0,0.0
94,0.0,1.0854060132264842,0.0,0.0,0.32454151117002294,0.0,0.0,0.5529366451445487,0.0,0.0
95,0.0,1.1939567290915019,0.0,0.0,0.33276640672978675,0.0,0.0,0.0,0.0,0.0
96,0.0,0.962409497238832,0.0,0.0,0.34674610249611143,0.0,0.0,0.0,0.0,0.0
97,0.0,0.6910903500664827,0.0,0.0,0.2752611960119202,0.02671734132893302,0.0,0.0,0.0,0.0
98,0.0,0.41982784573415066,0.0,0.0,0.3412103384928698,0.007148177223176467,0.0,0.0,0.0,0.0
99,0.0,0.26461185995453756,0.0,0.0,0.313368217999291,0.04983937547348077,0.0,0.0,0.0,0.0
100,0.0,0.14733233610215954,0.0,0.0,0.4134075159670498,0.0,0.0,0.0,0.0,0.0
101,0.0,0.09382225156935191,0.0,0.0,0.36105648138820984,0.019258230832735507,0.0,0.0,0.0,0.0
102,0.0,0.04288621492681027,0.0,0.0,0.4488893107055395,0.0,0.0,0.0,0.0,0.0
103,8.177396755750588e-05,0.0031894324003064753,0.0,0.0,0.4624009004234429,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.465473852096235,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.4275558154497385,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.4360625177017598,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.48039158928488407,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.518950987567845,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.5514660002392954,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.5233540980637743,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.48025110959751266,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.49301012253861476,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.4895758646154555,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.47873893645501864,0.0,0.0017837245573827838,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.4684545602408529,0.0,0.003340142892609072,0.04653260787071921,0.0,0.0
116,0.0,0.0,0.0,0.0,0.4039231202383693,0.0,0.006621355873982022,0.13239571884683418,0.0,0.0
117,0.0,0.0,0.0,0.0,0.4060895489042999,0.0,0.0,0.26416805789585673,0.0,0.0
118,0.0,0.0,0.0,0.0,0.4097599929144216,0.0,0.0,0.38320989916414144,0.0,0.0
119,0.0,0.0,0.0,0.0,0.3945454360175216,0.0,0.0,0.4456947092900601,0.0,0.0
120,0.0,0.0,0.0,0.0,0.43152973189246757,0.0,0.0,0.45417914815414595,0.0,0.0
121,0.0,0.0,0.0,0.0,0.41790743490693844,0.0,0.0,0.49070824329956375,0.0,0.0
122,0.0,0.0,0.0,0.0,0.32323027147926037,0.028503725028608973,0.0,0.512511662235053,0.0,0.0
123,0.0,0.020432923667475764,0.0,0.0,0.45754567111317146,0.028171456390012797,0.0,0.4343506136106739,0.0,0.0
124,0.0,0.0666190230094214,0.0,0.0,0.5256924249305955,0.026025861129490117,0.0,0.297429766053928,0.0,0.0
125,0.0,0.12506525169249277,0.0,0.0,0.569560563176036,0.027812243161382248,0.0,0.21009518122341037,0.0,0.0
126,0.0,0.21897482100934865,0.0,0.0,0.5231191724160814,0.03887040639373357,0.0,0.06431122583570616,0.0,0.0
127,0.0,0.23773600010048845,0.0,0.0,0.6021059044771894,0.016880460642179098,0.0,0.0,0.0,0.0
128,0.0,0.20376593036425428,0.0,0.0,0.6003819555744783,0.00418284102452035,0.0,0.0,0.0,0.0
129,0.0,0.14708463742144948,0.0,0.0,0.5688418425902007,0.0073518391764056485,0.0,0.0,0.0,0.0
130,0.0,0.081565014195266,0.0,0.0,0.5828350794213123,0.0,0.0,0.0,0.0,0.0
131,0.0,0.056549367590857075,0.0,0.0,0.4753977895289055,0.0,0.0,0.0,0.0,0.0
132,0.0,0.00937543643981295,0.0,0.0,0.45773229866654785,0.009045717927566576,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.38441742612214747,0.008411937180309097,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.4452172569983395,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.44978974912909064,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.45861281744307897,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.46787666589500043,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.3499024077691256,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.3872128051437296,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.46777216387203385,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.4522069890342608,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.38685700716083793,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.4213367255563684,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.4209343822253137,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.44045901681535743,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.4680795629122346,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.49611573618241356,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.523971725010633,0.0,0.0,0.0,0.0,0.0
