,Circuit Family,Circuit Name,timestamp_fgc,Position,sec_quench_number,dstd_score
955,RB,RB.A34,1.62022817782e+18,C19L4,0,1.225880798246102
1483,RB,RB.A12,1.62175033342e+18,C13R1,2,1.2238105638460983
1732,RB,RB.A12,1.62240122058e+18,C34L2,1,1.2225120668775213
140,RB,RB.A78,1.61717025514e+18,A18L8,1,1.2206696895715867
1739,RB,RB.A56,1.62243799468e+18,C23L6,1,1.2200908913732464
1038,RB,RB.A45,1.62047790886e+18,C25L5,4,1.2197402039245706
2149,RB,RB.A67,1.62689081644e+18,A20R6,1,1.2193719369831633
740,RB,RB.A12,1.61952842234e+18,C16R1,0,1.2182476302370933
144,RB,RB.A78,1.61725416238e+18,C26L8,0,1.2176162187117527
2116,RB,RB.A67,1.6263755721e+18,C25R6,1,1.2171579383332105
774,RB,RB.A34,1.61959158688e+18,B15R3,5,1.2135317509192156
714,RB,RB.A12,1.61946208882e+18,C32L2,0,1.2123443127111544
1359,RB,RB.A23,1.6214225345e+18,A27R2,0,1.2086527955826805
1626,RB,RB.A45,1.62206046494e+18,B10R4,1,1.2077029795429857
100,RB,RB.A78,1.6169621744e+18,C28L8,0,1.2069630950213726
2336,RB,RB.A81,1.62814112252e+18,A28L1,2,1.2060524052965143
638,RB,RB.A78,1.61924599166e+18,A18R7,1,1.2028668596304468
779,RB,RB.A34,1.61959158688e+18,A16R3,10,1.2026895929697567
2219,RB,RB.A67,1.6274010189e+18,A11R6,2,1.202529531982682
222,RB,RB.A78,1.61760083144e+18,C21L8,2,1.2021482058774227
1050,RB,RB.A12,1.62054776732e+18,B25R1,1,1.1996059102908831
694,RB,RB.A34,1.61941563796e+18,A10R3,2,1.19908445549347
118,RB,RB.A34,1.6170812529e+18,A29L4,1,1.1978617919834211
960,RB,RB.A45,1.6202328738e+18,C33R4,1,1.1924864697730668
885,RB,RB.A12,1.61993595586e+18,C14L2,0,1.1923457208017434
864,RB,RB.A45,1.61988595236e+18,C31R4,3,1.1914504771428842
1748,RB,RB.A45,1.62243987524e+18,B16R4,6,1.19028646222415
262,RB,RB.A34,1.6177375267e+18,A19L4,1,1.1901766182455968
470,RB,RB.A34,1.61868538488e+18,C23L4,2,1.1877012351134062
2237,RB,RB.A81,1.62757155854e+18,B30R8,1,1.1799792723915257
421,RB,RB.A34,1.61851575466e+18,A25L4,1,1.1789490935610403
1400,RB,RB.A56,1.62152852234e+18,A17L6,3,1.1777746901129122
1296,RB,RB.A12,1.6211899921e+18,C32L2,0,1.1767336391861258
2452,RB,RB.A81,1.6286637716e+18,A32R8,0,1.176431836741991
719,RB,RB.A34,1.61946624452e+18,C24L4,0,1.1751354706282786
513,RB,RB.A78,1.6188138331e+18,B29L8,3,1.175045892202225
1130,RB,RB.A12,1.62079989184e+18,C26R1,1,1.1742197693908805
67,RB,RB.A78,1.61677706968e+18,A15L8,0,1.1737905849296262
21,RB,RB.A78,1.6154439887e+18,A27L8,0,1.173785532732829
341,RB,RB.A34,1.61814863604e+18,C30L4,3,1.173652509844538
867,RB,RB.A45,1.61988595236e+18,C19R4,6,1.1725754270139377
1957,RB,RB.A56,1.62399388864e+18,C21R5,0,1.1715209678400893
1897,RB,RB.A56,1.62350900948e+18,A29R5,1,1.1714455638380343
582,RB,RB.A34,1.6191067008e+18,C16L4,0,1.1707642742037774
192,RB,RB.A78,1.61746538778e+18,B28R7,5,1.1694482671119248
1201,RB,RB.A45,1.62092997424e+18,C12R4,0,1.1674526912700076
196,RB,RB.A34,1.61746732036e+18,C29R3,1,1.166704040859253
1704,RB,RB.A12,1.62235257364e+18,C14L2,1,1.1665657812316328
1999,RB,RB.A56,1.62437944298e+18,C17L6,1,1.1664164211429588
1023,RB,RB.A12,1.6204626804e+18,B34R1,0,1.1661791832582509
1908,RB,RB.A56,1.62358574674e+18,C16L6,0,1.1638043477183255
790,RB,RB.A12,1.61964247152e+18,A31R1,3,1.1629664919517804
233,RB,RB.A78,1.6176344745e+18,B19L8,1,1.1624213250110114
1649,RB,RB.A12,1.62213962138e+18,C26L2,2,1.1623221583924597
2200,RB,RB.A81,1.62727903668e+18,B29L1,1,1.1575686013726358
174,RB,RB.A34,1.61742629114e+18,A18L4,4,1.156570379136167
2693,RB,RB.A23,1.63614354468e+18,B34R2,1,1.1554086335833764
398,RB,RB.A78,1.61846389218e+18,C14L8,2,1.1545195439604121
992,RB,RB.A45,1.62032671274e+18,C22R4,6,1.154448979312711
1142,RB,RB.A12,1.6208315565e+18,C34L2,2,1.153483065657627
1136,RB,RB.A23,1.62082961444e+18,B32R2,1,1.1521114708665312
1898,RB,RB.A56,1.62350900948e+18,B31R5,2,1.1510874120817804
1675,RB,RB.A12,1.62223388466e+18,C31L2,0,1.1507939713267346
2659,RB,RB.A78,1.63574560194e+18,B18R7,1,1.150749013854951
2310,RB,RB.A81,1.6280546851e+18,B32R8,0,1.1502201930977978
963,RB,RB.A45,1.6202328738e+18,C32R4,4,1.1501935217705548
1944,RB,RB.A56,1.62390670112e+18,C15L6,0,1.148592256628072
1676,RB,RB.A12,1.62223388466e+18,B31L2,1,1.1485869282143557
2430,RB,RB.A67,1.62857468704e+18,B9R6,0,1.1468425894434366
2469,RB,RB.A67,1.62874502474e+18,B24L7,1,1.1457387664181327
1766,RB,RB.A45,1.62249319352e+18,A30L5,3,1.14573290477417
811,RB,RB.A12,1.61973014052e+18,C27L2,0,1.1456822830190911
2395,RB,RB.A81,1.62835793616e+18,B32R8,6,1.145332036577989
662,RB,RB.A78,1.61933014344e+18,A28L8,2,1.145181321966525
728,RB,RB.A12,1.61950072032e+18,A34L2,3,1.1442023200585814
541,RB,RB.A78,1.61893651224e+18,C26L8,2,1.1440694248776229
2342,RB,RB.A81,1.62817871792e+18,C23R8,1,1.143625069185981
677,RB,RB.A34,1.61936106348e+18,B30L4,1,1.1435048713898803
1213,RB,RB.A23,1.62097253728e+18,B27L3,1,1.1431375530408432
242,RB,RB.A34,1.61768618562e+18,B8R3,0,1.1427019713423419
340,RB,RB.A34,1.61814863604e+18,B31L4,2,1.1422058133974744
2565,RB,RB.A67,1.62926498296e+18,A31L7,1,1.1415926385383064
2000,RB,RB.A56,1.62437944298e+18,A17L6,2,1.1414243082668216
2048,RB,RB.A56,1.62511657864e+18,C14R5,0,1.1409478117739467
1261,RB,RB.A45,1.62109853198e+18,A20R4,0,1.1403614977746022
1808,RB,RB.A45,1.62270098016e+18,A13L5,0,1.1401204122706254
1312,RB,RB.A45,1.62123043182e+18,A29L5,2,1.1400277735232607
1584,RB,RB.A12,1.62196404196e+18,B33L2,4,1.1398407372624366
42,RB,RB.A78,1.61562238908e+18,A19L8,2,1.1397969829031798
2473,RB,RB.A81,1.628746686e+18,B22L1,1,1.1395254854375336
2589,RB,RB.A67,1.62938803864e+18,B33R6,0,1.1391394809463957
2357,RB,RB.A67,1.6282702708e+18,C25L7,1,1.1389188070923713
1583,RB,RB.A12,1.62196404196e+18,B20R1,3,1.138171130429643
2013,RB,RB.A56,1.62464014688e+18,C18R5,3,1.1377633569958823
2011,RB,RB.A56,1.62464014688e+18,C19R5,1,1.1367883971657928
261,RB,RB.A34,1.6177375267e+18,B19L4,0,1.1358100550885097
1223,RB,RB.A45,1.62100142284e+18,B14R4,2,1.1353580268745636
2632,RB,RB.A67,1.62982224942e+18,B24L7,0,1.1341294731284524
953,RB,RB.A45,1.6201996339e+18,B15R4,1,1.1340521796268155
1536,RB,RB.A56,1.62186975046e+18,C12L6,2,1.133994518649933
1360,RB,RB.A23,1.6214225345e+18,B27R2,1,1.1338287892507524
199,RB,RB.A78,1.61751507894e+18,A29R7,0,1.1316779811727187
353,RB,RB.A78,1.61824728402e+18,C19L8,0,1.1302604332978745
364,RB,RB.A34,1.61832775692e+18,B22L4,7,1.129619120684227
1604,RB,RB.A12,1.62200561238e+18,C20R1,1,1.1284898732262718
1318,RB,RB.A12,1.62127499292e+18,A19L2,2,1.1280472905791
136,RB,RB.A34,1.61716854382e+18,B30R3,1,1.1265684687062008
1239,RB,RB.A12,1.6210560618e+18,B22R1,0,1.126245150314497
1699,RB,RB.A56,1.62231576892e+18,A27R5,1,1.1260165047862525
746,RB,RB.A45,1.61953974766e+18,C27L5,0,1.1256243709622291
2236,RB,RB.A81,1.62757155854e+18,A30R8,0,1.1255051696928933
2449,RB,RB.A81,1.62862982622e+18,C15R8,0,1.1236692150241008
481,RB,RB.A78,1.61872313086e+18,A22L8,7,1.1235867961612698
1477,RB,RB.A56,1.6217479771e+18,B21L6,0,1.1234033599668478
2438,RB,RB.A81,1.6286055627e+18,B13R8,1,1.123385421355844
1448,RB,RB.A45,1.621619992e+18,B21R4,1,1.1232330533050277
2569,RB,RB.A67,1.62929368622e+18,B17R6,1,1.1230483588818387
2006,RB,RB.A56,1.62446626748e+18,B24R5,0,1.1228847757241565
997,RB,RB.A12,1.62033270758e+18,A18R1,3,1.1226944377450012
2068,RB,RB.A56,1.62523806712e+18,C13L6,0,1.1217351013148802
665,RB,RB.A34,1.61933215562e+18,A30L4,0,1.1211594161455116
2415,RB,RB.A81,1.62848620968e+18,B22R8,0,1.1207004654904873
964,RB,RB.A45,1.6202328738e+18,A32R4,5,1.1192394675253576
2120,RB,RB.A67,1.62641277214e+18,A27R6,1,1.1191889581854955
172,RB,RB.A34,1.61742629114e+18,B24L4,2,1.1187289036652588
1850,RB,RB.A12,1.6228761689e+18,B21R1,0,1.1185056577732924
1420,RB,RB.A56,1.62157425466e+18,B14R5,1,1.115915732141731
699,RB,RB.A12,1.61941717104e+18,B8L2,1,1.1154878582022238
2345,RB,RB.A67,1.62818618896e+18,B17R6,0,1.1153309331356713
1682,RB,RB.A12,1.6222710066e+18,A17L2,2,1.1152143736783358
1338,RB,RB.A12,1.62136236952e+18,C27R1,0,1.1150851436375082
1806,RB,RB.A12,1.62269788418e+18,A25L2,2,1.1150757699566132
1504,RB,RB.A12,1.62178168396e+18,B29L2,3,1.1149207410970723
2481,RB,RB.A67,1.6287815998e+18,B26L7,1,1.1134938695152423
535,RB,RB.A78,1.61889829676e+18,B22R7,0,1.113449564335516
1319,RB,RB.A12,1.62127499292e+18,C18L2,3,1.1128125774251916
2029,RB,RB.A56,1.62497267192e+18,A23R5,2,1.1125187162589292
849,RB,RB.A34,1.61985050128e+18,A17R3,3,1.1112008987457451
1793,RB,RB.A12,1.6226521232e+18,B16R1,4,1.111139885628281
1899,RB,RB.A56,1.62350900948e+18,A31R5,3,1.1100816334769694
64,RB,RB.A78,1.61578851612e+18,C21L8,2,1.1099692328735034
555,RB,RB.A34,1.61903282778e+18,A23L4,1,1.1094857299965213
181,RB,RB.A78,1.6174310013e+18,B13L8,2,1.1086637795326164
1244,RB,RB.A23,1.6210584391e+18,B28R2,0,1.1086623609310373
505,RB,RB.A34,1.6188104928e+18,B12L4,0,1.1086132976574419
1952,RB,RB.A56,1.62395201684e+18,B29L6,2,1.1074839588521215
2213,RB,RB.A81,1.62736279874e+18,A33R8,1,1.1069495176495932
998,RB,RB.A12,1.62033270758e+18,A16R1,4,1.106288232020418
2108,RB,RB.A67,1.62628981296e+18,A26L7,1,1.106250909564862
299,RB,RB.A34,1.61798392018e+18,C12R3,1,1.105487185188071
1524,RB,RB.A45,1.6218387063e+18,C32L5,0,1.1052995002708104
2226,RB,RB.A67,1.62744988832e+18,B18R6,0,1.105054289586511
1942,RB,RB.A56,1.62386509832e+18,A12L6,3,1.1048262058367488
1062,RB,RB.A23,1.62058626384e+18,C12L3,0,1.1043593810753842
858,RB,RB.A34,1.61989128898e+18,B27L4,1,1.1041193302544574
1199,RB,RB.A12,1.6209273096e+18,B20L2,4,1.1030477285498663
1355,RB,RB.A45,1.62140431536e+18,C27R4,0,1.1025911859536446
2638,RB,RB.A81,1.62983127976e+18,B20L1,1,1.1024085918865745
1569,RB,RB.A23,1.62193946054e+18,C16R2,2,1.1022953607537163
797,RB,RB.A45,1.61967755842e+18,B27R4,0,1.102082786173877
54,RB,RB.A78,1.6157091362e+18,C28R7,1,1.1009454372684133
635,RB,RB.A12,1.61924435844e+18,A25L2,2,1.1007346925970098
78,RB,RB.A78,1.616826883e+18,A18R7,5,1.1005602456510641
1496,RB,RB.A45,1.62177989002e+18,B21L5,1,1.0999843907476619
2650,RB,RB.A81,1.62995619544e+18,B34R8,1,1.0998330694712755
2209,RB,RB.A81,1.62731330166e+18,B8L1,0,1.0997922178485628
1144,RB,RB.A12,1.6208315565e+18,B12R1,4,1.0993723406640965
2457,RB,RB.A67,1.62870249818e+18,C22L7,0,1.0989429501431767
539,RB,RB.A78,1.61893651224e+18,B26L8,0,1.0986734164210987
2151,RB,RB.A67,1.62689081644e+18,C20R6,3,1.0984214552797575
1413,RB,RB.A23,1.62153926176e+18,A31L3,5,1.0981446721957375
1103,RB,RB.A12,1.62071726414e+18,B22R1,0,1.0975579358368766
908,RB,RB.A12,1.62002687264e+18,A25R1,3,1.0974279609243367
733,RB,RB.A45,1.61950393128e+18,C27L5,0,1.0972629258147966
1405,RB,RB.A45,1.62153106e+18,A25R4,2,1.0958376552642655
2055,RB,RB.A56,1.62515173376e+18,C20R5,3,1.0954818496311554
2107,RB,RB.A67,1.62628981296e+18,B26L7,0,1.0952844974250477
959,RB,RB.A45,1.6202328738e+18,B33R4,0,1.0945721221268407
2064,RB,RB.A56,1.62520437216e+18,A17L6,2,1.0942739718753711
1864,RB,RB.A45,1.62292071524e+18,A15L5,3,1.0942304936187783
2723,RB,RB.A23,1.6364444896e+18,B15L3,7,1.094081343826583
508,RB,RB.A34,1.6188104928e+18,A13L4,3,1.0940698608131423
886,RB,RB.A12,1.61993595586e+18,B14L2,1,1.0936802499605982
1071,RB,RB.A45,1.62062626156e+18,C21R4,0,1.0932144821019825
676,RB,RB.A34,1.61936106348e+18,A30L4,0,1.0918168762732472
1133,RB,RB.A23,1.62080263942e+18,B11R2,0,1.090414505577103
1842,RB,RB.A12,1.6228215645e+18,B8L2,3,1.0903535477969994
1832,RB,RB.A45,1.62278312e+18,B22R4,2,1.0903498886734142
2665,RB,RB.A78,1.63587255836e+18,B27R7,0,1.0899563250476125
13,RB,RB.A78,1.61536340226e+18,B26L8,0,1.089923436954815
263,RB,RB.A34,1.6177375267e+18,C19L4,2,1.089613652297227
2707,RB,RB.A23,1.6362757794e+18,B28R2,1,1.0891626397226744
672,RB,RB.A12,1.61934912554e+18,B27L2,1,1.0890911183304073
519,RB,RB.A34,1.61884893692e+18,B34L4,0,1.0890231545439297
808,RB,RB.A34,1.61972824208e+18,A21L4,2,1.0889362286789754
2625,RB,RB.A81,1.62973845676e+18,A8L1,1,1.0881462662912897
1716,RB,RB.A45,1.62235682242e+18,C34R4,3,1.0879569037287316
376,RB,RB.A34,1.61837857228e+18,A33L4,3,1.0878571398177157
102,RB,RB.A78,1.6169621744e+18,A28L8,2,1.08744706233723
996,RB,RB.A12,1.62033270758e+18,A17R1,2,1.0868738352198413
2785,RB,RB.A78,1.63687560628e+18,B18R7,0,1.086392647744639
366,RB,RB.A34,1.61832775692e+18,A22L4,9,1.0863117930970279
426,RB,RB.A78,1.6185503975e+18,A16L8,2,1.0862354979796387
1351,RB,RB.A12,1.62140111322e+18,A16L2,2,1.0860117677365688
2490,RB,RB.A81,1.62879411076e+18,A24L1,5,1.085925862247312
974,RB,RB.A34,1.6202810277e+18,C17L4,0,1.0852574644363508
1823,RB,RB.A12,1.6227907995e+18,B10L2,0,1.0849222776305378
306,RB,RB.A78,1.61803296204e+18,A26R7,0,1.0845110524551886
