,Circuit Family,Circuit Name,timestamp_fgc,Position,sec_quench_number,dstd_score
2149,RB,RB.A67,1.62689081644e+18,A20R6,1,1.6046621510386145
512,RB,RB.A78,1.6188138331e+18,A29L8,2,1.5990790801650474
1692,RB,RB.A12,1.6223076562e+18,A21L2,1,1.577977444426321
2540,RB,RB.A67,1.6291780535e+18,B34R6,1,1.5588971691292766
2535,RB,RB.A81,1.62913772642e+18,B11L1,0,1.5558716200244576
1520,RB,RB.A23,1.62183651282e+18,B26L3,2,1.5008770502430966
424,RB,RB.A78,1.6185503975e+18,C16L8,0,1.4913656958882517
1092,RB,RB.A12,1.62067304716e+18,A9L2,4,1.4888076115446096
885,RB,RB.A12,1.61993595586e+18,C14L2,0,1.486765089936983
1808,RB,RB.A45,1.62270098016e+18,A13L5,0,1.4857643693784028
1776,RB,RB.A45,1.62256585542e+18,A19R4,1,1.4824691205627347
1719,RB,RB.A56,1.62237607618e+18,C15R5,1,1.4797515530347773
1984,RB,RB.A56,1.62425281948e+18,A8L6,3,1.4707455366038427
955,RB,RB.A34,1.62022817782e+18,C19L4,0,1.4672045642770812
266,RB,RB.A78,1.61777556238e+18,A17L8,1,1.4666134940749127
874,RB,RB.A12,1.61989761654e+18,C28L2,1,1.4655052513637303
883,RB,RB.A45,1.6199331781e+18,B8R4,2,1.462381704716525
1447,RB,RB.A45,1.621619992e+18,A21R4,0,1.454922661289453
2140,RB,RB.A67,1.6268042848e+18,A20L7,0,1.4495956433573312
1355,RB,RB.A45,1.62140431536e+18,C27R4,0,1.44681657378909
1832,RB,RB.A45,1.62278312e+18,B22R4,2,1.4431992425247655
1427,RB,RB.A45,1.62157719666e+18,C29R4,3,1.4356380469204078
536,RB,RB.A78,1.61889829676e+18,A22R7,1,1.4321799024857358
1594,RB,RB.A23,1.62196963518e+18,A23R2,1,1.4268940758657653
2420,RB,RB.A67,1.6284876573e+18,B14R6,0,1.4246141230757203
1651,RB,RB.A12,1.62213962138e+18,B26L2,4,1.4157897634707672
2449,RB,RB.A81,1.62862982622e+18,C15R8,0,1.4118609989447006
1681,RB,RB.A12,1.6222710066e+18,C17L2,1,1.4022139726158565
2573,RB,RB.A81,1.62931393022e+18,B24R8,1,1.3876147411401978
1199,RB,RB.A12,1.6209273096e+18,B20L2,4,1.386071785523116
831,RB,RB.A34,1.61981042158e+18,C33R3,1,1.3851792752413847
354,RB,RB.A78,1.61824728402e+18,B19L8,1,1.378970054135007
1937,RB,RB.A56,1.62382344984e+18,C30R5,2,1.3783732410604053
344,RB,RB.A78,1.6181559716e+18,A23R7,0,1.377683916303005
469,RB,RB.A34,1.61868538488e+18,A23L4,1,1.3772213284146466
115,RB,RB.A78,1.61703886362e+18,A8L8,0,1.375592828087878
1753,RB,RB.A12,1.6224436884e+18,A15R1,1,1.3686799743284062
355,RB,RB.A78,1.61824728402e+18,A19L8,2,1.3668991427794246
2425,RB,RB.A67,1.62853565468e+18,B19R6,0,1.365235585096865
1843,RB,RB.A12,1.6228215645e+18,A9L2,4,1.3561838191946383
1329,RB,RB.A45,1.6213146745e+18,A32R4,1,1.349020666299476
1300,RB,RB.A12,1.6211899921e+18,B33L2,4,1.3448916652866494
2529,RB,RB.A67,1.62910909234e+18,B29L7,1,1.3377206327569073
1826,RB,RB.A12,1.6227907995e+18,B9L2,3,1.3374847387819786
943,RB,RB.A45,1.62015606092e+18,A25L5,0,1.3279923095253083
1969,RB,RB.A56,1.62417411978e+18,A18L6,1,1.3252031547924703
486,RB,RB.A34,1.61872825712e+18,B14L4,1,1.324845415240899
78,RB,RB.A78,1.616826883e+18,A18R7,5,1.3245899339752703
1743,RB,RB.A45,1.62243987524e+18,C17R4,1,1.323469281508541
2295,RB,RB.A81,1.6279676835e+18,C27L1,1,1.3227007452990571
658,RB,RB.A45,1.61932838966e+18,B10L5,1,1.3184614484625012
1793,RB,RB.A12,1.6226521232e+18,B16R1,4,1.317499707411286
780,RB,RB.A34,1.61959158688e+18,A14R3,11,1.316731325617717
167,RB,RB.A34,1.61738980716e+18,B27L4,1,1.308560389974031
774,RB,RB.A34,1.61959158688e+18,B15R3,5,1.3081719243369725
1739,RB,RB.A56,1.62243799468e+18,C23L6,1,1.307913644690236
57,RB,RB.A78,1.61574209764e+18,B23L8,0,1.3072471889862454
1062,RB,RB.A23,1.62058626384e+18,C12L3,0,1.306465486342246
550,RB,RB.A78,1.61902939046e+18,B14R7,1,1.3041338613342717
1478,RB,RB.A56,1.6217479771e+18,C21L6,1,1.2999623453794917
1695,RB,RB.A12,1.6223076562e+18,B20L2,4,1.2984778645175232
2219,RB,RB.A67,1.6274010189e+18,A11R6,2,1.2979697110366686
2669,RB,RB.A78,1.63592162876e+18,A22L8,0,1.2945339344781928
1576,RB,RB.A45,1.62196047906e+18,A13R4,0,1.2942161870547118
1227,RB,RB.A45,1.62100142284e+18,C18R4,6,1.2941645827780972
1906,RB,RB.A56,1.62356187888e+18,B18R5,2,1.2931018132656167
645,RB,RB.A34,1.61926787604e+18,A13R3,0,1.2927097140256218
852,RB,RB.A12,1.61985987722e+18,B13L2,1,1.2914980098409325
2371,RB,RB.A81,1.62831614488e+18,A17R8,0,1.2905263551865822
1833,RB,RB.A45,1.62278312e+18,A23R4,3,1.2896355947648517
2619,RB,RB.A67,1.629700689e+18,B25L7,1,1.289152144259358
1213,RB,RB.A23,1.62097253728e+18,B27L3,1,1.2889691700219081
800,RB,RB.A45,1.61967755842e+18,C26R4,3,1.2871845685910035
256,RB,RB.A78,1.61773311482e+18,B32L8,1,1.2861284842024068
1352,RB,RB.A12,1.62140111322e+18,A17L2,3,1.28578611275727
867,RB,RB.A45,1.61988595236e+18,C19R4,6,1.284933599968776
1784,RB,RB.A12,1.62257843336e+18,A27R1,2,1.2843556754477095
48,RB,RB.A78,1.61565760048e+18,A23R7,0,1.2823927307691987
255,RB,RB.A78,1.61773311482e+18,A32L8,0,1.280505101237959
2405,RB,RB.A81,1.62841741142e+18,A24R8,0,1.279302611837314
730,RB,RB.A12,1.61950072032e+18,B32L2,5,1.2769062560549482
14,RB,RB.A78,1.61536340226e+18,A26L8,1,1.275606573290076
2421,RB,RB.A67,1.6284876573e+18,A14R6,1,1.2709573631094202
1645,RB,RB.A56,1.62213053454e+18,B22R5,6,1.2705698177667295
391,RB,RB.A34,1.61843156658e+18,B20L4,2,1.269632157378459
1179,RB,RB.A45,1.62088877406e+18,C25R4,4,1.2661087863765645
965,RB,RB.A45,1.6202328738e+18,B32R4,6,1.2655734288829925
2028,RB,RB.A56,1.62497267192e+18,B23R5,1,1.2589713642984883
1568,RB,RB.A23,1.62193946054e+18,B16R2,1,1.2584627956946066
948,RB,RB.A12,1.62019663854e+18,C29L2,1,1.257896241860196
1567,RB,RB.A23,1.62193946054e+18,A16R2,0,1.256561530752227
624,RB,RB.A78,1.61920314364e+18,B20L8,0,1.2549952026256816
699,RB,RB.A12,1.61941717104e+18,B8L2,1,1.2549243348836192
440,RB,RB.A34,1.61858269106e+18,B11L4,0,1.254260476083346
1505,RB,RB.A12,1.62178168396e+18,A28L2,4,1.2528409566364938
74,RB,RB.A78,1.616826883e+18,A20R7,1,1.2504852438822573
1429,RB,RB.A12,1.62157975686e+18,C31L2,0,1.248017751885556
2331,RB,RB.A67,1.62814352642e+18,A12R6,0,1.2472865336170194
239,RB,RB.A34,1.61763714008e+18,B20L4,1,1.24706389692498
820,RB,RB.A34,1.61976296876e+18,A8R3,0,1.2469712704045326
520,RB,RB.A34,1.61884893692e+18,C34L4,1,1.2462446734260515
1929,RB,RB.A56,1.62377971434e+18,C20L6,0,1.2459159470670471
330,RB,RB.A34,1.6181188789e+18,A21R3,0,1.2435947374265703
294,RB,RB.A34,1.61794560808e+18,C22L4,1,1.2426635534472208
731,RB,RB.A12,1.61950072032e+18,A32L2,6,1.2416518382330262
638,RB,RB.A78,1.61924599166e+18,A18R7,1,1.2404809339082628
42,RB,RB.A78,1.61562238908e+18,A19L8,2,1.2380407226905275
937,RB,RB.A12,1.62015257278e+18,C21L2,0,1.2367525349789932
2115,RB,RB.A67,1.6263755721e+18,B25R6,0,1.2352955601442592
2678,RB,RB.A78,1.63600648614e+18,C16L8,1,1.2314708908746763
209,RB,RB.A34,1.61751821092e+18,A16R3,4,1.2309204684293356
511,RB,RB.A78,1.6188138331e+18,B11L8,1,1.2299886406687874
694,RB,RB.A34,1.61941563796e+18,A10R3,2,1.2298131690816967
1130,RB,RB.A12,1.62079989184e+18,C26R1,1,1.227628065908126
1089,RB,RB.A12,1.62067304716e+18,A10L2,1,1.2273500480476691
118,RB,RB.A34,1.6170812529e+18,A29L4,1,1.2265006158748897
2528,RB,RB.A67,1.62910909234e+18,A29L7,0,1.2251282478848786
1538,RB,RB.A56,1.62186975046e+18,A12L6,4,1.2224981034996303
1420,RB,RB.A56,1.62157425466e+18,B14R5,1,1.2219668007852396
1604,RB,RB.A12,1.62200561238e+18,C20R1,1,1.2208960964898212
687,RB,RB.A12,1.61937454108e+18,A27L2,1,1.214911862124264
1845,RB,RB.A45,1.62284113992e+18,B27R4,0,1.2135715738290396
261,RB,RB.A34,1.6177375267e+18,B19L4,0,1.2125564297799583
1889,RB,RB.A56,1.62343277528e+18,B8R5,2,1.2123554009727258
420,RB,RB.A34,1.61851575466e+18,B25L4,0,1.211994574668382
2023,RB,RB.A56,1.62489817014e+18,C19L6,2,1.2107679607968334
1377,RB,RB.A56,1.62148708604e+18,C17L6,0,1.2104791336992033
1707,RB,RB.A12,1.62235257364e+18,A14L2,4,1.2101187178397104
2021,RB,RB.A56,1.62489817014e+18,B19L6,0,1.207649325028931
2130,RB,RB.A67,1.6266719382e+18,C17R6,2,1.207640720652462
173,RB,RB.A34,1.61742629114e+18,B18L4,3,1.20697268147021
1477,RB,RB.A56,1.6217479771e+18,B21L6,0,1.2067776982535257
1359,RB,RB.A23,1.6214225345e+18,A27R2,0,1.2050441525313111
980,RB,RB.A45,1.6202852488e+18,B10R4,2,1.2040388201348293
779,RB,RB.A34,1.61959158688e+18,A16R3,10,1.202893542734896
967,RB,RB.A12,1.62024457254e+18,C23R1,0,1.2023434374980517
2692,RB,RB.A23,1.63614354468e+18,A34R2,0,1.2019213119614227
1957,RB,RB.A56,1.62399388864e+18,C21R5,0,1.2018679071901972
846,RB,RB.A34,1.61985050128e+18,A16R3,0,1.2014846498349971
2174,RB,RB.A81,1.62706595008e+18,A12R8,0,1.2006067965236475
481,RB,RB.A78,1.61872313086e+18,A22L8,7,1.2002329071035496
1506,RB,RB.A12,1.62178168396e+18,C29L2,5,1.1994064244975224
2473,RB,RB.A81,1.628746686e+18,B22L1,1,1.1990836616496134
1224,RB,RB.A45,1.62100142284e+18,A14R4,3,1.1982989578651135
1218,RB,RB.A45,1.62097530838e+18,A15R4,1,1.1971711115184067
489,RB,RB.A34,1.61875034048e+18,C17R3,0,1.1967771083571228
2576,RB,RB.A67,1.6293191263e+18,B10R6,0,1.1962014878054401
1691,RB,RB.A12,1.6223076562e+18,B21L2,0,1.1954412824732967
199,RB,RB.A78,1.61751507894e+18,A29R7,0,1.1944393262346509
1831,RB,RB.A45,1.62278312e+18,C22R4,1,1.1937885718008625
1871,RB,RB.A45,1.62300282154e+18,B26L5,1,1.193174226238864
1239,RB,RB.A12,1.6210560618e+18,B22R1,0,1.1907049790530662
359,RB,RB.A34,1.61832775692e+18,A23L4,2,1.19065675423052
941,RB,RB.A12,1.62015257278e+18,A22L2,4,1.1893107776898868
1749,RB,RB.A45,1.62243987524e+18,C16R4,7,1.1884579731557778
2321,RB,RB.A81,1.62809199758e+18,A11R8,1,1.18743085914301
1936,RB,RB.A56,1.62382344984e+18,A30R5,1,1.1861809511000643
1704,RB,RB.A12,1.62235257364e+18,C14L2,1,1.185711558710513
671,RB,RB.A12,1.61934912554e+18,C27L2,0,1.1848031612534393
71,RB,RB.A78,1.61677706968e+18,C15L8,4,1.1836934484725614
1676,RB,RB.A12,1.62223388466e+18,B31L2,1,1.1832723184867444
1299,RB,RB.A12,1.6211899921e+18,A32L2,3,1.1831667985498067
21,RB,RB.A78,1.6154439887e+18,A27L8,0,1.182586476984942
1747,RB,RB.A45,1.62243987524e+18,A17R4,5,1.1816083806334732
1792,RB,RB.A12,1.6226521232e+18,A17R1,3,1.1815592068723575
1098,RB,RB.A23,1.62071452792e+18,B28R2,1,1.180200235864142
886,RB,RB.A12,1.61993595586e+18,B14L2,1,1.179620639609879
672,RB,RB.A12,1.61934912554e+18,B27L2,1,1.1793520532917088
2189,RB,RB.A56,1.62712105436e+18,B11L6,0,1.1789721477207982
1627,RB,RB.A45,1.62206046494e+18,B9R4,2,1.1785065282825542
369,RB,RB.A78,1.61833364622e+18,A21R7,0,1.1784263232791343
15,RB,RB.A78,1.61536340226e+18,C26L8,2,1.1770062381491608
1038,RB,RB.A45,1.62047790886e+18,C25L5,4,1.1765586583878511
1732,RB,RB.A12,1.62240122058e+18,C34L2,1,1.1761052418011033
1000,RB,RB.A45,1.62036709102e+18,A17L5,0,1.1752403082608744
1090,RB,RB.A12,1.62067304716e+18,B9L2,2,1.1732643482841107
1649,RB,RB.A12,1.62213962138e+18,C26L2,2,1.1731504560468242
912,RB,RB.A45,1.62005316126e+18,C21L5,1,1.1731177654004548
1104,RB,RB.A12,1.62071726414e+18,C22R1,1,1.1712657865047031
1296,RB,RB.A12,1.6211899921e+18,C32L2,0,1.170972194294029
1307,RB,RB.A23,1.62123347192e+18,B18L3,1,1.170011096687446
991,RB,RB.A45,1.62032671274e+18,A9L5,5,1.169029499897249
1186,RB,RB.A23,1.6209235938e+18,B15R2,3,1.1690169485006117
1894,RB,RB.A56,1.62348014216e+18,C12R5,3,1.167390969697284
144,RB,RB.A78,1.61725416238e+18,C26L8,0,1.1667129740417912
1680,RB,RB.A12,1.6222710066e+18,B17L2,0,1.1662307715209543
2116,RB,RB.A67,1.6263755721e+18,C25R6,1,1.1625913300469433
1944,RB,RB.A56,1.62390670112e+18,C15L6,0,1.1617186936512454
1924,RB,RB.A56,1.62373432154e+18,A28L6,0,1.1616301949123966
1535,RB,RB.A56,1.62186975046e+18,B12L6,1,1.1616277880644525
2433,RB,RB.A81,1.62857272282e+18,C22L1,0,1.1611654819553994
1259,RB,RB.A23,1.6210889377e+18,C33L3,3,1.1610191734921687
2785,RB,RB.A78,1.63687560628e+18,B18R7,0,1.1598797947780275
876,RB,RB.A12,1.61989761654e+18,B28L2,3,1.1597836975553744
2504,RB,RB.A81,1.62883805956e+18,B25L1,1,1.1593530548798874
242,RB,RB.A34,1.61768618562e+18,B8R3,0,1.1592696141228414
325,RB,RB.A34,1.6180807952e+18,B16R3,0,1.1592409752566344
427,RB,RB.A78,1.6185503975e+18,A17L8,3,1.1586766663385946
425,RB,RB.A78,1.6185503975e+18,B16L8,1,1.1583921427103279
1108,RB,RB.A12,1.62074324106e+18,A25L2,0,1.1569842504908978
653,RB,RB.A34,1.61929041872e+18,B26L4,0,1.1568600130984283
171,RB,RB.A34,1.61742629114e+18,C18L4,1,1.1566814105126622
2013,RB,RB.A56,1.62464014688e+18,C18R5,3,1.1555614956459515
2677,RB,RB.A78,1.63600648614e+18,B16L8,0,1.1537871459507645
940,RB,RB.A12,1.62015257278e+18,C20L2,3,1.1535644775543359
196,RB,RB.A34,1.61746732036e+18,C29R3,1,1.152218956470239
526,RB,RB.A78,1.61885937468e+18,B26R7,1,1.1509635261309974
181,RB,RB.A78,1.6174310013e+18,B13L8,2,1.1508369607827
1880,RB,RB.A56,1.6231293252e+18,A17R5,2,1.1505656127695585
2336,RB,RB.A81,1.62814112252e+18,A28L1,2,1.1502483498044547
2632,RB,RB.A67,1.62982224942e+18,B24L7,0,1.1491881861643927
2154,RB,RB.A67,1.62693260872e+18,A34R6,0,1.1491077355343253
1454,RB,RB.A45,1.62166041038e+18,A9L5,2,1.1490530180969776
1496,RB,RB.A45,1.62177989002e+18,B21L5,1,1.1485939601036517
2443,RB,RB.A67,1.62862421102e+18,B34R6,0,1.1474733151661698
565,RB,RB.A45,1.6190711236e+18,C12R4,1,1.1467408800761598
2151,RB,RB.A67,1.62689081644e+18,C20R6,3,1.1462018352995018
1630,RB,RB.A12,1.62209236754e+18,A28R1,1,1.1461932035391005
1036,RB,RB.A45,1.62047790886e+18,B22L5,2,1.1453155625662488
203,RB,RB.A78,1.61751507894e+18,C29R7,4,1.1450009519137232
811,RB,RB.A12,1.61973014052e+18,C27L2,0,1.1449453830244352
1202,RB,RB.A45,1.62092997424e+18,B12R4,1,1.1446477296552071
470,RB,RB.A34,1.61868538488e+18,C23L4,2,1.1444437004058128
1445,RB,RB.A23,1.62161791164e+18,C33R2,4,1.144049521278847
1039,RB,RB.A45,1.62047790886e+18,A25L5,5,1.143891920416555
1063,RB,RB.A23,1.62058626384e+18,B12L3,1,1.1417736719215827
2233,RB,RB.A81,1.62753596622e+18,C27R8,0,1.140897520218463
795,RB,RB.A12,1.61967443502e+18,A13R1,3,1.1404363313609245
1223,RB,RB.A45,1.62100142284e+18,B14R4,2,1.1399973237864998
1868,RB,RB.A45,1.62297322878e+18,C26L5,2,1.1390582475451074
1483,RB,RB.A12,1.62175033342e+18,C13R1,2,1.136437577670444
2659,RB,RB.A78,1.63574560194e+18,B18R7,1,1.136126449658374
998,RB,RB.A12,1.62033270758e+18,A16R1,4,1.1344506596583839
132,RB,RB.A78,1.61712345812e+18,A24L8,0,1.1330538682638276
2452,RB,RB.A81,1.6286637716e+18,A32R8,0,1.1318085919300729
799,RB,RB.A45,1.61967755842e+18,C27R4,2,1.1315475057500637
2658,RB,RB.A78,1.63574560194e+18,C18R7,0,1.1308428582267247
740,RB,RB.A12,1.61952842234e+18,C16R1,0,1.1301007828153882
631,RB,RB.A45,1.61924188182e+18,C22R4,3,1.1292489039211446
1338,RB,RB.A12,1.62136236952e+18,C27R1,0,1.1284096747423014
2214,RB,RB.A81,1.62736279874e+18,B32R8,2,1.1278053855530676
1253,RB,RB.A45,1.62106058546e+18,C14L5,4,1.1267863484818816
2264,RB,RB.A67,1.62766291314e+18,B30R6,1,1.125160916918993
2437,RB,RB.A81,1.6286055627e+18,C13R8,0,1.124623921110802
1177,RB,RB.A45,1.62088877406e+18,B25R4,2,1.1243623757912393
1684,RB,RB.A12,1.6222710066e+18,B16L2,4,1.1237843297090002
964,RB,RB.A45,1.6202328738e+18,A32R4,5,1.1237418754953465
2265,RB,RB.A67,1.62766291314e+18,C29R6,2,1.1223798094461523
263,RB,RB.A34,1.6177375267e+18,C19L4,2,1.1223645757730305
2068,RB,RB.A56,1.62523806712e+18,C13L6,0,1.122334907099915
1824,RB,RB.A12,1.6227907995e+18,A10L2,1,1.122154686168058
2251,RB,RB.A67,1.62762492722e+18,C18R6,4,1.119046575841106
2415,RB,RB.A81,1.62848620968e+18,B22R8,0,1.1190274881350455
2569,RB,RB.A67,1.62929368622e+18,B17R6,1,1.1183610444957386
1583,RB,RB.A12,1.62196404196e+18,B20R1,3,1.1178337491299069
197,RB,RB.A34,1.61746732036e+18,A29R3,2,1.1171529245174125
1897,RB,RB.A56,1.62350900948e+18,A29R5,1,1.1169087317192021
1864,RB,RB.A45,1.62292071524e+18,A15L5,3,1.1167190129501103
2048,RB,RB.A56,1.62511657864e+18,C14R5,0,1.1166689398621032
1028,RB,RB.A34,1.62046483934e+18,C13R3,0,1.116066082765684
1850,RB,RB.A12,1.6228761689e+18,B21R1,0,1.1157899524396544
1653,RB,RB.A12,1.62213962138e+18,A26L2,6,1.1157191645768072
2012,RB,RB.A56,1.62464014688e+18,A19R5,2,1.1152335109806362
503,RB,RB.A78,1.6187811107e+18,C22L8,2,1.1150381755440042
1064,RB,RB.A23,1.62058626384e+18,A12L3,2,1.114941671263474
1519,RB,RB.A23,1.62183651282e+18,C27L3,1,1.114709130536288
2120,RB,RB.A67,1.62641277214e+18,A27R6,1,1.1139309227952097
808,RB,RB.A34,1.61972824208e+18,A21L4,2,1.112928108271014
1536,RB,RB.A56,1.62186975046e+18,C12L6,2,1.1112481158109706
128,RB,RB.A34,1.61712046534e+18,C21L4,0,1.1110607868298816
2638,RB,RB.A81,1.62983127976e+18,B20L1,1,1.1100274347682284
2346,RB,RB.A67,1.62818618896e+18,C17R6,1,1.1096583722078592
2226,RB,RB.A67,1.62744988832e+18,B18R6,0,1.1088291039043485
2376,RB,RB.A81,1.62833467726e+18,C33L1,1,1.1083811993394015
1584,RB,RB.A12,1.62196404196e+18,B33L2,4,1.108294165019208
480,RB,RB.A78,1.61872313086e+18,B23L8,6,1.107790935145999
953,RB,RB.A45,1.6201996339e+18,B15R4,1,1.107509755355085
311,RB,RB.A34,1.61803449038e+18,A14R3,0,1.107356652064426
541,RB,RB.A78,1.61893651224e+18,C26L8,2,1.1069578065174195
2396,RB,RB.A81,1.62835793616e+18,C34L1,7,1.1065489716232368
1593,RB,RB.A23,1.62196963518e+18,B23R2,0,1.106479853883833
1167,RB,RB.A23,1.62088616918e+18,B34L3,2,1.1059957655304067
1324,RB,RB.A45,1.62127792778e+18,A29L5,2,1.1057860855345172
112,RB,RB.A34,1.61703533608e+18,B8L4,0,1.105767568225179
1985,RB,RB.A56,1.62425281948e+18,B8L6,4,1.103630511021608
555,RB,RB.A34,1.61903282778e+18,A23L4,1,1.102704274394014
1701,RB,RB.A56,1.62231576892e+18,C26R5,3,1.1017750790526826
1495,RB,RB.A45,1.62177989002e+18,C21L5,0,1.1017732998337852
505,RB,RB.A34,1.6188104928e+18,B12L4,0,1.1007278895507917
2055,RB,RB.A56,1.62515173376e+18,C20R5,3,1.0996819269436455
678,RB,RB.A34,1.61936106348e+18,C30L4,2,1.0979357742905815
1467,RB,RB.A12,1.62169311732e+18,C18R1,0,1.0973130593982527
478,RB,RB.A78,1.61872313086e+18,A12L8,4,1.0972109053041343
2349,RB,RB.A67,1.6282277548e+18,A24R6,0,1.09599254872841
1029,RB,RB.A34,1.62046483934e+18,B13R3,1,1.0953048215840668
992,RB,RB.A45,1.62032671274e+18,C22R4,6,1.095193161931418
719,RB,RB.A34,1.61946624452e+18,C24L4,0,1.0950790637450223
2490,RB,RB.A81,1.62879411076e+18,A24L1,5,1.0948835994448496
1745,RB,RB.A45,1.62243987524e+18,B18R4,3,1.0946682517010584
1959,RB,RB.A56,1.62399388864e+18,A21R5,2,1.0942374042380223
1226,RB,RB.A45,1.62100142284e+18,A18R4,5,1.0940899328082816
667,RB,RB.A34,1.61933215562e+18,C30L4,2,1.0940021157442146
2091,RB,RB.A67,1.6261084018e+18,C30L7,0,1.0939084729678108
277,RB,RB.A78,1.6178593291e+18,C25L8,2,1.0935536922176188
2790,RB,RB.A78,1.63695651414e+18,A15L8,0,1.093146490720155
2520,RB,RB.A67,1.62889151688e+18,A32L7,1,1.0930660895010897
366,RB,RB.A34,1.61832775692e+18,A22L4,9,1.0929396460635123
54,RB,RB.A78,1.6157091362e+18,C28R7,1,1.0926313858606962
2237,RB,RB.A81,1.62757155854e+18,B30R8,1,1.0925838561739614
963,RB,RB.A45,1.6202328738e+18,C32R4,4,1.0925387639451487
628,RB,RB.A45,1.61924188182e+18,B23R4,0,1.0924802886533722
1848,RB,RB.A45,1.62284113992e+18,C26R4,3,1.0916947223703004
1905,RB,RB.A56,1.62356187888e+18,A18R5,1,1.0916616573980487
705,RB,RB.A45,1.61941951164e+18,A32L5,0,1.0912327302092257
421,RB,RB.A34,1.61851575466e+18,A25L4,1,1.0907410574811967
1257,RB,RB.A23,1.6210889377e+18,C32L3,1,1.0904515658502818
2289,RB,RB.A81,1.62792132294e+18,C32L1,0,1.0897038492210052
306,RB,RB.A78,1.61803296204e+18,A26R7,0,1.0895285914361426
2450,RB,RB.A81,1.62862982622e+18,B15R8,1,1.0884525278395505
665,RB,RB.A34,1.61933215562e+18,A30L4,0,1.0882481143182183
1763,RB,RB.A45,1.62249319352e+18,B30L5,0,1.0876133894293962
2254,RB,RB.A67,1.62762492722e+18,B18R6,7,1.0870598176827593
1024,RB,RB.A12,1.6204626804e+18,C34R1,1,1.0863172784621047
1254,RB,RB.A45,1.62106058546e+18,C13L5,5,1.0862433611567723
1242,RB,RB.A12,1.6210560618e+18,A23R1,3,1.086108394492052
661,RB,RB.A78,1.61933014344e+18,C28L8,1,1.0860830864166482
1310,RB,RB.A45,1.62123043182e+18,C29L5,0,1.085915136633547
588,RB,RB.A45,1.61912232768e+18,C20L5,1,1.0852785751412564
1413,RB,RB.A23,1.62153926176e+18,A31L3,5,1.0851863732538103
1318,RB,RB.A12,1.62127499292e+18,A19L2,2,1.0844502961332267
513,RB,RB.A78,1.6188138331e+18,B29L8,3,1.0841824741726434
2006,RB,RB.A56,1.62446626748e+18,B24R5,0,1.0840361730271675
67,RB,RB.A78,1.61677706968e+18,A15L8,0,1.083952461964633
1859,RB,RB.A45,1.62288586618e+18,B15L5,1,1.0836996733640694
871,RB,RB.A45,1.61988595236e+18,A30R4,10,1.0836857199401393
2064,RB,RB.A56,1.62520437216e+18,A17L6,2,1.0832596159532901
2606,RB,RB.A67,1.62943661416e+18,C22L7,1,1.0831247288310433
1748,RB,RB.A45,1.62243987524e+18,B16R4,6,1.082776392847698
