,QPS Crate&Board,Bus Bar Segment Name,1st Magnet,2nd Magnet,Num of splices,Dcum1,Dcum2,QPS Crate,QPS Board,Circuit,#Segment
1053,B34R7_1,DCBB.B34L8.L,MB.C34R7,MB.B34L8,3,21641.6631,21679.4531,B34R7,1,RB.A78,118
1054,B33L8_0,DCBQ.33L8.L,MB.B34L8,MB.C33L8,3,21679.4531,21717.2431,B33L8,0,RB.A78,119
1055,B33L8_1,DCBB.33L8.L,MB.C33L8,MB.A33L8,2,21717.2431,21748.5631,B33L8,1,RB.A78,120
1056,B33L8_2,DCBB.B32L8.L,MB.A33L8,MB.B32L8,3,21748.5631,21786.3531,B33L8,2,RB.A78,121
1057,B31L8_0,DCBQ.31L8.L,MB.B32L8,MB.C31L8,3,21786.3531,21824.1431,B31L8,0,RB.A78,122
1058,B31L8_1,DCBB.31L8.L,MB.C31L8,MB.A31L8,2,21824.1431,21855.4631,B31L8,1,RB.A78,123
1059,B31L8_2,DCBB.B30L8.L,MB.A31L8,MB.B30L8,3,21855.4631,21893.2531,B31L8,2,RB.A78,124
1060,B29L8_0,DCBQ.29L8.L,MB.B30L8,MB.C29L8,3,21893.2531,21931.0431,B29L8,0,RB.A78,125
1061,B29L8_1,DCBB.29L8.L,MB.C29L8,MB.A29L8,2,21931.0431,21962.3631,B29L8,1,RB.A78,126
1062,B29L8_2,DCBB.B28L8.L,MB.A29L8,MB.B28L8,3,21962.3631,22000.1531,B29L8,2,RB.A78,127
1063,B27L8_0,DCBQ.27L8.L,MB.B28L8,MB.C27L8,3,22000.1531,22037.9431,B27L8,0,RB.A78,128
1064,B27L8_1,DCBB.27L8.L,MB.C27L8,MB.A27L8,2,22037.9431,22069.2631,B27L8,1,RB.A78,129
1065,B27L8_2,DCBB.A26L8.L,MB.A27L8,MB.B26L8,3,22069.2631,22107.0531,B27L8,2,RB.A78,130
1066,B25L8_0,DCBQ.25L8.L,MB.B26L8,MB.C25L8,3,22107.0531,22144.8431,B25L8,0,RB.A78,131
1067,B25L8_1,DCBB.25L8.L,MB.C25L8,MB.A25L8,2,22144.8431,22176.1631,B25L8,1,RB.A78,132
1068,B25L8_2,DCBB.B24L8.L,MB.A25L8,MB.B24L8,3,22176.1631,22213.9531,B25L8,2,RB.A78,133
1069,B23L8_0,DCBQ.23L8.L,MB.B24L8,MB.C23L8,3,22213.9531,22251.7431,B23L8,0,RB.A78,134
1070,B23L8_1,DCBB.23L8.L,MB.C23L8,MB.A23L8,2,22251.7431,22283.0631,B23L8,1,RB.A78,135
1071,B23L8_2,DCBB.B22L8.L,MB.A23L8,MB.B22L8,3,22283.0631,22320.8531,B23L8,2,RB.A78,136
1072,B21L8_0,DCBQ.21L8.L,MB.B22L8,MB.C21L8,3,22320.8531,22358.6431,B21L8,0,RB.A78,137
1073,B21L8_1,DCBB.21L8.L,MB.C21L8,MB.A21L8,2,22358.6431,22389.9631,B21L8,1,RB.A78,138
1074,B21L8_2,DCBB.B20L8.L,MB.A21L8,MB.B20L8,3,22389.9631,22427.7531,B21L8,2,RB.A78,139
1075,B19L8_0,DCBQ.19L8.L,MB.B20L8,MB.C19L8,3,22427.7531,22465.5431,B19L8,0,RB.A78,140
1076,B19L8_1,DCBB.19L8.L,MB.C19L8,MB.A19L8,2,22465.5431,22496.8631,B19L8,1,RB.A78,141
1077,B19L8_2,DCBB.B18L8.L,MB.A19L8,MB.B18L8,3,22496.8631,22534.6531,B19L8,2,RB.A78,142
1078,B17L8_0,DCBQ.17L8.L,MB.B18L8,MB.C17L8,3,22534.6531,22572.4431,B17L8,0,RB.A78,143
1079,B17L8_1,DCBB.17L8.L,MB.C17L8,MB.A17L8,2,22572.4431,22603.7631,B17L8,1,RB.A78,144
1080,B17L8_2,DCBB.B16L8.L,MB.A17L8,MB.B16L8,3,22603.7631,22641.5531,B17L8,2,RB.A78,145
1081,B15L8_0,DCBQ.15L8.L,MB.B16L8,MB.C15L8,3,22641.5531,22679.3431,B15L8,0,RB.A78,146
1082,B15L8_1,DCBB.15L8.L,MB.C15L8,MB.A15L8,2,22679.3431,22710.6631,B15L8,1,RB.A78,147
1083,B15L8_2,DCBB.B14L8.L,MB.A15L8,MB.B14L8,3,22710.6631,22748.4531,B15L8,2,RB.A78,148
1084,B13L8_0,DCBQ.13L8.L,MB.B14L8,MB.C13L8,3,22748.4531,22786.2431,B13L8,0,RB.A78,149
1085,B13L8_1,DCBB.13L8.L,MB.C13L8,MB.A13L8,2,22786.2431,22817.5631,B13L8,1,RB.A78,150
1086,B13L8_2,DCBB.B12L8.L,MB.A13L8,MB.B12L8,3,22817.5631,22855.3531,B13L8,2,RB.A78,151
1087,B11L8_0,DCBE.11L8.L,MB.B12L8,MB.B11L8,4,22855.3531,22907.1928,B11L8,0,RB.A78,152
1088,B11L8_1,DCBQ.10L8.L,MB.B11L8,MB.B10L8,3,22907.1928,22946.2578,B11L8,1,RB.A78,153
1089,B11L8_2,DCBQ.9L8.L,MB.B10L8,MB.B9L8,3,22946.2578,22986.7228,B11L8,2,RB.A78,154
1090,B9L8_0,DCBQ.8L8.L,MB.B9L8,MB.B8L8,3,22986.7228,23025.7878,B9L8,0,RB.A78,155
1091,B9L8_1,DCBD.7L8.L,MB.B8L8,DFLAS.7L8.6,5,23025.7878,23076.1128,B9L8,1,RB.A78,156
1092,B9R8_0,DCBA.8R8.R,DFLAS.7R8.5,MB.B8R8,5,23576.7728,23611.5978,B9R8,0,RB.A81,1
1093,B9R8_1,DCBA.9R8.R,MB.B8R8,MB.B9R8,3,23611.5978,23650.6628,B9R8,1,RB.A81,2
1094,B11R8_0,DCBA.10R8.R,MB.B9R8,MB.B10R8,3,23650.6628,23691.1278,B11R8,0,RB.A81,3
1095,B11R8_1,DCBA.11R8.R,MB.B10R8,MB.B11R8,3,23691.1278,23730.1928,B11R8,1,RB.A81,4
1096,B11R8_2,DCBA.A12R8.R,MB.B11R8,MB.B12R8,4,23730.1928,23782.0325,B11R8,2,RB.A81,5
1097,B13R8_0,DCBQ.12R8.R,MB.B12R8,MB.A13R8,3,23782.0325,23819.8225,B13R8,0,RB.A81,6
1098,B13R8_1,DCBA.13R8.R,MB.A13R8,MB.C13R8,2,23819.8225,23851.1425,B13R8,1,RB.A81,7
1099,B13R8_2,DCBA.A14R8.R,MB.C13R8,MB.B14R8,3,23851.1425,23888.9325,B13R8,2,RB.A81,8
1100,B15R8_0,DCBQ.14R8.R,MB.B14R8,MB.A15R8,3,23888.9325,23926.7225,B15R8,0,RB.A81,9
1101,B15R8_1,DCBA.15R8.R,MB.A15R8,MB.C15R8,2,23926.7225,23958.0425,B15R8,1,RB.A81,10
1102,B15R8_2,DCBA.A16R8.R,MB.C15R8,MB.B16R8,3,23958.0425,23995.8325,B15R8,2,RB.A81,11
1103,B17R8_0,DCBQ.16R8.R,MB.B16R8,MB.A17R8,3,23995.8325,24033.6225,B17R8,0,RB.A81,12
1104,B17R8_1,DCBA.17R8.R,MB.A17R8,MB.C17R8,2,24033.6225,24064.9425,B17R8,1,RB.A81,13
1105,B17R8_2,DCBA.A18R8.R,MB.C17R8,MB.B18R8,3,24064.9425,24102.7325,B17R8,2,RB.A81,14
1106,B19R8_0,DCBQ.18R8.R,MB.B18R8,MB.A19R8,3,24102.7325,24140.5225,B19R8,0,RB.A81,15
1107,B19R8_1,DCBA.19R8.R,MB.A19R8,MB.C19R8,2,24140.5225,24171.8425,B19R8,1,RB.A81,16
1108,B19R8_2,DCBA.A20R8.R,MB.C19R8,MB.B20R8,3,24171.8425,24209.6325,B19R8,2,RB.A81,17
1109,B21R8_0,DCBQ.20R8.R,MB.B20R8,MB.A21R8,3,24209.6325,24247.4225,B21R8,0,RB.A81,18
1110,B21R8_1,DCBA.21R8.R,MB.A21R8,MB.C21R8,2,24247.4225,24278.7425,B21R8,1,RB.A81,19
1111,B21R8_2,DCBA.A22R8.R,MB.C21R8,MB.B22R8,3,24278.7425,24316.5325,B21R8,2,RB.A81,20
1112,B23R8_0,DCBQ.22R8.R,MB.B22R8,MB.A23R8,3,24316.5325,24354.3225,B23R8,0,RB.A81,21
1113,B23R8_1,DCBA.23R8.R,MB.A23R8,MB.C23R8,2,24354.3225,24385.6425,B23R8,1,RB.A81,22
1114,B23R8_2,DCBA.A24R8.R,MB.C23R8,MB.B24R8,3,24385.6425,24423.4325,B23R8,2,RB.A81,23
1115,B25R8_0,DCBQ.24R8.R,MB.B24R8,MB.A25R8,3,24423.4325,24461.2225,B25R8,0,RB.A81,24
1116,B25R8_1,DCBA.25R8.R,MB.A25R8,MB.C25R8,2,24461.2225,24492.5425,B25R8,1,RB.A81,25
1117,B25R8_2,DCBA.A26R8.R,MB.C25R8,MB.B26R8,3,24492.5425,24530.3325,B25R8,2,RB.A81,26
1118,B27R8_0,DCBQ.26R8.R,MB.B26R8,MB.A27R8,3,24530.3325,24568.1225,B27R8,0,RB.A81,27
1119,B27R8_1,DCBA.27R8.R,MB.A27R8,MB.C27R8,2,24568.1225,24599.4425,B27R8,1,RB.A81,28
1120,B27R8_2,DCBA.A28R8.R,MB.C27R8,MB.B28R8,3,24599.4425,24637.2325,B27R8,2,RB.A81,29
1121,B29R8_0,DCBQ.28R8.R,MB.B28R8,MB.A29R8,3,24637.2325,24675.0225,B29R8,0,RB.A81,30
1122,B29R8_1,DCBA.29R8.R,MB.A29R8,MB.C29R8,2,24675.0225,24706.3425,B29R8,1,RB.A81,31
1123,B29R8_2,DCBA.A30R8.R,MB.C29R8,MB.B30R8,3,24706.3425,24744.1325,B29R8,2,RB.A81,32
1124,B31R8_0,DCBQ.30R8.R,MB.B30R8,MB.A31R8,3,24744.1325,24781.9225,B31R8,0,RB.A81,33
1125,B31R8_1,DCBA.31R8.R,MB.A31R8,MB.C31R8,2,24781.9225,24813.2425,B31R8,1,RB.A81,34
1126,B31R8_2,DCBA.A32R8.R,MB.C31R8,MB.B32R8,3,24813.2425,24851.0325,B31R8,2,RB.A81,35
1127,B33R8_0,DCBQ.32R8.R,MB.B32R8,MB.A33R8,3,24851.0325,24888.8225,B33R8,0,RB.A81,36
1128,B33R8_1,DCBA.33R8.R,MB.A33R8,MB.C33R8,2,24888.8225,24920.1425,B33R8,1,RB.A81,37
1129,B33R8_2,DCBA.A34R8.R,MB.C33R8,MB.B34R8,3,24920.1425,24957.9325,B33R8,2,RB.A81,38
1130,B34L1_0,DCBA.B34R8.R,MB.B34R8,MB.C34L1,3,24957.9325,24995.7225,B34L1,0,RB.A81,39
1131,B34L1_1,DCBA.34L1.R,MB.C34L1,MB.A34L1,2,24995.7225,25027.0425,B34L1,1,RB.A81,40
1132,B32L1_0,DCBA.B33L1.R,MB.A34L1,MB.B33L1,3,25027.0425,25064.8325,B32L1,0,RB.A81,41
1133,B32L1_1,DCBQ.32L1.R,MB.B33L1,MB.C32L1,3,25064.8325,25102.6225,B32L1,1,RB.A81,42
1134,B32L1_2,DCBA.32L1.R,MB.C32L1,MB.A32L1,2,25102.6225,25133.9425,B32L1,2,RB.A81,43
1135,B30L1_0,DCBA.B31L1.R,MB.A32L1,MB.B31L1,3,25133.9425,25171.7325,B30L1,0,RB.A81,44
1136,B30L1_1,DCBQ.30L1.R,MB.B31L1,MB.C30L1,3,25171.7325,25209.5225,B30L1,1,RB.A81,45
1137,B30L1_2,DCBA.30L1.R,MB.C30L1,MB.A30L1,2,25209.5225,25240.8425,B30L1,2,RB.A81,46
1138,B28L1_0,DCBA.B29L1.R,MB.A30L1,MB.B29L1,3,25240.8425,25278.6325,B28L1,0,RB.A81,47
1139,B28L1_1,DCBQ.28L1.R,MB.B29L1,MB.C28L1,3,25278.6325,25316.4225,B28L1,1,RB.A81,48
1140,B28L1_2,DCBA.28L1.R,MB.C28L1,MB.A28L1,2,25316.4225,25347.7425,B28L1,2,RB.A81,49
1141,B26L1_0,DCBA.B27L1.R,MB.A28L1,MB.B27L1,3,25347.7425,25385.5325,B26L1,0,RB.A81,50
1142,B26L1_1,DCBQ.26L1.R,MB.B27L1,MB.C26L1,3,25385.5325,25423.3225,B26L1,1,RB.A81,51
1143,B26L1_2,DCBA.26L1.R,MB.C26L1,MB.A26L1,2,25423.3225,25454.6425,B26L1,2,RB.A81,52
1144,B24L1_0,DCBA.B25L1.R,MB.A26L1,MB.B25L1,3,25454.6425,25492.4325,B24L1,0,RB.A81,53
1145,B24L1_1,DCBQ.24L1.R,MB.B25L1,MB.C24L1,3,25492.4325,25530.2225,B24L1,1,RB.A81,54
1146,B24L1_2,DCBA.24L1.R,MB.C24L1,MB.A24L1,2,25530.2225,25561.5425,B24L1,2,RB.A81,55
1147,B22L1_0,DCBA.B23L1.R,MB.A24L1,MB.B23L1,3,25561.5425,25599.3325,B22L1,0,RB.A81,56
1148,B22L1_1,DCBQ.22L1.R,MB.B23L1,MB.C22L1,3,25599.3325,25637.1225,B22L1,1,RB.A81,57
1149,B22L1_2,DCBA.22L1.R,MB.C22L1,MB.A22L1,2,25637.1225,25668.4425,B22L1,2,RB.A81,58
1150,B20L1_0,DCBA.B21L1.R,MB.A22L1,MB.B21L1,3,25668.4425,25706.2325,B20L1,0,RB.A81,59
1151,B20L1_1,DCBQ.20L1.R,MB.B21L1,MB.C20L1,3,25706.2325,25744.0225,B20L1,1,RB.A81,60
1152,B20L1_2,DCBA.20L1.R,MB.C20L1,MB.A20L1,2,25744.0225,25775.3425,B20L1,2,RB.A81,61
1153,B18L1_0,DCBA.B19L1.R,MB.A20L1,MB.B19L1,3,25775.3425,25813.1325,B18L1,0,RB.A81,62
1154,B18L1_1,DCBQ.18L1.R,MB.B19L1,MB.C18L1,3,25813.1325,25850.9225,B18L1,1,RB.A81,63
1155,B18L1_2,DCBA.18L1.R,MB.C18L1,MB.A18L1,2,25850.9225,25882.2425,B18L1,2,RB.A81,64
1156,B16L1_0,DCBA.B17L1.R,MB.A18L1,MB.B17L1,3,25882.2425,25920.0325,B16L1,0,RB.A81,65
1157,B16L1_1,DCBQ.16L1.R,MB.B17L1,MB.C16L1,3,25920.0325,25957.8225,B16L1,1,RB.A81,66
1158,B16L1_2,DCBA.16L1.R,MB.C16L1,MB.A16L1,2,25957.8225,25989.1425,B16L1,2,RB.A81,67
1159,B14L1_0,DCBA.B15L1.R,MB.A16L1,MB.B15L1,3,25989.1425,26026.9325,B14L1,0,RB.A81,68
1160,B14L1_1,DCBQ.14L1.R,MB.B15L1,MB.C14L1,3,26026.9325,26064.7225,B14L1,1,RB.A81,69
1161,B14L1_2,DCBA.14L1.R,MB.C14L1,MB.A14L1,2,26064.7225,26096.0425,B14L1,2,RB.A81,70
1162,B12L1_0,DCBA.B13L1.R,MB.A14L1,MB.B13L1,3,26096.0425,26133.8325,B12L1,0,RB.A81,71
1163,B12L1_1,DCBQ.12L1.R,MB.B13L1,MB.C12L1,3,26133.8325,26171.6225,B12L1,1,RB.A81,72
1164,B12L1_2,DCBA.12L1.R,MB.C12L1,MB.A12L1,2,26171.6225,26202.9425,B12L1,2,RB.A81,73
1165,B10L1_0,DCBA.11L1.R,MB.A12L1,MB.A11L1,4,26202.9425,26255.7242,B10L1,0,RB.A81,74
1166,B10L1_1,DCBA.10L1.R,MB.A11L1,MB.A10L1,3,26255.7242,26294.7892,B10L1,1,RB.A81,75
1167,B10L1_2,DCBA.9L1.R,MB.A10L1,MB.A9L1,3,26294.7892,26335.2542,B10L1,2,RB.A81,76
1168,B8L1_0,DCBA.8L1.R,MB.A9L1,MB.A8L1,3,26335.2542,26374.3192,B8L1,0,RB.A81,77
1169,B8L1_1,DCBD.7L1.R,MB.A8L1,DFLAS.7L1.1,4,26374.3192,26403.5492,B8L1,1,RB.A81,78
1170,B9L1_0,DCBA.8L1.L,DFLAS.7L1.2,MB.B8L1,5,26403.8892,26358.6592,B9L1,0,RB.A81,79
1171,B9L1_1,DCBA.9L1.L,MB.B8L1,MB.B9L1,3,26358.6592,26319.5942,B9L1,1,RB.A81,80
1172,B11L1_0,DCBA.10L1.L,MB.B9L1,MB.B10L1,3,26319.5942,26279.1292,B11L1,0,RB.A81,81
1173,B11L1_1,DCBA.11L1.L,MB.B10L1,MB.B11L1,3,26279.1292,26240.0642,B11L1,1,RB.A81,82
1174,B11L1_2,DCBA.12L1.L,MB.B11L1,MB.B12L1,4,26240.0642,26187.2825,B11L1,2,RB.A81,83
1175,B13L1_0,DCBA.A13L1.L,MB.B12L1,MB.A13L1,3,26187.2825,26149.4925,B13L1,0,RB.A81,84
1176,B13L1_1,DCBA.B13L1.L,MB.A13L1,MB.C13L1,2,26149.4925,26118.1725,B13L1,1,RB.A81,85
1177,B13L1_2,DCBA.14L1.L,MB.C13L1,MB.B14L1,3,26118.1725,26080.3825,B13L1,2,RB.A81,86
1178,B15L1_0,DCBA.A15L1.L,MB.B14L1,MB.A15L1,3,26080.3825,26042.5925,B15L1,0,RB.A81,87
1179,B15L1_1,DCBA.B15L1.L,MB.A15L1,MB.C15L1,2,26042.5925,26011.2725,B15L1,1,RB.A81,88
1180,B15L1_2,DCBA.16L1.L,MB.C15L1,MB.B16L1,3,26011.2725,25973.4825,B15L1,2,RB.A81,89
1181,B17L1_0,DCBA.A17L1.L,MB.B16L1,MB.A17L1,3,25973.4825,25935.6925,B17L1,0,RB.A81,90
1182,B17L1_1,DCBA.B17L1.L,MB.A17L1,MB.C17L1,2,25935.6925,25904.3725,B17L1,1,RB.A81,91
1183,B17L1_2,DCBA.18L1.L,MB.C17L1,MB.B18L1,3,25904.3725,25866.5825,B17L1,2,RB.A81,92
1184,B19L1_0,DCBA.A19L1.L,MB.B18L1,MB.A19L1,3,25866.5825,25828.7925,B19L1,0,RB.A81,93
1185,B19L1_1,DCBA.B19L1.L,MB.A19L1,MB.C19L1,2,25828.7925,25797.4725,B19L1,1,RB.A81,94
1186,B19L1_2,DCBA.20L1.L,MB.C19L1,MB.B20L1,3,25797.4725,25759.6825,B19L1,2,RB.A81,95
1187,B21L1_0,DCBA.A21L1.L,MB.B20L1,MB.A21L1,3,25759.6825,25721.8925,B21L1,0,RB.A81,96
1188,B21L1_1,DCBA.B21L1.L,MB.A21L1,MB.C21L1,2,25721.8925,25690.5725,B21L1,1,RB.A81,97
1189,B21L1_2,DCBA.22L1.L,MB.C21L1,MB.B22L1,3,25690.5725,25652.7825,B21L1,2,RB.A81,98
1190,B23L1_0,DCBA.A23L1.L,MB.B22L1,MB.A23L1,3,25652.7825,25614.9925,B23L1,0,RB.A81,99
1191,B23L1_1,DCBA.B23L1.L,MB.A23L1,MB.C23L1,2,25614.9925,25583.6725,B23L1,1,RB.A81,100
1192,B23L1_2,DCBA.24L1.L,MB.C23L1,MB.B24L1,3,25583.6725,25545.8825,B23L1,2,RB.A81,101
1193,B25L1_0,DCBA.A25L1.L,MB.B24L1,MB.A25L1,3,25545.8825,25508.0925,B25L1,0,RB.A81,102
1194,B25L1_1,DCBA.B25L1.L,MB.A25L1,MB.C25L1,2,25508.0925,25476.7725,B25L1,1,RB.A81,103
1195,B25L1_2,DCBA.26L1.L,MB.C25L1,MB.B26L1,3,25476.7725,25438.9825,B25L1,2,RB.A81,104
1196,B27L1_0,DCBA.A27L1.L,MB.B26L1,MB.A27L1,3,25438.9825,25401.1925,B27L1,0,RB.A81,105
1197,B27L1_1,DCBA.B27L1.L,MB.A27L1,MB.C27L1,2,25401.1925,25369.8725,B27L1,1,RB.A81,106
1198,B27L1_2,DCBA.28L1.L,MB.C27L1,MB.B28L1,3,25369.8725,25332.0825,B27L1,2,RB.A81,107
1199,B29L1_0,DCBA.A29L1.L,MB.B28L1,MB.A29L1,3,25332.0825,25294.2925,B29L1,0,RB.A81,108
1200,B29L1_1,DCBA.B29L1.L,MB.A29L1,MB.C29L1,2,25294.2925,25262.9725,B29L1,1,RB.A81,109
1201,B29L1_2,DCBA.30L1.L,MB.C29L1,MB.B30L1,3,25262.9725,25225.1825,B29L1,2,RB.A81,110
1202,B31L1_0,DCBA.A31L1.L,MB.B30L1,MB.A31L1,3,25225.1825,25187.3925,B31L1,0,RB.A81,111
1203,B31L1_1,DCBA.B31L1.L,MB.A31L1,MB.C31L1,2,25187.3925,25156.0725,B31L1,1,RB.A81,112
1204,B31L1_2,DCBA.32L1.L,MB.C31L1,MB.B32L1,3,25156.0725,25118.2825,B31L1,2,RB.A81,113
1205,B33L1_0,DCBA.A33L1.L,MB.B32L1,MB.A33L1,3,25118.2825,25080.4925,B33L1,0,RB.A81,114
1206,B33L1_1,DCBA.B33L1.L,MB.A33L1,MB.C33L1,2,25080.4925,25049.1725,B33L1,1,RB.A81,115
1207,B33L1_2,DCBA.34L1.L,MB.C33L1,MB.B34L1,3,25049.1725,25011.3825,B33L1,2,RB.A81,116
1208,B34R8_0,DCBA.B34R8.L,MB.B34L1,MB.C34R8,3,25011.3825,24973.5925,B34R8,0,RB.A81,117
1209,B34R8_1,DCBA.A34R8.L,MB.C34R8,MB.A34R8,2,24973.5925,24942.2725,B34R8,1,RB.A81,118
1210,B32R8_0,DCBA.33R8.L,MB.A34R8,MB.B33R8,3,24942.2725,24904.4825,B32R8,0,RB.A81,119
1211,B32R8_1,DCBA.B32R8.L,MB.B33R8,MB.C32R8,3,24904.4825,24866.6925,B32R8,1,RB.A81,120
1212,B32R8_2,DCBA.A32R8.L,MB.C32R8,MB.A32R8,2,24866.6925,24835.3725,B32R8,2,RB.A81,121
1213,B30R8_0,DCBA.31R8.L,MB.A32R8,MB.B31R8,3,24835.3725,24797.5825,B30R8,0,RB.A81,122
1214,B30R8_1,DCBA.B30R8.L,MB.B31R8,MB.C30R8,3,24797.5825,24759.7925,B30R8,1,RB.A81,123
1215,B30R8_2,DCBA.A30R8.L,MB.C30R8,MB.A30R8,2,24759.7925,24728.4725,B30R8,2,RB.A81,124
1216,B28R8_0,DCBA.29R8.L,MB.A30R8,MB.B29R8,3,24728.4725,24690.6825,B28R8,0,RB.A81,125
1217,B28R8_1,DCBA.B28R8.L,MB.B29R8,MB.C28R8,3,24690.6825,24652.8925,B28R8,1,RB.A81,126
1218,B28R8_2,DCBA.A28R8.L,MB.C28R8,MB.A28R8,2,24652.8925,24621.5725,B28R8,2,RB.A81,127
1219,B26R8_0,DCBA.27R8.L,MB.A28R8,MB.B27R8,3,24621.5725,24583.7825,B26R8,0,RB.A81,128
1220,B26R8_1,DCBA.B26R8.L,MB.B27R8,MB.C26R8,3,24583.7825,24545.9925,B26R8,1,RB.A81,129
1221,B26R8_2,DCBA.A26R8.L,MB.C26R8,MB.A26R8,2,24545.9925,24514.6725,B26R8,2,RB.A81,130
1222,B24R8_0,DCBA.25R8.L,MB.A26R8,MB.B25R8,3,24514.6725,24476.8825,B24R8,0,RB.A81,131
1223,B24R8_1,DCBA.B24R8.L,MB.B25R8,MB.C24R8,3,24476.8825,24439.0925,B24R8,1,RB.A81,132
1224,B24R8_2,DCBA.A24R8.L,MB.C24R8,MB.A24R8,2,24439.0925,24407.7725,B24R8,2,RB.A81,133
1225,B22R8_0,DCBA.23R8.L,MB.A24R8,MB.B23R8,3,24407.7725,24369.9825,B22R8,0,RB.A81,134
1226,B22R8_1,DCBA.B22R8.L,MB.B23R8,MB.C22R8,3,24369.9825,24332.1925,B22R8,1,RB.A81,135
1227,B22R8_2,DCBA.A22R8.L,MB.C22R8,MB.A22R8,2,24332.1925,24300.8725,B22R8,2,RB.A81,136
1228,B20R8_0,DCBA.21R8.L,MB.A22R8,MB.B21R8,3,24300.8725,24263.0825,B20R8,0,RB.A81,137
1229,B20R8_1,DCBA.B20R8.L,MB.B21R8,MB.C20R8,3,24263.0825,24225.2925,B20R8,1,RB.A81,138
1230,B20R8_2,DCBA.A20R8.L,MB.C20R8,MB.A20R8,2,24225.2925,24193.9725,B20R8,2,RB.A81,139
1231,B18R8_0,DCBA.19R8.L,MB.A20R8,MB.B19R8,3,24193.9725,24156.1825,B18R8,0,RB.A81,140
1232,B18R8_1,DCBA.B18R8.L,MB.B19R8,MB.C18R8,3,24156.1825,24118.3925,B18R8,1,RB.A81,141
1233,B18R8_2,DCBA.A18R8.L,MB.C18R8,MB.A18R8,2,24118.3925,24087.0725,B18R8,2,RB.A81,142
1234,B16R8_0,DCBA.17R8.L,MB.A18R8,MB.B17R8,3,24087.0725,24049.2825,B16R8,0,RB.A81,143
1235,B16R8_1,DCBA.B16R8.L,MB.B17R8,MB.C16R8,3,24049.2825,24011.4925,B16R8,1,RB.A81,144
1236,B16R8_2,DCBA.A16R8.L,MB.C16R8,MB.A16R8,2,24011.4925,23980.1725,B16R8,2,RB.A81,145
1237,B14R8_0,DCBA.15R8.L,MB.A16R8,MB.B15R8,3,23980.1725,23942.3825,B14R8,0,RB.A81,146
1238,B14R8_1,DCBA.B14R8.L,MB.B15R8,MB.C14R8,3,23942.3825,23904.5925,B14R8,1,RB.A81,147
1239,B14R8_2,DCBA.A14R8.L,MB.C14R8,MB.A14R8,2,23904.5925,23873.2725,B14R8,2,RB.A81,148
1240,B12R8_0,DCBA.13R8.L,MB.A14R8,MB.B13R8,3,23873.2725,23835.4825,B12R8,0,RB.A81,149
1241,B12R8_1,DCBA.B12R8.L,MB.B13R8,MB.C12R8,3,23835.4825,23797.6925,B12R8,1,RB.A81,150
1242,B12R8_2,DCBA.A12R8.L,MB.C12R8,MB.A12R8,2,23797.6925,23766.3725,B12R8,2,RB.A81,151
1243,B10R8_0,DCBA.11R8.L,MB.A12R8,MB.A11R8,4,23766.3725,23714.5328,B10R8,0,RB.A81,152
1244,B10R8_1,DCBA.10R8.L,MB.A11R8,MB.A10R8,3,23714.5328,23675.4678,B10R8,1,RB.A81,153
1245,B10R8_2,DCBA.9R8.L,MB.A10R8,MB.A9R8,3,23675.4678,23635.0028,B10R8,2,RB.A81,154
1246,B8R8_0,DCBA.8R8.L,MB.A9R8,MB.A8R8,3,23635.0028,23595.9378,B8R8,0,RB.A81,155
1247,B8R8_1,DCBD.7R8.L,MB.A8R8,DFLAS.7R8.6,4,23595.9378,23576.4328,B8R8,1,RB.A81,156
